air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
0.9,0.9,2021-12-17 00:00:00,3.4,51
0.9,0.5,2021-12-17 01:00:00,3.4,51
0.2,0.2,2021-12-17 02:00:00,3.4,51
0.1,0.0,2021-12-17 03:00:00,3.4,51
0.5,0.0,2021-12-17 04:00:00,3.4,51
0.1,-0.3,2021-12-17 05:00:00,3.4,51
-0.6,-0.6,2021-12-17 06:00:00,3.4,51
-0.2,-0.7,2021-12-17 07:00:00,0.2,51
-0.9,-1.0,2021-12-17 08:00:00,0.2,51
-0.3,-1.0,2021-12-17 09:00:00,0.2,51
-0.1,-1.0,2021-12-17 10:00:00,0.2,51
-0.3,-1.0,2021-12-17 11:00:00,0.4,51
-0.1,-1.0,2021-12-17 12:00:00,0.4,51
0.5,-1.0,2021-12-17 13:00:00,0.5,51
1.0,-1.0,2021-12-17 14:00:00,1.1,51
1.1,-1.0,2021-12-17 15:00:00,1.3,51
1.2,-1.0,2021-12-17 16:00:00,1.3,51
1.2,-1.0,2021-12-17 17:00:00,1.3,51
1.3,-1.0,2021-12-17 18:00:00,1.5,51
1.8,1.3,2021-12-17 19:00:00,2.1,51
0.8,0.8,2021-12-17 20:00:00,2.1,51
0.8,0.7,2021-12-17 21:00:00,2.1,51
0.8,0.7,2021-12-17 22:00:00,2.1,51
0.7,0.6,2021-12-17 23:00:00,2.1,51
0.7,0.6,2021-12-18 00:00:00,2.1,51
0.7,0.6,2021-12-18 01:00:00,2.1,51
0.9,0.6,2021-12-18 02:00:00,2.1,51
0.8,0.6,2021-12-18 03:00:00,2.1,51
1.4,0.6,2021-12-18 04:00:00,2.1,51
1.5,0.6,2021-12-18 05:00:00,2.1,51
1.6,0.6,2021-12-18 06:00:00,2.1,51
2.4,1.6,2021-12-18 07:00:00,2.5,51
2.9,1.6,2021-12-18 08:00:00,2.9,51
3.0,1.6,2021-12-18 09:00:00,3.4,51
3.3,1.6,2021-12-18 10:00:00,3.4,51
4.5,1.6,2021-12-18 11:00:00,4.6,51
7.0,1.6,2021-12-18 12:00:00,7.0,51
6.9,1.6,2021-12-18 13:00:00,7.2,51
6.9,1.6,2021-12-18 14:00:00,7.2,51
7.5,1.6,2021-12-18 15:00:00,7.5,51
7.3,1.6,2021-12-18 16:00:00,7.7,51
6.5,1.6,2021-12-18 17:00:00,7.7,51
6.3,1.6,2021-12-18 18:00:00,7.7,51
6.0,5.8,2021-12-18 19:00:00,6.4,51
5.5,5.5,2021-12-18 20:00:00,6.4,51
5.3,5.1,2021-12-18 21:00:00,6.4,51
4.5,4.4,2021-12-18 22:00:00,6.4,51
4.6,4.4,2021-12-18 23:00:00,6.4,51
4.7,4.4,2021-12-19 00:00:00,6.4,51
4.9,4.3,2021-12-19 01:00:00,6.4,51
3.7,3.7,2021-12-19 02:00:00,6.4,51
3.2,3.1,2021-12-19 03:00:00,6.4,51
2.7,2.7,2021-12-19 04:00:00,6.4,51
2.6,2.4,2021-12-19 05:00:00,6.4,51
2.9,2.4,2021-12-19 06:00:00,6.4,51
2.3,2.3,2021-12-19 07:00:00,2.9,51
2.0,2.0,2021-12-19 08:00:00,2.9,51
2.2,1.9,2021-12-19 09:00:00,2.9,51
3.0,1.9,2021-12-19 10:00:00,3.0,51
3.4,1.9,2021-12-19 11:00:00,3.6,51
4.7,1.9,2021-12-19 12:00:00,4.8,51
5.3,1.9,2021-12-19 13:00:00,7.7,51
7.3,1.9,2021-12-19 14:00:00,7.9,51
7.9,1.9,2021-12-19 15:00:00,8.1,51
5.3,1.9,2021-12-19 16:00:00,9.2,51
4.3,1.9,2021-12-19 17:00:00,9.2,51
3.8,1.9,2021-12-19 18:00:00,9.2,51
2.7,2.6,2021-12-19 19:00:00,3.8,51
2.4,2.3,2021-12-19 20:00:00,3.8,51
1.8,1.8,2021-12-19 21:00:00,3.8,51
1.6,1.5,2021-12-19 22:00:00,3.8,51
1.7,1.5,2021-12-19 23:00:00,3.8,51
1.3,1.0,2021-12-20 00:00:00,3.8,51
0.9,0.8,2021-12-20 01:00:00,3.8,51
0.5,0.3,2021-12-20 02:00:00,3.8,51
0.5,0.3,2021-12-20 03:00:00,3.8,51
-0.4,-0.6,2021-12-20 04:00:00,3.8,51
-0.5,-0.7,2021-12-20 05:00:00,3.8,51
-0.9,-1.0,2021-12-20 06:00:00,3.8,51
-1.6,-1.6,2021-12-20 07:00:00,-0.3,51
-1.7,-2.0,2021-12-20 08:00:00,-0.3,51
-1.6,-2.0,2021-12-20 09:00:00,-0.3,51
-1.2,-2.0,2021-12-20 10:00:00,-0.3,51
0.2,-2.0,2021-12-20 11:00:00,0.4,51
4.3,-2.0,2021-12-20 12:00:00,4.3,51
4.8,-2.0,2021-12-20 13:00:00,5.5,51
4.0,-2.0,2021-12-20 14:00:00,6.3,51
5.0,-2.0,2021-12-20 15:00:00,6.3,51
1.5,-2.0,2021-12-20 16:00:00,6.3,51
1.0,-2.0,2021-12-20 17:00:00,6.3,51
0.9,-2.0,2021-12-20 18:00:00,6.3,51
0.7,0.6,2021-12-20 19:00:00,0.9,51
-0.7,-0.7,2021-12-20 20:00:00,0.9,51
-1.4,-1.4,2021-12-20 21:00:00,0.9,51
-0.5,-1.6,2021-12-20 22:00:00,0.9,51
-1.1,-1.7,2021-12-20 23:00:00,0.9,51
-1.8,-1.8,2021-12-21 00:00:00,0.9,51
-2.0,-2.0,2021-12-21 01:00:00,0.9,51
-2.6,-2.7,2021-12-21 02:00:00,0.9,51
-2.7,-2.9,2021-12-21 03:00:00,0.9,51
-3.0,-3.1,2021-12-21 04:00:00,0.9,51
-2.0,-3.1,2021-12-21 05:00:00,0.9,51
-3.0,-3.1,2021-12-21 06:00:00,0.9,51
-2.3,-3.1,2021-12-21 07:00:00,-1.8,51
-3.3,-3.3,2021-12-21 08:00:00,-1.8,51
-2.1,-3.3,2021-12-21 09:00:00,-1.6,51
-1.4,-3.3,2021-12-21 10:00:00,-1.4,51
-1.0,-3.3,2021-12-21 11:00:00,-0.8,51
-0.5,-3.3,2021-12-21 12:00:00,-0.1,51
0.0,-3.3,2021-12-21 13:00:00,0.2,51
-0.4,-3.3,2021-12-21 14:00:00,0.4,51
-0.8,-3.3,2021-12-21 15:00:00,0.4,51
-0.6,-3.3,2021-12-21 16:00:00,0.4,51
-0.8,-3.3,2021-12-21 17:00:00,0.4,51
-0.5,-3.3,2021-12-21 18:00:00,0.4,51
-0.1,-0.6,2021-12-21 19:00:00,-0.1,51
0.2,-0.6,2021-12-21 20:00:00,0.2,51
1.2,-0.6,2021-12-21 21:00:00,1.4,51
1.3,-0.6,2021-12-21 22:00:00,1.5,51
1.6,-0.6,2021-12-21 23:00:00,1.8,51
2.1,-0.6,2021-12-22 00:00:00,2.2,51
2.6,-0.6,2021-12-22 01:00:00,2.8,51
3.2,-0.6,2021-12-22 02:00:00,3.2,51
4.0,-0.6,2021-12-22 03:00:00,4.6,51
6.3,-0.6,2021-12-22 04:00:00,6.4,51
6.5,-0.6,2021-12-22 05:00:00,6.6,51
6.3,-0.6,2021-12-22 06:00:00,6.9,51
6.8,5.8,2021-12-22 07:00:00,6.9,51
6.2,5.8,2021-12-22 08:00:00,6.9,51
6.9,5.8,2021-12-22 09:00:00,7.0,51
7.3,5.8,2021-12-22 10:00:00,7.3,51
7.7,5.8,2021-12-22 11:00:00,7.7,51
8.1,5.8,2021-12-22 12:00:00,8.2,51
8.4,5.8,2021-12-22 13:00:00,8.5,51
8.4,5.8,2021-12-22 14:00:00,8.6,51
8.2,5.8,2021-12-22 15:00:00,8.6,51
8.2,5.8,2021-12-22 16:00:00,8.6,51
7.6,5.8,2021-12-22 17:00:00,8.6,51
7.7,5.8,2021-12-22 18:00:00,8.6,51
7.7,7.5,2021-12-22 19:00:00,7.8,51
7.7,7.5,2021-12-22 20:00:00,7.8,51
8.0,7.5,2021-12-22 21:00:00,8.0,51
7.6,7.5,2021-12-22 22:00:00,8.1,51
5.5,5.5,2021-12-22 23:00:00,8.1,51
4.7,4.7,2021-12-23 00:00:00,8.1,51
4.5,4.5,2021-12-23 01:00:00,8.1,51
4.5,4.1,2021-12-23 02:00:00,8.1,51
4.4,4.1,2021-12-23 03:00:00,8.1,51
3.8,3.8,2021-12-23 04:00:00,8.1,51
3.5,3.5,2021-12-23 05:00:00,8.1,51
3.8,3.3,2021-12-23 06:00:00,8.1,51
3.8,3.1,2021-12-23 07:00:00,3.8,51
3.6,3.1,2021-12-23 08:00:00,3.9,51
3.7,3.1,2021-12-23 09:00:00,3.9,51
3.6,3.1,2021-12-23 10:00:00,3.9,51
3.4,3.0,2021-12-23 11:00:00,3.9,51
3.9,3.0,2021-12-23 12:00:00,4.0,51
3.6,3.0,2021-12-23 13:00:00,4.5,51
3.6,3.0,2021-12-23 14:00:00,4.5,51
3.5,3.0,2021-12-23 15:00:00,4.5,51
3.5,3.0,2021-12-23 16:00:00,4.5,51
3.4,3.0,2021-12-23 17:00:00,4.5,51
3.4,3.0,2021-12-23 18:00:00,4.5,51
2.8,2.8,2021-12-23 19:00:00,3.4,51
2.7,2.7,2021-12-23 20:00:00,3.4,51
2.8,2.7,2021-12-23 21:00:00,3.4,51
3.2,2.7,2021-12-23 22:00:00,3.4,51
1.5,1.5,2021-12-23 23:00:00,3.4,51
