air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
-14.5, -14.54, 87.1, -10.3, 87.0, -14.6,2021-12-17 00:00:00, -16.0,51
-15.5, -15.45, 85.2, -10.3, 85.0, -15.3,2021-12-17 01:00:00, -17.0,51
-15.7, -15.7, 86.1, -10.3, 86.0, -15.8,2021-12-17 02:00:00, -17.0,51
-16.4, -16.37, 85.8, -10.3, 86.0, -16.5,2021-12-17 03:00:00, -18.0,51
-16.6, -16.59, 85.6, -10.3, 86.0, -16.8,2021-12-17 04:00:00, -18.0,51
-17.1, -17.14, 85.1, -10.3, 85.0, -17.2,2021-12-17 05:00:00, -19.0,51
-17.4, -17.43, 85.5, -10.3, 86.0, -17.5,2021-12-17 06:00:00, -19.0,51
-18.1, -18.1, 85.0, -17.4, 85.0, -18.2,2021-12-17 07:00:00, -20.0,51
-17.4, -17.36, 84.7, -17.2, 85.0, -18.2,2021-12-17 08:00:00, -19.0,51
-17.5, -17.51, 84.6, -17.2, 85.0, -18.2,2021-12-17 09:00:00, -19.0,51
-17.0, -16.96, 84.8, -16.8, 85.0, -18.2,2021-12-17 10:00:00, -19.0,51
-15.2, -15.24, 86.2, -15.2, 86.0, -18.2,2021-12-17 11:00:00, -17.0,51
-15.2, -15.24, 86.2, -14.5, 86.0, -18.2,2021-12-17 12:00:00, -17.0,51
-14.0, -13.96, 87.0, -13.8, 87.0, -18.2,2021-12-17 13:00:00, -15.0,51
-13.8, -13.77, 87.3, -13.7, 87.0, -18.2,2021-12-17 14:00:00, -15.0,51
-13.7, -13.74, 87.0, -13.6, 87.0, -18.2,2021-12-17 15:00:00, -15.0,51
-13.9, -13.89, 86.5, -13.4, 87.0, -18.2,2021-12-17 16:00:00, -15.0,51
-13.8, -13.82, 86.7, -13.4, 87.0, -18.2,2021-12-17 17:00:00, -15.0,51
-13.5, -13.45, 84.9, -13.4, 85.0, -18.2,2021-12-17 18:00:00, -15.0,51
-12.9, -12.88, 85.7, -12.8, 86.0, -13.7,2021-12-17 19:00:00, -15.0,51
-12.9, -12.91, 85.9, -12.1, 86.0, -13.7,2021-12-17 20:00:00, -15.0,51
-12.6, -12.63, 86.3, -12.1, 86.0, -13.7,2021-12-17 21:00:00, -14.0,51
-12.0, -12.0, 88.1, -11.9, 88.0, -13.7,2021-12-17 22:00:00, -13.0,51
-11.4, -11.37, 89.1, -11.4, 89.0, -13.7,2021-12-17 23:00:00, -13.0,51
-11.3, -11.32, 89.2, -11.0, 89.0, -13.7,2021-12-18 00:00:00, -13.0,51
-10.8, -10.83, 89.4, -10.7, 89.0, -13.7,2021-12-18 01:00:00, -12.0,51
-10.4, -10.38, 90.6, -10.0, 91.0, -13.7,2021-12-18 02:00:00, -12.0,51
-9.9, -9.91, 91.1, -9.8, 91.0, -13.7,2021-12-18 03:00:00, -11.0,51
-9.7, -9.74, 90.7, -9.6, 91.0, -13.7,2021-12-18 04:00:00, -11.0,51
