air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
0.5,0.4,-7999.0,3.4,100.0,2021-12-17 00:00:00,1.0,51
0.7,0.3,-7999.0,3.4,77.0,2021-12-17 01:00:00,-3.0,51
-0.2,-0.1,-7999.0,3.4,83.0,2021-12-17 02:00:00,-3.0,51
0.0,-0.3,-7999.0,3.4,80.0,2021-12-17 03:00:00,-3.0,51
0.4,-0.3,-7999.0,3.4,68.0,2021-12-17 04:00:00,-5.0,51
0.1,-0.7,-7999.0,3.4,74.0,2021-12-17 05:00:00,-4.0,51
-0.7,-0.9,-7999.0,3.4,72.0,2021-12-17 06:00:00,-5.0,51
-0.2,-1.0,-7999.0,0.1,70.0,2021-12-17 07:00:00,-4.0,51
-1.1,-1.0,-7999.0,0.1,78.0,2021-12-17 08:00:00,-4.0,51
-0.4,-1.3,-7999.0,0.5,68.0,2021-12-17 09:00:00,-5.0,51
-0.5,-1.3,-7999.0,0.8,74.0,2021-12-17 10:00:00,-4.0,51
-0.3,-1.3,-7999.0,0.8,80.0,2021-12-17 11:00:00,-3.0,51
-0.5,-1.3,-7999.0,0.8,94.0,2021-12-17 12:00:00,-1.0,51
0.3,-1.3,-7999.0,0.8,81.0,2021-12-17 13:00:00,-3.0,51
0.7,-1.3,-7999.0,1.1,78.0,2021-12-17 14:00:00,-3.0,51
0.6,-1.3,-7999.0,1.1,78.0,2021-12-17 15:00:00,-3.0,51
1.0,-1.3,-7999.0,1.4,79.0,2021-12-17 16:00:00,-2.0,51
1.0,-1.3,-7999.0,1.5,77.0,2021-12-17 17:00:00,-3.0,51
1.4,-1.3,-7999.0,1.9,73.0,2021-12-17 18:00:00,-3.0,51
2.5,1.1,-7999.0,2.9,75.0,2021-12-17 19:00:00,-1.0,51
1.0,1.0,-7999.0,2.9,96.0,2021-12-17 20:00:00,0.0,51
0.6,0.5,-7999.0,2.9,100.0,2021-12-17 21:00:00,0.0,51
None,6999.0,-7999.0,2.9,0.0,2021-12-17 22:00:00,940.0,51
0.7,-5249.0,-7999.0,2.9,100.0,2021-12-17 23:00:00,1.0,51
0.7,-5249.0,-7999.0,2.9,100.0,2021-12-18 00:00:00,1.0,51
0.6,-5249.0,-7999.0,2.9,100.0,2021-12-18 01:00:00,1.0,51
0.7,-5249.0,-7999.0,2.9,100.0,2021-12-18 02:00:00,1.0,51
0.8,-5249.0,-7999.0,2.9,100.0,2021-12-18 03:00:00,1.0,51
1.2,0.8,-7999.0,2.9,100.0,2021-12-18 04:00:00,1.0,51
1.4,0.8,-7999.0,2.9,100.0,2021-12-18 05:00:00,1.0,51
1.5,0.8,-7999.0,2.9,100.0,2021-12-18 06:00:00,1.0,51
2.9,1.5,-7999.0,3.2,100.0,2021-12-18 07:00:00,3.0,51
None,6999.0,-7999.0,3.2,0.0,2021-12-18 08:00:00,988.0,51
None,6999.0,-7999.0,3.3,0.0,2021-12-18 09:00:00,988.0,51
None,6999.0,-7999.0,3.3,0.0,2021-12-18 10:00:00,988.0,51
None,6999.0,-7999.0,3.3,0.0,2021-12-18 11:00:00,988.0,51
None,6999.0,-7999.0,3.3,0.0,2021-12-18 12:00:00,1010.0,51
6.6,-6415.0,-7999.0,6.7,91.0,2021-12-18 13:00:00,5.0,51
6.5,-6415.0,-7999.0,6.7,86.0,2021-12-18 14:00:00,4.0,51
7.0,-6415.0,-7999.0,7.1,78.0,2021-12-18 15:00:00,4.0,51
6.8,-6415.0,-7999.0,7.1,64.0,2021-12-18 16:00:00,1.0,51
6.2,-6415.0,-7999.0,7.1,58.0,2021-12-18 17:00:00,-2.0,51
6.2,-6415.0,-7999.0,7.1,63.0,2021-12-18 18:00:00,0.0,51
5.9,5.7,-7999.0,6.2,67.0,2021-12-18 19:00:00,0.0,51
5.5,5.3,-7999.0,6.2,74.0,2021-12-18 20:00:00,1.0,51
5.3,5.0,-7999.0,6.2,74.0,2021-12-18 21:00:00,1.0,51
4.4,4.5,-7999.0,6.2,78.0,2021-12-18 22:00:00,1.0,51
4.6,4.3,-7999.0,6.2,73.0,2021-12-18 23:00:00,0.0,51
4.9,4.3,-7999.0,6.2,73.0,2021-12-19 00:00:00,0.0,51
4.7,4.3,-7999.0,6.2,74.0,2021-12-19 01:00:00,1.0,51
4.2,4.2,-7999.0,6.2,81.0,2021-12-19 02:00:00,1.0,51
3.7,3.6,-7999.0,6.2,86.0,2021-12-19 03:00:00,2.0,51
3.6,3.5,-7999.0,6.2,100.0,2021-12-19 04:00:00,3.0,51
None,6999.0,-7999.0,6.2,0.0,2021-12-19 05:00:00,988.0,51
None,6999.0,-7999.0,6.2,0.0,2021-12-19 06:00:00,988.0,51
3.3,-580.5,-7999.0,14.9,96.0,2021-12-19 07:00:00,3.0,51
2.9,-580.5,-7999.0,14.9,95.0,2021-12-19 08:00:00,3.0,51
3.6,-580.5,-7999.0,14.9,77.0,2021-12-19 09:00:00,0.0,51
2.8,-580.5,-7999.0,14.9,78.0,2021-12-19 10:00:00,-1.0,51
2.8,-580.5,-7999.0,14.9,81.0,2021-12-19 11:00:00,0.0,51
4.1,-580.5,-7999.0,14.9,80.0,2021-12-19 12:00:00,1.0,51
4.7,-580.5,-7999.0,14.9,72.0,2021-12-19 13:00:00,0.0,51
5.5,-580.5,-7999.0,14.9,64.0,2021-12-19 14:00:00,-1.0,51
5.4,-580.5,-7999.0,14.9,67.0,2021-12-19 15:00:00,0.0,51
5.0,-580.5,-7999.0,14.9,64.0,2021-12-19 16:00:00,-1.0,51
4.0,-580.5,-7999.0,14.9,63.0,2021-12-19 17:00:00,-2.0,51
3.8,-580.5,-7999.0,14.9,63.0,2021-12-19 18:00:00,-3.0,51
2.6,2.6,-7999.0,3.9,66.0,2021-12-19 19:00:00,-3.0,51
2.9,2.4,-7999.0,3.9,69.0,2021-12-19 20:00:00,-2.0,51
