air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
-17.2,-17.4, 0.0,-14.3,86.0,2021-12-17 00:00:00, 95.0,-18.0,51
-17.8,-17.9, 0.0,-14.3,86.0,2021-12-17 01:00:00, 95.0,-20.0,51
-18.3,-18.3, 0.0,-14.3,85.0,2021-12-17 02:00:00, 95.0,-20.0,51
-18.0,-18.4, 0.0,-14.3,86.0,2021-12-17 03:00:00, 95.0,-20.0,51
-18.3,-18.4, 0.0,-14.3,85.0,2021-12-17 04:00:00, 95.0,-20.0,51
-18.6,-18.6, 0.0,-14.3,85.0,2021-12-17 05:00:00, 95.0,-20.0,51
-18.6,-18.9, 0.0,-14.3,85.0,2021-12-17 06:00:00, 95.0,-20.0,51
-18.6,-18.7, -1.0,-18.5,85.0,2021-12-17 07:00:00, 95.0,-20.0,51
-19.2,-19.2, -1.0,-18.5,84.0,2021-12-17 08:00:00, 95.0,-21.0,51
-17.4,-19.3, -1.0,-17.4,86.0,2021-12-17 09:00:00, 94.0,-19.0,51
-12.9,-19.3, -1.0,-12.8,89.0,2021-12-17 10:00:00, 93.0,-14.0,51
-12.0,-19.3, -1.0,-12.0,90.0,2021-12-17 11:00:00, 91.0,-13.0,51
-12.9,-19.3, 0.0,-11.7,89.0,2021-12-17 12:00:00, 92.0,-14.0,51
-13.5,-19.3, 0.0,-11.7,89.0,2021-12-17 13:00:00, 91.0,-15.0,51
-12.2,-19.3, 0.0,-11.7,90.0,2021-12-17 14:00:00, 91.0,-14.0,51
-15.8,-19.3, 0.0,-11.7,85.0,2021-12-17 15:00:00, 91.0,-17.0,51
-18.3,-19.3, 0.0,-11.7,85.0,2021-12-17 16:00:00, 91.0,-20.0,51
-19.0,-19.3, 1.0,-11.7,85.0,2021-12-17 17:00:00, 92.0,-21.0,51
-19.2,-19.3, 1.0,-11.7,84.0,2021-12-17 18:00:00, 92.0,-21.0,51
-18.8,-19.3, 0.0,-18.7,85.0,2021-12-17 19:00:00, 92.0,-21.0,51
-18.4,-19.3, 0.0,-18.3,85.0,2021-12-17 20:00:00, 91.0,-20.0,51
-18.7,-19.3, 1.0,-18.2,85.0,2021-12-17 21:00:00, 91.0,-20.0,51
-18.8,-19.3, 1.0,-18.2,85.0,2021-12-17 22:00:00, 92.0,-20.0,51
-18.1,-19.3, 1.0,-18.2,85.0,2021-12-17 23:00:00, 92.0,-20.0,51
-17.1,-19.3, 0.0,-16.9,86.0,2021-12-18 00:00:00, 93.0,-19.0,51
-16.8,-19.3, -1.0,-16.5,86.0,2021-12-18 01:00:00, 92.0,-18.0,51
-17.1,-19.3, 0.0,-16.5,86.0,2021-12-18 02:00:00, 92.0,-19.0,51
-16.6,-19.3, 0.0,-16.5,87.0,2021-12-18 03:00:00, 92.0,-18.0,51
-17.2,-19.3, 1.0,-16.5,86.0,2021-12-18 04:00:00, 92.0,-19.0,51
-16.1,-19.3, 2.0,-16.1,87.0,2021-12-18 05:00:00, 94.0,-18.0,51
-15.2,-19.3, 0.0,-15.2,88.0,2021-12-18 06:00:00, 94.0,-17.0,51
-15.0,-15.4, -1.0,-14.9,88.0,2021-12-18 07:00:00, 93.0,-17.0,51
-14.3,-15.4, 1.0,-14.2,89.0,2021-12-18 08:00:00, 93.0,-16.0,51
-13.6,-15.4, 0.0,-13.7,89.0,2021-12-18 09:00:00, 93.0,-15.0,51
-13.4,-15.4, 3.0,-13.4,90.0,2021-12-18 10:00:00, 96.0,-15.0,51
-12.4,-15.4, 1.0,-12.4,91.0,2021-12-18 11:00:00, 97.0,-14.0,51
-11.8,-15.4, 4.0,-11.7,91.0,2021-12-18 12:00:00, 100.0,-12.0,51
-11.1,-15.4, 2.0,-11.0,92.0,2021-12-18 13:00:00, 102.0,-12.0,51
-10.9,-15.4, 3.0,-10.7,92.0,2021-12-18 14:00:00, 105.0,-12.0,51
-9.8,-15.4, -1.0,-9.8,93.0,2021-12-18 15:00:00, 103.0,-10.0,51
-10.2,-15.4, 5.0,-9.8,93.0,2021-12-18 16:00:00, 108.0,-11.0,51
-9.1,-15.4, 2.0,-9.0,95.0,2021-12-18 17:00:00, 110.0,-10.0,51
-8.7,-15.4, -1.0,-8.6,95.0,2021-12-18 18:00:00, 108.0,-9.0,51
-8.7,-9.0, 0.0,-8.6,95.0,2021-12-18 19:00:00, 108.0,-9.0,51
-8.7,-9.0, 0.0,-8.6,95.0,2021-12-18 20:00:00, 108.0,-9.0,51
-9.2,-9.3, 1.0,-8.6,94.0,2021-12-18 21:00:00, 109.0,-10.0,51
-9.9,-9.9, -1.0,-8.6,93.0,2021-12-18 22:00:00, 108.0,-11.0,51
