air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
-16.4, None, -16.4, -10.8, None,2021-12-17 00:00:00, None,51
-16.8, None, -16.8, -10.8, None,2021-12-17 01:00:00, None,51
-17.9, None, -17.8, -10.8, None,2021-12-17 02:00:00, None,51
-18.5, None, -18.5, -10.8, None,2021-12-17 03:00:00, None,51
-19.2, None, -19.2, -10.8, None,2021-12-17 04:00:00, None,51
-19.5, None, -19.5, -10.8, None,2021-12-17 05:00:00, None,51
-19.8, None, -19.8, -10.8, None,2021-12-17 06:00:00, None,51
-19.6, None, -19.8, -19.5, None,2021-12-17 07:00:00, None,51
-19.6, None, -19.8, -19.5, None,2021-12-17 08:00:00, None,51
-18.4, None, -19.8, -18.4, None,2021-12-17 09:00:00, None,51
-16.7, None, -19.8, -16.7, None,2021-12-17 10:00:00, None,51
-14.3, None, -19.8, -14.3, None,2021-12-17 11:00:00, None,51
-12.8, None, -19.8, -12.8, None,2021-12-17 12:00:00, None,51
-12.1, None, -19.8, -12.2, None,2021-12-17 13:00:00, None,51
-10.5, None, -19.8, -10.5, None,2021-12-17 14:00:00, None,51
-9.0, None, -19.8, -9.0, None,2021-12-17 15:00:00, None,51
-9.9, None, -19.8, -9.0, None,2021-12-17 16:00:00, None,51
-10.3, None, -19.8, -9.0, None,2021-12-17 17:00:00, None,51
-10.6, None, -19.8, -9.0, None,2021-12-17 18:00:00, None,51
-10.7, None, -10.7, -10.6, None,2021-12-17 19:00:00, None,51
-10.3, None, -10.7, -10.3, None,2021-12-17 20:00:00, None,51
-9.7, None, -10.7, -9.7, None,2021-12-17 21:00:00, None,51
-9.2, None, -10.7, -9.3, None,2021-12-17 22:00:00, None,51
-9.0, None, -10.7, -9.0, None,2021-12-17 23:00:00, None,51
-8.6, None, -10.7, -8.6, None,2021-12-18 00:00:00, None,51
-8.5, None, -10.7, -8.5, None,2021-12-18 01:00:00, None,51
-8.8, None, -10.7, -8.5, None,2021-12-18 02:00:00, None,51
-9.0, None, -10.7, -8.5, None,2021-12-18 03:00:00, None,51
-8.9, None, -10.7, -8.5, None,2021-12-18 04:00:00, None,51
-8.8, None, -10.7, -8.5, None,2021-12-18 05:00:00, None,51
-8.8, None, -10.7, -8.5, None,2021-12-18 06:00:00, None,51
-8.7, None, -8.8, -8.7, None,2021-12-18 07:00:00, None,51
-8.6, None, -8.8, -8.6, None,2021-12-18 08:00:00, None,51
-8.4, None, -8.8, -8.4, None,2021-12-18 09:00:00, None,51
-7.6, None, -8.8, -7.7, None,2021-12-18 10:00:00, None,51
