CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -0.505, 97.1, None,2016-03-25 00:00:00, None, None,13.7, 16.74,157.3, None, None, None, None, None, 47.86,13
None, -0.624, 97.0, None,2016-03-25 01:00:00, None, None,13.89, 17.06,158.0, None, None, None, None, None, 47.86,13
None, -0.742, 97.0, None,2016-03-25 02:00:00, None, None,13.65, 16.42,156.7, None, None, None, None, None, 47.93,13
None, -0.779, 96.9, None,2016-03-25 03:00:00, None, None,12.35, 16.38,157.3, None, None, None, None, None, 47.86,13
None, -0.753, 96.8, None,2016-03-25 04:00:00, None, None,13.11, 14.19,156.3, None, None, None, None, None, 47.88,13
None, -0.735, 96.7, None,2016-03-25 05:00:00, None, None,15.6, 10.84,159.9, None, None, None, None, None, 47.84,13
None, -0.716, 96.5, None,2016-03-25 06:00:00, None, None,18.8, 7.492,170.2, None, None, None, None, None, 47.71,13
None, -0.752, 96.6, None,2016-03-25 07:00:00, None, None,17.44, 8.06,164.6, None, None, None, None, None, 47.73,13
None, -0.495, 96.5, None,2016-03-25 08:00:00, None, None,19.5, 8.07,156.4, None, None, None, None, None, 47.7,13
None, -0.433, 96.4, None,2016-03-25 09:00:00, None, None,14.55, 6.086,171.6, None, None, None, None, None, 47.79,13
None, -0.561, 96.4, None,2016-03-25 10:00:00, None, None,11.47, 9.12,162.5, None, None, None, None, None, 47.83,13
None, 0.343, 96.3, None,2016-03-25 11:00:00, None, None,14.05, 8.86,167.6, None, None, None, None, None, 47.69,13
None, 2.876, 95.6, None,2016-03-25 12:00:00, None, None,14.75, 9.7,161.4, None, None, None, None, None, 48.47,13
None, 3.76, 93.7, None,2016-03-25 13:00:00, None, None,19.42, 8.33,164.9, None, None, None, None, None, 47.92,13
None, 2.779, 94.5, None,2016-03-25 14:00:00, None, None,19.32, 8.85,165.8, None, None, None, None, None, 48.09,13
None, 4.174, 89.6, None,2016-03-25 15:00:00, None, None,17.94, 11.94,166.7, None, None, None, None, None, 47.98,13
None, 5.418, 81.2, None,2016-03-25 16:00:00, None, None,24.4, 10.75,183.6, None, None, None, None, None, 48.1,13
None, 5.129, 64.7, None,2016-03-25 17:00:00, None, None,20.6, 12.6,186.8, None, None, None, None, None, 47.63,13
None, 4.084, 68.26, None,2016-03-25 18:00:00, None, None,33.19, 11.22,180.1, None, None, None, None, None, 47.72,13
None, 2.521, 74.57, None,2016-03-25 19:00:00, None, None,23.62, 13.47,163.7, None, None, None, None, None, 47.56,13
None, 1.744, 78.57, None,2016-03-25 20:00:00, None, None,17.12, 14.09,165.3, None, None, None, None, None, 47.71,13
None, 1.462, 81.4, None,2016-03-25 21:00:00, None, None,16.37, 15.46,167.3, None, None, None, None, None, 47.68,13
None, 0.961, 85.9, None,2016-03-25 22:00:00, None, None,14.94, 14.88,167.9, None, None, None, None, None, 47.76,13
None, 0.887, 83.5, None,2016-03-25 23:00:00, None, None,12.98, 13.01,162.9, None, None, None, None, None, 47.55,13
None, 0.726, 84.6, None,2016-03-26 00:00:00, None, None,13.02, 13.95,166.9, None, None, None, None, None, 47.68,13
None, 0.57, 89.8, None,2016-03-26 01:00:00, None, None,12.96, 14.95,164.5, None, None, None, None, None, 47.67,13
None, 0.219, 89.2, None,2016-03-26 02:00:00, None, None,11.33, 12.0,169.2, None, None, None, None, None, 47.59,13
None, 0.157, 92.7, None,2016-03-26 03:00:00, None, None,11.72, 13.97,165.3, None, None, None, None, None, 47.57,13
None, 0.039, 94.7, None,2016-03-26 04:00:00, None, None,11.9, 14.83,161.5, None, None, None, None, None, 47.53,13
None, -0.128, 92.9, None,2016-03-26 05:00:00, None, None,11.72, 12.71,161.3, None, None, None, None, None, 47.45,13
None, -0.458, 93.0, None,2016-03-26 06:00:00, None, None,12.22, 11.06,167.1, None, None, None, None, None, 47.41,13
None, -0.391, 92.4, None,2016-03-26 07:00:00, None, None,16.48, 7.295,172.1, None, None, None, None, None, 47.52,13
None, -0.23, 92.7, None,2016-03-26 08:00:00, None, None,16.88, 8.12,183.5, None, None, None, None, None, 47.46,13
None, 0.564, 92.5, None,2016-03-26 09:00:00, None, None,27.71, 4.174,174.2, None, None, None, None, None, 47.39,13
None, 1.557, 83.4, None,2016-03-26 10:00:00, None, None,62.41, 2.006,172.3, None, None, None, None, None, 47.72,13
None, 4.709, 68.52, None,2016-03-26 11:00:00, None, None,52.46, 3.89,172.9, None, None, None, None, None, 47.37,13
None, 7.463, 53.37, None,2016-03-26 12:00:00, None, None,35.38, 5.621,179.1, None, None, None, None, None, 47.49,13
None, 7.783, 49.09, None,2016-03-26 13:00:00, None, None,48.04, 4.013,169.0, None, None, None, None, None, 46.71,13
None, 8.73, 45.66, None,2016-03-26 14:00:00, None, None,40.11, 5.847,178.8, None, None, None, None, None, 46.06,13
None, 8.68, 42.78, None,2016-03-26 15:00:00, None, None,60.9, 4.548,228.9, None, None, None, None, None, 46.09,13
None, 8.48, 40.3, None,2016-03-26 16:00:00, None, None,52.99, 5.008,288.8, None, None, None, None, None, 45.83,13
None, 8.08, 40.1, None,2016-03-26 17:00:00, None, None,45.43, 6.616,291.5, None, None, None, None, None, 45.81,13
None, 8.1, 44.04, None,2016-03-26 18:00:00, None, None,45.36, 3.661,308.7, None, None, None, None, None, 45.75,13
None, 5.764, 49.04, None,2016-03-26 19:00:00, None, None,70.29, 2.687,228.9, None, None, None, None, None, 46.21,13
None, 4.52, 57.2, None,2016-03-26 20:00:00, None, None,27.42, 5.878,147.3, None, None, None, None, None, 45.31,13
