CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-7.61, None, None, 82.1, 27.3, None, 339.0, -6999.0, 4.9, -7.6, -7.6, 0.0, 339.0, -5.4, None, None, -6999.0, None,2021-02-05 00:00:00, -6999.0, None, -6999.0, -6999.0,6
-7.63, None, None, 102.7, 18.04, None, 343.9, -6999.0, 6.8, -7.6, -7.6, 0.0, 344.0, -5.4, None, None, -6999.0, None,2021-02-05 01:00:00, -6999.0, None, -6999.0, -6999.0,6
-7.98, None, None, 145.1, 17.98, None, 341.2, -6999.0, 43.8, -8.0, -8.0, 0.0, 341.0, -5.4, None, None, -6999.0, None,2021-02-05 02:00:00, -6999.0, None, -6999.0, -6999.0,6
-8.28, None, None, 115.4, 33.59, None, 338.7, -6999.0, 6.3, -8.3, -8.3, 0.0, 339.0, -5.4, None, None, -6999.0, None,2021-02-05 03:00:00, -6999.0, None, -6999.0, -6999.0,6
-8.78, None, None, 100.5, 57.7, None, 354.7, -6999.0, 4.7, -8.8, -8.8, 0.0, 355.0, -5.4, None, None, -6999.0, None,2021-02-05 04:00:00, -6999.0, None, -6999.0, -6999.0,6
-9.09, None, None, 100.5, 9.28, None, 79.7, -6999.0, 39.1, -9.1, -9.1, 0.0, 80.0, -5.4, None, None, -6999.0, None,2021-02-05 05:00:00, -6999.0, None, -6999.0, -6999.0,6
-9.37, None, None, 119.5, 16.36, None, 12.27, -6999.0, 38.1, -9.4, -9.4, 0.0, 12.0, -5.4, None, None, -6999.0, None,2021-02-05 06:00:00, -6999.0, None, -6999.0, -6999.0,6
-10.08, None, None, 191.1, 18.33, None, 28.13, -6999.0, 92.2, -10.1, -10.1, 0.0, 28.0, -9.4, None, None, -6999.0, None,2021-02-05 07:00:00, -6999.0, None, -6999.0, -6999.0,6
-11.16, None, None, 189.0, 13.31, None, 27.27, -6999.0, 93.8, -11.2, -11.2, 0.0, 27.0, -9.4, None, None, -6999.0, None,2021-02-05 08:00:00, -6999.0, None, -6999.0, -6999.0,6
-11.49, None, None, 116.4, 25.53, None, 71.5, -6999.0, 32.8, -11.5, -11.6, 0.0, 72.0, -9.4, None, None, -6999.0, None,2021-02-05 09:00:00, -6999.0, None, -6999.0, -6999.0,6
