pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None, 3.8, 3.75, 3.4, 0.0, 3.8, -6999.0,2021-02-05 00:00:00, -6999.0,6
None, 3.9, 3.94, 3.4, 0.7, 4.0, -6999.0,2021-02-05 01:00:00, -6999.0,6
None, 3.9, 3.94, 3.4, 0.0, 4.0, -6999.0,2021-02-05 02:00:00, -6999.0,6
None, 4.0, 4.01, 3.4, 0.4, 4.1, -6999.0,2021-02-05 03:00:00, -6999.0,6
None, 4.0, 4.0, 3.4, -0.4, 4.1, -6999.0,2021-02-05 04:00:00, -6999.0,6
None, 4.0, 3.993, 3.4, 0.4, 4.1, -6999.0,2021-02-05 05:00:00, -6999.0,6
None, 3.9, 3.94, 3.4, -0.6, 4.2, -6999.0,2021-02-05 06:00:00, -6999.0,6
None, 3.3, 3.327, 3.2, -0.4, 4.0, -6999.0,2021-02-05 07:00:00, -6999.0,6
None, 3.5, 3.537, 3.1, 0.4, 4.0, -6999.0,2021-02-05 08:00:00, -6999.0,6
None, 3.4, 3.355, 3.1, 0.0, 4.0, -6999.0,2021-02-05 09:00:00, -6999.0,6
None, 3.3, 3.296, 3.1, -0.1, 4.0, -6999.0,2021-02-05 10:00:00, -6999.0,6
None, 3.9, 3.918, 3.1, 0.7, 4.0, -6999.0,2021-02-05 11:00:00, -6999.0,6
None, 5.7, 5.742, 3.1, 4.0, 5.7, -6999.0,2021-02-05 12:00:00, -6999.0,6
None, None, 6.637, None, None, None, None,2021-02-05 13:00:00, None,6
None, 6.8, 6.797, 3.1, 0.8, 7.0, -6999.0,2021-02-05 14:00:00, -6999.0,6
None, 6.4, 6.352, 3.1, -1.2, 7.1, -6999.0,2021-02-05 15:00:00, -6999.0,6
None, 7.6, 7.553, 3.1, 1.4, 7.6, -6999.0,2021-02-05 16:00:00, -6999.0,6
None, 6.4, 6.432, 3.1, -3.6, 7.6, -6999.0,2021-02-05 17:00:00, -6999.0,6
None, 5.8, 5.756, 3.1, -1.8, 7.6, -6999.0,2021-02-05 18:00:00, -6999.0,6
None, 5.4, 5.35, 5.3, -0.1, 5.8, -6999.0,2021-02-05 19:00:00, -6999.0,6
None, 4.8, 4.771, 4.8, -0.5, 5.8, -6999.0,2021-02-05 20:00:00, -6999.0,6
None, 4.0, 4.026, 4.0, -0.2, 5.8, -6999.0,2021-02-05 21:00:00, -6999.0,6
None, 4.2, 4.214, 4.0, 0.3, 5.8, -6999.0,2021-02-05 22:00:00, -6999.0,6
None, 4.4, 4.364, 4.0, -0.2, 5.8, -6999.0,2021-02-05 23:00:00, -6999.0,6
None, 4.4, 4.36, 4.0, 0.1, 5.8, -6999.0,2021-02-06 00:00:00, -6999.0,6
None, 4.4, 4.446, 4.0, 0.3, 5.8, -6999.0,2021-02-06 01:00:00, -6999.0,6
None, 4.6, 4.573, 4.0, 0.2, 5.8, -6999.0,2021-02-06 02:00:00, -6999.0,6
None, 4.5, 4.492, 4.0, 0.0, 5.8, -6999.0,2021-02-06 03:00:00, -6999.0,6
None, 4.5, 4.548, 4.0, 0.2, 5.8, -6999.0,2021-02-06 04:00:00, -6999.0,6
None, 4.6, 4.55, 4.0, 1.6, 5.8, -6999.0,2021-02-06 05:00:00, -6999.0,6
None, 4.2, 4.198, 4.0, 0.5, 5.8, -6999.0,2021-02-06 06:00:00, -6999.0,6
None, 4.0, 3.972, 4.0, 1.3, 4.2, -6999.0,2021-02-06 07:00:00, -6999.0,6
None, 3.9, 3.927, 3.9, 0.5, 4.2, -6999.0,2021-02-06 08:00:00, -6999.0,6
None, 4.1, 4.05, 3.9, 0.5, 4.2, -6999.0,2021-02-06 09:00:00, -6999.0,6
None, 4.4, 4.362, 3.9, 1.0, 4.3, -6999.0,2021-02-06 10:00:00, -6999.0,6
