wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
328.0, None, None,0.0, None,0.0, None,-4.2, None, None,100.0,2016-12-09 00:00:00, None,50
328.0, None, None,0.0, None,0.0, None,-3.9, None, None,100.0,2016-12-09 01:00:00, None,50
348.0, None, None,0.0, None,0.0, None,-3.6, None, None,100.0,2016-12-09 02:00:00, None,50
333.0, None, None,0.0, None,0.0, None,-3.3, None, None,100.0,2016-12-09 03:00:00, None,50
359.0, None, None,0.0, None,0.0, None,-3.1, None, None,100.0,2016-12-09 04:00:00, None,50
34.0, None, None,0.0, None,0.0, None,-2.8, None, None,100.0,2016-12-09 05:00:00, None,50
267.0, None, None,0.0, None,0.0, None,-2.5, None, None,100.0,2016-12-09 06:00:00, None,50
358.0, None, None,0.0, None,0.0, None,-2.4, None, None,100.0,2016-12-09 07:00:00, None,50
28.0, None, None,0.0, None,0.0, None,-2.3, None, None,100.0,2016-12-09 08:00:00, None,50
320.0, None, None,0.0, None,0.0, None,-2.0, None, None,100.0,2016-12-09 09:00:00, None,50
296.0, None, None,0.0, None,0.0, None,-1.6, None, None,100.0,2016-12-09 10:00:00, None,50
255.0, None, None,0.0, None,0.0, None,-0.8, None, None,100.0,2016-12-09 11:00:00, None,50
265.0, None, None,0.0, None,0.0, None,-0.5, None, None,100.0,2016-12-09 12:00:00, None,50
348.0, None, None,0.0, None,0.0, None,-0.7, None, None,100.0,2016-12-09 13:00:00, None,50
26.0, None, None,0.0, None,0.0, None,-0.2, None, None,100.0,2016-12-09 14:00:00, None,50
327.0, None, None,0.0, None,0.0, None,-0.2, None, None,100.0,2016-12-09 15:00:00, None,50
276.0, None, None,0.0, None,0.0, None,-0.2, None, None,100.0,2016-12-09 16:00:00, None,50
290.0, None, None,0.0, None,0.0, None,-0.7, None, None,100.0,2016-12-09 17:00:00, None,50
334.0, None, None,0.0, None,0.0, None,-0.8, None, None,100.0,2016-12-09 18:00:00, None,50
278.0, None, None,0.0, None,0.0, None,-0.8, None, None,100.0,2016-12-09 19:00:00, None,50
271.0, None, None,0.0, None,0.0, None,-0.6, None, None,100.0,2016-12-09 20:00:00, None,50
326.0, None, None,0.0, None,0.0, None,-0.6, None, None,100.0,2016-12-09 21:00:00, None,50
343.0, None, None,0.0, None,0.0, None,-0.4, None, None,100.0,2016-12-09 22:00:00, None,50
326.0, None, None,0.0, None,0.0, None,-0.3, None, None,100.0,2016-12-09 23:00:00, None,50
