pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None,-1.264,57.86, None, None, 13.13, 19.75, 205.8, None, None, None, None, None, None,-8.0, 916.0, None, None, None,2019-12-24 00:00:00, None, None,52
None,-1.423,57.68, None, None, 12.62, 20.33, 209.4, None, None, None, None, None, None,-8.0, 916.0, None, None, None,2019-12-24 01:00:00, None, None,52
None,-1.417,56.53, None, None, 16.98, 14.13, 219.6, None, None, None, None, None, None,-8.0, 916.0, None, None, None,2019-12-24 02:00:00, None, None,52
None,-1.457,56.82, None, None, 15.73, 13.14, 233.2, None, None, None, None, None, None,-8.0, 916.0, None, None, None,2019-12-24 03:00:00, None, None,52
None,-1.527,56.02, None, None, 14.81, 10.51, 228.3, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 04:00:00, None, None,52
None,-1.31,55.33, None, None, 16.82, 11.67, 228.4, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 05:00:00, None, None,52
None,-1.337,57.08, None, None, 12.97, 14.44, 229.8, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 06:00:00, None, None,52
None,-1.408,57.71, None, None, 12.24, 13.5, 219.1, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 07:00:00, None, None,52
None,-1.34,57.88, None, None, 11.88, 17.29, 216.9, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 08:00:00, None, None,52
None,-1.285,57.72, None, None, 11.35, 16.2, 226.5, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 09:00:00, None, None,52
None,-1.261,57.57, None, None, 11.7, 14.43, 223.2, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 10:00:00, None, None,52
None,-0.915,56.22, None, None, 15.09, 13.37, 229.3, None, None, None, None, None, None,-8.0, 915.0, None, None, None,2019-12-24 11:00:00, None, None,52
None,-0.524,54.79, None, None, 17.9, 10.98, 232.0, None, None, None, None, None, None,-8.0, 914.0, None, None, None,2019-12-24 12:00:00, None, None,52
None,-0.43,54.44, None, None, 12.51, 9.45, 217.5, None, None, None, None, None, None,-8.0, 914.0, None, None, None,2019-12-24 13:00:00, None, None,52
None,-0.681,55.41, None, None, 11.36, 9.44, 218.5, None, None, None, None, None, None,-8.0, 914.0, None, None, None,2019-12-24 14:00:00, None, None,52
None,-0.553,56.16, None, None, 9.62, 13.17, 214.7, None, None, None, None, None, None,-7.0, 914.0, None, None, None,2019-12-24 15:00:00, None, None,52
None,-0.689,57.75, None, None, 12.05, 10.15, 208.0, None, None, None, None, None, None,-7.0, 914.0, None, None, None,2019-12-24 16:00:00, None, None,52
None,-0.56,57.68, None, None, 9.51, 14.55, 213.8, None, None, None, None, None, None,-7.0, 915.0, None, None, None,2019-12-24 17:00:00, None, None,52
None,-0.617,59.75, None, None, 10.82, 15.07, 215.7, None, None, None, None, None, None,-7.0, 915.0, None, None, None,2019-12-24 18:00:00, None, None,52
None,-1.085,61.3, None, None, 15.21, 16.8, 206.5, None, None, None, None, None, None,-7.0, 915.0, None, None, None,2019-12-24 19:00:00, None, None,52
None,-1.294,61.75, None, None, 13.71, 15.9, 216.9, None, None, None, None, None, None,-7.0, 915.0, None, None, None,2019-12-24 20:00:00, None, None,52
None,-1.322,60.63, None, None, 13.7, 17.27, 230.4, None, None, None, None, None, None,-7.0, 915.0, None, None, None,2019-12-24 21:00:00, None, None,52
None,-1.697,62.17, None, None, 12.56, 20.37, 236.7, None, None, None, None, None, None,-7.0, 915.0, None, None, None,2019-12-24 22:00:00, None, None,52
None,-2.13,64.17, None, None, 13.55, 17.99, 240.0, None, None, None, None, None, None,-7.0, 916.0, None, None, None,2019-12-24 23:00:00, None, None,52
None,-2.416,65.3, None, None, 13.71, 18.47, 236.8, None, None, None, None, None, None,-7.0, 916.0, None, None, None,2019-12-25 00:00:00, None, None,52
None,-2.628,65.71, None, None, 12.91, 18.83, 234.1, None, None, None, None, None, None,-8.0, 917.0, None, None, None,2019-12-25 01:00:00, None, None,52
None,-2.834,64.23, None, None, 12.21, 18.71, 233.9, None, None, None, None, None, None,-8.0, 917.0, None, None, None,2019-12-25 02:00:00, None, None,52
None,-2.962,63.93, None, None, 11.94, 17.28, 228.7, None, None, None, None, None, None,-8.0, 918.0, None, None, None,2019-12-25 03:00:00, None, None,52
None,-3.157,63.53, None, None, 11.53, 17.33, 229.9, None, None, None, None, None, None,-8.0, 918.0, None, None, None,2019-12-25 04:00:00, None, None,52
None,-3.204,63.06, None, None, 12.63, 17.07, 233.0, None, None, None, None, None, None,-8.0, 919.0, None, None, None,2019-12-25 05:00:00, None, None,52
None,-3.436,64.24, None, None, 12.04, 15.22, 233.5, None, None, None, None, None, None,-8.0, 919.0, None, None, None,2019-12-25 06:00:00, None, None,52
None,-3.314,62.96, None, None, 13.67, 16.09, 240.1, None, None, None, None, None, None,-9.0, 920.0, None, None, None,2019-12-25 07:00:00, None, None,52
None,-3.019,60.51, None, None, 14.26, 15.51, 243.9, None, None, None, None, None, None,-9.0, 920.0, None, None, None,2019-12-25 08:00:00, None, None,52
None,-3.131,59.46, None, None, 15.64, 14.94, 244.0, None, None, None, None, None, None,-9.0, 921.0, None, None, None,2019-12-25 09:00:00, None, None,52
None,-2.916,58.4, None, None, 13.43, 14.11, 239.7, None, None, None, None, None, None,-9.0, 922.0, None, None, None,2019-12-25 10:00:00, None, None,52
None,-2.216,54.46, None, None, 13.85, 13.75, 239.0, None, None, None, None, None, None,-9.0, 922.0, None, None, None,2019-12-25 11:00:00, None, None,52
None,-1.604,50.82, None, None, 14.26, 11.05, 241.9, None, None, None, None, None, None,-9.0, 922.0, None, None, None,2019-12-25 12:00:00, None, None,52
None,-1.306,49.92, None, None, 14.68, 11.78, 235.6, None, None, None, None, None, None,-9.0, 923.0, None, None, None,2019-12-25 13:00:00, None, None,52
None,-1.077,47.98, None, None, 14.02, 11.72, 226.4, None, None, None, None, None, None,-10.0, 923.0, None, None, None,2019-12-25 14:00:00, None, None,52
None,-1.261,47.49, None, None, 14.07, 12.03, 229.9, None, None, None, None, None, None,-10.0, 923.0, None, None, None,2019-12-25 15:00:00, None, None,52
None,-1.698,47.09, None, None, 13.36, 13.31, 234.7, None, None, None, None, None, None,-10.0, 923.0, None, None, None,2019-12-25 16:00:00, None, None,52
None,-2.26,46.53, None, None, 11.44, 13.84, 224.6, None, None, None, None, None, None,-11.0, 923.0, None, None, None,2019-12-25 17:00:00, None, None,52
None,-2.202,45.77, None, None, 13.14, 17.39, 231.7, None, None, None, None, None, None,-11.0, 923.0, None, None, None,2019-12-25 18:00:00, None, None,52
None,-2.494,45.25, None, None, 11.69, 16.47, 229.7, None, None, None, None, None, None,-12.0, 923.0, None, None, None,2019-12-25 19:00:00, None, None,52
None,-2.607,45.37, None, None, 11.51, 18.46, 233.4, None, None, None, None, None, None,-12.0, 923.0, None, None, None,2019-12-25 20:00:00, None, None,52
None,-2.341,44.77, None, None, 11.52, 19.09, 226.3, None, None, None, None, None, None,-12.0, 923.0, None, None, None,2019-12-25 21:00:00, None, None,52
None,-3.136,47.74, None, None, 14.29, 16.5, 220.8, None, None, None, None, None, None,-11.0, 923.0, None, None, None,2019-12-25 22:00:00, None, None,52
None,-3.464,53.22, None, None, 13.28, 21.97, 231.6, None, None, None, None, None, None,-11.0, 923.0, None, None, None,2019-12-25 23:00:00, None, None,52
None,-3.647,55.02, None, None, 12.46, 16.18, 213.1, None, None, None, None, None, None,-11.0, 923.0, None, None, None,2019-12-26 00:00:00, None, None,52
None,-3.745,54.52, None, None, 12.06, 13.87, 225.1, None, None, None, None, None, None,-11.0, 922.0, None, None, None,2019-12-26 01:00:00, None, None,52
None,-4.637,57.89, None, None, 14.73, 10.98, 213.3, None, None, None, None, None, None,-11.0, 922.0, None, None, None,2019-12-26 02:00:00, None, None,52
None,-3.917,56.6, None, None, 19.63, 8.06, 229.0, None, None, None, None, None, None,-10.0, 921.0, None, None, None,2019-12-26 03:00:00, None, None,52
None,-3.296,58.94, None, None, 15.24, 10.84, 241.7, None, None, None, None, None, None,-9.0, 921.0, None, None, None,2019-12-26 04:00:00, None, None,52
None,-2.856,60.44, None, None, 18.52, 9.71, 251.4, None, None, None, None, None, None,-9.0, 921.0, None, None, None,2019-12-26 05:00:00, None, None,52
None,-2.139,57.01, None, None, 14.03, 12.68, 233.8, None, None, None, None, None, None,-9.0, 920.0, None, None, None,2019-12-26 06:00:00, None, None,52
None,-1.573,55.74, None, None, 16.92, 16.4, 231.1, None, None, None, None, None, None,-8.0, 919.0, None, None, None,2019-12-26 07:00:00, None, None,52
None,-0.69,49.6, None, None, 11.67, 14.99, 221.0, None, None, None, None, None, None,-9.0, 919.0, None, None, None,2019-12-26 08:00:00, None, None,52
None,-0.166,48.09, None, None, 13.3, 20.69, 224.6, None, None, None, None, None, None,-9.0, 918.0, None, None, None,2019-12-26 09:00:00, None, None,52
None,-0.167,46.89, None, None, 12.69, 25.95, 222.7, None, None, None, None, None, None,-9.0, 918.0, None, None, None,2019-12-26 10:00:00, None, None,52
None,-0.652,48.02, None, None, 13.7, 21.66, 225.3, None, None, None, None, None, None,-9.0, 917.0, None, None, None,2019-12-26 11:00:00, None, None,52
None,-0.724,48.63, None, None, 12.91, 20.04, 220.7, None, None, None, None, None, None,-9.0, 917.0, None, None, None,2019-12-26 12:00:00, None, None,52
None,-0.818,51.8, None, None, 12.11, 20.13, 216.2, None, None, None, None, None, None,-9.0, 916.0, None, None, None,2019-12-26 13:00:00, None, None,52
None,-0.561,53.78, None, None, 11.96, 17.53, 215.0, None, None, None, None, None, None,-8.0, 916.0, None, None, None,2019-12-26 14:00:00, None, None,52
None,-0.932,56.44, None, None, 12.03, 14.48, 209.4, None, None, None, None, None, None,-8.0, 916.0, None, None, None,2019-12-26 15:00:00, None, None,52
None,-1.035,58.47, None, None, 14.38, 15.47, 227.7, None, None, None, None, None, None,-7.0, 915.0, None, None, None,2019-12-26 16:00:00, None, None,52
