pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,2.798,98.3, None, None,24.59,2.1,39.96, None, None, None, None, None, None,3.0,971.0, None, None, None,2019-12-24 00:00:00, None, -0.015, None,52
None,2.708,98.9, None, None,15.01,3.481,41.97, None, None, None, None, None, None,3.0,970.0, None, None, None,2019-12-24 01:00:00, None, -0.016, None,52
None,2.796,99.3, None, None,14.44,3.76,46.9, None, None, None, None, None, None,3.0,970.0, None, None, None,2019-12-24 02:00:00, None, 0.041, None,52
None,2.856,99.6, None, None,15.22,3.796,40.86, None, None, None, None, None, None,3.0,970.0, None, None, None,2019-12-24 03:00:00, None, 0.023, None,52
None,2.037,99.9, None, None,27.92,2.953,41.8, None, None, None, None, None, None,2.0,969.0, None, None, None,2019-12-24 04:00:00, None, 0.066, None,52
None,2.341,100.4, None, None,22.32,1.429,18.99, None, None, None, None, None, None,2.0,969.0, None, None, None,2019-12-24 05:00:00, None, 0.085, None,52
None,2.434,100.4, None, None,29.55,1.264,40.13, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-24 06:00:00, None, 0.093, None,52
None,2.282,100.4, None, None,28.23,2.809,56.89, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-24 07:00:00, None, 0.063, None,52
None,2.406,100.5, None, None,31.84,2.03,48.94, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-24 08:00:00, None, 0.053, None,52
None,2.463,100.4, None, None,28.97,3.394,62.99, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-24 09:00:00, None, 0.088, None,52
None,2.341,100.5, None, None,48.48,2.705,73.9, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-24 10:00:00, None, 0.074, None,52
None,2.598,100.3, None, None,27.12,3.698,57.18, None, None, None, None, None, None,3.0,968.0, None, None, None,2019-12-24 11:00:00, None, 0.142, None,52
None,2.5,100.1, None, None,33.37,3.185,64.53, None, None, None, None, None, None,3.0,967.0, None, None, None,2019-12-24 12:00:00, None, 0.016, None,52
None,2.544,99.7, None, None,27.55,4.635,58.91, None, None, None, None, None, None,3.0,967.0, None, None, None,2019-12-24 13:00:00, None, 0.082, None,52
None,2.402,99.7, None, None,29.53,4.709,62.51, None, None, None, None, None, None,2.0,966.0, None, None, None,2019-12-24 14:00:00, None, 0.087, None,52
None,2.214,99.8, None, None,28.59,4.508,60.37, None, None, None, None, None, None,2.0,966.0, None, None, None,2019-12-24 15:00:00, None, 0.119, None,52
None,2.269,99.7, None, None,27.59,4.004,63.27, None, None, None, None, None, None,2.0,966.0, None, None, None,2019-12-24 16:00:00, None, 0.027, None,52
None,2.186,99.9, None, None,24.45,3.963,61.97, None, None, None, None, None, None,2.0,966.0, None, None, None,2019-12-24 17:00:00, None, 0.054, None,52
None,2.236,99.9, None, None,20.59,5.189,49.18, None, None, None, None, None, None,2.0,967.0, None, None, None,2019-12-24 18:00:00, None, 0.119, None,52
None,1.945,99.9, None, None,22.01,3.842,26.26, None, None, None, None, None, None,2.0,967.0, None, None, None,2019-12-24 19:00:00, None, 0.156, None,52
None,2.083,99.5, None, None,16.3,3.146,8.74, None, None, None, None, None, None,2.0,967.0, None, None, None,2019-12-24 20:00:00, None, 0.167, None,52
None,2.463,99.2, None, None,18.79,3.584,15.86, None, None, None, None, None, None,2.0,967.0, None, None, None,2019-12-24 21:00:00, None, 0.098, None,52
None,2.488,99.3, None, None,20.61,4.764,32.91, None, None, None, None, None, None,2.0,967.0, None, None, None,2019-12-24 22:00:00, None, 0.071, None,52
None,2.368,99.2, None, None,20.58,5.038,45.44, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-24 23:00:00, None, 0.032, None,52
None,2.232,99.5, None, None,21.44,6.184,32.26, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-25 00:00:00, None, 0.091, None,52
None,2.314,99.5, None, None,21.57,5.584,23.15, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-25 01:00:00, None, 0.06, None,52
None,2.247,99.8, None, None,22.2,5.601,23.59, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-25 02:00:00, None, 0.072, None,52
None,2.055,99.9, None, None,19.92,4.754,19.79, None, None, None, None, None, None,2.0,968.0, None, None, None,2019-12-25 03:00:00, None, 0.065, None,52
None,1.706,99.9, None, None,18.37,3.963,14.72, None, None, None, None, None, None,2.0,969.0, None, None, None,2019-12-25 04:00:00, None, 0.103, None,52
None,1.644,99.8, None, None,21.15,4.959,17.51, None, None, None, None, None, None,2.0,969.0, None, None, None,2019-12-25 05:00:00, None, 0.043, None,52
None,1.557,99.8, None, None,20.54,4.587,18.59, None, None, None, None, None, None,2.0,970.0, None, None, None,2019-12-25 06:00:00, None, 0.087, None,52
None,1.606,99.9, None, None,21.39,4.696,18.25, None, None, None, None, None, None,2.0,970.0, None, None, None,2019-12-25 07:00:00, None, 0.071, None,52
None,1.56,99.8, None, None,23.12,4.228,16.28, None, None, None, None, None, None,2.0,971.0, None, None, None,2019-12-25 08:00:00, None, 0.083, None,52
None,1.821,99.9, None, None,21.92,4.417,22.16, None, None, None, None, None, None,2.0,972.0, None, None, None,2019-12-25 09:00:00, None, 0.068, None,52
None,2.056,99.5, None, None,22.55,2.217,9.89, None, None, None, None, None, None,2.0,973.0, None, None, None,2019-12-25 10:00:00, None, 0.173, None,52
None,2.565,98.8, None, None,35.89,2.597,21.04, None, None, None, None, None, None,2.0,974.0, None, None, None,2019-12-25 11:00:00, None, 0.119, None,52
None,2.616,98.1, None, None,43.29,3.158,35.93, None, None, None, None, None, None,2.0,974.0, None, None, None,2019-12-25 12:00:00, None, 0.262, None,52
None,3.258,96.1, None, None,66.12,1.781,126.6, None, None, None, None, None, None,3.0,974.0, None, None, None,2019-12-25 13:00:00, None, 0.213, None,52
None,3.934,93.8, None, None,47.15,1.92,169.4, None, None, None, None, None, None,3.0,974.0, None, None, None,2019-12-25 14:00:00, None, -0.049, None,52
None,3.417,94.3, None, None,62.73,2.219,181.4, None, None, None, None, None, None,3.0,975.0, None, None, None,2019-12-25 15:00:00, None, 0.051, None,52
None,2.793,94.1, None, None,43.59,1.381,274.2, None, None, None, None, None, None,2.0,975.0, None, None, None,2019-12-25 16:00:00, None, -0.049, None,52
None,2.863,93.8, None, None,20.52,1.828,303.1, None, None, None, None, None, None,2.0,976.0, None, None, None,2019-12-25 17:00:00, None, -0.077, None,52
None,2.672,94.6, None, None,44.09,1.488,290.0, None, None, None, None, None, None,2.0,976.0, None, None, None,2019-12-25 18:00:00, None, -0.053, None,52
None,2.586,95.9, None, None,55.83,1.183,242.1, None, None, None, None, None, None,2.0,977.0, None, None, None,2019-12-25 19:00:00, None, -0.034, None,52
None,2.566,95.8, None, None,44.08,1.899,224.7, None, None, None, None, None, None,2.0,977.0, None, None, None,2019-12-25 20:00:00, None, -0.053, None,52
None,2.363,94.9, None, None,36.88,1.32,318.3, None, None, None, None, None, None,2.0,978.0, None, None, None,2019-12-25 21:00:00, None, -0.078, None,52
None,1.656,96.3, None, None,20.49,0.279,340.0, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-25 22:00:00, None, -0.068, None,52
None,1.951,96.2, None, None,21.55,1.097,339.1, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-25 23:00:00, None, -0.016, None,52
None,1.836,96.9, None, None,26.95,0.289,338.1, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 00:00:00, None, 0.088, None,52
None,2.231,95.7, None, None,17.55,1.196,338.4, None, None, None, None, None, None,2.0,978.0, None, None, None,2019-12-26 01:00:00, None, -0.018, None,52
None,2.109,95.6, None, None,37.14,0.699,344.8, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 02:00:00, None, 0.009, None,52
None,1.985,94.0, None, None,12.37,0.911,335.4, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 03:00:00, None, -0.019, None,52
None,1.398,94.7, None, None,47.68,1.357,324.4, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 04:00:00, None, 0.01, None,52
None,1.361,94.4, None, None,10.75,1.38,340.5, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 05:00:00, None, -0.059, None,52
None,1.717,94.7, None, None,57.72,0.904,301.5, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 06:00:00, None, -0.026, None,52
None,1.563,96.1, None, None,47.58,0.718,232.2, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 07:00:00, None, -0.034, None,52
None,1.442,97.4, None, None,68.09,0.872,168.4, None, None, None, None, None, None,1.0,978.0, None, None, None,2019-12-26 08:00:00, None, -0.051, None,52
None,1.932,98.0, None, None,33.81,1.237,32.72, None, None, None, None, None, None,2.0,978.0, None, None, None,2019-12-26 09:00:00, None, 0.033, None,52
None,2.082,98.5, None, None,57.88,0.98,98.8, None, None, None, None, None, None,2.0,977.0, None, None, None,2019-12-26 10:00:00, None, 0.072, None,52
None,2.022,98.9, None, None,66.69,1.789,90.1, None, None, None, None, None, None,2.0,978.0, None, None, None,2019-12-26 11:00:00, None, 0.059, None,52
None,1.991,99.1, None, None,47.51,3.077,167.0, None, None, None, None, None, None,2.0,977.0, None, None, None,2019-12-26 12:00:00, None, 0.071, None,52
None,1.969,99.3, None, None,36.87,2.819,134.1, None, None, None, None, None, None,2.0,975.0, None, None, None,2019-12-26 13:00:00, None, -0.089, None,52
None,1.63,99.5, None, None,45.55,2.043,91.2, None, None, None, None, None, None,2.0,975.0, None, None, None,2019-12-26 14:00:00, None, 0.069, None,52
