air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
3.7, 3.711, 94.1, 6.6, 94.0, 3.7,2020-10-14 00:00:00, 3.0,42
3.4, 3.439, 91.9, 6.6, 92.0, 3.4,2020-10-14 01:00:00, 3.0,42
2.5, 2.549, 92.6, 6.6, 93.0, 2.6,2020-10-14 02:00:00, 1.0,42
2.9, 2.878, 91.0, 6.6, 91.0, 2.2,2020-10-14 03:00:00, 2.0,42
2.0, 2.045, 93.1, 6.6, 93.0, 2.0,2020-10-14 04:00:00, 1.0,42
1.0, 0.959, 96.1, 6.6, 96.0, 1.0,2020-10-14 05:00:00, 0.0,42
0.8, 0.768, 96.8, 6.6, 97.0, 0.5,2020-10-14 06:00:00, 0.0,42
2.0, 2.038, 89.8, 1.9, 90.0, 0.6,2020-10-14 07:00:00, 1.0,42
1.1, 1.143, 93.7, 2.0, 94.0, 0.6,2020-10-14 08:00:00, 0.0,42
2.4, 2.433, 87.5, 2.4, 88.0, 0.6,2020-10-14 09:00:00, 1.0,42
6.3, 6.3, 61.22, 6.3, 61.0, 0.6,2020-10-14 10:00:00, -1.0,42
7.4, 7.36, 56.0, 7.5, 56.0, 0.6,2020-10-14 11:00:00, -1.0,42
8.4, 8.39, 50.01, 8.5, 50.0, 0.6,2020-10-14 12:00:00, -1.0,42
9.0, 9.03, 47.92, 9.4, 48.0, 0.6,2020-10-14 13:00:00, -1.0,42
8.9, 8.9, 52.21, 9.7, 52.0, 0.6,2020-10-14 14:00:00, 0.0,42
8.8, 8.83, 48.95, 9.7, 49.0, 0.6,2020-10-14 15:00:00, -1.0,42
7.5, 7.547, 56.19, 9.7, 56.0, 0.6,2020-10-14 16:00:00, -1.0,42
6.7, 6.693, 64.13, 9.7, 64.0, 0.6,2020-10-14 17:00:00, 0.0,42
3.3, 3.293, 87.2, 9.7, 87.0, 0.6,2020-10-14 18:00:00, 1.0,42
4.5, 4.547, 74.55, 5.5, 75.0, 2.9,2020-10-14 19:00:00, 0.0,42
4.3, 4.302, 74.13, 5.8, 74.0, 2.9,2020-10-14 20:00:00, 0.0,42
2.3, 2.346, 87.3, 5.8, 87.0, 2.3,2020-10-14 21:00:00, 1.0,42
1.2, 1.161, 93.8, 5.8, 94.0, 1.1,2020-10-14 22:00:00, 0.0,42
0.5, 0.517, 95.2, 5.8, 95.0, 0.5,2020-10-14 23:00:00, 0.0,42
0.1, 0.069, 96.4, 5.8, 96.0, 0.0,2020-10-15 00:00:00, 0.0,42
-0.2, -0.161, 96.4, 5.8, 96.0, -0.4,2020-10-15 01:00:00, 0.0,42
-0.6, -0.625, 97.0, 5.8, 97.0, -0.7,2020-10-15 02:00:00, -1.0,42
-0.7, -0.672, 97.1, 5.8, 97.0, -0.7,2020-10-15 03:00:00, -1.0,42
-0.9, -0.89, 97.9, 5.8, 98.0, -1.0,2020-10-15 04:00:00, -1.0,42
-0.9, -0.939, 98.0, 5.8, 98.0, -1.2,2020-10-15 05:00:00, -1.0,42
-1.1, -1.141, 98.0, 5.8, 98.0, -1.3,2020-10-15 06:00:00, -2.0,42
-1.2, -1.182, 98.3, -0.9, 98.0, -1.5,2020-10-15 07:00:00, -1.0,42
-1.2, -1.204, 98.2, -0.9, 98.0, -1.5,2020-10-15 08:00:00, -1.0,42
-0.7, -0.717, 98.3, -0.8, 98.0, -1.5,2020-10-15 09:00:00, -1.0,42
1.2, 1.212, 95.6, 1.3, 96.0, -1.5,2020-10-15 10:00:00, 0.0,42
3.7, 3.709, 82.8, 3.7, 83.0, -1.5,2020-10-15 11:00:00, 1.0,42
6.1, 6.09, 72.08, 6.0, 72.0, -1.5,2020-10-15 12:00:00, 2.0,42
7.6, 7.619, 58.96, 8.0, 59.0, -1.5,2020-10-15 13:00:00, 0.0,42
8.0, 8.03, 54.29, 8.2, 54.0, -1.5,2020-10-15 14:00:00, -1.0,42
7.8, 7.829, 55.91, 8.2, 56.0, -1.5,2020-10-15 15:00:00, 0.0,42
7.1, 7.14, 58.86, 8.2, 59.0, -1.5,2020-10-15 16:00:00, 0.0,42
5.5, 5.544, 72.6, 8.2, 73.0, -1.5,2020-10-15 17:00:00, 1.0,42
4.2, 4.193, 79.58, 8.2, 80.0, -1.5,2020-10-15 18:00:00, 1.0,42
4.3, 4.27, 81.0, 4.6, 81.0, 3.6,2020-10-15 19:00:00, 1.0,42
5.3, 5.291, 65.94, 5.4, 66.0, 3.6,2020-10-15 20:00:00, 0.0,42
5.3, 5.272, 65.0, 5.7, 65.0, 3.6,2020-10-15 21:00:00, -1.0,42
5.9, 5.924, 59.52, 5.9, 60.0, 3.6,2020-10-15 22:00:00, -1.0,42
6.5, 6.47, 60.16, 6.5, 60.0, 3.6,2020-10-15 23:00:00, -1.0,42
6.4, 6.441, 63.81, 6.5, 64.0, 3.6,2020-10-16 00:00:00, 0.0,42
7.0, 6.983, 63.8, 7.1, 64.0, 3.6,2020-10-16 01:00:00, 1.0,42
7.2, 7.232, 62.84, 7.3, 63.0, 3.6,2020-10-16 02:00:00, 1.0,42
7.6, 7.583, 62.68, 7.7, 63.0, 3.6,2020-10-16 03:00:00, 1.0,42
7.6, 7.608, 63.94, 7.7, 64.0, 3.6,2020-10-16 04:00:00, 1.0,42
8.0, 8.0, 63.31, 8.1, 63.0, 3.6,2020-10-16 05:00:00, 2.0,42
8.2, 8.16, 65.36, 8.2, 65.0, 3.6,2020-10-16 06:00:00, 2.0,42
8.0, 7.996, 68.88, 8.7, 69.0, 8.0,2020-10-16 07:00:00, 3.0,42
9.2, 9.2, 66.93, 9.2, 67.0, 8.0,2020-10-16 08:00:00, 3.0,42
9.5, 9.51, 69.51, 9.6, 70.0, 8.0,2020-10-16 09:00:00, 4.0,42
10.1, 10.07, 69.62, 10.0, 70.0, 8.0,2020-10-16 10:00:00, 5.0,42
11.0, 10.96, 67.6, 11.0, 68.0, 8.0,2020-10-16 11:00:00, 5.0,42
11.1, 11.13, 66.6, 11.2, 67.0, 8.0,2020-10-16 12:00:00, 5.0,42
11.6, 11.59, 65.85, 11.6, 66.0, 8.0,2020-10-16 13:00:00, 6.0,42
13.0, 13.02, 59.87, 13.2, 60.0, 8.0,2020-10-16 14:00:00, 5.0,42
11.9, 11.88, 64.27, 13.2, 64.0, 8.0,2020-10-16 15:00:00, 5.0,42
11.5, 11.46, 64.67, 13.2, 65.0, 8.0,2020-10-16 16:00:00, 5.0,42
11.5, 11.54, 65.52, 13.2, 66.0, 8.0,2020-10-16 17:00:00, 5.0,42
8.4, 8.36, 72.36, 13.2, 72.0, 8.0,2020-10-16 18:00:00, 4.0,42
7.1, 7.112, 80.7, 8.5, 81.0, 7.0,2020-10-16 19:00:00, 4.0,42
5.5, 5.488, 92.4, 8.5, 92.0, 5.5,2020-10-16 20:00:00, 4.0,42
5.1, 5.071, 95.1, 8.5, 95.0, 5.0,2020-10-16 21:00:00, 4.0,42
4.6, 4.578, 96.4, 8.5, 96.0, 4.6,2020-10-16 22:00:00, 4.0,42
