pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 1.2, 115.0, None, None, 472.0, 388.0,2020-03-18 00:00:00, None,12
None, None, None, None, None, -0.5, 115.0, None, None, 472.0, 388.0,2020-03-18 01:00:00, None,12
None, None, None, None, None, -2.0, 115.0, None, None, 473.0, 388.0,2020-03-18 02:00:00, None,12
None, None, None, None, None, -4.3, 115.0, None, None, 473.0, 388.0,2020-03-18 03:00:00, None,12
None, None, None, None, None, -6.0, 115.0, None, None, 473.0, 388.0,2020-03-18 04:00:00, None,12
None, None, None, None, None, -8.0, 115.0, None, None, 473.0, 388.0,2020-03-18 05:00:00, None,12
None, None, None, None, None, -9.4, 115.0, None, None, 474.0, 388.0,2020-03-18 06:00:00, None,12
None, None, None, None, None, -10.6, 115.0, None, None, 474.0, 388.0,2020-03-18 07:00:00, None,12
None, None, None, None, None, -11.5, 115.0, None, None, 474.0, 387.0,2020-03-18 08:00:00, None,12
None, None, None, None, None, -13.0, 115.0, None, None, 474.0, 387.0,2020-03-18 09:00:00, None,12
None, None, None, None, None, -14.1, 115.0, None, None, 475.0, 387.0,2020-03-18 10:00:00, None,12
None, None, None, None, None, -14.8, 115.0, None, None, 475.0, 387.0,2020-03-18 11:00:00, None,12
None, None, None, None, None, -15.2, 115.0, None, None, 475.0, 386.0,2020-03-18 12:00:00, None,12
None, None, None, None, None, -15.7, 114.0, None, None, 475.0, 386.0,2020-03-18 13:00:00, None,12
None, None, None, None, None, -16.3, 114.0, None, None, 475.0, 386.0,2020-03-18 14:00:00, None,12
None, None, None, None, None, -16.8, 114.0, None, None, 475.0, 386.0,2020-03-18 15:00:00, None,12
None, 0.0, None, None, None, -16.0, 115.0, None, None, 475.0, 386.0,2020-03-18 16:00:00, None,12
None, None, None, None, None, -11.9, 114.0, None, None, 475.0, 385.0,2020-03-18 17:00:00, None,12
None, None, None, None, None, -3.7, 114.0, None, None, 475.0, 385.0,2020-03-18 18:00:00, None,12
None, None, None, None, None, -1.3, 114.0, None, None, 474.0, 385.0,2020-03-18 19:00:00, None,12
None, None, None, None, None, -0.4, 114.0, None, None, 474.0, 386.0,2020-03-18 20:00:00, None,12
None, None, None, None, None, 0.5, 114.0, None, None, 473.0, 386.0,2020-03-18 21:00:00, None,12
None, None, None, None, None, 1.2, 114.0, None, None, 473.0, 387.0,2020-03-18 22:00:00, None,12
None, None, None, None, None, 1.5, 114.0, None, None, 472.0, 387.0,2020-03-18 23:00:00, None,12
None, None, None, None, None, 1.4, 114.0, None, None, 472.0, 387.0,2020-03-19 00:00:00, None,12
None, None, None, None, None, 1.0, 114.0, None, None, 472.0, 388.0,2020-03-19 01:00:00, None,12
None, None, None, None, None, 0.0, 114.0, None, None, 472.0, 388.0,2020-03-19 02:00:00, None,12
None, None, None, None, None, -2.1, 114.0, None, None, 472.0, 388.0,2020-03-19 03:00:00, None,12
None, None, None, None, None, -3.4, 114.0, None, None, 473.0, 388.0,2020-03-19 04:00:00, None,12
None, None, None, None, None, -4.5, 114.0, None, None, 473.0, 388.0,2020-03-19 05:00:00, None,12
None, None, None, None, None, -5.8, 114.0, None, None, 473.0, 388.0,2020-03-19 06:00:00, None,12
None, None, None, None, None, -5.5, 114.0, None, None, 473.0, 388.0,2020-03-19 07:00:00, None,12
None, None, None, None, None, -5.8, 114.0, None, None, 473.0, 388.0,2020-03-19 08:00:00, None,12
None, None, None, None, None, -6.9, 114.0, None, None, 473.0, 388.0,2020-03-19 09:00:00, None,12
None, None, None, None, None, -8.2, 114.0, None, None, 474.0, 388.0,2020-03-19 10:00:00, None,12
None, None, None, None, None, -9.6, 114.0, None, None, 474.0, 388.0,2020-03-19 11:00:00, None,12
None, None, None, None, None, -10.1, 114.0, None, None, 474.0, 387.0,2020-03-19 12:00:00, None,12
None, None, None, None, None, -11.2, 114.0, None, None, 474.0, 387.0,2020-03-19 13:00:00, None,12
None, None, None, None, None, -11.6, 114.0, None, None, 474.0, 387.0,2020-03-19 14:00:00, None,12
None, None, None, None, None, -12.7, 114.0, None, None, 474.0, 387.0,2020-03-19 15:00:00, None,12
None, 0.0, None, None, None, -12.1, 114.0, None, None, 474.0, 387.0,2020-03-19 16:00:00, None,12
None, None, None, None, None, -8.3, 113.0, None, None, 474.0, 386.0,2020-03-19 17:00:00, None,12
None, None, None, None, None, 0.3, 112.0, None, None, 475.0, 386.0,2020-03-19 18:00:00, None,12
None, None, None, None, None, 5.0, 112.0, None, None, 474.0, 386.0,2020-03-19 19:00:00, None,12
None, None, None, None, None, 7.0, 112.0, None, None, 473.0, 387.0,2020-03-19 20:00:00, None,12
None, None, None, None, None, 9.1, 112.0, None, None, 473.0, 388.0,2020-03-19 21:00:00, None,12
None, None, None, None, None, 6.5, 113.0, None, None, 474.0, 388.0,2020-03-19 22:00:00, None,12
None, None, None, None, None, 3.8, 114.0, None, None, 545.0, 388.0,2020-03-19 23:00:00, None,12
None, None, None, None, None, 2.5, 114.0, None, None, 546.0, 388.0,2020-03-20 00:00:00, None,12
None, None, None, None, None, 0.6, 114.0, None, None, 546.0, 388.0,2020-03-20 01:00:00, None,12
None, None, None, None, None, -0.8, 114.0, None, None, 546.0, 388.0,2020-03-20 02:00:00, None,12
None, None, None, None, None, -3.2, 114.0, None, None, 546.0, 388.0,2020-03-20 03:00:00, None,12
None, None, None, None, None, -4.5, 114.0, None, None, 547.0, 388.0,2020-03-20 04:00:00, None,12
None, None, None, None, None, -5.9, 114.0, None, None, 547.0, 388.0,2020-03-20 05:00:00, None,12
None, None, None, None, None, -7.5, 114.0, None, None, 547.0, 388.0,2020-03-20 06:00:00, None,12
None, None, None, None, None, -8.8, 114.0, None, None, 547.0, 388.0,2020-03-20 07:00:00, None,12
None, None, None, None, None, -9.9, 114.0, None, None, 548.0, 388.0,2020-03-20 08:00:00, None,12
None, None, None, None, None, -10.9, 114.0, None, None, 548.0, 387.0,2020-03-20 09:00:00, None,12
None, None, None, None, None, -11.7, 114.0, None, None, 548.0, 387.0,2020-03-20 10:00:00, None,12
None, None, None, None, None, -12.4, 114.0, None, None, 548.0, 387.0,2020-03-20 11:00:00, None,12
None, None, None, None, None, -13.3, 114.0, None, None, 548.0, 387.0,2020-03-20 12:00:00, None,12
None, None, None, None, None, -13.9, 114.0, None, None, 549.0, 386.0,2020-03-20 13:00:00, None,12
None, None, None, None, None, -14.6, 114.0, None, None, 549.0, 386.0,2020-03-20 14:00:00, None,12
