CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 14.46,36.41, None, None, None, None,34.34, None,2.51,193.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-25 00:00:00, None, None, None,26
None, 14.51,35.61, None, None, None, None,29.13, None,3.117,185.9, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 01:00:00, None, None, None,26
None, 15.03,32.93, None, None, None, None,26.84, None,3.383,206.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 02:00:00, None, None, None,26
None, 15.7,30.19, None, None, None, None,36.6, None,3.305,198.8, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-06-25 03:00:00, None, None, None,26
None, 15.75,31.53, None, None, None, None,58.79, None,1.289,60.85, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 04:00:00, None, None, None,26
None, 16.04,30.66, None, None, None, None,69.58, None,0.778,80.3, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 05:00:00, None, None, None,26
None, 15.65,32.93, None, None, None, None,70.8, None,0.742,185.1, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 06:00:00, None, None, None,26
None, 15.46,37.95, None, None, None, None,44.12, None,2.337,21.7, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-25 08:00:00, None, None, None,26
None, 16.41,36.67, None, None, None, None,73.5, None,0.801,351.3, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-25 09:00:00, None, None, None,26
None, 17.49,38.81, None, None, None, None,66.95, None,0.635,326.7, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-25 10:00:00, None, None, None,26
None, 19.41,32.79, None, None, None, None,52.03, None,1.452,339.6, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-25 11:00:00, None, None, None,26
None, 22.35,25.29, None, None, None, None,58.54, None,1.371,335.9, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-25 12:00:00, None, None, None,26
None, 23.11,18.53, None, None, None, None,58.08, None,2.544,228.4, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-06-25 13:00:00, None, None, None,26
None, 23.4,19.4, None, None, None, None,46.89, None,4.442,225.9, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 14:00:00, None, None, None,26
None, 24.39,21.07, None, None, None, None,51.42, None,3.306,232.4, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-25 15:00:00, None, None, None,26
None, 23.94,20.93, None, None, None, None,48.95, None,3.87,233.4, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-25 16:00:00, None, None, None,26
None, 23.94,19.06, None, None, None, None,53.66, None,2.754,229.8, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 17:00:00, None, None, None,26
None, 24.24,19.06, None, None, None, None,71.9, None,0.778,341.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 18:00:00, None, None, None,26
None, 22.34,20.8, None, None, None, None,51.93, None,3.49,239.8, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-25 19:00:00, None, None, None,26
None, 21.62,23.41, None, None, None, None,76.7, None,0.321,348.1, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-25 20:00:00, None, None, None,26
None, 20.64,18.06, None, None, None, None,25.44, None,9.69,220.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2017-06-25 21:00:00, None, None, None,26
None, 19.5,21.55, None, None, None, None,20.53, None,11.87,222.4, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-06-25 22:00:00, None, None, None,26
None, 18.88,22.42, None, None, None, None,17.17, None,13.42,222.6, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-06-25 23:00:00, None, None, None,26
None, 17.54,24.89, None, None, None, None,18.66, None,12.24,224.9, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2017-06-26 00:00:00, None, None, None,26
None, 15.92,28.98, None, None, None, None,19.5, None,7.61,222.1, None, None, None, None, None, -2.0, None, None, None, None, None, None, None,2017-06-26 01:00:00, None, None, None,26
None, 14.46,34.27, None, None, None, None,35.32, None,2.085,166.5, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-26 02:00:00, None, None, None,26
None, 12.83,43.57, None, None, None, None,41.89, None,2.127,101.0, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 03:00:00, None, None, None,26
None, 11.63,47.26, None, None, None, None,33.85, None,3.618,73.6, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 04:00:00, None, None, None,26
None, 11.16,44.98, None, None, None, None,14.93, None,5.81,68.56, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-26 05:00:00, None, None, None,26
None, 11.27,43.18, None, None, None, None,16.43, None,6.736,63.22, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-26 06:00:00, None, None, None,26
None, 11.22,43.25, None, None, None, None,15.3, None,7.06,57.52, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-26 07:00:00, None, None, None,26
None, 11.78,40.56, None, None, None, None,20.46, None,4.992,48.79, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-06-26 08:00:00, None, None, None,26
None, 13.55,38.35, None, None, None, None,34.3, None,3.046,15.46, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-26 10:00:00, None, None, None,26
None, 15.6,36.68, None, None, None, None,27.7, None,2.887,343.5, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 11:00:00, None, None, None,26
None, 15.1,39.28, None, None, None, None,52.08, None,0.991,283.4, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 12:00:00, None, None, None,26
None, 19.6,26.56, None, None, None, None,47.76, None,3.188,254.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-26 13:00:00, None, None, None,26
None, 20.59,24.62, None, None, None, None,35.84, None,6.267,247.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-26 14:00:00, None, None, None,26
None, 19.42,26.35, None, None, None, None,49.51, None,1.894,272.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-26 16:00:00, None, None, None,26
None, None,39.26, None, None, None, None,44.34, None,2.691,265.5, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-26 17:00:00, None, None, None,26
None, 13.55,41.68, None, None, None, None,55.38, None,2.017,261.4, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 18:00:00, None, None, None,26
None, 11.51,49.92, None, None, None, None,53.02, None,2.253,265.7, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 19:00:00, None, None, None,26
None, 9.52,53.41, None, None, None, None,57.11, None,2.005,263.9, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 20:00:00, None, None, None,26
None, 7.48,67.21, None, None, None, None,50.95, None,2.815,256.8, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-26 21:00:00, None, None, None,26
None, 5.864,70.4, None, None, None, None,43.43, None,2.281,251.8, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-26 22:00:00, None, None, None,26
None, 4.526,70.2, None, None, None, None,39.99, None,3.487,250.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-26 23:00:00, None, None, None,26
None, 3.924,72.9, None, None, None, None,38.82, None,3.098,258.7, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 00:00:00, None, None, None,26
None, 4.213,72.8, None, None, None, None,40.0, None,3.545,249.0, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 01:00:00, None, None, None,26
None, 4.022,76.8, None, None, None, None,41.49, None,3.496,242.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 02:00:00, None, None, None,26
None, 3.734,78.8, None, None, None, None,27.08, None,6.192,235.1, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 03:00:00, None, None, None,26
None, 3.399,80.9, None, None, None, None,26.3, None,4.73,230.8, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 04:00:00, None, None, None,26
None, 2.728,83.7, None, None, None, None,20.31, None,5.787,237.3, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 05:00:00, None, None, None,26
None, 2.488,84.4, None, None, None, None,18.34, None,10.67,229.9, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 06:00:00, None, None, None,26
None, 2.201,86.3, None, None, None, None,21.15, None,7.45,227.9, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-06-27 07:00:00, None, None, None,26
None, 5.938,71.8, None, None, None, None,29.37, None,4.644,243.4, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-27 09:00:00, None, None, None,26
None, 7.21,66.49, None, None, None, None,36.26, None,3.989,248.0, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-06-27 10:00:00, None, None, None,26
None, 7.64,67.22, None, None, None, None,34.86, None,3.445,242.6, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-27 11:00:00, None, None, None,26
None, 9.64,61.46, None, None, None, None,27.83, None,6.214,238.5, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-27 12:00:00, None, None, None,26
None, 8.9,60.78, None, None, None, None,30.05, None,5.657,240.6, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-27 13:00:00, None, None, None,26
None, 9.19,61.04, None, None, None, None,35.7, None,4.236,247.3, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-27 14:00:00, None, None, None,26
None, 11.87,59.04, None, None, None, None,37.45, None,2.805,249.6, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-06-27 15:00:00, None, None, None,26
None, 13.12,50.87, None, None, None, None,36.09, None,3.157,255.4, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-27 16:00:00, None, None, None,26
None, 13.53,49.19, None, None, None, None,33.51, None,3.257,256.3, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-27 17:00:00, None, None, None,26
None, 13.82,48.99, None, None, None, None,26.84, None,5.184,245.1, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-27 18:00:00, None, None, None,26
None, 11.23,56.55, None, None, None, None,31.5, None,3.335,248.8, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-27 19:00:00, None, None, None,26
None, 12.49,55.76, None, None, None, None,38.68, None,1.591,278.7, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-06-27 20:00:00, None, None, None,26
None, 11.92,56.49, None, None, None, None,33.93, None,2.11,269.9, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-06-27 21:00:00, None, None, None,26
None, 9.53,62.72, None, None, None, None,41.35, None,1.565,239.6, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-27 22:00:00, None, None, None,26
None, 9.55,63.07, None, None, None, None,41.05, None,1.449,257.1, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-27 23:00:00, None, None, None,26
None, 8.69,64.35, None, None, None, None,45.4, None,1.835,251.0, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-28 00:00:00, None, None, None,26
None, 7.59,69.97, None, None, None, None,39.79, None,2.525,257.6, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-28 01:00:00, None, None, None,26
None, 7.49,70.0, None, None, None, None,49.12, None,2.181,267.9, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-28 02:00:00, None, None, None,26
None, 6.966,72.8, None, None, None, None,44.92, None,1.876,248.4, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-28 03:00:00, None, None, None,26
None, 6.535,74.3, None, None, None, None,32.14, None,2.84,239.1, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-28 04:00:00, None, None, None,26
None, 6.104,77.3, None, None, None, None,31.32, None,2.874,239.9, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-28 05:00:00, None, None, None,26
None, 5.816,78.1, None, None, None, None,30.18, None,2.564,241.5, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-06-28 06:00:00, None, None, None,26
None, 5.578,86.2, None, None, None, None,52.56, None,1.205,259.5, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-06-28 07:00:00, None, None, None,26
None, 4.863,93.1, None, None, None, None,40.66, None,2.245,234.9, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-06-28 08:00:00, None, None, None,26
None, 5.433,94.8, None, None, None, None,27.11, None,4.889,220.0, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-06-28 10:00:00, None, None, None,26
None, 5.481,94.5, None, None, None, None,28.11, None,4.98,214.1, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-06-28 11:00:00, None, None, None,26
None, 6.343,93.0, None, None, None, None,40.79, None,3.233,207.1, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-06-28 12:00:00, None, None, None,26
None, 8.02,90.8, None, None, None, None,66.73, None,1.356,246.2, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-06-28 13:00:00, None, None, None,26
None, 9.6,86.4, None, None, None, None,41.31, None,2.873,6.843, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-06-28 14:00:00, None, None, None,26
None, 9.67,86.3, None, None, None, None,35.67, None,3.915,12.46, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-06-28 15:00:00, None, None, None,26
None, 11.58,73.8, None, None, None, None,39.61, None,2.802,348.6, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-06-28 16:00:00, None, None, None,26
None, 11.82,76.2, None, None, None, None,27.43, None,3.632,4.699, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2017-06-28 17:00:00, None, None, None,26
