pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,15.8,78.2, None, None, None, None, None, None, None, 12.0, None, None, None,2017-06-25 00:00:00, None,-0.594, None,26
None,15.37,78.8, None, None, None, None, None, None, None, 12.0, None, None, None,2017-06-25 01:00:00, None,-0.593, None,26
None,14.55,80.7, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 02:00:00, None,-0.607, None,26
None,13.79,84.0, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 03:00:00, None,-0.491, None,26
None,13.32,85.8, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 04:00:00, None,-0.477, None,26
None,12.79,86.5, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 05:00:00, None,-0.478, None,26
None,12.41,86.7, None, None, None, None, None, None, None, 10.0, None, None, None,2017-06-25 06:00:00, None,-0.603, None,26
None,17.29,71.0, None, None, None, None, None, None, None, 12.0, None, None, None,2017-06-25 08:00:00, None,-0.815, None,26
None,16.98,66.48, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 09:00:00, None,-0.656, None,26
None,18.84,59.73, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 10:00:00, None,-0.635, None,26
None,19.35,59.65, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 11:00:00, None,-0.493, None,26
None,20.56,54.54, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 12:00:00, None,-0.584, None,26
None,21.4,50.35, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 13:00:00, None,-0.347, None,26
None,24.56,46.79, None, None, None, None, None, None, None, 12.0, None, None, None,2017-06-25 14:00:00, None,-0.515, None,26
None,26.24,37.97, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 15:00:00, None,-0.499, None,26
None,26.1,38.78, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 16:00:00, None,-0.476, None,26
None,25.33,40.33, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 17:00:00, None,-0.431, None,26
None,25.28,41.0, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 18:00:00, None,-0.495, None,26
None,24.49,42.97, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 19:00:00, None,-0.524, None,26
None,22.71,47.95, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 20:00:00, None,-0.53, None,26
None,18.95,60.08, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 21:00:00, None,-0.547, None,26
None,17.96,60.16, None, None, None, None, None, None, None, 10.0, None, None, None,2017-06-25 22:00:00, None,-0.537, None,26
None,16.81,66.84, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-25 23:00:00, None,-0.802, None,26
None,13.87,80.3, None, None, None, None, None, None, None, 11.0, None, None, None,2017-06-26 00:00:00, None,-0.509, None,26
None,13.55,80.4, None, None, None, None, None, None, None, 10.0, None, None, None,2017-06-26 01:00:00, None,-0.209, None,26
None,12.41,84.7, None, None, None, None, None, None, None, 10.0, None, None, None,2017-06-26 02:00:00, None,-0.568, None,26
None,11.78,85.5, None, None, None, None, None, None, None, 9.0, None, None, None,2017-06-26 03:00:00, None,-0.51, None,26
None,11.4,85.7, None, None, None, None, None, None, None, 9.0, None, None, None,2017-06-26 04:00:00, None,-0.559, None,26
None,11.3,85.5, None, None, None, None, None, None, None, 9.0, None, None, None,2017-06-26 05:00:00, None,-0.501, None,26
None,11.35,85.1, None, None, None, None, None, None, None, 9.0, None, None, None,2017-06-26 06:00:00, None,-0.542, None,26
