pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 3.614,89.1, None, None, None, None, None, None, None, None, None,2.0, 877.0, None, None, None,2017-04-23 00:00:00, None, -0.678, None,17
None, 2.509,92.6, None, None, None, None, None, None, None, None, None,1.0, 877.0, None, None, None,2017-04-23 01:00:00, None, -0.434, None,17
None, 2.074,93.9, None, None, None, None, None, None, None, None, None,1.0, 877.0, None, None, None,2017-04-23 02:00:00, None, -0.597, None,17
None, 1.457,94.2, None, None, None, None, None, None, None, None, None,1.0, 876.0, None, None, None,2017-04-23 03:00:00, None, -0.768, None,17
None, 0.542,95.1, None, None, None, None, None, None, None, None, None,0.0, 876.0, None, None, None,2017-04-23 04:00:00, None, -0.491, None,17
None, -0.608,95.5, None, None, None, None, None, None, None, None, None,-1.0, 875.0, None, None, None,2017-04-23 05:00:00, None, -0.371, None,17
None, -0.869,96.0, None, None, None, None, None, None, None, None, None,-1.0, 875.0, None, None, None,2017-04-23 06:00:00, None, -0.177, None,17
None, 0.607,96.3, None, None, None, None, None, None, None, None, None,0.0, 876.0, None, None, None,2017-04-23 07:00:00, None, -0.42, None,17
None, 4.317,81.0, None, None, None, None, None, None, None, None, None,1.0, 875.0, None, None, None,2017-04-23 08:00:00, None, -0.4, None,17
None, 6.342,70.95, None, None, None, None, None, None, None, None, None,2.0, 875.0, None, None, None,2017-04-23 09:00:00, None, -0.338, None,17
None, 9.77,53.96, None, None, None, None, None, None, None, None, None,1.0, 874.0, None, None, None,2017-04-23 10:00:00, None, -0.545, None,17
None, 11.59,36.25, None, None, None, None, None, None, None, None, None,-3.0, 873.0, None, None, None,2017-04-23 11:00:00, None, 0.015, None,17
None, 11.07,34.9, None, None, None, None, None, None, None, None, None,-4.0, 872.0, None, None, None,2017-04-23 12:00:00, None, -0.817, None,17
None, 8.04,56.62, None, None, None, None, None, None, None, None, None,0.0, 872.0, None, None, None,2017-04-23 13:00:00, None, -0.795, None,17
None, 11.64,36.04, None, None, None, None, None, None, None, None, None,-3.0, 872.0, None, None, None,2017-04-23 14:00:00, None, -0.253, None,17
None, 14.16,23.07, None, None, None, None, None, None, None, None, None,-7.0, 871.0, None, None, None,2017-04-23 15:00:00, None, -0.946, None,17
None, 12.3,35.83, None, None, None, None, None, None, None, None, None,-2.0, 871.0, None, None, None,2017-04-23 16:00:00, None, -0.344, None,17
None, 11.39,30.76, None, None, None, None, None, None, None, None, None,-5.0, 871.0, None, None, None,2017-04-23 17:00:00, None, -0.763, None,17
None, 9.51,41.35, None, None, None, None, None, None, None, None, None,-3.0, 871.0, None, None, None,2017-04-23 18:00:00, None, -0.744, None,17
None, 8.45,45.49, None, None, None, None, None, None, None, None, None,-3.0, 871.0, None, None, None,2017-04-23 19:00:00, None, -0.607, None,17
None, 7.36,51.07, None, None, None, None, None, None, None, None, None,-2.0, 871.0, None, None, None,2017-04-23 20:00:00, None, -0.777, None,17
None, 5.802,57.73, None, None, None, None, None, None, None, None, None,-2.0, 871.0, None, None, None,2017-04-23 21:00:00, None, -0.389, None,17
None, 4.355,67.69, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-04-23 22:00:00, None, -0.825, None,17
None, 3.986,70.77, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-04-23 23:00:00, None, -0.659, None,17
None, 4.179,68.79, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-04-24 00:00:00, None, -0.825, None,17
None, 3.402,77.45, None, None, None, None, None, None, None, None, None,0.0, 871.0, None, None, None,2017-04-24 01:00:00, None, -0.773, None,17
None, 2.141,83.1, None, None, None, None, None, None, None, None, None,0.0, 871.0, None, None, None,2017-04-24 02:00:00, None, -0.901, None,17
None, 0.778,87.0, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-04-24 03:00:00, None, -0.7, None,17
None, -0.318,90.1, None, None, None, None, None, None, None, None, None,-2.0, 870.0, None, None, None,2017-04-24 04:00:00, None, -0.811, None,17
None, -1.236,92.9, None, None, None, None, None, None, None, None, None,-2.0, 871.0, None, None, None,2017-04-24 05:00:00, None, -0.632, None,17
None, -1.455,94.0, None, None, None, None, None, None, None, None, None,-2.0, 871.0, None, None, None,2017-04-24 06:00:00, None, -0.214, None,17
None, -0.315,92.3, None, None, None, None, None, None, None, None, None,-1.0, 871.0, None, None, None,2017-04-24 07:00:00, None, -0.236, None,17
None, 2.287,79.97, None, None, None, None, None, None, None, None, None,-1.0, 870.0, None, None, None,2017-04-24 08:00:00, None, -0.453, None,17
None, 6.236,62.33, None, None, None, None, None, None, None, None, None,0.0, 870.0, None, None, None,2017-04-24 09:00:00, None, -0.82, None,17
None, 8.92,57.1, None, None, None, None, None, None, None, None, None,1.0, 869.0, None, None, None,2017-04-24 10:00:00, None, -0.114, None,17
None, 9.42,46.98, None, None, None, None, None, None, None, None, None,-1.0, 869.0, None, None, None,2017-04-24 11:00:00, None, -0.938, None,17
None, 11.18,39.61, None, None, None, None, None, None, None, None, None,-2.0, 869.0, None, None, None,2017-04-24 12:00:00, None, -0.28, None,17
None, 13.14,23.47, None, None, None, None, None, None, None, None, None,-7.0, 868.0, None, None, None,2017-04-24 13:00:00, None, -1.005, None,17
None, 13.05,34.82, None, None, None, None, None, None, None, None, None,-2.0, 868.0, None, None, None,2017-04-24 14:00:00, None, 0.062, None,17
None, 12.15,35.74, None, None, None, None, None, None, None, None, None,-2.0, 868.0, None, None, None,2017-04-24 15:00:00, None, -0.19, None,17
None, 10.78,41.41, None, None, None, None, None, None, None, None, None,-2.0, 868.0, None, None, None,2017-04-24 16:00:00, None, -0.47, None,17
None, 9.83,43.4, None, None, None, None, None, None, None, None, None,-2.0, 868.0, None, None, None,2017-04-24 17:00:00, None, -0.118, None,17
None, 9.83,45.21, None, None, None, None, None, None, None, None, None,-1.0, 868.0, None, None, None,2017-04-24 18:00:00, None, 0.294, None,17
None, 8.81,43.53, None, None, None, None, None, None, None, None, None,-3.0, 869.0, None, None, None,2017-04-24 19:00:00, None, 0.119, None,17
None, 6.992,51.18, None, None, None, None, None, None, None, None, None,-2.0, 870.0, None, None, None,2017-04-24 20:00:00, None, -0.411, None,17
None, 4.387,66.31, None, None, None, None, None, None, None, None, None,-1.0, 870.0, None, None, None,2017-04-24 21:00:00, None, -0.786, None,17
None, 2.248,74.44, None, None, None, None, None, None, None, None, None,-2.0, 871.0, None, None, None,2017-04-24 22:00:00, None, -0.993, None,17
None, 1.211,79.67, None, None, None, None, None, None, None, None, None,-2.0, 872.0, None, None, None,2017-04-24 23:00:00, None, -0.679, None,17
None, 0.496,83.1, None, None, None, None, None, None, None, None, None,-2.0, 872.0, None, None, None,2017-04-25 00:00:00, None, -0.57, None,17
None, 0.02,85.3, None, None, None, None, None, None, None, None, None,-2.0, 872.0, None, None, None,2017-04-25 01:00:00, None, -0.669, None,17
None, 0.358,86.6, None, None, None, None, None, None, None, None, None,-2.0, 872.0, None, None, None,2017-04-25 02:00:00, None, -0.484, None,17
None, 1.084,89.5, None, None, None, None, None, None, None, None, None,0.0, 872.0, None, None, None,2017-04-25 03:00:00, None, -0.743, None,17
None, 0.64,92.0, None, None, None, None, None, None, None, None, None,-1.0, 872.0, None, None, None,2017-04-25 04:00:00, None, -0.753, None,17
None, -0.751,93.8, None, None, None, None, None, None, None, None, None,-2.0, 873.0, None, None, None,2017-04-25 05:00:00, None, -0.817, None,17
None, -1.505,95.2, None, None, None, None, None, None, None, None, None,-2.0, 874.0, None, None, None,2017-04-25 06:00:00, None, 0.548, None,17
None, -0.955,95.7, None, None, None, None, None, None, None, None, None,-1.0, 874.0, None, None, None,2017-04-25 07:00:00, None, 0.414, None,17
None, 4.464,75.32, None, None, None, None, None, None, None, None, None,0.0, 874.0, None, None, None,2017-04-25 08:00:00, None, -0.129, None,17
None, 6.734,61.15, None, None, None, None, None, None, None, None, None,0.0, 874.0, None, None, None,2017-04-25 09:00:00, None, -0.681, None,17
None, 8.83,46.45, None, None, None, None, None, None, None, None, None,-2.0, 873.0, None, None, None,2017-04-25 10:00:00, None, -0.58, None,17
None, 10.89,21.86, None, None, None, None, None, None, None, None, None,-10.0, 873.0, None, None, None,2017-04-25 11:00:00, None, -0.203, None,17
None, 10.43,21.8, None, None, None, None, None, None, None, None, None,-11.0, 873.0, None, None, None,2017-04-25 12:00:00, None, -0.687, None,17
None, 10.73,20.79, None, None, None, None, None, None, None, None, None,-12.0, 873.0, None, None, None,2017-04-25 13:00:00, None, -0.665, None,17
None, 9.94,23.45, None, None, None, None, None, None, None, None, None,-10.0, 873.0, None, None, None,2017-04-25 14:00:00, None, -0.638, None,17
None, 10.12,22.77, None, None, None, None, None, None, None, None, None,-10.0, 873.0, None, None, None,2017-04-25 15:00:00, None, 0.069, None,17
None, 10.37,21.09, None, None, None, None, None, None, None, None, None,-11.0, 873.0, None, None, None,2017-04-25 16:00:00, None, -0.28, None,17
None, 9.66,24.45, None, None, None, None, None, None, None, None, None,-10.0, 873.0, None, None, None,2017-04-25 17:00:00, None, 0.069, None,17
None, 7.249,34.72, None, None, None, None, None, None, None, None, None,-7.0, 873.0, None, None, None,2017-04-25 18:00:00, None, -0.383, None,17
None, 5.595,45.22, None, None, None, None, None, None, None, None, None,-5.0, 873.0, None, None, None,2017-04-25 19:00:00, None, -0.671, None,17
None, 3.581,54.99, None, None, None, None, None, None, None, None, None,-4.0, 873.0, None, None, None,2017-04-25 20:00:00, None, -0.765, None,17
None, 1.537,67.74, None, None, None, None, None, None, None, None, None,-4.0, 873.0, None, None, None,2017-04-25 21:00:00, None, -1.042, None,17
None, 0.189,71.1, None, None, None, None, None, None, None, None, None,-4.0, 873.0, None, None, None,2017-04-25 22:00:00, None, 0.149, None,17
None, -1.744,80.7, None, None, None, None, None, None, None, None, None,-4.0, 873.0, None, None, None,2017-04-26 00:00:00, None, -0.85, None,17
None, -2.322,84.2, None, None, None, None, None, None, None, None, None,-4.0, 873.0, None, None, None,2017-04-26 01:00:00, None, -0.597, None,17
None, -2.558,85.3, None, None, None, None, None, None, None, None, None,-4.0, 872.0, None, None, None,2017-04-26 02:00:00, None, -0.608, None,17
None, -3.028,86.1, None, None, None, None, None, None, None, None, None,-5.0, 872.0, None, None, None,2017-04-26 03:00:00, None, -0.509, None,17
None, -3.027,88.0, None, None, None, None, None, None, None, None, None,-5.0, 871.0, None, None, None,2017-04-26 04:00:00, None, -0.452, None,17
None, -2.688,88.5, None, None, None, None, None, None, None, None, None,-4.0, 871.0, None, None, None,2017-04-26 05:00:00, None, -0.015, None,17
None, -2.279,87.8, None, None, None, None, None, None, None, None, None,-4.0, 871.0, None, None, None,2017-04-26 06:00:00, None, 0.019, None,17
None, -0.919,84.3, None, None, None, None, None, None, None, None, None,-3.0, 871.0, None, None, None,2017-04-26 07:00:00, None, -0.38, None,17
None, 1.195,73.06, None, None, None, None, None, None, None, None, None,-3.0, 871.0, None, None, None,2017-04-26 08:00:00, None, -0.573, None,17
None, 4.001,55.74, None, None, None, None, None, None, None, None, None,-4.0, 870.0, None, None, None,2017-04-26 09:00:00, None, -0.652, None,17
None, 5.523,52.92, None, None, None, None, None, None, None, None, None,-3.0, 870.0, None, None, None,2017-04-26 10:00:00, None, -0.448, None,17
None, 7.967,46.41, None, None, None, None, None, None, None, None, None,-2.0, 869.0, None, None, None,2017-04-26 11:00:00, None, -1.012, None,17
None, 6.507,60.95, None, None, None, None, None, None, None, None, None,-1.0, 869.0, None, None, None,2017-04-26 12:00:00, None, -0.117, None,17
None, 7.702,60.14, None, None, None, None, None, None, None, None, None,1.0, 868.0, None, None, None,2017-04-26 13:00:00, None, -0.126, None,17
None, 7.823,61.09, None, None, None, None, None, None, None, None, None,1.0, 868.0, None, None, None,2017-04-26 14:00:00, None, 0.089, None,17
None, 7.702,60.77, None, None, None, None, None, None, None, None, None,1.0, 868.0, None, None, None,2017-04-26 15:00:00, None, -0.583, None,17
None, 8.35,62.24, None, None, None, None, None, None, None, None, None,2.0, 868.0, None, None, None,2017-04-26 16:00:00, None, -0.366, None,17
None, 8.24,60.34, None, None, None, None, None, None, None, None, None,1.0, 868.0, None, None, None,2017-04-26 17:00:00, None, 0.044, None,17
None, 7.585,61.25, None, None, None, None, None, None, None, None, None,1.0, 868.0, None, None, None,2017-04-26 18:00:00, None, -0.008, None,17
None, 6.408,70.57, None, None, None, None, None, None, None, None, None,2.0, 868.0, None, None, None,2017-04-26 19:00:00, None, -0.22, None,17
None, 3.909,75.46, None, None, None, None, None, None, None, None, None,0.0, 868.0, None, None, None,2017-04-26 20:00:00, None, -0.863, None,17
