ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_speed,temperature,wind_direction,relative_humidity,precipitation
2.0,2.0,4.5,0.0,2021-04-30,63.0,9.5,18,,,,,
1.6,1.6,0.0,0.0,2021-05-01,59.0,5.5,18,,,,,
2.2,2.2,5.0,0.0,2021-05-06,43.0,15.0,18,,,,,
,,,,2021-04-30 00:00:00,,,18,13.2,4.3,266.0,54.0,0.0
,,,,2021-04-30 01:00:00,,,18,11.1,3.6,270.0,58.0,0.0
,,,,2021-04-30 02:00:00,,,18,5.7,3.0,261.0,63.0,0.0
,,,,2021-04-30 03:00:00,,,18,8.0,3.0,242.0,64.0,0.0
,,,,2021-04-30 04:00:00,,,18,10.1,3.1,247.0,64.0,0.0
,,,,2021-04-30 05:00:00,,,18,13.7,3.1,228.0,66.0,0.0
,,,,2021-04-30 06:00:00,,,18,16.6,3.8,229.0,71.0,0.0
,,,,2021-04-30 07:00:00,,,18,12.0,4.1,229.0,73.0,0.0
,,,,2021-04-30 08:00:00,,,18,10.0,5.3,247.0,75.0,0.0
,,,,2021-04-30 09:00:00,,,18,11.6,2.9,229.0,96.0,0.0
,,,,2021-04-30 10:00:00,,,18,7.9,4.7,235.0,85.0,0.0
,,,,2021-04-30 11:00:00,,,18,10.3,4.8,274.0,95.0,0.0
,,,,2021-04-30 12:00:00,,,18,11.7,4.8,228.0,90.0,0.0
,,,,2021-04-30 13:00:00,,,18,12.5,7.7,244.0,76.0,0.0
,,,,2021-04-30 14:00:00,,,18,15.1,8.5,257.0,58.0,0.0
,,,,2021-04-30 15:00:00,,,18,16.3,8.0,249.0,52.0,0.0
,,,,2021-04-30 16:00:00,,,18,11.9,7.1,258.0,55.0,0.0
,,,,2021-04-30 17:00:00,,,18,14.7,3.7,256.0,69.0,0.0
,,,,2021-04-30 18:00:00,,,18,15.9,2.6,268.0,75.0,0.0
,,,,2021-04-30 19:00:00,,,18,11.9,1.2,265.0,82.0,0.0
,,,,2021-04-30 20:00:00,,,18,10.2,0.4,256.0,86.0,0.0
,,,,2021-04-30 21:00:00,,,18,14.5,0.5,255.0,84.0,0.0
,,,,2021-04-30 22:00:00,,,18,12.2,0.3,246.0,85.0,0.0
,,,,2021-04-30 23:00:00,,,18,13.5,0.3,224.0,86.0,0.0
,,,,2021-05-01 00:00:00,,,18,10.6,-0.2,249.0,91.0,0.0
,,,,2021-05-01 01:00:00,,,18,10.6,-0.7,258.0,94.0,0.0
,,,,2021-05-01 03:00:00,,,18,11.4,-1.4,268.0,94.0,0.0
,,,,2021-05-01 04:00:00,,,18,8.8,-1.6,266.0,96.0,0.0
,,,,2021-05-01 05:00:00,,,18,10.2,-0.5,268.0,91.0,0.0
,,,,2021-05-01 06:00:00,,,18,5.9,0.9,269.0,87.0,0.0
,,,,2021-05-01 07:00:00,,,18,5.8,0.4,273.0,88.0,0.0
,,,,2021-05-01 08:00:00,,,18,3.0,2.1,274.0,85.0,0.0
,,,,2021-05-01 09:00:00,,,18,2.7,0.8,306.0,93.0,0.0
,,,,2021-05-01 10:00:00,,,18,12.8,1.7,317.0,80.0,0.0
,,,,2021-05-01 11:00:00,,,18,7.7,3.1,301.0,77.0,0.0
,,,,2021-05-01 12:00:00,,,18,5.4,2.7,290.0,76.0,0.0
,,,,2021-05-01 13:00:00,,,18,5.4,2.3,309.0,86.0,0.0
,,,,2021-05-01 14:00:00,,,18,10.4,0.3,314.0,95.0,0.0
,,,,2021-05-01 15:00:00,,,18,2.6,4.0,308.0,66.0,0.0
,,,,2021-05-01 16:00:00,,,18,0.0,0.9,292.0,92.0,0.0
,,,,2021-05-01 17:00:00,,,18,2.9,2.5,303.0,75.0,0.0
,,,,2021-05-01 18:00:00,,,18,1.6,-0.9,290.0,87.0,0.0
,,,,2021-05-01 19:00:00,,,18,0.0,-2.0,272.0,93.0,0.0
