AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
2.4, 0.9,471.4,2021-04-30 00:00:00, -1.0, 12.2,18,,,,,,,,,,,,,,,,,,,,,,
2.3, None,471.4,2021-04-30 00:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.4, None,471.4,2021-04-30 00:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.3, None,471.4,2021-04-30 00:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.3, None,471.4,2021-04-30 01:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.4, None,471.4,2021-04-30 01:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.4, None,471.4,2021-04-30 01:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.3, None,470.4,2021-04-30 01:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.3, None,470.4,2021-04-30 02:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.5, None,470.4,2021-04-30 02:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.6, None,470.4,2021-04-30 02:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.4, None,470.4,2021-04-30 02:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.4, None,470.4,2021-04-30 03:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.2, None,470.4,2021-04-30 03:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.0, None,470.4,2021-04-30 03:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
1.9, None,470.4,2021-04-30 03:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
1.8, None,470.4,2021-04-30 04:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
1.8, None,470.4,2021-04-30 04:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
1.8, None,470.4,2021-04-30 04:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
1.8, None,470.4,2021-04-30 04:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
1.8, None,470.4,2021-04-30 05:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
1.9, None,470.4,2021-04-30 05:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.1, None,470.4,2021-04-30 05:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.3, None,470.4,2021-04-30 05:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.4, None,470.4,2021-04-30 06:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.3, None,470.4,2021-04-30 06:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
3.8, None,470.4,2021-04-30 06:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.8, None,470.4,2021-04-30 06:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.8, None,470.4,2021-04-30 07:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.7, None,470.4,2021-04-30 07:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
2.9, None,470.4,2021-04-30 07:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
3.3, None,470.4,2021-04-30 07:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
3.6, None,470.4,2021-04-30 08:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
4.2, None,470.4,2021-04-30 08:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
4.6, None,470.4,2021-04-30 08:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
4.3, None,470.4,2021-04-30 08:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
4.0, None,470.4,2021-04-30 09:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
3.9, None,470.4,2021-04-30 09:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
4.3, None,470.4,2021-04-30 09:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
5.2, None,470.4,2021-04-30 09:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
5.2, None,470.4,2021-04-30 10:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
4.9, None,470.4,2021-04-30 10:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
5.6, None,470.4,2021-04-30 10:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
7.2, None,470.4,2021-04-30 10:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
8.7, None,470.4,2021-04-30 11:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
8.5, None,470.4,2021-04-30 11:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
8.6, None,470.4,2021-04-30 11:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
9.4, None,471.4,2021-04-30 11:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.0, None,470.4,2021-04-30 12:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.1, None,471.4,2021-04-30 12:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.0, None,471.4,2021-04-30 12:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
9.8, None,471.4,2021-04-30 12:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
8.6, None,471.4,2021-04-30 13:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
7.8, None,471.4,2021-04-30 13:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
7.7, None,471.4,2021-04-30 13:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.3, None,471.4,2021-04-30 13:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.5, None,471.4,2021-04-30 14:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.8, None,471.4,2021-04-30 14:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.8, None,471.4,2021-04-30 14:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
11.5, None,470.4,2021-04-30 14:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
12.2, None,470.4,2021-04-30 15:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.9, None,470.4,2021-04-30 15:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
11.9, None,470.4,2021-04-30 15:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
11.5, None,469.3,2021-04-30 15:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
11.3, None,469.3,2021-04-30 16:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
11.4, None,468.3,2021-04-30 16:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
11.0, None,467.2,2021-04-30 16:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
11.1, None,467.2,2021-04-30 16:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
9.7, None,467.2,2021-04-30 17:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
10.1, None,466.1,2021-04-30 17:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
9.1, None,465.1,2021-04-30 17:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
8.6, None,464.0,2021-04-30 17:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
8.8, None,464.0,2021-04-30 18:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
8.8, None,463.0,2021-04-30 18:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
7.8, None,461.9,2021-04-30 18:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
7.4, None,461.9,2021-04-30 18:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
7.3, None,460.9,2021-04-30 19:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
6.8, None,460.9,2021-04-30 19:15:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
6.6, None,459.8,2021-04-30 19:30:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
6.0, None,459.8,2021-04-30 19:45:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
5.7, None,459.8,2021-04-30 20:00:00, None, None,18,,,,,,,,,,,,,,,,,,,,,,
