wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
53.0, None, None,0.0, None,4.1, None,11.6, None, None, None,79.0,2021-04-30 00:00:00, None,18
195.0, None, None,0.0, None,4.5, None,11.1, None, None, None,82.0,2021-04-30 01:00:00, None,18
146.0, None, None,0.0, None,3.3, None,10.2, None, None, None,82.0,2021-04-30 02:00:00, None,18
84.0, None, None,0.0, None,4.8, None,9.0, None, None, None,83.0,2021-04-30 03:00:00, None,18
129.0, None, None,0.0, None,2.5, None,10.1, None, None, None,74.0,2021-04-30 04:00:00, None,18
147.0, None, None,0.0, None,3.4, None,10.4, None, None, None,77.0,2021-04-30 05:00:00, None,18
105.0, None, None,0.0, None,2.5, None,11.5, None, None, None,71.0,2021-04-30 06:00:00, None,18
239.0, None, None,0.0, None,3.7, None,13.1, None, None, None,63.0,2021-04-30 07:00:00, None,18
93.0, None, None,0.0, None,2.3, None,13.3, None, None, None,69.0,2021-04-30 08:00:00, None,18
232.0, None, None,0.0, None,5.1, None,14.6, None, None, None,58.0,2021-04-30 09:00:00, None,18
322.0, None, None,0.0, None,4.4, None,16.7, None, None, None,49.0,2021-04-30 10:00:00, None,18
302.0, None, None,0.0, None,7.3, None,20.4, None, None, None,38.0,2021-04-30 11:00:00, None,18
250.0, None, None,0.0, None,5.6, None,21.5, None, None, None,29.0,2021-04-30 12:00:00, None,18
243.0, None, None,0.0, None,7.0, None,22.8, None, None, None,31.0,2021-04-30 13:00:00, None,18
276.0, None, None,0.0, None,6.4, None,23.5, None, None, None,24.0,2021-04-30 14:00:00, None,18
293.0, None, None,0.0, None,12.1, None,23.1, None, None, None,27.0,2021-04-30 15:00:00, None,18
330.0, None, None,0.0, None,13.7, None,22.3, None, None, None,29.0,2021-04-30 16:00:00, None,18
349.0, None, None,0.0, None,12.0, None,19.9, None, None, None,30.0,2021-04-30 17:00:00, None,18
357.0, None, None,0.0, None,12.8, None,17.3, None, None, None,35.0,2021-04-30 18:00:00, None,18
16.0, None, None,0.0, None,6.6, None,15.9, None, None, None,36.0,2021-04-30 19:00:00, None,18
95.0, None, None,0.0, None,2.5, None,14.0, None, None, None,44.0,2021-04-30 20:00:00, None,18
86.0, None, None,0.0, None,8.7, None,13.0, None, None, None,43.0,2021-04-30 21:00:00, None,18
85.0, None, None,0.0, None,5.7, None,11.3, None, None, None,52.0,2021-04-30 22:00:00, None,18
73.0, None, None,0.0, None,4.2, None,9.7, None, None, None,57.0,2021-04-30 23:00:00, None,18
70.0, None, None,0.0, None,4.6, None,11.2, None, None, None,52.0,2021-05-01 00:00:00, None,18
37.0, None, None,0.0, None,2.9, None,10.8, None, None, None,56.0,2021-05-01 01:00:00, None,18
113.0, None, None,0.0, None,3.0, None,10.3, None, None, None,62.0,2021-05-01 02:00:00, None,18
99.0, None, None,0.0, None,4.3, None,9.0, None, None, None,69.0,2021-05-01 03:00:00, None,18
98.0, None, None,0.0, None,3.3, None,8.9, None, None, None,70.0,2021-05-01 04:00:00, None,18
91.0, None, None,0.0, None,6.2, None,8.4, None, None, None,74.0,2021-05-01 05:00:00, None,18
22.0, None, None,0.0, None,7.7, None,11.6, None, None, None,50.0,2021-05-01 06:00:00, None,18
337.0, None, None,0.0, None,10.7, None,13.7, None, None, None,36.0,2021-05-01 07:00:00, None,18
318.0, None, None,0.0, None,9.4, None,15.8, None, None, None,29.0,2021-05-01 08:00:00, None,18
292.0, None, None,0.0, None,6.7, None,16.8, None, None, None,30.0,2021-05-01 09:00:00, None,18
297.0, None, None,0.0, None,6.0, None,16.5, None, None, None,28.0,2021-05-01 10:00:00, None,18
348.0, None, None,0.0, None,6.2, None,17.6, None, None, None,24.0,2021-05-01 11:00:00, None,18
285.0, None, None,0.0, None,7.4, None,17.6, None, None, None,23.0,2021-05-01 12:00:00, None,18
343.0, None, None,0.0, None,12.5, None,16.2, None, None, None,29.0,2021-05-01 13:00:00, None,18
327.0, None, None,0.0, None,12.2, None,15.7, None, None, None,33.0,2021-05-01 14:00:00, None,18
335.0, None, None,0.0, None,19.5, None,14.0, None, None, None,49.0,2021-05-01 15:00:00, None,18
324.0, None, None,0.0, None,13.1, None,13.6, None, None, None,45.0,2021-05-01 16:00:00, None,18
191.0, None, None,0.0, None,3.3, None,11.6, None, None, None,56.0,2021-05-01 17:00:00, None,18
87.0, 45.0, 13.1,0.0, 1.9,4.0, 13.6,10.3, 324.0, 0.0, 0.0,64.0,2021-05-01 18:00:00, None,18
86.0, None, None,0.0, None,4.9, None,9.9, None, None, None,67.0,2021-05-01 19:00:00, None,18
46.0, 64.0, 4.0,0.0, 3.8,5.5, 10.3,9.1, 87.0, 0.0, 0.0,67.0,2021-05-01 20:00:00, None,18
78.0, 67.0, 4.9,0.0, 4.1,7.0, 9.9,7.5, 86.0, 0.0, 0.0,74.0,2021-05-01 21:00:00, None,18
89.0, 67.0, 5.5,0.0, 3.3,7.1, 9.1,6.7, 46.0, 0.0, 0.0,74.0,2021-05-01 22:00:00, None,18
87.0, 74.0, 7.0,0.0, 3.2,6.3, 7.5,6.3, 78.0, 0.0, 0.0,72.0,2021-05-01 23:00:00, None,18
91.0, 74.0, 7.1,0.0, 2.4,5.9, 6.7,4.6, 89.0, 0.0, 0.0,80.0,2021-05-02 00:00:00, None,18
89.0, 72.0, 6.3,0.0, 1.6,6.6, 6.3,4.3, 87.0, 0.0, 0.0,80.0,2021-05-02 01:00:00, None,18
81.0, 80.0, 5.9,0.0, 1.5,5.1, 4.6,3.8, 91.0, 0.0, 0.0,82.0,2021-05-02 02:00:00, None,18
93.0, 80.0, 6.6,0.0, 1.2,6.9, 4.3,3.7, 89.0, 0.0, 0.0,81.0,2021-05-02 03:00:00, None,18
103.0, 82.0, 5.1,0.0, 1.0,5.3, 3.8,3.6, 81.0, 0.0, 0.0,81.0,2021-05-02 04:00:00, None,18
116.0, None, None,0.0, None,2.7, None,3.8, None, None, None,83.0,2021-05-02 05:00:00, None,18
100.0, None, None,0.0, None,4.6, None,6.0, None, None, None,76.0,2021-05-02 06:00:00, None,18
297.0, 83.0, 2.7,0.0, 1.2,4.2, 3.8,9.2, 116.0, 0.0, None,65.0,2021-05-02 07:00:00, None,18
268.0, 76.0, 4.6,0.0, 2.1,5.1, 6.0,12.2, 100.0, 0.0, None,58.0,2021-05-02 08:00:00, None,18
269.0, 65.0, 4.2,0.0, 3.0,5.3, 9.2,13.1, 297.0, 0.0, 0.0,52.0,2021-05-02 09:00:00, None,18
281.0, 58.0, 5.1,0.0, 4.2,6.4, 12.2,13.5, 268.0, 0.0, 0.0,47.0,2021-05-02 10:00:00, None,18
296.0, 52.0, 5.3,0.0, 3.5,4.8, 13.1,16.1, 269.0, 0.0, 0.0,37.0,2021-05-02 11:00:00, None,18
271.0, 47.0, 6.4,0.0, 2.4,4.3, 13.5,18.2, 281.0, 0.0, 0.0,31.0,2021-05-02 12:00:00, None,18
262.0, 37.0, 4.8,0.0, 1.4,8.1, 16.1,18.9, 296.0, 0.0, 0.0,29.0,2021-05-02 13:00:00, None,18
238.0, 31.0, 4.3,0.0, 0.8,6.2, 18.2,19.8, 271.0, 0.0, 0.0,23.0,2021-05-02 14:00:00, None,18
293.0, 29.0, 8.1,0.0, 0.5,6.1, 18.9,20.5, 262.0, 0.0, 0.0,26.0,2021-05-02 15:00:00, None,18
280.0, 23.0, 6.2,0.0, -1.9,6.6, 19.8,19.9, 238.0, 0.0, 0.0,26.0,2021-05-02 16:00:00, None,18
294.0, None, None,0.0, None,4.8, None,18.9, None, None, None,26.0,2021-05-02 17:00:00, None,18
64.0, None, None,0.0, None,3.0, None,15.2, None, None, None,38.0,2021-05-02 18:00:00, None,18
42.0, None, None,0.0, None,5.4, None,11.2, None, None, None,43.0,2021-05-02 19:00:00, None,18
82.0, None, None,0.0, None,8.0, None,11.1, None, None, None,39.0,2021-05-02 20:00:00, None,18
58.0, None, None,0.0, None,6.0, None,10.2, None, None, None,44.0,2021-05-02 21:00:00, None,18
86.0, 39.0, 8.0,0.0, -2.3,6.5, 11.1,9.5, 82.0, 0.0, None,48.0,2021-05-02 22:00:00, None,18
86.0, 44.0, 6.0,0.0, -1.5,5.1, 10.2,7.9, 58.0, 0.0, None,53.0,2021-05-02 23:00:00, None,18
58.0, 48.0, 6.5,0.0, -1.0,3.5, 9.5,8.0, 86.0, 0.0, None,53.0,2021-05-03 00:00:00, None,18
89.0, 53.0, 5.1,0.0, -1.1,5.5, 7.9,7.2, 86.0, 0.0, None,58.0,2021-05-03 01:00:00, None,18
65.0, None, None,0.0, None,4.2, None,7.8, None, None, None,54.0,2021-05-03 02:00:00, None,18
45.0, None, None,0.0, None,4.0, None,6.0, None, None, None,60.0,2021-05-03 03:00:00, None,18
94.0, None, None,0.0, None,5.6, None,5.6, None, None, None,65.0,2021-05-03 04:00:00, None,18
115.0, None, None,0.0, None,2.0, None,7.8, None, None, None,70.0,2021-05-03 05:00:00, None,18
270.0, None, None,0.0, None,2.4, None,9.9, None, None, None,53.0,2021-05-03 06:00:00, None,18
248.0, None, None,0.0, None,2.4, None,10.6, None, None, None,54.0,2021-05-03 07:00:00, None,18
165.0, 53.0, 2.4,0.0, 0.8,3.0, 9.9,12.4, 270.0, 0.0, 0.0,48.0,2021-05-03 08:00:00, None,18
302.0, 54.0, 2.4,0.0, 1.7,4.3, 10.6,14.8, 248.0, 0.0, 0.0,41.0,2021-05-03 09:00:00, None,18
295.0, None, None,0.0, None,6.5, None,15.2, None, None, None,40.0,2021-05-03 10:00:00, None,18
296.0, 41.0, 4.3,0.0, 1.7,7.0, 14.8,16.2, 302.0, 0.0, None,35.0,2021-05-03 11:00:00, None,18
207.0, 40.0, 6.5,0.0, 1.7,5.4, 15.2,15.5, 295.0, 0.0, None,36.0,2021-05-03 12:00:00, None,18
310.0, 35.0, 7.0,0.0, 0.7,4.3, 16.2,16.0, 296.0, 0.0, 0.0,33.0,2021-05-03 13:00:00, None,18
291.0, 36.0, 5.4,0.0, 0.5,4.4, 15.5,15.8, 207.0, 0.0, 0.0,35.0,2021-05-03 14:00:00, None,18
298.0, 33.0, 4.3,0.0, -0.3,3.6, 16.0,16.1, 310.0, 0.0, 0.0,34.0,2021-05-03 15:00:00, None,18
83.0, 35.0, 4.4,0.0, 0.4,3.6, 15.8,15.6, 291.0, 0.0, 0.0,36.0,2021-05-03 16:00:00, None,18
346.0, 34.0, 3.6,0.0, 0.2,3.8, 16.1,15.1, 298.0, 0.0, 0.0,37.0,2021-05-03 17:00:00, None,18
342.0, 36.0, 3.6,0.0, 0.6,3.8, 15.6,16.1, 83.0, 0.0, 0.0,40.0,2021-05-03 18:00:00, None,18
6.0, 37.0, 3.8,0.0, 0.5,8.6, 15.1,13.2, 346.0, 0.0, 0.0,43.0,2021-05-03 19:00:00, None,18
30.0, 40.0, 3.8,0.0, 2.5,7.5, 16.1,12.0, 342.0, 0.0, 0.0,49.0,2021-05-03 20:00:00, None,18
27.0, 43.0, 8.6,0.0, 0.9,6.7, 13.2,11.6, 6.0, 0.0, 0.0,48.0,2021-05-03 21:00:00, None,18
