CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -6.764, 22.48, None, None, None, None, 0.0, 0.0, 0.0, -23.0, None, -6.8, -6.8, 0.0, -23.0, None, None, -5.7, None, None, 22.0, None,2022-02-12 00:00:00, None, None, None, None,7
None, -6.465, 22.39, None, None, None, None, 0.0, 0.0, 0.0, -23.0, None, -6.5, -6.8, 0.0, -23.0, None, None, -5.7, None, None, 22.0, None,2022-02-12 01:00:00, None, None, None, None,7
None, -6.639, 22.44, None, None, None, None, 0.0, 0.0, 0.0, -23.0, None, -6.6, -6.8, 0.0, -23.0, None, None, -5.7, None, None, 22.0, None,2022-02-12 03:00:00, None, None, None, None,7
None, -6.891, 22.52, None, None, None, None, 0.0, 0.0, 0.0, -23.0, None, -6.9, -6.9, 0.0, -23.0, None, None, -5.7, None, None, 23.0, None,2022-02-12 04:00:00, None, None, None, None,7
None, -6.784, 22.49, None, None, None, None, 0.0, 0.0, 0.0, -23.0, None, -6.8, -6.9, 0.0, -23.0, None, None, -5.7, None, None, 22.0, None,2022-02-12 05:00:00, None, None, None, None,7
None, -6.6, 22.49, None, None, None, None, 0.692, 0.001, 3.886, -23.0, None, -6.6, -6.9, 0.0, -23.0, None, None, -5.7, None, None, 22.0, None,2022-02-12 06:00:00, None, None, None, None,7
None, -6.427, 22.38, None, None, None, None, 0.146, 0.001, 358.4, -23.0, None, -6.4, -6.6, 0.0, -23.0, None, None, -6.4, None, None, 22.0, None,2022-02-12 07:00:00, None, None, None, None,7
None, -4.762, 21.88, None, None, None, None, 3.86, 0.003, 337.0, -21.0, None, -4.8, -6.6, 0.0, -21.0, None, None, -4.8, None, None, 22.0, None,2022-02-12 08:00:00, None, None, None, None,7
None, -1.233, 20.82, None, None, None, None, 1.59, 0.003, 262.3, -19.0, None, -1.2, -6.6, 0.0, -19.0, None, None, -1.2, None, None, 21.0, None,2022-02-12 09:00:00, None, None, None, None,7
None, -0.529, 20.55, None, None, None, None, 0.024, 0.034, 0.0, -18.0, None, -0.5, -6.6, 0.0, -18.0, None, None, -0.5, None, None, 21.0, None,2022-02-12 10:00:00, None, None, None, None,7
None, -0.105, 20.48, None, None, None, None, 23.26, 0.027, 246.0, -18.0, None, -0.1, -6.6, 0.0, -18.0, None, None, -0.1, None, None, 20.0, None,2022-02-12 11:00:00, None, None, None, None,7
None, 1.27, 20.07, None, None, None, None, 11.46, 0.133, 209.7, -19.0, None, 1.3, -6.6, 0.0, -19.0, None, None, 1.3, None, None, 20.0, None,2022-02-12 12:00:00, None, None, None, None,7
None, 2.037, 19.84, None, None, None, None, 14.55, 0.283, 229.3, -19.0, None, 2.0, -6.6, 0.0, -19.0, None, None, 2.0, None, None, 20.0, None,2022-02-12 13:00:00, None, None, None, None,7
