station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 0.777, None, 90.7, 2012-01-01 00:00:00, -10.9
None, None, 0.874, None, 92.0, 2012-01-01 01:00:00, -11.05
None, None, 0.624, None, 91.0, 2012-01-01 02:00:00, -11.24
None, None, 1.194, None, 92.1, 2012-01-01 03:00:00, -11.49
None, None, 0.878, None, 90.9, 2012-01-01 04:00:00, -10.55
None, None, 1.008, None, 90.2, 2012-01-01 05:00:00, -10.96
None, None, 1.01, None, 90.3, 2012-01-01 06:00:00, -11.59
None, None, 1.359, None, 91.2, 2012-01-01 07:00:00, -11.31
None, None, 0.785, None, 89.8, 2012-01-01 08:00:00, -12.16
None, None, 1.075, None, 91.3, 2012-01-01 09:00:00, -11.89
None, None, 0.884, None, 90.8, 2012-01-01 10:00:00, -11.55
None, None, 1.629, None, 85.7, 2012-01-01 11:00:00, -8.34
None, None, 3.686, None, 76.9, 2012-01-01 12:00:00, -4.388
None, None, 4.911, None, 62.48, 2012-01-01 13:00:00, -0.568
None, None, 7.39, None, 53.73, 2012-01-01 14:00:00, 0.632
None, None, 7.54, None, 52.84, 2012-01-01 15:00:00, 1.2
None, None, 7.32, None, 53.4, 2012-01-01 16:00:00, 1.751
None, None, 7.47, None, 53.98, 2012-01-01 17:00:00, 2.156
None, None, 5.874, None, 56.71, 2012-01-01 18:00:00, 2.534
None, None, 6.809, None, 57.14, 2012-01-01 19:00:00, 2.671
None, None, 8.15, None, 57.27, 2012-01-01 20:00:00, 2.761
None, None, 8.37, None, 58.29, 2012-01-01 21:00:00, 2.979
None, None, 7.07, None, 59.09, 2012-01-01 22:00:00, 2.889
None, None, 5.473, None, 61.02, 2012-01-01 23:00:00, 2.863
None, None, 6.808, None, 61.52, 2012-01-02 00:00:00, 2.603
None, None, 6.442, None, 61.6, 2012-01-02 01:00:00, 2.545
None, None, 7.08, None, 61.01, 2012-01-02 02:00:00, 2.961
None, None, 5.247, None, 62.38, 2012-01-02 03:00:00, 2.969
None, None, 4.18, None, 58.17, 2012-01-02 04:00:00, 2.734
None, None, 4.38, None, 60.74, 2012-01-02 05:00:00, 2.852
None, None, 5.072, None, 64.76, 2012-01-02 06:00:00, 3.419
None, None, 6.396, None, 58.07, 2012-01-02 07:00:00, 3.739
None, None, 6.43, None, 55.68, 2012-01-02 08:00:00, 3.88
None, None, 5.849, None, 55.16, 2012-01-02 09:00:00, 3.748
None, None, 5.073, None, 56.24, 2012-01-02 10:00:00, 3.76
None, None, 3.853, None, 56.73, 2012-01-02 11:00:00, 4.116
None, None, 1.527, None, 55.01, 2012-01-02 12:00:00, 4.122
None, None, 3.096, None, 52.27, 2012-01-02 13:00:00, 4.776
None, None, 4.049, None, 51.25, 2012-01-02 14:00:00, 5.423
None, None, 3.672, None, 52.76, 2012-01-02 15:00:00, 6.06
