station_observations
TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, 0.667079, None, 95.7941, 2012-01-01 00:00:00, 1.24173
None, 0.83638, None, 94.6675, 2012-01-01 01:00:00, 1.4328
None, 0.781084, None, 93.4215, 2012-01-01 02:00:00, 1.67163
None, 0.589027, None, 93.0325, 2012-01-01 03:00:00, 1.93885
None, 0.557681, None, 96.4972, 2012-01-01 04:00:00, 1.67708
None, 0.522524, None, 97.637, 2012-01-01 05:00:00, 1.435
None, 0.404935, None, 98.3407, 2012-01-01 06:00:00, 1.96946
None, 0.529521, None, 98.3227, 2012-01-01 07:00:00, 2.23576
None, 1.10052, None, 98.1515, 2012-01-01 08:00:00, 1.94628
None, 0.910506, None, 97.6543, 2012-01-01 09:00:00, 1.91179
None, 1.02764, None, 96.8006, 2012-01-01 10:00:00, 2.24489
None, 0.752696, None, 93.5051, 2012-01-01 11:00:00, 3.01194
None, 0.74678, None, 89.0041, 2012-01-01 12:00:00, 4.09415
None, 0.92251, None, 83.035, 2012-01-01 13:00:00, 5.57618
None, 1.0203, None, 74.733, 2012-01-01 14:00:00, 7.34864
None, 1.14341, None, 81.3943, 2012-01-01 15:00:00, 6.09607
None, 1.1636, None, 84.429, 2012-01-01 16:00:00, 5.79018
None, 0.747064, None, 92.2647, 2012-01-01 17:00:00, 4.35364
None, 0.535665, None, 95.8851, 2012-01-01 18:00:00, 3.09305
None, 0.564622, None, 97.0292, 2012-01-01 19:00:00, 1.9586
None, 0.496526, None, 97.7321, 2012-01-01 20:00:00, 1.35169
None, 0.408462, None, 98.3829, 2012-01-01 21:00:00, 0.596957
None, 0.377571, None, 98.9301, 2012-01-01 22:00:00, -0.094234
None, 0.384568, None, 99.3425, 2012-01-01 23:00:00, -0.401818
None, 0.349354, None, 99.5571, 2012-01-02 00:00:00, -0.406913
None, 0.411192, None, 99.696, 2012-01-02 01:00:00, -0.521432
None, 0.331491, None, 99.8194, 2012-01-02 02:00:00, -0.68832
None, 0.329841, None, 99.9092, 2012-01-02 03:00:00, -0.647149
None, 0.438328, None, 99.9371, 2012-01-02 04:00:00, -0.551879
None, 0.365738, None, 99.9883, 2012-01-02 05:00:00, -0.656788
None, 0.295082, None, None, 2012-01-02 06:00:00, -0.8499
None, 0.357888, None, None, 2012-01-02 07:00:00, -0.848149
None, 0.428771, None, None, 2012-01-02 08:00:00, -0.625146
None, 0.394219, None, None, 2012-01-02 09:00:00, -0.383799
None, 0.419669, None, 99.915, 2012-01-02 10:00:00, 0.295031
None, 0.522695, None, 99.6258, 2012-01-02 11:00:00, 1.15438
None, 0.531171, None, 98.2941, 2012-01-02 12:00:00, 2.38598
None, 0.782222, None, 91.8753, 2012-01-02 13:00:00, 4.6307
None, 0.605468, None, 93.3594, 2012-01-02 14:00:00, 5.10637
None, 0.881436, None, 90.2959, 2012-01-02 15:00:00, 6.48389
None, 0.594147, None, 91.4511, 2012-01-02 16:00:00, 6.1661
None, 0.78188, None, 95.1482, 2012-01-02 17:00:00, 5.82192
None, 0.884524, None, 97.3455, 2012-01-02 18:00:00, 5.64444
None, 0.528156, None, 97.6898, 2012-01-02 19:00:00, 5.59973
None, 0.460686, None, 98.0123, 2012-01-02 20:00:00, 5.4159
None, 0.571847, None, 98.5247, 2012-01-02 21:00:00, 5.20128
None, 0.779889, None, 98.9012, 2012-01-02 22:00:00, 5.35553
None, 1.13618, None, 98.3227, 2012-01-02 23:00:00, 6.11471
None, 1.32835, None, 89.03, 2012-01-03 00:00:00, 7.12659
None, 1.15342, None, 94.123, 2012-01-03 01:00:00, 5.98613
None, 1.1987, None, 95.0278, 2012-01-03 02:00:00, 5.66224
None, 1.17737, None, 96.8792, 2012-01-03 03:00:00, 4.37411
None, 1.58097, None, 95.8957, 2012-01-03 04:00:00, 5.64187
None, 0.692906, None, 95.2517, 2012-01-03 05:00:00, 5.10817
None, 0.600177, None, 97.7969, 2012-01-03 06:00:00, 5.01197
None, 0.604899, None, 97.0822, 2012-01-03 07:00:00, 5.742
None, 0.491861, None, 97.5664, 2012-01-03 08:00:00, 5.72102
None, 0.444245, None, 98.2919, 2012-01-03 09:00:00, 5.57552
None, 0.434688, None, 98.8682, 2012-01-03 10:00:00, 5.93068
None, 0.496753, None, 98.9817, 2012-01-03 11:00:00, 6.36803
None, 0.493169, None, 98.9078, 2012-01-03 12:00:00, 6.99092
None, 0.43884, None, 98.6673, 2012-01-03 13:00:00, 7.03173
None, 0.537656, None, 98.5532, 2012-01-03 14:00:00, 7.31479
None, 0.459491, None, 97.9007, 2012-01-03 15:00:00, 7.74551
None, 0.485546, None, 97.8157, 2012-01-03 16:00:00, 7.64285
None, 0.461937, None, 97.9847, 2012-01-03 17:00:00, 7.57223
None, 0.941681, None, 98.3211, 2012-01-03 18:00:00, 7.67188
None, 0.673393, None, 98.1488, 2012-01-03 19:00:00, 7.83492
None, 0.793543, None, 98.8036, 2012-01-03 20:00:00, 7.82058
None, 0.368128, None, 99.1529, 2012-01-03 21:00:00, 7.89126
None, 0.530375, None, 99.3001, 2012-01-03 22:00:00, 7.96728
None, 0.598755, None, 99.4048, 2012-01-03 23:00:00, 7.9243
None, 0.47104, None, 99.4384, 2012-01-04 00:00:00, 7.67374
