station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time, avg_air_temp_pst1hr
None, None, 2.154, None, 2012-01-04 22:00:00, 1.428
None, None, 3.391, None, 2012-01-04 23:00:00, 1.769
None, None, 3.086, None, 2012-01-05 00:00:00, 1.727
None, None, 3.01, None, 2012-01-05 01:00:00, 1.49
None, None, 2.72, None, 2012-01-05 02:00:00, 1.168
None, None, 2.582, None, 2012-01-05 03:00:00, 0.617999
None, None, 2.26, None, 2012-01-05 04:00:00, 0.098999
None, None, 2.176, None, 2012-01-05 05:00:00, -0.151999
None, None, 1.806, None, 2012-01-05 06:00:00, -0.382999
None, None, 2.773, None, 2012-01-05 07:00:00, -0.676999
None, None, 2.738, None, 2012-01-05 08:00:00, -1.073
None, None, 3.19, None, 2012-01-05 09:00:00, -1.525
None, None, 2.326, None, 2012-01-05 10:00:00, -1.274
None, None, 2.983, None, 2012-01-05 11:00:00, -0.493
None, None, 3.155, None, 2012-01-05 12:00:00, 0.381
None, None, 2.899, None, 2012-01-05 13:00:00, 0.894999
None, None, 2.184, None, 2012-01-05 14:00:00, 0.802999
None, None, 2.674, None, 2012-01-05 15:00:00, 1.186
None, None, 2.864, None, 2012-01-05 16:00:00, 0.810999
None, None, 2.889, None, 2012-01-05 17:00:00, 0.166999
None, None, 2.602, None, 2012-01-05 18:00:00, -0.4
None, None, 2.88, None, 2012-01-05 19:00:00, -0.806999
None, None, 2.91, None, 2012-01-05 20:00:00, -1.132
None, None, 2.903, None, 2012-01-05 21:00:00, -1.256
None, None, 2.799, None, 2012-01-05 22:00:00, -1.745
None, None, 2.278, None, 2012-01-05 23:00:00, -2.248
None, None, 2.528, None, 2012-01-06 00:00:00, -2.25
None, None, 2.972, None, 2012-01-06 01:00:00, -2.488
None, None, 2.957, None, 2012-01-06 02:00:00, -2.392
None, None, 2.355, None, 2012-01-06 03:00:00, -2.512
None, None, 2.082, None, 2012-01-06 04:00:00, -3.417
None, None, 2.415, None, 2012-01-06 05:00:00, -4.351
None, None, 2.022, None, 2012-01-06 06:00:00, -4.641
None, None, 2.1, None, 2012-01-06 07:00:00, -4.764
None, None, 2.003, None, 2012-01-06 08:00:00, -4.717
None, None, 1.86, None, 2012-01-06 09:00:00, -5.042
None, None, 2.118, None, 2012-01-06 10:00:00, -5.125
None, None, 2.361, None, 2012-01-06 11:00:00, -3.966
None, None, 2.47, None, 2012-01-06 12:00:00, -3.053
None, None, 2.54, None, 2012-01-06 13:00:00, -2.235
None, None, 2.208, None, 2012-01-06 14:00:00, -1.478
None, None, 2.242, None, 2012-01-06 15:00:00, -1.436
None, None, 1.905, None, 2012-01-06 16:00:00, -1.774
None, None, 2.653, None, 2012-01-06 17:00:00, -2.37
None, None, 2.578, None, 2012-01-06 18:00:00, -3.103
None, None, 2.791, None, 2012-01-06 19:00:00, -3.076
None, None, 2.995, None, 2012-01-06 20:00:00, -3.097
None, None, 2.979, None, 2012-01-06 21:00:00, -3.247
None, None, 3.568, None, 2012-01-06 22:00:00, -2.99
None, None, 3.773, None, 2012-01-06 23:00:00, -2.695
None, None, 3.691, None, 2012-01-07 00:00:00, -2.55
None, None, 4.285, None, 2012-01-07 01:00:00, -2.697
None, None, 4.57, None, 2012-01-07 02:00:00, -2.798
None, None, 3.703, None, 2012-01-07 03:00:00, -2.815
None, None, 3.546, None, 2012-01-07 04:00:00, -3.087
None, None, 3.669, None, 2012-01-07 05:00:00, -3.147
None, None, 3.511, None, 2012-01-07 06:00:00, -3.221
None, None, 4.516, None, 2012-01-07 07:00:00, -3.248
None, None, 4.313, None, 2012-01-07 08:00:00, -3.091
None, None, 4.84, None, 2012-01-07 09:00:00, -2.755
None, None, 5.065, None, 2012-01-07 10:00:00, -2.53
None, None, 5.693, None, 2012-01-07 11:00:00, -2.099
None, None, 7.36, None, 2012-01-07 12:00:00, -1.846
None, None, 7.42, None, 2012-01-07 13:00:00, -3.246
None, None, 6.524, None, 2012-01-07 14:00:00, -3.106
None, None, 6.669, None, 2012-01-07 15:00:00, -2.358
None, None, 7.07, None, 2012-01-07 16:00:00, -1.761
None, None, 6.849, None, 2012-01-07 17:00:00, -1.603
None, None, 6.765, None, 2012-01-07 18:00:00, -1.134
None, None, 7.31, None, 2012-01-07 19:00:00, -0.569
None, None, 6.969, None, 2012-01-07 20:00:00, -0.239999
None, None, 7.09, None, 2012-01-07 21:00:00, 0.086
None, None, 7.27, None, 2012-01-07 22:00:00, 0.223
None, None, 7.69, None, 2012-01-07 23:00:00, 0.402999
None, None, 7.88, None, 2012-01-08 00:00:00, 0.615
None, None, 7.52, None, 2012-01-08 01:00:00, 0.759999
None, None, 5.356, None, 2012-01-08 02:00:00, 0.882
None, None, 5.439, None, 2012-01-08 03:00:00, 1.018
None, None, 5.044, None, 2012-01-08 04:00:00, 1.374
None, None, 5.371, None, 2012-01-08 05:00:00, 1.544
None, None, 5.398, None, 2012-01-08 06:00:00, 1.553
None, None, 5.198, None, 2012-01-08 07:00:00, 1.413
None, None, 5.878, None, 2012-01-08 08:00:00, 1.773
None, None, 5.83, None, 2012-01-08 09:00:00, 1.939
None, None, 5.672, None, 2012-01-08 10:00:00, 2.028
None, None, 4.713, None, 2012-01-08 11:00:00, 2.171
None, None, 5.317, None, 2012-01-08 12:00:00, 2.687
None, None, 5.84, None, 2012-01-08 13:00:00, 2.591
None, None, 5.39, None, 2012-01-08 14:00:00, 2.912
None, None, 4.831, None, 2012-01-08 15:00:00, 2.887
None, None, 4.236, None, 2012-01-08 16:00:00, 2.385
None, None, 3.746, None, 2012-01-08 17:00:00, 1.883
None, None, 2.594, None, 2012-01-08 18:00:00, 1.754
None, None, 2.043, None, 2012-01-08 19:00:00, 2.274
None, None, 2.277, None, 2012-01-08 20:00:00, 2.529
None, None, 1.688, None, 2012-01-08 21:00:00, 2.598
None, None, 1.273, None, 2012-01-08 22:00:00, 2.12
None, None, 1.823, None, 2012-01-08 23:00:00, 2.494
None, None, 3.393, None, 2012-01-09 00:00:00, 3.356
None, None, 4.632, None, 2012-01-09 01:00:00, 4.421
None, None, 5.512, None, 2012-01-09 02:00:00, 4.786
None, None, 4.882, None, 2012-01-09 03:00:00, 4.992
None, None, 4.3, None, 2012-01-09 04:00:00, 5.09
None, None, 7.33, None, 2012-01-09 05:00:00, 5.318
None, None, 6.762, None, 2012-01-09 06:00:00, 4.769
None, None, 5.362, None, 2012-01-09 07:00:00, 4.346
None, None, 5.12, None, 2012-01-09 08:00:00, 4.323
None, None, 4.971, None, 2012-01-09 09:00:00, 4.223
None, None, 4.531, None, 2012-01-09 10:00:00, 5.042
None, None, 3.906, None, 2012-01-09 11:00:00, 5.371
None, None, 5.867, None, 2012-01-09 12:00:00, 4.743
None, None, 5.271, None, 2012-01-09 13:00:00, 4.127
None, None, 5.053, None, 2012-01-09 14:00:00, 3.688
None, None, 4.757, None, 2012-01-09 15:00:00, 2.782
None, None, 4.776, None, 2012-01-09 16:00:00, 0.266999
None, None, 4.199, None, 2012-01-09 17:00:00, -0.400999
None, None, 3.385, None, 2012-01-09 18:00:00, -0.572
None, None, 3.508, None, 2012-01-09 19:00:00, -0.677999
None, None, 3.976, None, 2012-01-09 20:00:00, -0.667999
None, None, 4.51, None, 2012-01-09 21:00:00, -1.237
None, None, 4.247, None, 2012-01-09 22:00:00, -1.866
None, None, 5.572, None, 2012-01-09 23:00:00, -2.675
None, None, 3.954, None, 2012-01-10 00:00:00, -3.563
None, None, 3.806, None, 2012-01-10 01:00:00, -4.372
None, None, 3.616, None, 2012-01-10 02:00:00, -5.009
None, None, 3.653, None, 2012-01-10 03:00:00, -5.423
None, None, 3.072, None, 2012-01-10 04:00:00, -5.82
None, None, 3.303, None, 2012-01-10 05:00:00, -6.254
None, None, 2.827, None, 2012-01-10 06:00:00, -6.809
None, None, 2.338, None, 2012-01-10 07:00:00, -7.32
None, None, 2.631, None, 2012-01-10 08:00:00, -7.89
None, None, 3.103, None, 2012-01-10 09:00:00, -8.13
None, None, 2.853, None, 2012-01-10 10:00:00, -7.9
None, None, 2.583, None, 2012-01-10 11:00:00, -6.816
None, None, 2.217, None, 2012-01-10 12:00:00, -5.792
None, None, 0.805999, None, 2012-01-10 13:00:00, -4.617
None, None, 1.142, None, 2012-01-10 14:00:00, -4.377
None, None, 1.611, None, 2012-01-10 15:00:00, -4.51
None, None, 1.465, None, 2012-01-10 16:00:00, -4.857
None, None, 0.999, None, 2012-01-10 17:00:00, -5.756
None, None, 0.564999, None, 2012-01-10 18:00:00, -6.671
None, None, 1.091, None, 2012-01-10 19:00:00, -6.948
None, None, 2.05, None, 2012-01-10 20:00:00, -7.28
None, None, 1.621, None, 2012-01-10 21:00:00, -7.89
None, None, 0.640999, None, 2012-01-10 22:00:00, -8.37
None, None, 0.231, None, 2012-01-10 23:00:00, -9.52
None, None, 0.367, None, 2012-01-11 00:00:00, -10.64
None, None, 0.586, None, 2012-01-11 01:00:00, -11.28
None, None, 1.289, None, 2012-01-11 02:00:00, -12.71
None, None, 1.546, None, 2012-01-11 03:00:00, -13.29
None, None, 0.962, None, 2012-01-11 04:00:00, -13.37
None, None, 0.623, None, 2012-01-11 05:00:00, -13.55
None, None, 0.791999, None, 2012-01-11 06:00:00, -13.95
None, None, 0.591, None, 2012-01-11 07:00:00, -13.65
None, None, 1.21, None, 2012-01-11 08:00:00, -13.52
None, None, 0.767, None, 2012-01-11 09:00:00, -13.25
None, None, 0.66, None, 2012-01-11 10:00:00, -12.1
None, None, 0.754999, None, 2012-01-11 11:00:00, -11.24
None, None, 1.019, None, 2012-01-11 12:00:00, -10.56
None, None, 0.689999, None, 2012-01-11 13:00:00, -9.34
None, None, 0.725, None, 2012-01-11 14:00:00, -8.62
None, None, 1.089, None, 2012-01-11 15:00:00, -7.68
None, None, 0.842999, None, 2012-01-11 16:00:00, -7.46
None, None, 0.680999, None, 2012-01-11 17:00:00, -8.67
None, None, 0.614, None, 2012-01-11 18:00:00, -9.45
None, None, 0.575999, None, 2012-01-11 19:00:00, -10.18
None, None, 0.428, None, 2012-01-11 20:00:00, -10.97
None, None, 0.725, None, 2012-01-11 21:00:00, -11.68
None, None, 0.615999, None, 2012-01-11 22:00:00, -11.69
None, None, 0.742999, None, 2012-01-11 23:00:00, -11.7
None, None, 0.913999, None, 2012-01-12 00:00:00, -12.08
None, None, 1.194, None, 2012-01-12 01:00:00, -12.82
None, None, 1.515, None, 2012-01-12 02:00:00, -12.82
None, None, 1.653, None, 2012-01-12 03:00:00, -12.58
None, None, 1.294, None, 2012-01-12 04:00:00, -13.04
None, None, 0.705999, None, 2012-01-12 05:00:00, -12.6
None, None, 1.46, None, 2012-01-12 06:00:00, -10.33
None, None, 0.964999, None, 2012-01-12 07:00:00, -10.35
None, None, 1.077, None, 2012-01-12 08:00:00, -10.43
None, None, 1.481, None, 2012-01-12 09:00:00, -10.51
None, None, 0.837999, None, 2012-01-12 10:00:00, -10.23
None, None, 0.934, None, 2012-01-12 11:00:00, -9.28
None, None, 3.167, None, 2012-01-12 12:00:00, -6.559
None, None, 3.408, None, 2012-01-12 13:00:00, -4.47
None, None, 3.247, None, 2012-01-12 14:00:00, -3.673
None, None, 2.316, None, 2012-01-12 15:00:00, -3.127
None, None, 1.824, None, 2012-01-12 16:00:00, -3.286
None, None, 1.612, None, 2012-01-12 17:00:00, -3.602
None, None, 1.303, None, 2012-01-12 18:00:00, -3.822
None, None, 2.677, None, 2012-01-12 19:00:00, -3.382
None, None, 4.491, None, 2012-01-12 20:00:00, -3.038
None, None, 3.636, None, 2012-01-12 21:00:00, -3.688
None, None, 2.96, None, 2012-01-12 22:00:00, -4.547
None, None, 2.962, None, 2012-01-12 23:00:00, -5.164
None, None, 1.625, None, 2012-01-13 00:00:00, -5.652
None, None, 1.992, None, 2012-01-13 01:00:00, -5.964
None, None, 2.966, None, 2012-01-13 02:00:00, -6.306
None, None, 3.401, None, 2012-01-13 03:00:00, -6.431
None, None, 3.549, None, 2012-01-13 04:00:00, -6.645
None, None, 3.508, None, 2012-01-13 05:00:00, -6.745
None, None, 3.212, None, 2012-01-13 06:00:00, -6.606
None, None, 1.453, None, 2012-01-13 07:00:00, -7.03
None, None, 2.971, None, 2012-01-13 08:00:00, -6.843
None, None, 2.834, None, 2012-01-13 09:00:00, -7.45
None, None, 3.001, None, 2012-01-13 10:00:00, -6.671
None, None, 2.989, None, 2012-01-13 11:00:00, -5.697
None, None, 3.131, None, 2012-01-13 12:00:00, -4.719
None, None, 2.962, None, 2012-01-13 13:00:00, -4.27
None, None, 2.416, None, 2012-01-13 14:00:00, -3.694
None, None, 2.118, None, 2012-01-13 15:00:00, -3.664
None, None, 1.946, None, 2012-01-13 16:00:00, -3.924
None, None, 1.706, None, 2012-01-13 17:00:00, -4.284
None, None, 1.186, None, 2012-01-13 18:00:00, -4.513
None, None, 0.749, None, 2012-01-13 19:00:00, -4.778
None, None, 0.552999, None, 2012-01-13 20:00:00, -5.209
None, None, 1.055, None, 2012-01-13 21:00:00, -5.682
None, None, 0.603999, None, 2012-01-13 22:00:00, -5.953
None, None, 0.829999, None, 2012-01-13 23:00:00, -6.462
None, None, 0.944999, None, 2012-01-14 00:00:00, -6.282
None, None, 1.173, None, 2012-01-14 01:00:00, -6.299
None, None, 1.367, None, 2012-01-14 02:00:00, -6.503
None, None, 1.214, None, 2012-01-14 03:00:00, -6.682
None, None, 1.369, None, 2012-01-14 04:00:00, -6.65
None, None, 1.406, None, 2012-01-14 05:00:00, -6.575
None, None, 1.32, None, 2012-01-14 06:00:00, -6.513
None, None, 1.262, None, 2012-01-14 07:00:00, -6.512
None, None, 1.347, None, 2012-01-14 08:00:00, -6.391
None, None, 1.655, None, 2012-01-14 09:00:00, -6.151
None, None, 1.803, None, 2012-01-14 10:00:00, -5.698
None, None, 2.515, None, 2012-01-14 11:00:00, -5.225
None, None, 2.736, None, 2012-01-14 12:00:00, -4.785
None, None, 2.365, None, 2012-01-14 13:00:00, -4.669
None, None, 3.35, None, 2012-01-14 14:00:00, -4.355
None, None, 4.728, None, 2012-01-14 15:00:00, -4.476
None, None, 5.854, None, 2012-01-14 16:00:00, -5.584
None, None, 5.82, None, 2012-01-14 17:00:00, -7.24
None, None, 6.135, None, 2012-01-14 18:00:00, -8.81
None, None, 6.039, None, 2012-01-14 19:00:00, -10.2
None, None, 6.293, None, 2012-01-14 20:00:00, -11.8
None, None, 6.23, None, 2012-01-14 21:00:00, -13.01
None, None, 7.05, None, 2012-01-14 22:00:00, -13.66
None, None, 6.64, None, 2012-01-14 23:00:00, -14.55
None, None, 5.956, None, 2012-01-15 00:00:00, -15.23
None, None, 5.382, None, 2012-01-15 01:00:00, -15.72
None, None, 5.651, None, 2012-01-15 02:00:00, -16.32
None, None, 6.37, None, 2012-01-15 03:00:00, -16.77
None, None, 6.216, None, 2012-01-15 04:00:00, -17.11
None, None, 5.515, None, 2012-01-15 05:00:00, -17.26
None, None, 5.857, None, 2012-01-15 06:00:00, -17.49
None, None, 5.539, None, 2012-01-15 07:00:00, -17.92
None, None, 4.881, None, 2012-01-15 08:00:00, -18.33
None, None, 4.923, None, 2012-01-15 09:00:00, -18.53
None, None, 4.758, None, 2012-01-15 10:00:00, -18.21
None, None, 4.403, None, 2012-01-15 11:00:00, -17.49
None, None, 4.903, None, 2012-01-15 12:00:00, -16.94
None, None, 5.102, None, 2012-01-15 13:00:00, -16.43
None, None, 4.34, None, 2012-01-15 14:00:00, -16.07
None, None, 4.706, None, 2012-01-15 15:00:00, -16.05
None, None, 2.911, None, 2012-01-15 16:00:00, -16.4
None, None, 2.295, None, 2012-01-15 17:00:00, -17.46
None, None, 2.627, None, 2012-01-15 18:00:00, -18.5
None, None, 3.018, None, 2012-01-15 19:00:00, -19.46
None, None, 2.945, None, 2012-01-15 20:00:00, -20.37
None, None, 2.765, None, 2012-01-15 21:00:00, -20.99
None, None, 2.83, None, 2012-01-15 22:00:00, -20.9
None, None, 3.374, None, 2012-01-15 23:00:00, -20.73
None, None, 4.527, None, 2012-01-16 00:00:00, -20.76
None, None, 4.828, None, 2012-01-16 01:00:00, -21.11
None, None, 4.633, None, 2012-01-16 02:00:00, -21.84
None, None, 4.812, None, 2012-01-16 03:00:00, -22.12
None, None, 5.198, None, 2012-01-16 04:00:00, -22.53
None, None, 4.795, None, 2012-01-16 05:00:00, -23.14
None, None, 4.645, None, 2012-01-16 06:00:00, -23.87
None, None, 4.906, None, 2012-01-16 07:00:00, -24.35
None, None, 4.604, None, 2012-01-16 08:00:00, -24.77
None, None, 4.384, None, 2012-01-16 09:00:00, -25.44
None, None, 4.607, None, 2012-01-16 10:00:00, -25.49
None, None, 4.71, None, 2012-01-16 11:00:00, -24.69
None, None, 4.993, None, 2012-01-16 12:00:00, -24.09
None, None, 5.01, None, 2012-01-16 13:00:00, -23.51
None, None, 4.167, None, 2012-01-16 14:00:00, -23.23
None, None, 4.26, None, 2012-01-16 15:00:00, -23.13
None, None, 3.964, None, 2012-01-16 16:00:00, -23.72
None, None, 3.86, None, 2012-01-16 17:00:00, -24.61
None, None, 4.167, None, 2012-01-16 18:00:00, -25.67
None, None, 4.28, None, 2012-01-16 19:00:00, -26.39
None, None, 4.146, None, 2012-01-16 20:00:00, -26.76
None, None, 4.165, None, 2012-01-16 21:00:00, -27.2
None, None, 3.95, None, 2012-01-16 22:00:00, -27.4
None, None, 4.026, None, 2012-01-16 23:00:00, -27.53
None, None, 3.598, None, 2012-01-17 00:00:00, -27.91
None, None, 3.398, None, 2012-01-17 01:00:00, -28.2
None, None, 3.612, None, 2012-01-17 02:00:00, -28.27
None, None, 3.923, None, 2012-01-17 03:00:00, -28.39
None, None, 3.985, None, 2012-01-17 04:00:00, -28.36
None, None, 3.984, None, 2012-01-17 05:00:00, -28.45
None, None, 4.066, None, 2012-01-17 06:00:00, -28.51
None, None, 3.986, None, 2012-01-17 07:00:00, -28.68
None, None, 3.951, None, 2012-01-17 08:00:00, -28.86
None, None, 3.654, None, 2012-01-17 09:00:00, -28.79
None, None, 3.532, None, 2012-01-17 10:00:00, -28.05
None, None, 3.974, None, 2012-01-17 11:00:00, -26.74
None, None, 4.291, None, 2012-01-17 12:00:00, -25.7
None, None, 3.889, None, 2012-01-17 13:00:00, -24.83
None, None, 3.523, None, 2012-01-17 14:00:00, -24.08
None, None, 3.263, None, 2012-01-17 15:00:00, -23.38
None, None, 2.91, None, 2012-01-17 16:00:00, -23.39
None, None, 2.548, None, 2012-01-17 17:00:00, -24.24
None, None, 2.744, None, 2012-01-17 18:00:00, -25.18
None, None, 2.831, None, 2012-01-17 19:00:00, -25.91
None, None, 2.866, None, 2012-01-17 20:00:00, -26.64
None, None, 2.439, None, 2012-01-17 21:00:00, -27.34
None, None, 1.637, None, 2012-01-17 22:00:00, -27.87
None, None, 1.52, None, 2012-01-17 23:00:00, -28.49
None, None, 0.996999, None, 2012-01-18 00:00:00, -29.01
None, None, 1.019, None, 2012-01-18 01:00:00, -29.33
None, None, 0.825999, None, 2012-01-18 02:00:00, -30.48
None, None, 1.31, None, 2012-01-18 03:00:00, -30.76
None, None, 1.406, None, 2012-01-18 04:00:00, -30.96
None, None, 0.593999, None, 2012-01-18 05:00:00, -31.28
None, None, 0.538999, None, 2012-01-18 06:00:00, -31.71
None, None, 0.555999, None, 2012-01-18 07:00:00, -32.11
None, None, 1.158, None, 2012-01-18 08:00:00, -32.72
None, None, 0.744, None, 2012-01-18 09:00:00, -32.84
None, None, 0.483999, None, 2012-01-18 10:00:00, -31.43
None, None, 0.947, None, 2012-01-18 11:00:00, -30.85
None, None, 1.155, None, 2012-01-18 12:00:00, -29.23
None, None, 0.869, None, 2012-01-18 13:00:00, -27.86
None, None, 0.614, None, 2012-01-18 14:00:00, -26.34
None, None, 1.146, None, 2012-01-18 15:00:00, -26.24
None, None, 1.562, None, 2012-01-18 16:00:00, -26.46
None, None, 0.640999, None, 2012-01-18 17:00:00, -27.06
None, None, 0.975, None, 2012-01-18 18:00:00, -27.64
None, None, 0.839999, None, 2012-01-18 19:00:00, -28.08
None, None, 0.922999, None, 2012-01-18 20:00:00, -28.2
None, None, 1.025, None, 2012-01-18 21:00:00, -28.6
None, None, 0.865999, None, 2012-01-18 22:00:00, -28.41
None, None, 0.519999, None, 2012-01-18 23:00:00, -28.96
None, None, 0.541, None, 2012-01-19 00:00:00, -29.94
None, None, 0.259, None, 2012-01-19 01:00:00, -30.9
None, None, 0.245, None, 2012-01-19 02:00:00, -31.55
None, None, 0.307, None, 2012-01-19 03:00:00, -31.96
None, None, 0.340999, None, 2012-01-19 04:00:00, -32.83
None, None, 0.229, None, 2012-01-19 05:00:00, -33.1
None, None, 0.519999, None, 2012-01-19 06:00:00, -33.69
None, None, 0.386, None, 2012-01-19 07:00:00, -33.77
None, None, 0.337, None, 2012-01-19 08:00:00, -34.14
None, None, 0.672999, None, 2012-01-19 09:00:00, -33.82
None, None, 0.639999, None, 2012-01-19 10:00:00, -33.35
None, None, 0.814999, None, 2012-01-19 11:00:00, -32.38
None, None, 0.384999, None, 2012-01-19 12:00:00, -29.43
None, None, 0.584999, None, 2012-01-19 13:00:00, -28.09
None, None, 0.504999, None, 2012-01-19 14:00:00, -26.94
None, None, 1.418, None, 2012-01-19 15:00:00, -26.87
None, None, 0.950999, None, 2012-01-19 16:00:00, -27.04
None, None, 0.354, None, 2012-01-19 17:00:00, -27.21
None, None, 0.629, None, 2012-01-19 18:00:00, -27.77
None, None, 0.347999, None, 2012-01-19 19:00:00, -27.78
None, None, 0.465, None, 2012-01-19 20:00:00, -27.42
None, None, 0.428999, None, 2012-01-19 21:00:00, -27.4
None, None, 0.418, None, 2012-01-19 22:00:00, -27.56
None, None, 0.716, None, 2012-01-19 23:00:00, -27.6
None, None, 0.884999, None, 2012-01-20 00:00:00, -27.51
None, None, 1.295, None, 2012-01-20 01:00:00, -27.49
None, None, 1.344, None, 2012-01-20 02:00:00, -27.19
None, None, 1.783, None, 2012-01-20 03:00:00, -27.16
