station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, PRECIP_TOTAL, avg_rel_hum_pst1hr, time, HUMIDITY, avg_air_temp_pst1hr
None, None, 0.897, None, 76.0, 2012-01-01 00:00:00, None, -8.25
None, None, 0.967, None, 73.1, 2012-01-01 01:00:00, None, -7.17
None, None, 2.018, None, 71.3, 2012-01-01 02:00:00, None, -6.258
None, None, 2.014, None, 67.85, 2012-01-01 03:00:00, None, -5.29
None, None, 1.786, None, 66.13, 2012-01-01 04:00:00, None, -4.881
None, None, 2.473, None, 65.34, 2012-01-01 05:00:00, None, -4.719
None, None, 2.435, None, 62.82, 2012-01-01 06:00:00, None, -4.303
None, None, 3.212, None, 59.56, 2012-01-01 07:00:00, None, -3.598
None, None, 3.766, None, 57.47, 2012-01-01 08:00:00, None, -2.985
None, None, 3.187, None, 57.75, 2012-01-01 09:00:00, None, -2.96
None, None, 3.984, None, 55.82, 2012-01-01 10:00:00, None, -1.966
None, None, 5.852, None, 53.25, 2012-01-01 11:00:00, None, -0.987999
None, None, 6.499, None, 50.73, 2012-01-01 12:00:00, None, -0.150999
None, None, 7.44, None, 49.66, 2012-01-01 13:00:00, None, 0.425999
None, None, 8.24, None, 49.78, 2012-01-01 14:00:00, None, 0.901
None, None, 6.685, None, 50.83, 2012-01-01 15:00:00, None, 1.38
None, None, 7.07, None, 51.49, 2012-01-01 16:00:00, None, 1.664
None, None, 6.632, None, 52.59, 2012-01-01 17:00:00, None, 1.747
None, None, 6.365, None, 53.97, 2012-01-01 18:00:00, None, 1.946
None, None, 5.262, None, 55.82, 2012-01-01 19:00:00, None, 2.131
None, None, 5.809, None, 56.33, 2012-01-01 20:00:00, None, 2.225
None, None, 4.901, None, 55.92, 2012-01-01 21:00:00, None, 2.458
None, None, 6.363, None, 55.71, 2012-01-01 22:00:00, None, 2.591
None, None, 4.891, None, 55.96, 2012-01-01 23:00:00, None, 2.666
None, None, 3.843, None, 55.48, 2012-01-02 00:00:00, None, 2.818
None, None, 4.713, None, 56.21, 2012-01-02 01:00:00, None, 2.635
None, None, 5.568, None, 56.14, 2012-01-02 02:00:00, None, 2.54
None, None, 3.574, None, 55.72, 2012-01-02 03:00:00, None, 2.576
None, None, 2.928, None, 52.41, 2012-01-02 04:00:00, None, 3.117
None, None, 2.966, None, 50.64, 2012-01-02 05:00:00, None, 3.493
None, None, 3.726, None, 50.42, 2012-01-02 06:00:00, None, 3.698
None, None, 4.529, None, 53.61, 2012-01-02 07:00:00, None, 3.317
None, None, 4.21, None, 53.91, 2012-01-02 08:00:00, None, 3.498
None, None, 3.794, None, 51.09, 2012-01-02 09:00:00, None, 4.001
None, None, 3.703, None, 53.43, 2012-01-02 10:00:00, None, 3.758
None, None, 3.779, None, 53.96, 2012-01-02 11:00:00, None, 4.072
None, None, 3.805, None, 50.48, 2012-01-02 12:00:00, None, 4.931
None, None, 3.869, None, 52.29, 2012-01-02 13:00:00, None, 5.194
None, None, 3.63, None, 49.21, 2012-01-02 14:00:00, None, 5.878
None, None, 3.183, None, 48.19, 2012-01-02 15:00:00, None, 6.349
None, None, 1.237, None, 49.15, 2012-01-02 16:00:00, None, 6.034
None, None, 1.061, None, 56.44, 2012-01-02 17:00:00, None, 4.822
None, None, 1.986, None, 49.82, 2012-01-02 18:00:00, None, 5.992
None, None, 2.226, None, 48.26, 2012-01-02 19:00:00, None, 6.285
None, None, 2.607, None, 48.53, 2012-01-02 20:00:00, None, 5.984
None, None, 2.81, None, 50.0, 2012-01-02 21:00:00, None, 5.67
None, None, 3.379, None, 53.63, 2012-01-02 22:00:00, None, 4.984
None, None, 3.716, None, 56.4, 2012-01-02 23:00:00, None, 4.429
None, None, 3.163, None, 60.39, 2012-01-03 00:00:00, None, 3.818
None, None, 3.172, None, 66.93, 2012-01-03 01:00:00, None, 2.83
None, None, 3.847, None, 66.22, 2012-01-03 02:00:00, None, 3.168
None, None, 3.742, None, 65.88, 2012-01-03 03:00:00, None, 3.318
None, None, 3.831, None, 65.8, 2012-01-03 04:00:00, None, 3.48
None, None, 3.253, None, 68.56, 2012-01-03 05:00:00, None, 3.0
None, None, 3.392, None, 68.86, 2012-01-03 06:00:00, None, 2.96
None, None, 3.653, None, 69.4, 2012-01-03 07:00:00, None, 3.381
None, None, 4.237, None, 66.33, 2012-01-03 08:00:00, None, 4.154
None, None, 5.306, None, 64.22, 2012-01-03 09:00:00, None, 4.856
None, None, 5.102, None, 56.97, 2012-01-03 10:00:00, None, 5.845
None, None, 4.918, None, 53.89, 2012-01-03 11:00:00, None, 6.123
None, None, 4.546, None, 50.86, 2012-01-03 12:00:00, None, 6.735
None, None, 3.963, None, 49.35, 2012-01-03 13:00:00, None, 7.36
None, None, 4.444, None, 48.35, 2012-01-03 14:00:00, None, 7.78
None, None, 4.808, None, 49.65, 2012-01-03 15:00:00, None, 7.56
None, None, 5.906, None, 51.8, 2012-01-03 16:00:00, None, 7.11
None, None, 4.786, None, 52.85, 2012-01-03 17:00:00, None, 6.952
None, None, 4.897, None, 53.16, 2012-01-03 18:00:00, None, 7.02
None, None, 4.037, None, 55.34, 2012-01-03 19:00:00, None, 6.715
None, None, 3.886, None, 56.07, 2012-01-03 20:00:00, None, 6.586
None, None, 3.854, None, 58.18, 2012-01-03 21:00:00, None, 6.394
None, None, 4.624, None, 57.91, 2012-01-03 22:00:00, None, 6.638
None, None, 4.511, None, 58.44, 2012-01-03 23:00:00, None, 6.714
None, None, 5.372, None, 60.92, 2012-01-04 00:00:00, None, 6.485
None, None, 4.301, None, 61.24, 2012-01-04 01:00:00, None, 6.732
None, None, 4.688, None, 60.82, 2012-01-04 02:00:00, None, 7.38
None, None, 4.567, None, 61.28, 2012-01-04 03:00:00, None, 7.47
None, None, 3.861, None, 60.67, 2012-01-04 04:00:00, None, 7.67
None, None, 3.365, None, 61.3, 2012-01-04 05:00:00, None, 7.49
None, None, 2.667, None, 63.38, 2012-01-04 06:00:00, None, 7.01
None, None, 2.842, None, 64.23, 2012-01-04 07:00:00, None, 7.08
None, None, 4.119, None, 64.99, 2012-01-04 08:00:00, None, 7.11
None, None, 4.291, None, 66.41, 2012-01-04 09:00:00, None, 6.878
None, None, 3.549, None, 66.72, 2012-01-04 10:00:00, None, 6.935
