station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, None, 4.147, 2012-01-01 00:00:00, -3.085
None, None, 4.073, 2012-01-01 01:00:00, -3.159
None, None, 3.704, 2012-01-01 02:00:00, -3.106
None, None, 4.158, 2012-01-01 03:00:00, -2.958
None, None, 4.01, 2012-01-01 04:00:00, -3.008
None, None, 3.668, 2012-01-01 05:00:00, -2.989
None, None, 4.547, 2012-01-01 06:00:00, -2.797
None, None, 3.939, 2012-01-01 07:00:00, -2.55
None, None, 3.9, 2012-01-01 08:00:00, -2.488
None, None, 4.535, 2012-01-01 09:00:00, -2.117
None, None, 4.119, 2012-01-01 10:00:00, -2.037
None, None, 3.758, 2012-01-01 11:00:00, -1.812
None, None, 3.797, 2012-01-01 12:00:00, -2.014
None, None, 3.754, 2012-01-01 13:00:00, -2.091
None, None, 3.518, 2012-01-01 14:00:00, -1.953
None, None, 3.573, 2012-01-01 15:00:00, -1.797
None, None, 4.909, 2012-01-01 16:00:00, -1.831
None, None, 4.062, 2012-01-01 17:00:00, -1.569
None, None, 3.359, 2012-01-01 18:00:00, -1.056
None, None, 2.791, 2012-01-01 19:00:00, -0.955999
None, None, 2.118, 2012-01-01 20:00:00, -0.791
None, None, None, 2012-01-01 21:00:00, -0.62
None, None, None, 2012-01-01 22:00:00, -0.305999
None, None, None, 2012-01-01 23:00:00, -0.153999
None, None, 2.931, 2012-01-02 00:00:00, 0.451
None, None, 5.427, 2012-01-02 01:00:00, 1.15
None, None, 5.722, 2012-01-02 02:00:00, 1.254
None, None, 5.436, 2012-01-02 03:00:00, 1.364
None, None, 5.388, 2012-01-02 04:00:00, 1.443
None, None, 5.075, 2012-01-02 05:00:00, 1.461
None, None, 4.039, 2012-01-02 06:00:00, 1.103
None, None, 5.129, 2012-01-02 07:00:00, 1.17
None, None, 6.625, 2012-01-02 08:00:00, 1.316
None, None, 5.46, 2012-01-02 09:00:00, 1.662
None, None, 6.89, 2012-01-02 10:00:00, 1.866
None, None, 7.45, 2012-01-02 11:00:00, 1.557
None, None, 7.544, 2012-01-02 12:00:00, 1.722
None, None, 7.814, 2012-01-02 13:00:00, 1.679
None, None, 7.737, 2012-01-02 14:00:00, 1.591
None, None, 5.857, 2012-01-02 15:00:00, 1.499
None, None, 4.496, 2012-01-02 16:00:00, 1.435
None, None, 2.516, 2012-01-02 17:00:00, 1.421
None, None, 1.326, 2012-01-02 18:00:00, 1.185
