wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,MIN_TEMP,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
246.0, None, None,0.0, None,2.0, None,0.2, None, None, None,99.0,2019-10-22 00:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.0, None, None,0.0, None,3.6, None,0.5, None, None, None,99.0,2019-10-22 01:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.0, None, None,0.0, None,2.0, None,0.3, None, None, None,99.0,2019-10-22 02:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0, None, None,0.0, None,8.4, None,1.9, None, None, None,99.0,2019-10-22 03:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0, None, None,0.0, None,9.0, None,2.7, None, None, None,94.0,2019-10-22 04:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313.0, None, None,0.6, None,11.8, None,3.2, None, None, None,90.0,2019-10-22 05:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.0, None, None,1.8, None,9.4, None,2.9, None, None, None,91.0,2019-10-22 06:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.0, None, None,1.0, None,10.8, None,2.9, None, None, None,89.0,2019-10-22 07:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0, None, None,2.6, None,16.1, None,4.7, None, None, None,79.0,2019-10-22 08:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0, None, None,4.0, None,11.8, None,5.8, None, None, None,72.0,2019-10-22 09:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0, None, None,2.6, None,11.5, None,5.6, None, None, None,71.0,2019-10-22 10:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.0, None, None,2.8, None,10.6, None,6.7, None, None, None,63.0,2019-10-22 11:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.0, None, None,2.4, None,12.3, None,8.1, None, None, None,56.0,2019-10-22 12:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0, None, None,0.2, None,17.7, None,7.4, None, None, None,52.0,2019-10-22 13:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0, None, None,0.0, None,16.4, None,7.4, None, None, None,52.0,2019-10-22 14:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.0, None, None,0.0, None,10.1, None,7.5, None, None, None,52.0,2019-10-22 15:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0, None, None,0.0, None,16.2, None,1.3, None, None, None,92.0,2019-10-22 16:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322.0, None, None,0.0, None,11.9, None,1.1, None, None, None,92.0,2019-10-22 17:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0, None, None,1.4, None,22.7, None,1.4, None, None, None,87.0,2019-10-22 18:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0, None, None,0.2, None,13.4, None,1.5, None, None, None,86.0,2019-10-22 19:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0, None, None,0.2, None,14.5, None,1.6, None, None, None,84.0,2019-10-22 20:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0, None, None,0.2, None,11.3, None,1.5, None, None, None,84.0,2019-10-22 21:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.0, None, None,0.2, None,9.6, None,1.6, None, None, None,84.0,2019-10-22 22:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0, None, None,0.4, None,10.6, None,1.5, None, None, None,84.0,2019-10-22 23:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0, None, None,0.2, None,18.7, None,1.5, None, None, None,81.0,2019-10-23 00:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0, None, None,0.2, None,13.0, None,1.3, None, None, None,79.0,2019-10-23 01:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0, None, None,0.0, None,14.2, None,1.0, None, None, None,76.0,2019-10-23 02:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0, None, None,0.0, None,15.8, None,0.8, None, None, None,73.0,2019-10-23 03:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0, None, None,0.0, None,15.9, None,0.2, None, None, None,75.0,2019-10-23 04:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
