CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, -11.09, 95.6, None, None, 21.2, 38.54, 12.09, None, 81.0, -12.0, 12.1, -11.1, -11.3, 0.0, -12.0, None, 81.0, -10.3, None, None, 96.0, None,2020-11-11 00:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -10.99, 95.8, None, None, 17.7, 18.11, 11.8, None, 326.5, -11.0, 11.8, -11.0, -11.3, 0.0, -11.0, None, 327.0, -10.3, None, None, 96.0, None,2020-11-11 01:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -10.99, 96.0, None, None, 18.7, 0.643, 12.61, None, 319.4, -11.0, 12.6, -11.0, -11.3, 0.0, -11.0, None, 319.0, -10.3, None, None, 96.0, None,2020-11-11 02:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -11.18, 95.8, None, None, 20.7, 0.755, 16.02, None, 319.5, -12.0, 16.0, -11.2, -11.3, 0.0, -12.0, None, 320.0, -10.3, None, None, 96.0, None,2020-11-11 03:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -11.52, 95.0, None, None, 20.5, 1.591, 16.89, None, 320.2, -12.0, 16.9, -11.5, -11.5, 0.0, -12.0, None, 320.0, -10.3, None, None, 95.0, None,2020-11-11 04:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -11.86, 94.9, None, None, 20.1, 9.78, 14.09, None, 322.7, -12.0, 14.1, -11.9, -11.9, 0.0, -12.0, None, 323.0, -10.3, None, None, 95.0, None,2020-11-11 05:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -12.0, 94.8, None, None, 20.0, 4.948, 15.95, None, 320.9, -13.0, 16.0, -12.0, -12.0, 0.0, -13.0, None, 321.0, -10.3, None, None, 95.0, None,2020-11-11 06:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -11.98, 94.7, None, None, 15.7, 1.14, 11.26, None, 318.9, -13.0, 11.3, -12.0, -12.0, 0.0, -13.0, None, 319.0, -11.9, None, None, 95.0, None,2020-11-11 07:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -11.64, 95.4, None, None, 12.4, 1.141, 9.2, None, 318.3, -12.0, 9.2, -11.6, -12.3, 0.0, -12.0, None, 318.0, -11.6, None, None, 95.0, None,2020-11-11 08:00:00, -6999.0, None, -6999.0, -6999.0,46
None, -11.12, 96.4, None, None, 13.3, 0.751, 9.76, None, 319.6, -12.0, 9.8, -11.1, -12.3, 0.0, -12.0, None, 320.0, -11.1, None, None, 96.0, None,2020-11-11 09:00:00, -6999.0, None, -6999.0, -6999.0,46
