pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -4.928, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -6.4, 10.0, None, -4.8, -6999.0, None,2020-11-11 00:00:00, 11.0, 10.87,46
None, None, -6.212, None, None, None, None, None, -1.0, None, None, -6999.0, -6.2, -6.4, 89.0, None, -4.8, -6999.0, None,2020-11-11 01:00:00, 10.0, 10.29,46
None, None, -7.096, None, None, None, None, None, 0.0, None, None, -6999.0, -7.1, -7.1, 100.0, None, -4.8, -6999.0, None,2020-11-11 02:00:00, 10.0, 9.99,46
None, None, -7.181, None, None, None, None, None, 0.0, None, None, -6999.0, -7.2, -7.3, 96.8, None, -4.8, -6999.0, None,2020-11-11 03:00:00, 10.0, 10.04,46
None, None, -7.595, None, None, None, None, None, 0.0, None, None, -6999.0, -7.6, -7.7, 151.9, None, -4.8, -6999.0, None,2020-11-11 04:00:00, 10.0, 10.03,46
None, None, -7.932, None, None, None, None, None, 0.0, None, None, -6999.0, -7.9, -8.0, 177.9, None, -4.8, -6999.0, None,2020-11-11 05:00:00, 10.0, 9.89,46
None, None, -8.39, None, None, None, None, None, 0.0, None, None, -6999.0, -8.4, -8.4, 216.4, None, -4.8, -6999.0, None,2020-11-11 06:00:00, 10.0, 9.98,46
None, None, -8.83, None, None, None, None, None, 0.0, None, None, -6999.0, -8.8, -8.8, 250.6, None, -8.3, -6999.0, None,2020-11-11 07:00:00, 10.0, 9.92,46
None, None, -8.5, None, None, None, None, None, 0.0, None, None, -6999.0, -8.5, -9.0, 252.3, None, -8.3, -6999.0, None,2020-11-11 08:00:00, 10.0, 9.78,46
None, None, -7.82, None, None, None, None, None, 0.0, None, None, -6999.0, -7.8, -9.0, 288.7, None, -7.7, -6999.0, None,2020-11-11 09:00:00, 10.0, 9.78,46
None, None, -5.389, None, None, None, None, None, 0.0, None, None, -6999.0, -5.4, -9.0, 181.9, None, -5.4, -6999.0, None,2020-11-11 10:00:00, 10.0, 9.85,46
None, None, -4.394, None, None, None, None, None, 0.0, None, None, -6999.0, -4.4, -9.0, 4.3, None, -4.2, -6999.0, None,2020-11-11 11:00:00, 10.0, 9.65,46
None, None, -3.599, None, None, None, None, None, 0.0, None, None, -6999.0, -3.6, -9.0, -8.1, None, -3.6, -6999.0, None,2020-11-11 12:00:00, 10.0, 9.52,46
None, None, -3.536, None, None, None, None, None, 0.0, None, None, -6999.0, -3.5, -9.0, 5.9, None, -3.3, -6999.0, None,2020-11-11 13:00:00, 9.0, 9.48,46
None, None, -4.142, None, None, None, None, None, 0.0, None, None, -6999.0, -4.1, -9.0, -1.4, None, -3.3, -6999.0, None,2020-11-11 14:00:00, 10.0, 9.54,46
None, None, -4.131, None, None, None, None, None, 0.0, None, None, -6999.0, -4.1, -9.0, -0.1, None, -3.3, -6999.0, None,2020-11-11 15:00:00, 9.0, 9.39,46
None, None, -4.542, None, None, None, None, None, 0.0, None, None, -6999.0, -4.5, -9.0, -1.3, None, -3.3, -6999.0, None,2020-11-11 16:00:00, 9.0, 9.46,46
None, None, -4.86, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -9.0, -1.9, None, -3.3, -6999.0, None,2020-11-11 17:00:00, 9.0, 9.29,46
None, None, -4.898, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -9.0, -2.5, None, -3.3, -6999.0, None,2020-11-11 18:00:00, 9.0, 9.31,46
None, None, -4.9, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -4.9, -1.0, None, -4.9, -6999.0, None,2020-11-11 19:00:00, 9.0, 9.22,46
None, None, -4.905, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -4.9, 0.9, None, -4.9, -6999.0, None,2020-11-11 20:00:00, 9.0, 8.89,46
None, None, -4.96, None, None, None, None, None, 0.0, None, None, -6999.0, -5.0, -5.0, 0.9, None, -4.9, -6999.0, None,2020-11-11 21:00:00, 9.0, 8.89,46
None, None, -4.958, None, None, None, None, None, 0.0, None, None, -6999.0, -5.0, -5.0, -0.7, None, -4.9, -6999.0, None,2020-11-11 22:00:00, 9.0, 8.76,46
None, None, -4.92, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -5.0, 0.6, None, -4.9, -6999.0, None,2020-11-11 23:00:00, 9.0, 8.69,46
None, None, -4.921, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -5.0, 0.2, None, -4.9, -6999.0, None,2020-11-12 00:00:00, 8.0, 8.37,46
None, None, -4.94, None, None, None, None, None, 0.0, None, None, -6999.0, -4.9, -5.0, 0.6, None, -4.9, -6999.0, None,2020-11-12 01:00:00, 8.0, 8.33,46
None, None, -4.989, None, None, None, None, None, 0.0, None, None, -6999.0, -5.0, -5.0, 0.5, None, -4.9, -6999.0, None,2020-11-12 02:00:00, 8.0, 8.31,46
