air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
3.2,3.2, 999.3, 66.0,5.9,82.0, 14.0,2020-11-11 00:00:00, 8.4,0.0, 992.0,46
2.8,2.8, 999.3, 31.0,5.9,84.0, 9.6,2020-11-11 01:00:00, 6.8,0.0, 992.0,46
2.8,2.6, 999.3, 41.0,5.9,81.0, 9.8,2020-11-11 02:00:00, 8.1,0.0, 992.0,46
3.0,2.4, 1000.3, 54.0,5.9,76.0, 12.8,2020-11-11 03:00:00, 10.6,-1.0, 993.0,46
2.1,2.1, 1000.3, 86.0,5.9,83.0, 11.1,2020-11-11 04:00:00, 5.6,-1.0, 993.0,46
1.7,1.7, 1000.3, 63.0,5.9,85.0, 17.7,2020-11-11 05:00:00, 6.6,-1.0, 993.0,46
1.8,1.6, 1000.3, 59.0,5.9,84.0, 16.1,2020-11-11 06:00:00, 10.2,-1.0, 993.0,46
1.6,1.6, 1001.3, 77.0,1.9,85.0, 16.0,2020-11-11 07:00:00, 12.3,-1.0, 994.0,46
1.6,1.5, 1001.3, 78.0,1.9,86.0, 14.0,2020-11-11 08:00:00, 9.0,0.0, 994.0,46
2.2,1.5, 1002.3, 68.0,2.2,84.0, 13.8,2020-11-11 09:00:00, 9.2,0.0, 995.0,46
3.4,1.5, 1002.3, 104.0,3.4,80.0, 12.8,2020-11-11 10:00:00, 4.8,0.0, 995.0,46
4.0,1.5, 1002.3, 111.0,4.0,75.0, 10.4,2020-11-11 11:00:00, 2.2,0.0, 995.0,46
3.9,1.5, 1002.3, 107.0,4.2,72.0, 12.3,2020-11-11 12:00:00, 5.7,-1.0, 995.0,46
4.8,1.5, 1002.3, 112.0,4.7,70.0, 13.3,2020-11-11 13:00:00, 5.5,0.0, 995.0,46
4.3,1.5, 1002.3, 56.0,4.8,73.0, 7.2,2020-11-11 14:00:00, 4.2,0.0, 995.0,46
4.4,1.5, 1002.3, 73.0,4.8,73.0, 7.1,2020-11-11 15:00:00, 2.8,0.0, 995.0,46
4.4,1.5, 1002.3, 68.0,4.8,73.0, 9.7,2020-11-11 16:00:00, 5.7,0.0, 995.0,46
4.4,1.5, 1002.3, 85.0,4.8,73.0, 10.1,2020-11-11 17:00:00, 6.9,0.0, 995.0,46
4.1,1.5, 1002.3, 97.0,4.8,76.0, 12.8,2020-11-11 18:00:00, 9.7,0.0, 995.0,46
4.0,4.0, 1002.3, 77.0,4.2,76.0, 14.6,2020-11-11 19:00:00, 10.8,0.0, 995.0,46
4.0,3.9, 1002.3, 68.0,4.2,74.0, 20.6,2020-11-11 20:00:00, 13.4,0.0, 995.0,46
4.1,3.9, 1001.3, 77.0,4.2,74.0, 20.3,2020-11-11 21:00:00, 13.2,0.0, 994.0,46
3.8,3.7, 1001.3, 67.0,4.2,78.0, 13.8,2020-11-11 22:00:00, 9.4,0.0, 994.0,46
4.1,3.7, 1001.3, 82.0,4.2,74.0, 20.1,2020-11-11 23:00:00, 16.1,0.0, 994.0,46
4.0,3.7, 1001.3, 81.0,4.2,73.0, 20.3,2020-11-12 00:00:00, 18.2,0.0, 994.0,46
3.7,3.6, 1000.3, 75.0,4.2,76.0, 19.3,2020-11-12 01:00:00, 13.8,0.0, 993.0,46
3.7,3.6, 1000.3, 81.0,4.2,75.0, 18.8,2020-11-12 02:00:00, 13.4,0.0, 993.0,46
3.7,3.6, 1000.3, 77.0,4.2,74.0, 20.1,2020-11-12 03:00:00, 14.1,0.0, 993.0,46
4.1,3.6, 1000.3, 76.0,4.2,69.0, 21.8,2020-11-12 04:00:00, 14.0,-1.0, 993.0,46
4.9,3.6, 999.3, 74.0,4.9,61.0, 24.6,2020-11-12 05:00:00, 18.1,-2.0, 992.0,46
4.2,3.6, 998.3, 82.0,4.9,69.0, 25.7,2020-11-12 06:00:00, 18.7,-1.0, 991.0,46
4.0,4.0, 998.3, 83.0,4.2,71.0, 24.8,2020-11-12 07:00:00, 17.8,-1.0, 991.0,46
4.4,3.8, 997.2, 85.0,4.5,65.0, 28.7,2020-11-12 08:00:00, 23.6,-1.0, 990.0,46
4.6,3.8, 997.2, 80.0,4.6,64.0, 27.2,2020-11-12 09:00:00, 19.8,-2.0, 990.0,46
4.9,3.8, 997.2, 81.0,4.8,63.0, 24.6,2020-11-12 10:00:00, 18.4,-2.0, 990.0,46
5.3,3.8, 996.2, 81.0,5.3,63.0, 24.8,2020-11-12 11:00:00, 17.2,-1.0, 989.0,46
5.1,3.8, 995.2, 83.0,5.3,66.0, 29.9,2020-11-12 12:00:00, 17.2,-1.0, 988.0,46
4.7,3.8, 993.2, 66.0,5.3,72.0, 29.1,2020-11-12 13:00:00, 22.3,0.0, 986.0,46
4.5,3.8, 993.2, 72.0,5.3,78.0, 32.6,2020-11-12 14:00:00, 21.3,1.0, 986.0,46
4.3,3.8, 992.2, 76.0,5.3,81.0, 31.8,2020-11-12 15:00:00, 21.2,1.0, 985.0,46
