CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -7.09, 93.6, None, None, None, 12.3, 24.14, None, 9.64, 328.4, -8.0, 9.6, -7.1, -7.5, None, None, None, 328.0, -6.8, None, None, 94.0, None,2020-11-11 00:00:00, None, None,46
None, -7.394, 93.2, None, None, None, 12.1, 25.52, None, 7.986, 21.02, -8.0, 8.0, -7.4, -7.6, None, None, None, 21.0, -6.8, None, None, 93.0, None,2020-11-11 01:00:00, None, None,46
None, -7.663, 92.9, None, None, None, 14.8, 28.64, None, 7.841, 330.5, -9.0, 7.8, -7.7, -7.8, None, None, None, 331.0, -6.8, None, None, 93.0, None,2020-11-11 02:00:00, None, None,46
None, -7.699, 92.9, None, None, None, 11.8, 11.44, None, 7.636, 298.9, -8.0, 7.6, -7.7, -7.8, None, None, None, 299.0, -6.8, None, None, 93.0, None,2020-11-11 03:00:00, None, None,46
None, -7.813, 92.9, None, None, None, 17.5, 9.08, None, 12.03, 325.4, -9.0, 12.0, -7.8, -8.0, None, None, None, 325.0, -6.8, None, None, 93.0, None,2020-11-11 04:00:00, None, None,46
None, -7.691, 92.9, None, None, None, 13.2, 6.758, None, 9.79, 328.0, -8.0, 9.8, -7.7, -8.1, None, None, None, 328.0, -6.8, None, None, 93.0, None,2020-11-11 05:00:00, None, None,46
None, -7.995, 92.6, None, None, None, 12.9, 12.33, None, 8.41, 291.9, -9.0, 8.4, -8.0, -8.1, None, None, None, 292.0, -6.8, None, None, 93.0, None,2020-11-11 06:00:00, None, None,46
None, -7.821, 92.7, None, None, None, 14.6, 6.239, None, 9.77, 282.8, -9.0, 9.8, -7.8, -8.1, None, None, None, 283.0, -7.7, None, None, 93.0, None,2020-11-11 07:00:00, None, None,46
None, -7.687, 92.6, None, None, None, 12.8, 20.99, None, 7.623, 300.8, -9.0, 7.6, -7.7, -8.1, None, None, None, 301.0, -7.5, None, None, 93.0, None,2020-11-11 08:00:00, None, None,46
None, -5.567, 92.4, None, None, None, 9.0, 19.78, None, 3.536, 245.8, -7.0, 3.5, -5.6, -8.1, None, None, None, 246.0, -5.2, None, None, 92.0, None,2020-11-11 09:00:00, None, None,46
