pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,week_of_year
2.3, -2.773, 92.7, -2.2, 4.7, 40.51, 1.233, 188.0, -4.0, 1.2, -2.8, -3.2, -4.0, 0.0, 188.0, 0.0, 93.0,2020-11-11 00:00:00, -6999.0,46
2.3, -3.068, 93.1, -2.2, 3.8, 51.31, 1.272, 215.6, -4.0, 1.3, -3.1, -3.3, -4.0, 0.0, 216.0, 0.0, 93.0,2020-11-11 01:00:00, -6999.0,46
2.3, -2.814, 91.4, -2.2, 3.0, 38.47, 0.654, 215.3, -4.0, 0.7, -2.8, -3.4, -4.0, 0.0, 215.0, 0.0, 91.0,2020-11-11 02:00:00, -6999.0,46
1.8, -2.923, 92.1, -2.2, 6.4, 56.62, 1.414, 147.9, -4.0, 1.4, -2.9, -3.4, -4.0, 0.1, 148.0, 0.0, 92.0,2020-11-11 03:00:00, -6999.0,46
1.5, -2.935, 90.6, -2.2, 7.0, 49.77, 1.888, 171.9, -4.0, 1.9, -2.9, -3.4, -4.0, 0.0, 172.0, 0.0, 91.0,2020-11-11 04:00:00, -6999.0,46
0.9, -3.631, 92.4, -2.2, 2.8, 61.84, 0.373, 139.9, -5.0, 0.4, -3.6, -3.9, -5.0, 0.0, 140.0, 0.0, 92.0,2020-11-11 05:00:00, -6999.0,46
0.7, -3.595, 93.3, -2.2, 5.2, 56.24, 1.07, 243.8, -5.0, 1.1, -3.6, -3.9, -5.0, 0.0, 244.0, 0.0, 93.0,2020-11-11 06:00:00, -6999.0,46
0.7, -3.81, 93.2, -3.3, 4.8, 68.59, 0.759, 144.2, -4.0, 0.8, -3.8, -3.9, -4.0, 0.0, 144.0, 0.0, 93.0,2020-11-11 07:00:00, -6999.0,46
0.3, -3.523, 92.9, -3.1, 3.7, 50.22, 1.144, 148.1, -4.0, 1.1, -3.5, -3.9, -4.0, 0.0, 148.0, 0.0, 93.0,2020-11-11 08:00:00, -6999.0,46
0.0, -2.823, 91.4, -2.6, 3.4, 50.94, 0.59, 126.1, -4.0, 0.6, -2.8, -4.0, -4.0, 0.0, 126.0, 0.0, 91.0,2020-11-11 09:00:00, -6999.0,46
0.0, -2.046, 84.8, -1.9, 5.2, 47.92, 1.418, 35.55, -4.0, 1.4, -2.0, -4.0, -4.0, 0.0, 36.0, 0.0, 85.0,2020-11-11 10:00:00, -6999.0,46
0.0, -0.571, 72.26, -0.4, 5.6, 60.45, 1.24, 85.4, -4.0, 1.2, -0.6, -4.0, -4.0, 0.0, 85.0, 0.0, 72.0,2020-11-11 11:00:00, -6999.0,46
0.0, -0.879, 66.68, -0.4, 5.9, 59.8, 1.883, 89.5, -6.0, 1.9, -0.9, -4.0, -6.0, 0.0, 90.0, 0.0, 67.0,2020-11-11 12:00:00, -6999.0,46
0.0, 0.228, 60.04, 0.2, 6.3, 58.85, 0.872, 1.067, -7.0, 0.9, 0.2, -4.0, -7.0, 0.0, 1.0, 0.0, 60.0,2020-11-11 13:00:00, -6999.0,46
0.0, -0.249, 61.5, 0.2, 3.7, 73.17, 0.884, 165.6, -6.0, 0.9, -0.2, -4.0, -6.0, 0.0, 166.0, 0.0, 62.0,2020-11-11 14:00:00, -6999.0,46
0.0, -0.632, 72.03, 0.2, 6.8, 41.93, 2.909, 96.7, -5.0, 2.9, -0.6, -4.0, -5.0, 0.0, 97.0, 0.0, 72.0,2020-11-11 15:00:00, -6999.0,46
0.0, -1.466, 80.3, 0.2, 7.8, 26.31, 3.219, 132.0, -4.0, 3.2, -1.5, -4.0, -4.0, 0.0, 132.0, 0.0, 80.0,2020-11-11 16:00:00, -6999.0,46
0.0, -1.803, 85.2, 0.2, 4.4, 14.38, 1.902, 175.3, -4.0, 1.9, -1.8, -4.0, -4.0, 0.0, 175.0, 0.0, 85.0,2020-11-11 17:00:00, -6999.0,46
