TempC,time,RH,week_of_year
-2.654,2021-04-02 00:00:00,72.3,14
-2.8,2021-04-02 01:00:00,75.8,14
-2.218,2021-04-02 02:00:00,75.3,14
-1.842,2021-04-02 03:00:00,73.8,14
-2.015,2021-04-02 04:00:00,74.3,14
-1.814,2021-04-02 05:00:00,76.0,14
-1.641,2021-04-02 06:00:00,76.4,14
-1.128,2021-04-02 07:00:00,77.8,14
0.412,2021-04-02 08:00:00,74.3,14
2.021,2021-04-02 09:00:00,65.7,14
2.69,2021-04-02 10:00:00,61.1,14
3.036,2021-04-02 11:00:00,58.9,14
3.88,2021-04-02 12:00:00,56.1,14
3.906,2021-04-02 13:00:00,55.2,14
3.696,2021-04-02 14:00:00,56.2,14
3.827,2021-04-02 15:00:00,57.9,14
3.591,2021-04-02 16:00:00,59.9,14
3.88,2021-04-02 17:00:00,61.5,14
2.209,2021-04-02 18:00:00,67.3,14
-0.227,2021-04-02 19:00:00,75.8,14
-0.339,2021-04-02 20:00:00,82.3,14
-0.873,2021-04-02 21:00:00,86.0,14
-1.413,2021-04-02 22:00:00,87.3,14
-1.584,2021-04-02 23:00:00,88.1,14
-1.613,2021-04-03 00:00:00,88.4,14
-1.756,2021-04-03 01:00:00,88.6,14
-1.9,2021-04-03 02:00:00,87.9,14
-2.131,2021-04-03 03:00:00,87.2,14
-2.392,2021-04-03 04:00:00,85.7,14
-2.508,2021-04-03 05:00:00,85.1,14
-2.479,2021-04-03 06:00:00,85.1,14
-1.556,2021-04-03 07:00:00,82.5,14
-0.339,2021-04-03 08:00:00,78.7,14
1.235,2021-04-03 09:00:00,73.0,14
3.538,2021-04-03 10:00:00,67.0,14
5.821,2021-04-03 11:00:00,59.0,14
5.257,2021-04-03 12:00:00,57.4,14
4.895,2021-04-03 13:00:00,63.0,14
2.903,2021-04-03 14:00:00,73.8,14
3.274,2021-04-03 15:00:00,89.6,14
3.116,2021-04-03 16:00:00,91.6,14
3.116,2021-04-03 17:00:00,91.6,14
1.913,2021-04-03 18:00:00,93.3,14
1.344,2021-04-03 19:00:00,94.6,14
0.852,2021-04-03 20:00:00,95.5,14
0.412,2021-04-03 21:00:00,96.2,14
0.135,2021-04-03 22:00:00,96.7,14
0.135,2021-04-03 23:00:00,97.0,14
0.107,2021-04-04 00:00:00,97.3,14
