CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
-1.939,83.7,2022-05-21 00:00:00,-4.0,21
-2.461,86.7,2022-05-21 01:00:00,-4.0,21
-3.001,86.6,2022-05-21 02:00:00,-5.0,21
-3.82,85.7,2022-05-21 03:00:00,-6.0,21
-4.494,88.3,2022-05-21 04:00:00,-6.0,21
-5.289,88.1,2022-05-21 05:00:00,-7.0,21
-4.7,87.2,2022-05-21 06:00:00,-6.0,21
-0.574,80.3,2022-05-21 07:00:00,-3.0,21
6.223,41.6,2022-05-21 08:00:00,-6.0,21
6.997,39.36,2022-05-21 09:00:00,-6.0,21
8.58,36.42,2022-05-21 10:00:00,-6.0,21
10.52,31.12,2022-05-21 11:00:00,-6.0,21
10.32,28.08,2022-05-21 12:00:00,-8.0,21
11.2,27.47,2022-05-21 13:00:00,-7.0,21
12.19,24.98,2022-05-21 14:00:00,-7.0,21
12.36,22.15,2022-05-21 15:00:00,-8.0,21
12.82,22.27,2022-05-21 16:00:00,-8.0,21
13.96,19.84,2022-05-21 17:00:00,-9.0,21
13.34,19.07,2022-05-21 18:00:00,-10.0,21
13.25,20.71,2022-05-21 19:00:00,-8.0,21
10.86,35.33,2022-05-21 20:00:00,-4.0,21
6.34,49.78,2022-05-21 21:00:00,-4.0,21
2.412,61.33,2022-05-21 22:00:00,-4.0,21
0.363,66.73,2022-05-21 23:00:00,-5.0,21
-1.178,69.87,2022-05-22 00:00:00,-5.0,21
-1.993,70.9,2022-05-22 01:00:00,-6.0,21
-2.541,71.43,2022-05-22 02:00:00,-7.0,21
-3.322,72.79,2022-05-22 03:00:00,-7.0,21
-4.096,75.27,2022-05-22 04:00:00,-8.0,21
-4.605,75.96,2022-05-22 05:00:00,-8.0,21
-4.514,77.19,2022-05-22 06:00:00,-7.0,21
-0.506,69.83,2022-05-22 07:00:00,-4.0,21
7.051,48.83,2022-05-22 08:00:00,-3.0,21
10.44,38.88,2022-05-22 09:00:00,-3.0,21
11.82,32.2,2022-05-22 10:00:00,-4.0,21
13.79,25.5,2022-05-22 11:00:00,-6.0,21
14.19,23.14,2022-05-22 12:00:00,-6.0,21
14.3,22.66,2022-05-22 13:00:00,-6.0,21
16.22,20.31,2022-05-22 14:00:00,-5.0,21
16.9,16.59,2022-05-22 15:00:00,-9.0,21
17.08,15.81,2022-05-22 16:00:00,-9.0,21
17.48,16.39,2022-05-22 17:00:00,-8.0,21
16.57,18.15,2022-05-22 18:00:00,-8.0,21
16.51,17.59,2022-05-22 19:00:00,-8.0,21
15.29,19.98,2022-05-22 20:00:00,-8.0,21
11.42,27.87,2022-05-22 21:00:00,-6.0,21
9.78,31.23,2022-05-22 22:00:00,-6.0,21
5.201,46.38,2022-05-22 23:00:00,-5.0,21
3.177,53.18,2022-05-23 00:00:00,-6.0,21
2.127,57.93,2022-05-23 01:00:00,-5.0,21
2.352,61.08,2022-05-23 02:00:00,-4.0,21
1.268,65.64,2022-05-23 03:00:00,-4.0,21
0.497,68.55,2022-05-23 04:00:00,-4.0,21
0.674,68.95,2022-05-23 05:00:00,-4.0,21
0.741,71.68,2022-05-23 06:00:00,-4.0,21
4.022,64.41,2022-05-23 07:00:00,-2.0,21
7.647,49.93,2022-05-23 08:00:00,-2.0,21
10.56,38.64,2022-05-23 09:00:00,-3.0,21
10.78,39.97,2022-05-23 10:00:00,-2.0,21
10.82,39.77,2022-05-23 11:00:00,-2.0,21
10.86,46.12,2022-05-23 12:00:00,0.0,21
11.07,43.49,2022-05-23 13:00:00,-1.0,21
10.89,52.44,2022-05-23 14:00:00,2.0,21
10.45,56.38,2022-05-23 15:00:00,2.0,21
10.44,59.2,2022-05-23 16:00:00,3.0,21
10.59,53.4,2022-05-23 17:00:00,1.0,21
10.18,56.98,2022-05-23 18:00:00,2.0,21
9.72,59.84,2022-05-23 19:00:00,2.0,21
8.38,73.78,2022-05-23 20:00:00,4.0,21
6.262,82.9,2022-05-23 21:00:00,4.0,21
3.601,87.1,2022-05-23 22:00:00,2.0,21
1.322,90.1,2022-05-23 23:00:00,0.0,21
0.225,90.8,2022-05-24 00:00:00,-1.0,21
-0.045,91.0,2022-05-24 01:00:00,-1.0,21
0.648,89.9,2022-05-24 02:00:00,-1.0,21
0.236,90.7,2022-05-24 03:00:00,-1.0,21
0.56,90.5,2022-05-24 04:00:00,-1.0,21
0.069,91.0,2022-05-24 05:00:00,-1.0,21
-0.506,91.1,2022-05-24 06:00:00,-2.0,21
3.852,89.2,2022-05-24 07:00:00,2.0,21
5.447,83.0,2022-05-24 08:00:00,3.0,21
6.869,73.84,2022-05-24 09:00:00,2.0,21
8.35,68.56,2022-05-24 10:00:00,3.0,21
9.98,56.54,2022-05-24 11:00:00,2.0,21
11.24,45.99,2022-05-24 12:00:00,0.0,21
13.12,43.28,2022-05-24 13:00:00,1.0,21
12.9,41.41,2022-05-24 14:00:00,0.0,21
13.76,30.48,2022-05-24 15:00:00,-3.0,21
14.18,30.0,2022-05-24 16:00:00,-3.0,21
13.06,39.71,2022-05-24 17:00:00,-1.0,21
12.08,42.74,2022-05-24 18:00:00,0.0,21
11.56,38.2,2022-05-24 19:00:00,-2.0,21
10.91,43.08,2022-05-24 20:00:00,-1.0,21
9.69,46.49,2022-05-24 21:00:00,-1.0,21
9.11,48.24,2022-05-24 22:00:00,-1.0,21
8.23,51.13,2022-05-24 23:00:00,-1.0,21
5.87,60.5,2022-05-25 00:00:00,-1.0,21
4.844,65.32,2022-05-25 01:00:00,-1.0,21
2.31,74.65,2022-05-25 02:00:00,-2.0,21
4.608,69.42,2022-05-25 03:00:00,0.0,21
5.066,69.76,2022-05-25 04:00:00,0.0,21
5.079,71.4,2022-05-25 05:00:00,0.0,21
4.762,74.73,2022-05-25 06:00:00,1.0,21
6.142,72.25,2022-05-25 07:00:00,1.0,21
8.08,63.42,2022-05-25 08:00:00,2.0,21
8.99,60.6,2022-05-25 09:00:00,2.0,21
9.6,56.02,2022-05-25 10:00:00,1.0,21
10.84,55.58,2022-05-25 11:00:00,3.0,21
12.46,51.0,2022-05-25 12:00:00,2.0,21
14.86,30.78,2022-05-25 13:00:00,-2.0,21
14.7,29.42,2022-05-25 14:00:00,-3.0,21
15.29,27.58,2022-05-25 15:00:00,-3.0,21
15.77,27.62,2022-05-25 16:00:00,-3.0,21
15.14,27.47,2022-05-25 17:00:00,-3.0,21
14.87,28.93,2022-05-25 18:00:00,-3.0,21
14.42,30.54,2022-05-25 19:00:00,-3.0,21
13.01,34.37,2022-05-25 20:00:00,-3.0,21
11.07,39.94,2022-05-25 21:00:00,-2.0,21
7.02,53.43,2022-05-25 22:00:00,-2.0,21
4.349,63.03,2022-05-25 23:00:00,-2.0,21
2.454,69.76,2022-05-26 00:00:00,-2.0,21
1.137,73.96,2022-05-26 01:00:00,-3.0,21
0.273,77.58,2022-05-26 02:00:00,-3.0,21
-0.34,78.85,2022-05-26 03:00:00,-3.0,21
-1.544,83.5,2022-05-26 04:00:00,-4.0,21
-2.102,85.5,2022-05-26 05:00:00,-4.0,21
-1.257,83.7,2022-05-26 06:00:00,-3.0,21
1.996,77.27,2022-05-26 07:00:00,-1.0,21
6.671,62.91,2022-05-26 08:00:00,0.0,21
9.01,54.38,2022-05-26 09:00:00,0.0,21
11.03,44.01,2022-05-26 10:00:00,-1.0,21
13.05,35.93,2022-05-26 11:00:00,-1.0,21
14.83,26.29,2022-05-26 12:00:00,-4.0,21
16.18,23.4,2022-05-26 13:00:00,-5.0,21
15.75,25.02,2022-05-26 14:00:00,-4.0,21
16.12,26.41,2022-05-26 15:00:00,-3.0,21
16.12,25.79,2022-05-26 16:00:00,-4.0,21
16.92,26.21,2022-05-26 17:00:00,-2.0,21
17.12,23.56,2022-05-26 18:00:00,-4.0,21
15.91,25.76,2022-05-26 19:00:00,-4.0,21
14.93,28.61,2022-05-26 20:00:00,-3.0,21
13.49,38.42,2022-05-26 21:00:00,0.0,21
12.24,46.93,2022-05-26 22:00:00,1.0,21
11.03,54.74,2022-05-26 23:00:00,2.0,21
10.35,59.2,2022-05-27 00:00:00,3.0,21
10.39,60.42,2022-05-27 01:00:00,3.0,21
10.05,63.5,2022-05-27 02:00:00,3.0,21
8.62,80.4,2022-05-27 03:00:00,5.0,21
7.806,82.5,2022-05-27 04:00:00,5.0,21
7.655,84.2,2022-05-27 05:00:00,5.0,21
8.98,73.85,2022-05-27 06:00:00,5.0,21
8.65,75.39,2022-05-27 07:00:00,4.0,21
8.89,65.13,2022-05-27 08:00:00,3.0,21
10.75,47.44,2022-05-27 09:00:00,0.0,21
12.11,36.59,2022-05-27 10:00:00,-2.0,21
11.85,36.25,2022-05-27 11:00:00,-3.0,21
14.07,27.46,2022-05-27 12:00:00,-4.0,21
14.37,25.94,2022-05-27 13:00:00,-5.0,21
13.77,25.81,2022-05-27 14:00:00,-5.0,21
13.59,26.93,2022-05-27 15:00:00,-5.0,21
14.31,26.51,2022-05-27 16:00:00,-4.0,21
12.57,30.64,2022-05-27 17:00:00,-4.0,21
13.28,28.93,2022-05-27 18:00:00,-5.0,21
12.63,31.09,2022-05-27 19:00:00,-4.0,21
10.48,36.24,2022-05-27 20:00:00,-4.0,21
8.26,43.76,2022-05-27 21:00:00,-3.0,21
3.87,61.76,2022-05-27 22:00:00,-3.0,21
2.67,65.3,2022-05-27 23:00:00,-3.0,21
