pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
0.0, 2.86, 50.0, 11.0, None, 50.78, 2.599, 160.9, -7.0, None, 2.9, 2.2, 1029.1, 0.0, -7.0, 938.0, None, 0.0, 50.0,2022-05-21 00:00:00, None, 938.0,21
0.0, 0.662, 60.06, 11.0, None, 14.87, 3.769, 188.6, -6.0, None, 0.7, 0.8, 1029.2, 0.0, -6.0, 938.0, None, 0.0, 60.0,2022-05-21 01:00:00, None, 938.0,21
0.0, 0.27, 60.81, 11.0, None, 37.26, 5.217, 171.4, -7.0, None, 0.3, 0.2, 1029.2, 0.0, -7.0, 938.0, None, 0.0, 61.0,2022-05-21 02:00:00, None, 938.0,21
0.0, -0.908, 66.89, 11.0, None, 10.45, 9.41, 180.5, -6.0, None, -0.9, -0.9, 1030.3, 0.0, -6.0, 939.0, None, 0.0, 67.0,2022-05-21 03:00:00, None, 939.0,21
0.0, -1.323, 68.91, 11.0, None, 9.45, 10.0, 178.1, -6.0, None, -1.3, -1.3, 1029.2, 0.0, -6.0, 938.0, None, 0.0, 69.0,2022-05-21 04:00:00, None, 938.0,21
0.0, -1.598, 69.2, 11.0, None, 9.75, 8.42, 175.1, -6.0, None, -1.6, -1.7, 1029.2, 0.0, -6.0, 938.0, None, 0.0, 69.0,2022-05-21 05:00:00, None, 938.0,21
0.0, -0.962, 67.27, 11.0, None, 14.88, 5.976, 178.5, -6.0, None, -1.0, -1.7, 1029.2, 0.0, -6.0, 938.0, None, 0.0, 67.0,2022-05-21 06:00:00, None, 938.0,21
0.0, 1.973, 59.7, 1.9, None, 14.95, 4.378, 169.9, -5.0, None, 2.0, -1.0, 1029.0, 0.0, -5.0, 938.0, None, 0.0, 60.0,2022-05-21 07:00:00, None, 938.0,21
0.0, 6.817, 42.54, 6.8, None, 23.72, 3.383, 199.8, -5.0, None, 6.8, -1.0, 1028.5, 0.0, -5.0, 938.0, None, 0.0, 43.0,2022-05-21 08:00:00, None, 938.0,21
0.0, 9.93, 28.58, 10.2, None, 26.9, 7.56, 217.0, -8.0, None, 9.9, -1.0, 1028.4, 0.0, -8.0, 938.0, None, 0.0, 29.0,2022-05-21 09:00:00, None, 938.0,21
0.0, 10.51, 25.98, 11.1, None, 45.28, 6.329, 264.1, -8.0, None, 10.5, -1.0, 1027.4, 0.0, -8.0, 937.0, None, 0.0, 26.0,2022-05-21 10:00:00, None, 937.0,21
0.0, 11.57, 22.83, 11.9, None, 60.32, 5.75, 312.2, -9.0, None, 11.6, -1.0, 1027.5, 0.0, -9.0, 937.0, None, 0.0, 23.0,2022-05-21 11:00:00, None, 937.0,21
0.0, 12.73, 20.21, 12.7, None, 50.78, 7.244, 262.2, -10.0, None, 12.7, -1.0, 1026.4, 0.0, -10.0, 936.0, None, 0.0, 20.0,2022-05-21 12:00:00, None, 936.0,21
0.0, 13.31, 19.04, 13.8, None, 37.18, 10.75, 284.7, -10.0, None, 13.3, -1.0, 1026.6, 0.0, -10.0, 936.0, None, 0.0, 19.0,2022-05-21 13:00:00, None, 936.0,21
0.0, 13.76, 16.98, 14.5, None, 50.93, 12.39, 280.3, -11.0, None, 13.8, -1.0, 1025.5, 0.0, -11.0, 935.0, None, 0.0, 17.0,2022-05-21 14:00:00, None, 935.0,21
