CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -1.173, None, None, None, None, None, 44.28, 0.0, 5.512, 21.32, None, None, -1.2, -1.6, None, None, 4.8, None, None,2022-05-21 00:00:00, 321.0, 320.7,21
None, -1.314, None, None, None, None, None, 49.81, 0.0, 1.535, 24.41, None, None, -1.3, -1.6, None, None, 4.8, None, None,2022-05-21 01:00:00, 321.0, 320.7,21
None, -1.332, None, None, None, None, None, 35.74, 1.0, 4.443, 49.01, None, None, -1.3, -1.6, None, None, 4.8, None, None,2022-05-21 02:00:00, 321.0, 321.0,21
None, -1.294, None, None, None, None, None, 32.77, 0.0, 6.391, 42.33, None, None, -1.3, -1.6, None, None, 4.8, None, None,2022-05-21 03:00:00, 321.0, 321.0,21
None, -0.704, None, None, None, None, None, 64.99, 0.0, 2.149, 3.225, None, None, -0.7, -1.6, None, None, 4.8, None, None,2022-05-21 04:00:00, 321.0, 321.1,21
None, -0.691, None, None, None, None, None, 42.83, 0.0, 4.268, 36.63, None, None, -0.7, -1.6, None, None, 4.8, None, None,2022-05-21 05:00:00, 321.0, 320.9,21
None, -0.845, None, None, None, None, None, 44.73, 0.0, 3.464, 7.587, None, None, -0.8, -1.6, None, None, 4.8, None, None,2022-05-21 06:00:00, 321.0, 320.5,21
None, 0.503, None, None, None, None, None, 45.71, 0.0, 3.574, 20.35, None, None, 0.5, -0.8, None, None, 0.5, None, None,2022-05-21 07:00:00, 320.0, 320.4,21
None, 1.177, None, None, None, None, None, 35.93, 0.0, 5.006, 30.78, None, None, 1.2, -0.8, None, None, 1.1, None, None,2022-05-21 08:00:00, 320.0, 320.2,21
None, 1.604, None, None, None, None, None, 50.01, -1.0, 4.561, 34.43, None, None, 1.6, -0.8, None, None, 2.6, None, None,2022-05-21 09:00:00, 319.0, 318.9,21
None, 1.852, None, None, None, None, None, 76.12, 1.0, 2.778, 296.9, None, None, 1.9, -0.8, None, None, 2.6, None, None,2022-05-21 10:00:00, 319.0, 319.4,21
None, 3.491, None, None, None, None, None, 33.59, 0.0, 6.055, 29.68, None, None, 3.5, -0.8, None, None, 3.5, None, None,2022-05-21 11:00:00, 319.0, 319.4,21
None, 2.912, None, None, None, None, None, 45.46, -1.0, 5.606, 27.92, None, None, 2.9, -0.8, None, None, 4.5, None, None,2022-05-21 12:00:00, 319.0, 318.7,21
None, 3.754, None, None, None, None, None, 53.63, 0.0, 3.531, 41.85, None, None, 3.8, -0.8, None, None, 4.7, None, None,2022-05-21 13:00:00, 319.0, 318.9,21
None, 3.028, None, None, None, None, None, 52.92, -1.0, 5.417, 39.75, None, None, 3.0, -0.8, None, None, 8.1, None, None,2022-05-21 15:00:00, 317.0, 316.9,21
None, 4.059, None, None, None, None, None, 31.0, -1.0, 5.62, 49.56, None, None, 4.1, -0.8, None, None, 10.2, None, None,2022-05-21 16:00:00, 316.0, 316.3,21
None, 7.599, None, None, None, None, None, 43.14, -1.0, 3.13, 11.27, None, None, 7.6, -0.8, None, None, 10.2, None, None,2022-05-21 17:00:00, 315.0, 315.0,21
None, 2.389, None, None, None, None, None, 44.79, 0.0, 4.839, 15.04, None, None, 2.4, -0.8, None, None, 10.2, None, None,2022-05-21 18:00:00, 315.0, 314.8,21
