pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 6.4, 6.409, 6.4, 306.0, 0.0, 16.3, None, -1.614,2022-05-21 00:00:00, -2.0, None,21
None, 5.0, 4.986, 5.0, 306.0, 0.0, 16.3, None, -2.065,2022-05-21 01:00:00, -2.0, None,21
None, 3.9, 3.935, 3.9, 306.0, 0.0, 16.3, None, -1.983,2022-05-21 02:00:00, -2.0, None,21
None, 3.1, 3.062, 3.1, 306.0, 0.0, 16.3, None, -2.301,2022-05-21 03:00:00, -2.0, None,21
None, 3.1, 3.122, 2.9, 306.0, 1.0, 16.3, None, -2.028,2022-05-21 04:00:00, -2.0, None,21
None, 3.7, 3.691, 2.9, 306.0, 0.0, 16.3, None, -2.115,2022-05-21 05:00:00, -2.0, None,21
None, 4.2, 4.193, 2.9, 306.0, 0.0, 16.3, None, -1.868,2022-05-21 06:00:00, -2.0, None,21
None, 4.8, 4.816, 4.2, 306.8, 0.0, 4.8, None, -1.96,2022-05-21 07:00:00, -2.0, None,21
None, 9.7, 9.67, 4.2, 306.2, -1.0, 9.6, None, -3.174,2022-05-21 08:00:00, -3.0, None,21
None, 14.7, 14.69, 4.2, 306.0, 0.0, 14.6, None, -3.027,2022-05-21 09:00:00, -3.0, None,21
None, 16.1, 16.05, 4.2, None, None, 16.0, None, -3.739,2022-05-21 10:00:00, None, None,21
None, 19.5, 19.48, 4.2, 306.1, -1.0, 19.5, None, -4.57,2022-05-21 11:00:00, -5.0, None,21
None, 22.7, 22.69, 4.2, 307.0, 0.0, 22.6, None, -4.868,2022-05-21 12:00:00, -5.0, None,21
None, 24.0, 24.04, 4.2, 307.3, 0.0, 24.1, None, None,2022-05-21 13:00:00, -5.0, None,21
None, 25.8, 25.81, 4.2, 308.0, 0.0, 25.8, None, None,2022-05-21 14:00:00, -5.0, None,21
None, 25.4, 25.41, 4.2, 308.0, 0.0, 26.1, None, None,2022-05-21 15:00:00, -5.0, None,21
None, 22.8, 22.75, 4.2, 307.0, 1.0, 26.1, None, -4.674,2022-05-21 16:00:00, -5.0, None,21
None, 21.5, 21.45, 4.2, 307.0, 1.0, 26.1, None, -4.312,2022-05-21 17:00:00, -4.0, None,21
None, 20.7, 20.74, 4.2, 306.7, 1.0, 26.1, None, -3.885,2022-05-21 18:00:00, -4.0, None,21
None, 19.4, 19.43, 19.5, 306.0, 1.0, 20.8, None, -3.597,2022-05-21 19:00:00, -4.0, None,21
None, 16.9, 16.86, 16.9, 306.0, 1.0, 20.8, None, -3.216,2022-05-21 20:00:00, -3.0, None,21
None, 14.6, 14.58, 14.6, 306.0, 0.0, 20.8, None, -3.526,2022-05-21 21:00:00, -4.0, None,21
None, 12.3, 12.25, 12.3, 306.0, 0.0, 20.8, None, -3.595,2022-05-21 22:00:00, -4.0, None,21
None, 9.9, 9.88, 9.9, 306.0, 0.0, 20.8, None, -3.638,2022-05-21 23:00:00, -4.0, None,21
None, 8.2, 8.23, 8.3, 306.0, 1.0, 20.8, None, -3.382,2022-05-22 00:00:00, -3.0, None,21
None, 7.3, 7.314, 7.3, 306.0, 0.0, 20.8, None, -3.139,2022-05-22 01:00:00, -3.0, None,21
None, 6.6, 6.624, 6.6, 306.0, 0.0, 20.8, None, -3.12,2022-05-22 02:00:00, -3.0, None,21
None, 5.7, 5.691, 5.7, 306.0, 0.0, 20.8, None, -2.96,2022-05-22 03:00:00, -3.0, None,21
