station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
None, -0.127, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -0.1, -0.2, 2.9, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 00:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.25, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -0.3, -0.3, 3.7, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 01:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.231, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -0.2, -0.6, 4.5, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 02:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.023, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.0, -0.6, 4.2, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 03:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.043, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.0, -0.6, 7.0, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 04:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.005, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.0, -0.6, 6.2, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 05:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.015, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.0, -0.6, 5.3, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 06:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.128, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.1, 0.0, 3.1, None, None, -6999.0, 0.2, None, None, -6999.0, None, 2021-01-01 07:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.269, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.3, 0.0, 4.0, None, None, -6999.0, 0.3, None, None, -6999.0, None, 2021-01-01 08:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.41, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.4, 0.0, 5.1, None, None, -6999.0, 0.5, None, None, -6999.0, None, 2021-01-01 09:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.713, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.7, 0.0, 6.1, None, None, -6999.0, 0.7, None, None, -6999.0, None, 2021-01-01 10:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.958, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.0, 0.0, 5.2, None, None, -6999.0, 1.0, None, None, -6999.0, None, 2021-01-01 11:00:00, -6999.0, None, -6999.0, -6999.0
None, 1.335, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.3, 0.0, 5.4, None, None, -6999.0, 1.4, None, None, -6999.0, None, 2021-01-01 12:00:00, -6999.0, None, -6999.0, -6999.0
None, 1.731, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.7, 0.0, 3.9, None, None, -6999.0, 1.8, None, None, -6999.0, None, 2021-01-01 13:00:00, -6999.0, None, -6999.0, -6999.0
78.7, 1.778, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.8, 0.0, 6.0, None, None, -6999.0, 1.9, None, None, -6999.0, None, 2021-01-01 14:00:00, -6999.0, None, -6999.0, -6999.0
82.8, 2.203, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 2.2, 0.0, 4.1, None, None, -6999.0, 2.2, None, None, -6999.0, None, 2021-01-01 15:00:00, -6999.0, None, -6999.0, -6999.0
84.7, 1.9, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.9, 0.0, 2.2, None, None, -6999.0, 2.3, None, None, -6999.0, None, 2021-01-01 16:00:00, -6999.0, None, -6999.0, -6999.0
86.5, 1.617, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.6, 0.0, 2.0, None, None, -6999.0, 2.3, None, None, -6999.0, None, 2021-01-01 17:00:00, -6999.0, None, -6999.0, -6999.0
86.6, 1.344, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.3, 0.0, 0.3, None, None, -6999.0, 2.3, None, None, -6999.0, None, 2021-01-01 18:00:00, -6999.0, None, -6999.0, -6999.0
86.3, 0.994, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.0, 1.0, 0.0, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-01 19:00:00, -6999.0, None, -6999.0, -6999.0
86.0, 0.825, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.8, 0.8, 0.0, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-01 20:00:00, -6999.0, None, -6999.0, -6999.0
85.1, 0.958, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.0, 0.8, 0.0, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-01 21:00:00, -6999.0, None, -6999.0, -6999.0
83.7, 0.806, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.8, 0.8, 0.5, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-01 22:00:00, -6999.0, None, -6999.0, -6999.0
82.3, 1.024, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.0, 0.8, 0.6, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-01 23:00:00, -6999.0, None, -6999.0, -6999.0
80.1, 1.098, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.1, 0.8, 0.7, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-02 00:00:00, -6999.0, None, -6999.0, -6999.0
76.6, 1.033, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 1.0, 0.8, 0.2, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-02 01:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.89, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.9, 0.8, -0.3, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-02 02:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.655, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.7, 0.6, 2.5, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-02 03:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.665, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.7, 0.6, 2.6, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-02 04:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.731, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.7, 0.5, 2.1, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-02 05:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.467, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.5, 0.4, 1.4, None, None, -6999.0, 1.3, None, None, -6999.0, None, 2021-01-02 06:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.391, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.4, 0.4, 2.4, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 07:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.024, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.0, -0.1, 3.0, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 08:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.099, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.1, -0.2, 3.3, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 09:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.08, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -0.1, -0.2, 8.3, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 10:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.099, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.1, -0.2, 4.3, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 11:00:00, -6999.0, None, -6999.0, -6999.0
None, -0.061, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, -0.1, -0.2, 7.0, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 12:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.033, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.0, -0.2, 9.7, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 13:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.241, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.2, -0.2, 10.7, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 14:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.401, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.4, -0.2, 13.9, None, None, -6999.0, 0.6, None, None, -6999.0, None, 2021-01-02 15:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.637, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.6, -0.2, 8.7, None, None, -6999.0, 0.7, None, None, -6999.0, None, 2021-01-02 16:00:00, -6999.0, None, -6999.0, -6999.0
None, 0.352, None, None, None, -6999.0, None, None, None, -6999.0, -6999.0, 0.4, -0.2, 13.6, None, None, -6999.0, 0.8, None, None, -6999.0, None, 2021-01-02 17:00:00, -6999.0, None, -6999.0, -6999.0
