station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, PRECIP_DETECTOR_RATIO, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, rel_hum, time, stn_pres
97.4, None, None, 2.2, 0.31, 119.5, 1.0, 1.7, 1.0, 979.0, 120.0, None, None, 2.0, None, 2.442, None, None, 1.777, None, 1.9, None, None, 13.68, 0.3, 1.8, 1017.9, 0.7, 1.0, 97.0, 2021-01-01 00:00:00, 979.0
97.4, None, None, 1.4, 0.057, 9.66, 1.0, 1.7, 1.0, 978.0, 10.0, None, None, 2.0, None, 2.241, None, None, 1.783, None, 1.9, None, None, 52.61, 0.1, 1.8, 1016.9, 1.1, 0.0, 97.0, 2021-01-01 01:00:00, 978.0
97.4, None, None, 3.5, 0.469, 131.1, 1.0, 1.7, 1.0, 977.0, 131.0, None, None, 2.0, None, 2.019, None, None, 1.774, None, 1.9, None, None, 24.23, 0.5, 1.8, 1015.9, 1.1, 0.0, 97.0, 2021-01-01 02:00:00, 977.0
97.4, None, None, 3.5, 0.444, 116.7, 2.0, 1.7, 2.0, 976.0, 117.0, None, None, 2.0, None, 2.173, None, None, 1.916, None, 1.9, None, None, 23.16, 0.4, 1.9, 1014.9, 0.7, 0.0, 97.0, 2021-01-01 03:00:00, 976.0
97.4, None, None, 2.9, 0.29, 117.8, 2.0, 1.7, 2.0, 975.0, 118.0, None, None, 2.0, None, 2.014, None, None, 1.963, None, 2.0, None, None, 25.03, 0.3, 2.0, 1013.8, 0.4, 0.0, 97.0, 2021-01-01 04:00:00, 975.0
97.4, None, None, 2.8, 0.216, 107.8, 2.0, 1.7, 2.0, 974.0, 108.0, None, None, 2.0, None, 1.634, None, None, 2.04, None, 2.1, None, None, 24.72, 0.2, 2.0, 1012.8, 1.9, 0.0, 97.0, 2021-01-01 05:00:00, 974.0
97.4, None, None, 2.3, 0.151, 101.5, 2.0, 1.7, 2.0, 974.0, 102.0, None, None, 1.0, None, 0.822, None, None, 2.058, None, 2.1, None, None, 27.8, 0.2, 2.1, 1012.8, 2.1, -1.0, 97.0, 2021-01-01 06:00:00, 974.0
97.4, None, None, 5.9, 0.817, 104.7, 2.0, 2.1, 2.0, 974.0, 105.0, None, None, 2.0, None, 1.707, None, None, 2.14, None, 2.2, None, None, 31.83, 0.8, 2.1, 1012.8, 1.6, 1.0, 97.0, 2021-01-01 07:00:00, 974.0
97.4, None, None, 5.6, 1.123, 117.5, 2.0, 2.1, 2.0, 973.0, 118.0, None, None, 2.0, None, 1.768, None, None, 2.112, None, 2.2, None, None, 32.38, 1.1, 2.1, 1011.7, 0.9, 0.0, 97.0, 2021-01-01 08:00:00, 973.0
97.4, None, None, 5.9, 1.351, 124.5, 2.0, 2.1, 2.0, 973.0, 125.0, None, None, 2.0, None, 1.536, None, None, 2.246, None, 2.2, None, None, 39.05, 1.4, 2.2, 1011.7, 0.5, 0.0, 97.0, 2021-01-01 09:00:00, 973.0
