station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
0.0, -5.572, 79.01, -1.5, 4.8, 66.11, 1.965, 93.0, -8.0, 2.0, -5.6, -5.4, 1011.8, 0.0, -8.0, 921.0, 93.0, 0.0, 79.0, 2021-01-01 00:00:00, -6999.0, 921.0
0.0, -6.237, 82.1, -1.5, 4.8, 30.16, 2.763, 180.4, -8.0, 2.8, -6.2, -6.3, 1011.8, 0.0, -8.0, 921.0, 180.0, 0.0, 82.0, 2021-01-01 01:00:00, -6999.0, 921.0
0.0, -6.946, 87.9, -1.5, 3.5, 58.73, 0.832, 78.23, -9.0, 0.8, -6.9, -6.9, 1011.9, 0.0, -9.0, 921.0, 78.0, 0.0, 88.0, 2021-01-01 02:00:00, -6999.0, 921.0
0.0, -7.058, 84.0, -1.5, 4.9, 36.88, 1.386, 40.98, -9.0, 1.4, -7.1, -7.9, 1012.0, 0.0, -9.0, 921.0, 41.0, 0.0, 84.0, 2021-01-01 03:00:00, -6999.0, 921.0
0.0, -7.773, 86.1, -1.5, 8.6, 54.18, 3.162, 155.7, -9.0, 3.2, -7.8, -8.1, 1012.0, 0.0, -9.0, 921.0, 156.0, 0.0, 86.0, 2021-01-01 04:00:00, -6999.0, 921.0
0.0, -8.04, 86.5, -1.5, 8.8, 43.94, 2.873, 43.75, -10.0, 2.9, -8.0, -8.6, 1009.5, 0.0, -10.0, 919.0, 44.0, 0.0, 87.0, 2021-01-01 05:00:00, -6999.0, 919.0
0.0, -7.769, 85.6, -1.5, 8.8, 22.26, 3.59, 168.1, -9.0, 3.6, -7.8, -8.6, 1009.5, 0.0, -9.0, 919.0, 168.0, 0.0, 86.0, 2021-01-01 06:00:00, -6999.0, 919.0
0.0, -6.233, 87.0, -6.1, 12.8, 20.65, 6.974, 157.2, -8.0, 7.0, -6.2, -7.9, 1007.1, 0.0, -8.0, 917.0, 157.0, 0.0, 87.0, 2021-01-01 07:00:00, -6999.0, 917.0
0.3, -6.21, 91.7, -6.1, 14.1, 16.69, 6.06, 128.9, -7.0, 6.1, -6.2, -7.9, 1007.1, 0.3, -7.0, 917.0, 129.0, 0.0, 92.0, 2021-01-01 08:00:00, -6999.0, 917.0
0.7, -6.116, 91.2, -5.8, 14.0, 16.89, 6.137, 112.5, -7.0, 6.1, -6.1, -7.9, 1006.1, 0.4, -7.0, 916.0, 113.0, 0.0, 91.0, 2021-01-01 09:00:00, -6999.0, 916.0
1.2, -7.158, 90.7, -5.8, 16.0, 18.4, 7.596, 105.5, -8.0, 7.6, -7.2, -7.9, 1006.2, 0.5, -8.0, 916.0, 106.0, 1.0, 91.0, 2021-01-01 10:00:00, -6999.0, 916.0
2.2, -7.859, 90.1, -5.8, 18.1, 21.09, 7.756, 98.4, -9.0, 7.8, -7.9, -7.9, 1005.3, 1.0, -9.0, 915.0, 98.0, 1.0, 90.0, 2021-01-01 11:00:00, -6999.0, 915.0
2.5, -8.03, 90.4, -5.8, 16.7, 29.03, 6.005, 86.3, -9.0, 6.0, -8.0, -8.1, 1003.3, 0.3, -9.0, 913.0, 86.0, 0.0, 90.0, 2021-01-01 12:00:00, -6999.0, 913.0
2.7, -7.728, 89.3, -5.8, 17.2, 26.11, 6.11, 98.3, -9.0, 6.1, -7.7, -8.1, 1002.2, 0.2, -9.0, 912.0, 98.0, 0.0, 89.0, 2021-01-01 13:00:00, -6999.0, 912.0
2.9, -7.496, 89.9, -5.8, 19.2, 26.56, 7.061, 98.3, -9.0, 7.1, -7.5, -8.1, 1002.3, 0.2, -9.0, 912.0, 98.0, 0.0, 90.0, 2021-01-01 14:00:00, -6999.0, 912.0
3.3, -7.558, 90.5, -5.8, 14.8, 27.11, 5.793, 91.5, -8.0, 5.8, -7.6, -8.1, 1001.2, 0.4, -8.0, 911.0, 92.0, 0.0, 91.0, 2021-01-01 15:00:00, -6999.0, 911.0
3.5, -7.515, 90.4, -5.8, 18.3, 23.48, 7.035, 94.7, -9.0, 7.0, -7.5, -8.1, 1000.1, 0.2, -9.0, 910.0, 95.0, 0.0, 90.0, 2021-01-01 16:00:00, -6999.0, 910.0
3.5, -7.627, 91.3, -5.8, 19.1, 19.55, 7.646, 111.0, -9.0, 7.6, -7.6, -8.1, 999.1, 0.0, -9.0, 909.0, 111.0, 0.0, 91.0, 2021-01-01 17:00:00, -6999.0, 909.0
3.5, -7.614, 90.8, -5.8, 17.2, 25.22, 7.303, 109.5, -8.0, 7.3, -7.6, -8.1, 996.9, 0.1, -8.0, 907.0, 110.0, 0.0, 91.0, 2021-01-01 18:00:00, -6999.0, 907.0
3.7, -7.6, 91.3, -7.6, 13.3, 22.21, 6.056, 102.4, -9.0, 6.1, -7.6, -7.7, 995.6, 0.2, -9.0, 906.0, 102.0, 0.0, 91.0, 2021-01-01 19:00:00, -6999.0, 906.0
3.7, -7.454, 92.8, -7.4, 12.4, 25.26, 4.998, 105.8, -8.0, 5.0, -7.5, -7.7, 995.6, 0.0, -8.0, 906.0, 106.0, 0.0, 93.0, 2021-01-01 20:00:00, -6999.0, 906.0
