station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
None, 0.717, 82.4, 3.7, 16.0, 52.52, 4.692, 183.5, -2.0, 4.7, 0.7, -4.5, -2.0, 0.0, 184.0, 0.0, 82.0, 2021-01-01 17:00:00, -6999.0, -6999.0
None, 3.12, 75.48, 3.7, 25.5, 38.24, 11.35, 342.7, -1.0, 11.4, 3.1, -4.5, -1.0, 0.0, 343.0, 0.0, 75.0, 2021-01-01 18:00:00, -6999.0, -6999.0
None, 2.585, 82.0, 3.3, 26.8, 31.57, 12.39, 331.9, 0.0, 12.4, 2.6, 2.5, 0.0, 0.0, 332.0, 0.0, 82.0, 2021-01-01 19:00:00, -6999.0, -6999.0
None, 0.836, 90.7, 3.3, 20.7, 65.79, 5.689, 180.6, -1.0, 5.7, 0.8, 0.6, -1.0, 0.0, 181.0, 0.0, 91.0, 2021-01-01 20:00:00, -6999.0, -6999.0
None, 0.34, 94.1, 3.3, 6.6, 46.29, 2.309, 161.8, 0.0, 2.3, 0.3, 0.1, 0.0, 0.0, 162.0, 0.0, 94.0, 2021-01-01 21:00:00, -6999.0, -6999.0
None, 0.446, 95.4, 3.3, 5.6, 64.18, 1.507, 207.0, 0.0, 1.5, 0.4, 0.1, 0.0, 0.0, 207.0, 1.0, 95.0, 2021-01-01 22:00:00, -6999.0, -6999.0
None, 0.846, 94.7, 3.3, 15.4, 26.01, 5.977, 343.8, 1.0, 6.0, 0.8, 0.1, 1.0, 0.0, 344.0, 0.0, 95.0, 2021-01-01 23:00:00, -6999.0, -6999.0
None, 0.547, 95.5, 3.3, 8.6, 73.15, 2.154, 249.6, 0.0, 2.2, 0.5, 0.1, 0.0, 0.0, 250.0, 0.0, 96.0, 2021-01-02 00:00:00, -6999.0, -6999.0
None, 0.145, 96.0, 3.3, 9.7, 39.01, 3.782, 170.5, -1.0, 3.8, 0.1, 0.0, -1.0, 0.0, 171.0, 0.0, 96.0, 2021-01-02 01:00:00, -6999.0, -6999.0
None, -0.214, 96.3, 3.3, 8.3, 28.14, 3.872, 166.2, 0.0, 3.9, -0.2, -0.2, 0.0, 0.0, 166.0, 0.0, 96.0, 2021-01-02 02:00:00, -6999.0, -6999.0
None, -0.109, 96.5, 3.3, 8.0, 64.24, 1.909, 179.0, -1.0, 1.9, -0.1, -0.4, -1.0, 0.0, 179.0, 0.0, 97.0, 2021-01-02 03:00:00, -6999.0, -6999.0
None, 0.639, 92.6, 3.3, 14.5, 64.29, 4.233, 311.2, 0.0, 4.2, 0.6, -0.4, 0.0, 0.0, 311.0, 0.0, 93.0, 2021-01-02 04:00:00, -6999.0, -6999.0
None, 0.945, 88.0, 3.3, 16.9, 33.91, 5.692, 341.3, 0.0, 5.7, 0.9, -0.4, 0.0, 0.0, 341.0, 0.0, 88.0, 2021-01-02 05:00:00, -6999.0, -6999.0
None, 0.813, 89.5, 3.3, 14.6, 16.03, 7.431, 337.5, -1.0, 7.4, 0.8, -0.4, -1.0, 0.0, 338.0, 0.0, 90.0, 2021-01-02 06:00:00, -6999.0, -6999.0
None, -0.38, 94.0, 0.9, 10.8, 47.16, 3.881, 175.7, -1.0, 3.9, -0.4, -0.5, -1.0, 0.0, 176.0, 0.0, 94.0, 2021-01-02 07:00:00, -6999.0, -6999.0
None, -0.468, 95.3, 0.9, 10.7, 60.87, 3.082, 182.5, -1.0, 3.1, -0.5, -0.7, -1.0, 0.0, 183.0, 0.0, 95.0, 2021-01-02 08:00:00, -6999.0, -6999.0
None, -0.449, 95.8, 0.9, 4.8, 54.91, 1.709, 185.4, 0.0, 1.7, -0.4, -0.7, 0.0, 0.0, 185.0, 0.0, 96.0, 2021-01-02 09:00:00, -6999.0, -6999.0
None, 0.099, 96.3, 0.9, 6.3, 72.58, 2.029, 210.8, 0.0, 2.0, 0.1, -0.7, 0.0, 0.0, 211.0, 0.0, 96.0, 2021-01-02 10:00:00, -6999.0, -6999.0
None, -0.107, 96.1, 0.9, 3.5, 58.3, 1.297, 187.9, -1.0, 1.3, -0.1, -0.7, -1.0, 0.0, 188.0, 0.0, 96.0, 2021-01-02 11:00:00, -6999.0, -6999.0
None, 0.083, 96.4, 0.9, 8.8, 54.7, 1.555, 335.5, 0.0, 1.6, 0.1, -0.7, 0.0, 0.0, 336.0, 1.0, 96.0, 2021-01-02 12:00:00, -6999.0, -6999.0
None, 0.147, 96.6, 0.9, 6.1, 73.31, 1.222, 265.1, 0.0, 1.2, 0.1, -0.7, 0.0, 0.0, 265.0, 1.0, 97.0, 2021-01-02 13:00:00, -6999.0, -6999.0
None, 0.32, 96.6, 0.9, 7.6, 44.38, 1.721, 335.3, 0.0, 1.7, 0.3, -0.7, 0.0, 0.0, 335.0, 1.0, 97.0, 2021-01-02 14:00:00, -6999.0, -6999.0
None, 0.174, 96.7, 0.9, 7.7, 71.02, 0.12, 232.7, 0.0, 0.1, 0.2, -0.7, 0.0, 0.0, 233.0, 0.0, 97.0, 2021-01-02 15:00:00, -6999.0, -6999.0
None, 0.171, 96.8, 0.9, 6.7, 54.17, 0.356, 323.3, 0.0, 0.4, 0.2, -0.7, 0.0, 0.0, 323.0, 0.0, 97.0, 2021-01-02 16:00:00, -6999.0, -6999.0
None, 0.179, 97.0, 0.9, 5.2, 66.43, 0.984, 313.6, 0.0, 1.0, 0.2, -0.7, 0.0, 0.0, 314.0, 1.0, 97.0, 2021-01-02 17:00:00, -6999.0, -6999.0
None, 0.248, 96.7, 0.9, 9.6, 16.7, 3.18, 337.8, 0.0, 3.2, 0.2, -0.7, 0.0, 0.0, 338.0, 1.0, 97.0, 2021-01-02 18:00:00, -6999.0, -6999.0
None, 0.235, 97.0, 0.3, 9.4, 14.08, 4.388, 343.2, 0.0, 4.4, 0.2, 0.1, 0.0, 0.0, 343.0, 1.0, 97.0, 2021-01-02 19:00:00, -6999.0, -6999.0
None, -0.068, 97.1, 0.3, 0.0, 55.73, 0.0, 202.9, 0.0, 0.0, -0.1, -0.1, 0.0, 0.0, 203.0, 1.0, 97.0, 2021-01-02 20:00:00, -6999.0, -6999.0
None, -0.07, 97.2, 0.3, 0.0, 58.33, 0.0, 216.0, -1.0, 0.0, -0.1, -0.2, -1.0, 0.0, 216.0, 0.0, 97.0, 2021-01-02 21:00:00, -6999.0, -6999.0
None, -0.155, 97.3, 0.3, 0.0, 46.32, 0.0, 183.7, 0.0, 0.0, -0.2, -0.2, 0.0, 0.0, 184.0, 0.0, 97.0, 2021-01-02 22:00:00, -6999.0, -6999.0
None, -0.038, 97.4, 0.3, 0.0, 63.67, 0.0, 299.5, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 300.0, 0.0, 97.0, 2021-01-02 23:00:00, -6999.0, -6999.0
None, -0.006, 97.3, 0.3, 0.0, 39.0, 0.0, 329.5, 0.0, 0.0, 0.0, -0.2, 0.0, 0.0, 330.0, 0.0, 97.0, 2021-01-03 00:00:00, -6999.0, -6999.0
None, -0.888, 96.4, 0.3, 0.0, 27.15, 0.0, 352.5, -1.0, 0.0, -0.9, -1.0, -1.0, 0.0, 353.0, 0.0, 96.0, 2021-01-03 01:00:00, -6999.0, -6999.0
None, -1.494, 94.2, 0.3, 0.0, 20.57, 0.0, 341.9, -2.0, 0.0, -1.5, -1.7, -2.0, 0.0, 342.0, 0.0, 94.0, 2021-01-03 04:00:00, -6999.0, -6999.0
None, -2.16, 94.4, 0.3, 0.0, 20.37, 0.0, 341.6, -3.0, 0.0, -2.2, -2.3, -3.0, 0.0, 342.0, 0.0, 94.0, 2021-01-03 05:00:00, -6999.0, -6999.0
None, -2.529, 94.7, 0.3, 0.0, 17.39, 0.0, 330.0, -3.0, 0.0, -2.5, -2.7, -3.0, 0.0, 330.0, 0.0, 95.0, 2021-01-03 06:00:00, -6999.0, -6999.0
None, -2.291, 90.5, -2.3, 0.0, 35.72, 0.0, 333.6, -4.0, 0.0, -2.3, -2.7, -4.0, 0.0, 334.0, 0.0, 91.0, 2021-01-03 07:00:00, -6999.0, -6999.0
None, -2.64, 89.5, -2.3, 0.0, 52.02, 0.0, 314.6, -4.0, 0.0, -2.6, -2.7, -4.0, 0.0, 315.0, 0.0, 90.0, 2021-01-03 08:00:00, -6999.0, -6999.0
None, -2.462, 88.2, -2.3, 0.0, 40.27, 0.0, 345.2, -4.0, 0.0, -2.5, -2.8, -4.0, 0.0, 345.0, 0.0, 88.0, 2021-01-03 09:00:00, -6999.0, -6999.0
None, -2.311, 83.8, -2.1, 0.0, 41.75, 0.0, 348.7, -4.0, 0.0, -2.3, -2.8, -4.0, 0.0, 349.0, 0.0, 84.0, 2021-01-03 10:00:00, -6999.0, -6999.0
None, -1.509, 74.7, -1.5, 0.0, 73.94, 0.0, 157.1, -5.0, 0.0, -1.5, -2.9, -5.0, 0.0, 157.0, 0.0, 75.0, 2021-01-03 11:00:00, -6999.0, -6999.0
None, -1.745, 77.94, -0.7, 10.3, 60.2, 0.55, 24.52, -5.0, 0.6, -1.7, -2.9, -5.0, 0.0, 25.0, 0.0, 78.0, 2021-01-03 12:00:00, -6999.0, -6999.0
None, -2.357, 86.9, -0.7, 10.9, 78.03, 1.805, 315.1, -4.0, 1.8, -2.4, -2.9, -4.0, 0.0, 315.0, 0.0, 87.0, 2021-01-03 13:00:00, -6999.0, -6999.0
None, -1.146, 70.68, -0.7, 15.0, 48.11, 2.181, 4.049, -5.0, 2.2, -1.1, -2.9, -5.0, 0.0, 4.0, 0.0, 71.0, 2021-01-03 14:00:00, -6999.0, -6999.0
None, -1.593, 74.83, -0.7, 22.3, 37.26, 5.121, 346.9, -5.0, 5.1, -1.6, -2.9, -5.0, 0.0, 347.0, 0.0, 75.0, 2021-01-03 15:00:00, -6999.0, -6999.0
None, -2.287, 85.5, -0.7, 11.6, 35.86, 2.177, 344.6, -4.0, 2.2, -2.3, -2.9, -4.0, 0.0, 345.0, 0.0, 86.0, 2021-01-03 16:00:00, -6999.0, -6999.0
None, -2.047, 82.2, -0.7, 14.5, 39.4, 2.521, 341.4, -4.0, 2.5, -2.0, -2.9, -4.0, 0.0, 341.0, 0.0, 82.0, 2021-01-03 17:00:00, -6999.0, -6999.0
None, -1.601, 74.98, -0.7, 12.7, 35.24, 2.748, 336.7, -5.0, 2.7, -1.6, -2.9, -5.0, 0.0, 337.0, 0.0, 75.0, 2021-01-03 18:00:00, -6999.0, -6999.0
None, -1.982, 78.34, -1.3, 21.9, 55.78, 4.757, 13.67, -5.0, 4.8, -2.0, -2.2, -5.0, 0.0, 14.0, 0.0, 78.0, 2021-01-03 19:00:00, -6999.0, -6999.0
None, -2.434, 80.7, -1.3, 16.4, 62.9, 4.337, 19.31, -5.0, 4.3, -2.4, -2.4, -5.0, 0.0, 19.0, 0.0, 81.0, 2021-01-03 20:00:00, -6999.0, -6999.0
None, -3.354, 88.2, -1.3, 10.0, 24.48, 3.131, 329.8, -5.0, 3.1, -3.4, -3.5, -5.0, 0.0, 330.0, 0.0, 88.0, 2021-01-03 21:00:00, -6999.0, -6999.0
None, -3.569, 88.6, -1.3, 12.4, 54.69, 1.791, 326.8, -5.0, 1.8, -3.6, -3.7, -5.0, 0.0, 327.0, 0.0, 89.0, 2021-01-03 22:00:00, -6999.0, -6999.0
None, -5.524, 89.9, -1.3, 7.1, 62.33, 1.621, 292.6, -7.0, 1.6, -5.5, -5.5, -7.0, 0.0, 293.0, 0.0, 90.0, 2021-01-03 23:00:00, -6999.0, -6999.0
None, -6.931, 91.3, -1.3, 4.7, 64.54, 1.071, 294.9, -8.0, 1.1, -6.9, -7.0, -8.0, 0.0, 295.0, 0.0, 91.0, 2021-01-04 00:00:00, -6999.0, -6999.0
None, -8.45, 91.3, -1.3, 6.8, 47.68, 0.831, 318.5, -9.0, 0.8, -8.5, -8.4, -9.0, 0.0, 319.0, 0.0, 91.0, 2021-01-04 01:00:00, -6999.0, -6999.0
None, -9.24, 91.5, -1.3, 7.0, 34.97, 1.31, 332.7, -10.0, 1.3, -9.2, -9.5, -10.0, 0.0, 333.0, 0.0, 92.0, 2021-01-04 02:00:00, -6999.0, -6999.0
None, -7.989, 92.6, -1.3, 11.0, 35.6, 2.557, 337.8, -9.0, 2.6, -8.0, -9.8, -9.0, 0.0, 338.0, 0.0, 93.0, 2021-01-04 03:00:00, -6999.0, -6999.0
None, -8.77, 91.4, -1.3, 12.1, 40.46, 5.373, 340.4, -10.0, 5.4, -8.8, -9.8, -10.0, 0.0, 340.0, 0.0, 91.0, 2021-01-04 04:00:00, -6999.0, -6999.0
None, -9.24, 91.0, -1.3, 8.3, 64.38, 2.972, 197.3, -10.0, 3.0, -9.2, -9.8, -10.0, 0.0, 197.0, 0.0, 91.0, 2021-01-04 05:00:00, -6999.0, -6999.0
None, -9.89, 90.1, -1.3, 6.6, 65.13, 1.173, 290.4, -11.0, 1.2, -9.9, -10.0, -11.0, 0.0, 290.0, 0.0, 90.0, 2021-01-04 06:00:00, -6999.0, -6999.0
None, -8.94, 91.3, -8.8, 9.5, 69.52, 2.087, 255.6, -10.0, 2.1, -8.9, -10.1, -10.0, 0.0, 256.0, 0.0, 91.0, 2021-01-04 07:00:00, -6999.0, -6999.0
None, -8.83, 91.4, -8.8, 7.8, 67.21, 2.613, 218.7, -10.0, 2.6, -8.8, -10.1, -10.0, 0.0, 219.0, 0.0, 91.0, 2021-01-04 08:00:00, -6999.0, -6999.0
None, -7.968, 91.5, -7.9, 7.3, 29.04, 3.398, 195.8, -9.0, 3.4, -8.0, -10.1, -9.0, 0.0, 196.0, 0.0, 92.0, 2021-01-04 09:00:00, -6999.0, -6999.0
None, -7.375, 91.3, -7.1, 8.5, 49.42, 2.803, 202.6, -8.0, 2.8, -7.4, -10.1, -8.0, 0.0, 203.0, 0.0, 91.0, 2021-01-04 10:00:00, -6999.0, -6999.0
None, -5.837, 91.2, -5.9, 6.1, 58.88, 1.525, 230.5, -7.0, 1.5, -5.8, -10.1, -7.0, 0.0, 231.0, 0.0, 91.0, 2021-01-04 11:00:00, -6999.0, -6999.0
None, -4.968, 90.9, -4.9, 5.4, 62.41, 0.815, 288.9, -6.0, 0.8, -5.0, -10.1, -6.0, 0.0, 289.0, 0.0, 91.0, 2021-01-04 12:00:00, -6999.0, -6999.0
None, -4.299, 89.2, -4.1, 6.0, 34.05, 1.225, 326.5, -5.0, 1.2, -4.3, -10.1, -5.0, 0.0, 327.0, 0.0, 89.0, 2021-01-04 13:00:00, -6999.0, -6999.0
None, -3.838, 90.0, -3.8, 5.2, 13.85, 0.524, 332.2, -5.0, 0.5, -3.8, -10.1, -5.0, 0.0, 332.0, 0.0, 90.0, 2021-01-04 14:00:00, -6999.0, -6999.0
None, -3.688, 91.8, -3.6, 3.7, 33.34, 0.594, 336.8, -5.0, 0.6, -3.7, -10.1, -5.0, 0.0, 337.0, 0.0, 92.0, 2021-01-04 15:00:00, -6999.0, -6999.0
None, -3.775, 92.9, -3.5, 3.7, 18.33, 0.78, 330.4, -5.0, 0.8, -3.8, -10.1, -5.0, 0.0, 330.0, 0.0, 93.0, 2021-01-04 16:00:00, -6999.0, -6999.0
None, -3.945, 93.4, -3.5, 4.8, 14.81, 0.69, 331.8, -5.0, 0.7, -3.9, -10.1, -5.0, 0.0, 332.0, 0.0, 93.0, 2021-01-04 17:00:00, -6999.0, -6999.0
None, -3.375, 94.6, -2.9, 8.5, 40.62, 1.383, 327.9, -4.0, 1.4, -3.4, -4.1, -4.0, 0.0, 328.0, 0.0, 95.0, 2021-01-04 20:00:00, -6999.0, -6999.0
None, -3.169, 95.2, -2.9, 8.1, 36.21, 2.04, 324.6, -4.0, 2.0, -3.2, -4.1, -4.0, 0.0, 325.0, 0.0, 95.0, 2021-01-04 21:00:00, -6999.0, -6999.0
None, -3.001, 94.9, -2.9, 9.4, 45.48, 1.972, 329.8, -3.0, 2.0, -3.0, -4.1, -3.0, 0.0, 330.0, 0.0, 95.0, 2021-01-04 22:00:00, -6999.0, -6999.0
None, -2.485, 94.8, -2.6, 12.3, 19.27, 1.964, 323.2, -3.0, 2.0, -2.5, -4.1, -3.0, 0.0, 323.0, 0.0, 95.0, 2021-01-04 23:00:00, -6999.0, -6999.0
None, -1.95, 92.5, -1.8, 18.1, 28.71, 6.671, 356.0, -3.0, 6.7, -2.0, -4.1, -3.0, 0.0, 356.0, 0.0, 93.0, 2021-01-05 00:00:00, -6999.0, -6999.0
None, -3.234, 90.9, -1.2, 16.2, 20.71, 6.966, 339.2, -4.0, 7.0, -3.2, -4.1, -4.0, 0.0, 339.0, 0.0, 91.0, 2021-01-05 03:00:00, -6999.0, -6999.0
None, -4.872, 92.6, -1.2, 11.9, 15.27, 5.22, 339.9, -6.0, 5.2, -4.9, -4.8, -6.0, 0.0, 340.0, 0.0, 93.0, 2021-01-05 04:00:00, -6999.0, -6999.0
None, -5.524, 92.0, -1.2, 19.0, 44.53, 6.428, 329.9, -7.0, 6.4, -5.5, -5.6, -7.0, 0.0, 330.0, 0.0, 92.0, 2021-01-05 05:00:00, -6999.0, -6999.0
None, -6.989, 92.5, -1.2, 6.4, 34.12, 1.779, 327.0, -8.0, 1.8, -7.0, -7.1, -8.0, 0.0, 327.0, 0.0, 93.0, 2021-01-05 06:00:00, -6999.0, -6999.0
None, -8.44, 92.2, -6.5, 8.8, 60.04, 1.833, 291.3, -9.0, 1.8, -8.4, -8.6, -9.0, 0.0, 291.0, 0.0, 92.0, 2021-01-05 07:00:00, -6999.0, -6999.0
None, -9.31, 90.8, -6.5, 7.6, 66.34, 1.398, 281.8, -11.0, 1.4, -9.3, -9.4, -11.0, 0.0, 282.0, 0.0, 91.0, 2021-01-05 08:00:00, -6999.0, -6999.0
None, -9.56, 90.6, -6.5, 5.3, 48.87, 0.633, 309.8, -10.0, 0.6, -9.6, -9.9, -10.0, 0.0, 310.0, 0.0, 91.0, 2021-01-05 09:00:00, -6999.0, -6999.0
None, -7.94, 90.6, -6.5, 7.5, 62.52, 1.299, 283.7, -9.0, 1.3, -7.9, -9.9, -9.0, 0.0, 284.0, 0.0, 91.0, 2021-01-05 10:00:00, -6999.0, -6999.0
None, -6.233, 90.0, -6.4, 6.0, 39.35, 0.598, 321.4, -8.0, 0.6, -6.2, -9.9, -8.0, 0.0, 321.0, 0.0, 90.0, 2021-01-05 11:00:00, -6999.0, -6999.0
None, -5.107, 87.1, -5.1, 10.0, 19.65, 2.907, 335.1, -7.0, 2.9, -5.1, -9.9, -7.0, 0.0, 335.0, 0.0, 87.0, 2021-01-05 12:00:00, -6999.0, -6999.0
None, -3.426, 85.0, -3.2, 14.3, 19.4, 7.127, 342.3, -6.0, 7.1, -3.4, -9.9, -6.0, 0.0, 342.0, 0.0, 85.0, 2021-01-05 13:00:00, -6999.0, -6999.0
None, -2.382, 84.7, -2.4, 11.9, 28.84, 3.919, 338.7, -5.0, 3.9, -2.4, -9.9, -5.0, 0.0, 339.0, 0.0, 85.0, 2021-01-05 14:00:00, -6999.0, -6999.0
None, -2.105, 84.2, -1.0, 16.5, 26.24, 6.696, 346.8, -4.0, 6.7, -2.1, -9.9, -4.0, 0.0, 347.0, 0.0, 84.0, 2021-01-05 15:00:00, -6999.0, -6999.0
None, -2.783, 88.7, -1.0, 14.4, 17.02, 5.799, 340.5, -4.0, 5.8, -2.8, -9.9, -4.0, 0.0, 341.0, 0.0, 89.0, 2021-01-05 16:00:00, -6999.0, -6999.0
None, -1.041, 74.67, -0.8, 25.8, 24.42, 10.37, 350.2, -4.0, 10.4, -1.0, -9.9, -4.0, 0.0, 350.0, 0.0, 75.0, 2021-01-05 17:00:00, -6999.0, -6999.0
None, -0.783, 71.15, -0.6, 23.5, 21.14, 10.9, 333.9, -5.0, 10.9, -0.8, -9.9, -5.0, 0.0, 334.0, 0.0, 71.0, 2021-01-05 18:00:00, -6999.0, -6999.0
None, -0.911, 76.79, -0.6, 27.7, 21.6, 12.88, 337.8, -4.0, 12.9, -0.9, -1.0, -4.0, 0.0, 338.0, 0.0, 77.0, 2021-01-05 19:00:00, -6999.0, -6999.0
None, -0.908, 79.22, -0.6, 31.8, 28.58, 13.3, 335.2, -4.0, 13.3, -0.9, -1.3, -4.0, 0.0, 335.0, 0.0, 79.0, 2021-01-05 20:00:00, -6999.0, -6999.0
None, -1.263, 83.3, -0.5, 28.1, 39.45, 9.81, 330.5, -3.0, 9.8, -1.3, -1.3, -3.0, 0.0, 331.0, 0.0, 83.0, 2021-01-05 21:00:00, -6999.0, -6999.0
None, -2.371, 94.1, -0.5, 16.8, 46.04, 6.242, 171.7, -3.0, 6.2, -2.4, -2.5, -3.0, 0.0, 172.0, 0.0, 94.0, 2021-01-05 22:00:00, -6999.0, -6999.0
None, -2.446, 94.4, -0.5, 5.5, 66.84, 1.519, 264.0, -3.0, 1.5, -2.4, -2.5, -3.0, 0.0, 264.0, 0.0, 94.0, 2021-01-05 23:00:00, -6999.0, -6999.0
None, -2.517, 94.3, -0.5, 7.1, 69.37, 1.94, 235.9, -3.0, 1.9, -2.5, -2.7, -3.0, 0.0, 236.0, 0.0, 94.0, 2021-01-06 00:00:00, -6999.0, -6999.0
None, -0.133, 80.9, 0.2, 26.9, 50.53, 6.58, 325.6, -3.0, 6.6, -0.1, -2.7, -3.0, 0.0, 326.0, 0.0, 81.0, 2021-01-06 01:00:00, -6999.0, -6999.0
None, 0.694, 76.53, 0.7, 27.7, 20.64, 12.88, 332.5, -3.0, 12.9, 0.7, -2.7, -3.0, 0.0, 333.0, 0.0, 77.0, 2021-01-06 02:00:00, -6999.0, -6999.0
None, 0.543, 80.2, 0.9, 22.7, 19.16, 9.73, 336.3, -2.0, 9.7, 0.5, -2.7, -2.0, 0.0, 336.0, 0.0, 80.0, 2021-01-06 03:00:00, -6999.0, -6999.0
None, 0.138, 83.5, 0.9, 16.3, 23.62, 7.328, 332.4, -2.0, 7.3, 0.1, -2.7, -2.0, 0.0, 332.0, 0.0, 84.0, 2021-01-06 04:00:00, -6999.0, -6999.0
None, -0.152, 87.8, 0.9, 19.3, 18.76, 6.6, 340.3, -2.0, 6.6, -0.2, -2.7, -2.0, 0.0, 340.0, 0.0, 88.0, 2021-01-06 05:00:00, -6999.0, -6999.0
None, -0.548, 91.8, 0.9, 13.7, 21.25, 6.744, 338.8, -2.0, 6.7, -0.5, -2.7, -2.0, 0.0, 339.0, 0.0, 92.0, 2021-01-06 06:00:00, -6999.0, -6999.0
None, -0.554, 90.5, -0.3, 13.9, 19.13, 5.57, 340.9, -2.0, 5.6, -0.6, -0.7, -2.0, 0.0, 341.0, 0.0, 91.0, 2021-01-06 07:00:00, -6999.0, -6999.0
None, -0.872, 90.9, 0.1, 13.4, 65.23, 4.01, 317.0, -2.0, 4.0, -0.9, -1.0, -2.0, 0.0, 317.0, 0.0, 91.0, 2021-01-06 08:00:00, -6999.0, -6999.0
None, -1.377, 93.8, 0.1, 14.8, 48.69, 5.061, 172.6, -2.0, 5.1, -1.4, -1.4, -2.0, 0.0, 173.0, 0.0, 94.0, 2021-01-06 09:00:00, -6999.0, -6999.0
