station_observations
CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW
None, -3.884, None, None, None, None, 24.5, 31.88, 0.0, 12.35, 196.6, -6999.0, 12.4, -3.9, -4.0, -7999.0, None, None, 197.0, -3.2, None, None, -6999.0, None, 2021-01-01 00:00:00, 90.0, None, 89.9
None, -4.086, None, None, None, None, 30.8, 62.64, 0.0, 7.719, 190.9, -6999.0, 7.7, -4.1, -4.0, -7999.0, None, None, 191.0, -3.2, None, None, -6999.0, None, 2021-01-01 01:00:00, 90.0, None, 89.6
None, -4.275, None, None, None, None, 28.0, 68.6, 0.0, 7.112, 197.6, -6999.0, 7.1, -4.3, -4.6, -7999.0, None, None, 198.0, -3.2, None, None, -6999.0, None, 2021-01-01 02:00:00, 89.0, None, 89.3
None, -3.668, None, None, None, None, 30.6, 70.38, -1.0, 7.717, 182.2, -6999.0, 7.7, -3.7, -4.6, -7999.0, None, None, 182.0, -3.2, None, None, -6999.0, None, 2021-01-01 03:00:00, 89.0, None, 88.6
None, -4.177, None, None, None, None, 32.0, 69.33, 0.0, 7.197, 31.22, -6999.0, 7.2, -4.2, -4.7, -7999.0, None, None, 31.0, -3.2, None, None, -6999.0, None, 2021-01-01 04:00:00, 89.0, None, 88.5
None, -3.122, None, None, None, None, 32.7, 77.09, 0.0, 8.8, 93.0, -6999.0, 8.8, -3.1, -4.7, -7999.0, None, None, 93.0, -3.1, None, None, -6999.0, None, 2021-01-01 05:00:00, 88.0, None, 88.2
None, -3.062, None, None, None, None, 31.8, 77.13, 0.0, 8.44, 88.6, -6999.0, 8.4, -3.1, -4.7, -7999.0, None, None, 89.0, -2.9, None, None, -6999.0, None, 2021-01-01 06:00:00, 88.0, None, 88.1
None, -2.901, None, None, None, None, 41.6, 71.57, 0.0, 7.426, 28.42, -6999.0, 7.4, -2.9, -3.3, -7999.0, None, None, 28.0, -2.9, None, None, -6999.0, None, 2021-01-01 07:00:00, 88.0, None, 87.8
None, -3.221, None, None, None, None, 32.5, 65.6, 0.0, 8.5, 23.35, -6999.0, 8.5, -3.2, -3.3, -7999.0, None, None, 23.0, -2.7, None, None, -6999.0, None, 2021-01-01 08:00:00, 88.0, None, 88.0
None, -2.346, None, None, None, None, 31.3, 74.23, 1.0, 9.23, 34.76, -6999.0, 9.2, -2.3, -3.3, -7999.0, None, None, 35.0, -2.3, None, None, -6999.0, None, 2021-01-01 09:00:00, 88.0, None, 88.4
None, -1.62, None, None, None, None, 39.2, 76.29, -1.0, 11.06, 160.3, -6999.0, 11.1, -1.6, -3.3, -7999.0, None, None, 160.0, -1.6, None, None, -6999.0, None, 2021-01-01 10:00:00, 88.0, None, 87.8
None, -1.224, None, None, None, None, 38.3, 43.85, 0.0, 14.46, 189.5, -6999.0, 14.5, -1.2, -3.3, -7999.0, None, None, 190.0, -1.2, None, None, -6999.0, None, 2021-01-01 11:00:00, 88.0, None, 87.5
None, -0.444, None, None, None, None, 30.1, 78.75, -1.0, 9.26, 127.7, -6999.0, 9.3, -0.4, -3.3, -7999.0, None, None, 128.0, -0.4, None, None, -6999.0, None, 2021-01-01 12:00:00, 87.0, None, 86.9
None, -0.31, None, None, None, None, 35.4, 68.35, -1.0, 9.79, 58.38, -6999.0, 9.8, -0.3, -3.3, -7999.0, None, None, 58.0, -0.2, None, None, -6999.0, None, 2021-01-01 13:00:00, 86.0, None, 86.3
None, -0.056, None, None, None, None, 30.9, 75.91, 0.0, 6.703, 171.6, -6999.0, 6.7, -0.1, -3.3, -7999.0, None, None, 172.0, -0.1, None, None, -6999.0, None, 2021-01-01 14:00:00, 86.0, None, 86.4
None, -0.1, None, None, None, None, 33.5, 79.18, 0.0, 6.478, 149.7, -6999.0, 6.5, -0.1, -3.3, -7999.0, None, None, 150.0, 0.2, None, None, -6999.0, None, 2021-01-01 15:00:00, 86.0, None, 86.1
None, -0.188, None, None, None, None, 27.5, 75.48, 0.0, 4.438, 193.1, -6999.0, 4.4, -0.2, -3.3, -7999.0, None, None, 193.0, 0.2, None, None, -6999.0, None, 2021-01-01 16:00:00, 86.0, None, 86.1
None, -0.186, None, None, None, None, 20.0, 73.77, 0.0, 4.818, 65.24, -6999.0, 4.8, -0.2, -3.3, -7999.0, None, None, 65.0, 0.2, None, None, -6999.0, None, 2021-01-01 17:00:00, 86.0, None, 86.0
None, 0.067, None, None, None, None, 26.0, 76.38, 0.0, 7.522, 133.7, -6999.0, 7.5, 0.1, -3.3, -7999.0, None, None, 134.0, 0.2, None, None, -6999.0, None, 2021-01-01 18:00:00, 86.0, None, 85.8
None, -0.044, None, None, None, None, 42.4, 72.02, 0.0, 8.82, 22.2, -6999.0, 8.8, 0.0, -0.1, -7999.0, None, None, 22.0, 0.2, None, None, -6999.0, None, 2021-01-01 19:00:00, 86.0, None, 85.6
None, -0.688, None, None, None, None, 27.5, 67.66, 0.0, 7.578, 222.6, -6999.0, 7.6, -0.7, -0.7, -7999.0, None, None, 223.0, 0.2, None, None, -6999.0, None, 2021-01-01 20:00:00, 86.0, None, 85.8
None, -0.834, None, None, None, None, 45.5, 35.2, 1.0, 15.69, 209.8, -6999.0, 15.7, -0.8, -0.9, -7999.0, None, None, 210.0, 0.2, None, None, -6999.0, None, 2021-01-01 21:00:00, 87.0, None, 86.6
None, -1.176, None, None, None, None, 39.4, 25.21, 0.0, 17.54, 209.1, -6999.0, 17.5, -1.2, -1.2, -7999.0, None, None, 209.0, 0.2, None, None, -6999.0, None, 2021-01-01 22:00:00, 86.0, None, 86.4
None, -1.128, None, None, None, None, 36.3, 29.88, 0.0, 15.5, 206.8, -6999.0, 15.5, -1.1, -1.4, -7999.0, None, None, 207.0, 0.2, None, None, -6999.0, None, 2021-01-01 23:00:00, 86.0, None, 86.4
