station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
0.2, -5.677, 94.9, -4.2, 95.0, -6.0, -5.7, -6.2, 1009.0, 0.1, -6.0, 909.0, 0.0, 2021-01-01 00:00:00, -6999.0, 909.0
0.6, -4.331, 95.2, -4.0, 95.0, -5.0, -4.3, -6.2, 1007.8, 0.4, -5.0, 908.0, 0.0, 2021-01-01 01:00:00, -6999.0, 908.0
1.4, -4.027, 95.6, -3.7, 96.0, -4.0, -4.0, -6.2, 1006.7, 0.8, -4.0, 907.0, 1.0, 2021-01-01 02:00:00, -6999.0, 907.0
2.0, -3.877, 95.7, -3.7, 96.0, -4.0, -3.9, -6.2, 1005.6, 0.6, -4.0, 906.0, 1.0, 2021-01-01 03:00:00, -6999.0, 906.0
3.3, -3.839, 95.8, -3.7, 96.0, -5.0, -3.8, -6.2, 1004.5, 1.3, -5.0, 905.0, 1.0, 2021-01-01 04:00:00, -6999.0, 905.0
4.2, -3.566, 96.1, -3.5, 96.0, -4.0, -3.6, -6.2, 1002.2, 0.9, -4.0, 903.0, 1.0, 2021-01-01 05:00:00, -6999.0, 903.0
5.1, -3.592, 96.0, -3.4, 96.0, -4.0, -3.6, -6.2, 1002.2, 0.9, -4.0, 903.0, 1.0, 2021-01-01 06:00:00, -6999.0, 903.0
6.1, -3.711, 96.0, -3.5, 96.0, -4.0, -3.7, -3.8, 1000.0, 1.0, -4.0, 901.0, 1.0, 2021-01-01 07:00:00, -6999.0, 901.0
6.5, -3.817, 95.9, -3.5, 96.0, -4.0, -3.8, -3.8, 1000.0, 0.4, -4.0, 901.0, 0.0, 2021-01-01 08:00:00, -6999.0, 901.0
7.0, -3.846, 95.9, -3.5, 96.0, -4.0, -3.8, -3.9, 998.9, 0.5, -4.0, 900.0, 1.0, 2021-01-01 09:00:00, -6999.0, 900.0
7.2, -3.405, 96.4, -3.3, 96.0, -4.0, -3.4, -4.0, 998.8, 0.2, -4.0, 900.0, 0.0, 2021-01-01 10:00:00, -6999.0, 900.0
7.5, -3.055, 96.3, -2.8, 96.0, -3.0, -3.1, -4.0, 997.5, 0.3, -3.0, 899.0, 0.0, 2021-01-01 11:00:00, -6999.0, 899.0
7.5, -2.821, 96.5, -2.6, 97.0, -3.0, -2.8, -4.0, 995.4, 0.0, -3.0, 897.0, 0.0, 2021-01-01 12:00:00, -6999.0, 897.0
7.5, -2.184, 96.8, -1.8, 97.0, -2.0, -2.2, -4.0, 995.2, 0.0, -2.0, 897.0, 0.0, 2021-01-01 13:00:00, -6999.0, 897.0
7.5, -1.849, 97.5, -1.6, 98.0, -2.0, -1.8, -4.0, 994.0, 0.0, -2.0, 896.0, 0.0, 2021-01-01 14:00:00, -6999.0, 896.0
7.8, -1.466, 97.7, -1.4, 98.0, -2.0, -1.5, -4.0, 992.9, 0.3, -2.0, 895.0, 0.0, 2021-01-01 15:00:00, -6999.0, 895.0
