station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, STANDARD_SNOW, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, snwfl_amt_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, stn_pres
None, 0.107, None, None, None, 0.1, 14.33, 0.0, 0.0, 328.8, -6999.0, 0.0, 0.1, -2.5, 0.7, 329.0, 0.1, None, None, -6999.0, None, 2021-01-01 00:00:00, 126.0, None, 125.5, None
None, -1.231, None, None, None, 0.0, 44.78, 0.0, 0.0, 317.9, -6999.0, 0.0, -1.2, -2.5, 0.7, 318.0, 0.1, None, None, -6999.0, None, 2021-01-01 01:00:00, 125.0, None, 125.3, None
None, 0.088, None, None, None, 0.0, 20.08, 2.0, 0.0, 327.6, -6999.0, 0.0, 0.1, -2.5, 0.9, 328.0, 0.1, None, None, -6999.0, None, 2021-01-01 02:00:00, 127.0, None, 127.2, None
None, -0.064, None, None, None, 0.0, 17.63, 0.0, 0.0, 334.7, -6999.0, 0.0, -0.1, -2.5, 1.3, 335.0, 0.1, None, None, -6999.0, None, 2021-01-01 03:00:00, 127.0, None, 127.4, None
None, -0.377, None, None, None, 0.0, 25.28, 3.0, 0.0, 345.3, -6999.0, 0.0, -0.4, -2.5, 1.4, 345.0, 0.1, None, None, -6999.0, None, 2021-01-01 04:00:00, 130.0, None, 130.0, None
None, -0.691, None, None, None, 0.0, 11.36, -1.0, 0.0, 27.96, -6999.0, 0.0, -0.7, -2.5, 1.3, 28.0, 0.1, None, None, -6999.0, None, 2021-01-01 05:00:00, 129.0, None, 129.2, None
None, -1.026, None, None, None, 0.0, 0.0, 4.0, 0.0, 31.37, -6999.0, 0.0, -1.0, -2.5, 1.2, 31.0, 0.1, None, None, -6999.0, None, 2021-01-01 06:00:00, 132.0, None, 132.4, None
None, -1.2, None, None, None, 0.0, 0.034, 3.0, 0.0, 31.25, -6999.0, 0.0, -1.2, -1.6, 1.0, 31.0, -1.0, None, None, -6999.0, None, 2021-01-01 07:00:00, 135.0, None, 134.9, None
None, -1.68, None, None, None, 0.0, 0.0, 2.0, 0.0, 31.12, -6999.0, 0.0, -1.7, -1.7, 0.4, 31.0, -1.0, None, None, -6999.0, None, 2021-01-01 08:00:00, 136.0, None, 135.9, None
None, -1.288, None, None, None, 0.0, 0.195, 0.0, 0.0, 30.96, -6999.0, 0.0, -1.3, -1.7, 0.8, 31.0, -1.0, None, None, -6999.0, None, 2021-01-01 09:00:00, 136.0, None, 136.1, None
None, -0.668, None, None, None, 0.0, 0.082, -1.0, 0.0, 30.8, -6999.0, 0.0, -0.7, -1.7, 1.5, 31.0, -0.7, None, None, -6999.0, None, 2021-01-01 10:00:00, 135.0, None, 135.3, None
None, -0.658, None, None, None, 0.0, 0.0, 4.0, 0.0, 30.61, -6999.0, 0.0, -0.7, -1.7, 1.7, 31.0, -0.5, None, None, -6999.0, None, 2021-01-01 11:00:00, 138.0, None, 138.4, None
None, 0.298, None, None, None, 1.5, 24.93, -1.0, 0.007, 3.227, -6999.0, 0.0, 0.3, -1.7, 1.0, 3.0, 0.3, None, None, -6999.0, None, 2021-01-01 12:00:00, 138.0, None, 137.6, None
None, -1.768, None, None, None, None, 16.99, None, 0.0, 26.56, -6999.0, None, -1.8, -1.8, None, None, 0.4, None, None, -6999.0, None, 2021-01-01 13:00:00, None, None, 136.9, None
None, -1.858, None, None, None, None, 0.0, None, 0.0, 30.98, -6999.0, None, -1.9, -2.2, 0.6, None, 0.4, None, None, -6999.0, None, 2021-01-01 14:00:00, None, None, 138.8, None
None, -1.53, None, None, None, None, 0.0, None, 0.0, 30.9, -6999.0, None, -1.5, -2.2, 0.9, None, 0.4, None, None, -6999.0, None, 2021-01-01 15:00:00, None, None, 139.8, None
None, -2.014, None, None, None, None, 0.0, -1.0, 0.0, 30.84, -6999.0, None, -2.0, -2.2, 1.1, None, 0.4, None, None, -6999.0, None, 2021-01-01 16:00:00, 139.0, None, 139.3, None
None, -2.36, None, None, None, None, None, None, None, None, -6999.0, None, -2.4, -2.4, None, None, 0.4, None, None, -6999.0, None, 2021-01-01 17:00:00, None, None, 138.5, None
None, -2.082, None, None, None, None, 0.211, None, 0.0, 30.63, -6999.0, None, -2.1, -2.4, -0.1, None, 0.4, None, None, -6999.0, None, 2021-01-01 18:00:00, None, None, 137.8, None
None, -1.438, None, None, None, None, None, None, None, None, -6999.0, None, -1.4, -2.3, None, None, -1.5, None, None, -6999.0, None, 2021-01-01 19:00:00, None, None, None, None
None, -0.92, None, None, None, 0.0, 0.0, -1.0, 0.0, 30.24, -6999.0, 0.0, -0.9, -2.3, 0.5, 30.0, -0.9, None, None, -6999.0, None, 2021-01-01 20:00:00, 139.0, None, 138.6, None
None, -0.302, None, None, None, 0.0, 0.02, 0.0, 0.0, 30.05, -6999.0, 0.0, -0.3, -2.3, 0.7, 30.0, -0.3, None, None, -6999.0, None, 2021-01-01 21:00:00, 138.0, None, 138.4, None
None, -0.253, None, None, None, 0.0, 0.147, 0.0, 0.0, 29.82, -6999.0, 0.0, -0.3, -2.3, 1.4, 30.0, -0.1, None, None, -6999.0, None, 2021-01-01 22:00:00, 138.0, None, 138.0, None
None, -1.241, None, None, None, None, 48.61, None, 0.0, 1.43, -6999.0, None, -1.2, -2.3, 0.5, None, 0.0, None, None, -6999.0, None, 2021-01-01 23:00:00, None, None, 139.4, None
None, -0.386, None, None, None, 0.0, 30.28, 2.0, 0.0, 336.3, -6999.0, 0.0, -0.4, -2.3, 1.0, 336.0, 0.0, None, None, -6999.0, None, 2021-01-02 00:00:00, 141.0, None, 140.6, None
None, -0.378, None, None, None, None, 14.21, None, 0.0, 334.9, -6999.0, None, -0.4, -2.3, 0.5, None, 0.0, None, None, -6999.0, None, 2021-01-02 01:00:00, None, None, 140.9, None
