station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
None, -2.591, None, -2.4, 17.4, 48.45, 4.199, 326.9, -51.0, 4.2, -2.6, -3.7, 1012.9, 0.0, None, 888.0, 327.0, 0.0, 0.0, 2021-01-01 00:00:00, 11.0, 11.08, 888.0
None, -2.498, None, -2.0, 15.3, 71.7, 1.35, 342.9, -51.0, 1.4, -2.5, -3.7, 1012.9, 0.2, None, 888.0, 343.0, 0.0, 0.0, 2021-01-01 01:00:00, 11.0, 11.05, 888.0
None, -2.643, None, -2.0, 16.9, 66.35, 1.79, 202.0, -51.0, 1.8, -2.6, -3.7, 1011.8, 0.0, None, 887.0, 202.0, 0.0, 0.0, 2021-01-01 02:00:00, 11.0, 11.1, 887.0
None, -2.639, None, -2.0, 10.9, 64.0, 1.275, 347.3, -51.0, 1.3, -2.6, -3.7, 1010.7, 0.0, None, 886.0, 347.0, 0.0, 0.0, 2021-01-01 03:00:00, 11.0, 11.08, 886.0
None, -2.211, None, -2.0, 12.2, 44.36, 2.795, 322.2, -51.0, 2.8, -2.2, -3.7, 1009.5, 0.0, None, 885.0, 322.0, 0.0, 0.0, 2021-01-01 04:00:00, 11.0, 11.22, 885.0
None, 0.675, None, 0.7, 60.4, 27.57, 19.89, 153.0, -53.0, 19.9, 0.7, -3.7, 1008.0, -2.2, None, 884.0, 153.0, 0.0, 0.0, 2021-01-01 05:00:00, 11.0, 11.1, 884.0
None, 1.197, None, 1.5, 58.4, 22.95, 30.28, 148.3, -52.0, 30.3, 1.2, -3.7, 1006.8, 0.3, None, 883.0, 148.0, 0.0, 0.0, 2021-01-01 06:00:00, 11.0, 11.04, 883.0
None, 1.1, None, 2.0, 67.1, 17.97, 36.0, 147.3, -52.0, 36.0, 1.1, 0.9, 1006.8, 0.1, None, 883.0, 147.0, 0.0, 0.0, 2021-01-01 07:00:00, 11.0, 10.94, 883.0
None, 0.995, None, 2.0, 56.1, 20.03, 28.27, 132.9, -53.0, 28.3, 1.0, 0.7, 1005.7, 1.0, None, 882.0, 133.0, 0.0, 0.0, 2021-01-01 08:00:00, 11.0, 11.04, 882.0
None, 1.991, None, 2.0, 65.3, 26.52, 24.28, 141.5, -52.0, 24.3, 2.0, 0.7, 1003.3, -2.0, None, 880.0, 142.0, 0.0, 0.0, 2021-01-01 09:00:00, 11.0, 10.98, 880.0
None, 2.504, None, 2.7, 73.7, 21.96, 31.42, 138.3, -52.0, 31.4, 2.5, 0.7, 1003.2, 1.3, None, 880.0, 138.0, 0.0, 0.0, 2021-01-01 10:00:00, 11.0, 10.82, 880.0
None, 3.736, None, 3.7, 78.0, 17.86, 37.09, 143.0, -51.0, 37.1, 3.7, 0.7, 1001.8, 1.8, None, 879.0, 143.0, 0.0, 0.0, 2021-01-01 11:00:00, 11.0, 10.53, 879.0
None, 4.58, None, 4.7, 59.8, 23.16, 29.14, 149.8, -50.0, 29.1, 4.6, 0.7, 1000.5, 0.0, None, 878.0, 150.0, -1.0, 0.0, 2021-01-01 12:00:00, 9.0, 9.48, 878.0
None, 3.188, None, 4.7, 35.6, 26.93, 8.1, 164.5, -51.0, 8.1, 3.2, 0.7, 999.5, 0.1, None, 877.0, 165.0, 0.0, 0.0, 2021-01-01 13:00:00, 9.0, 9.37, 877.0
None, 1.87, None, 4.7, 11.4, 25.04, 6.066, 147.0, -52.0, 6.1, 1.9, 0.7, 998.6, 0.2, None, 876.0, 147.0, 0.0, 0.0, 2021-01-01 14:00:00, 9.0, 9.03, 876.0
None, 1.978, None, 4.7, 11.4, 54.03, 2.182, 196.2, -52.0, 2.2, 2.0, 0.7, 998.6, 0.0, None, 876.0, 196.0, 0.0, 0.0, 2021-01-01 15:00:00, 9.0, 8.65, 876.0
None, 1.504, None, 4.7, 19.3, 25.61, 8.62, 171.2, -52.0, 8.6, 1.5, 0.7, 997.5, 0.5, None, 875.0, 171.0, 0.0, 0.0, 2021-01-01 16:00:00, 8.0, 8.43, 875.0
None, 1.694, None, 4.7, 20.6, 18.86, 10.07, 157.4, -52.0, 10.1, 1.7, 0.7, 997.0, 0.8, None, 875.0, 157.0, 0.0, 0.0, 2021-01-01 17:00:00, 8.0, 8.08, 875.0
None, 2.312, None, 4.7, 23.6, 33.1, 8.64, 159.4, -52.0, 8.6, 2.3, 0.7, 996.9, 0.6, None, 875.0, 159.0, 0.0, 0.0, 2021-01-01 18:00:00, 9.0, 8.57, 875.0
None, 2.027, None, 2.4, 35.4, 51.28, 6.187, 133.2, -52.0, 6.2, 2.0, 1.3, 998.1, 0.6, None, 876.0, 133.0, -1.0, 0.0, 2021-01-01 19:00:00, 8.0, 7.99, 876.0
None, 2.074, None, 2.4, 29.4, 40.94, 6.824, 263.5, -52.0, 6.8, 2.1, 1.3, 999.2, 0.6, None, 877.0, 264.0, 0.0, 0.0, 2021-01-01 20:00:00, 8.0, 7.85, 877.0
None, 2.406, None, 2.5, 21.7, 52.85, 4.563, 323.5, -52.0, 4.6, 2.4, 1.3, 999.0, 0.0, None, 877.0, 324.0, 0.0, 0.0, 2021-01-01 21:00:00, 7.0, 7.47, 877.0
None, 2.644, None, 2.9, 24.6, 67.78, 2.263, 301.8, -52.0, 2.3, 2.6, 1.3, 997.8, -0.2, None, 876.0, 302.0, 0.0, 0.0, 2021-01-01 22:00:00, 7.0, 7.48, 876.0
None, 2.169, None, 2.9, 37.8, 65.79, 3.866, 185.8, -52.0, 3.9, 2.2, 1.3, 997.7, 0.0, None, 876.0, 186.0, 0.0, 0.0, 2021-01-01 23:00:00, 7.0, 7.33, 876.0
None, 2.644, None, 2.9, 47.1, 65.7, 5.017, 185.1, -52.0, 5.0, 2.6, 1.3, 996.4, 0.1, None, 875.0, 185.0, 0.0, 0.0, 2021-01-02 00:00:00, 7.0, 7.22, 875.0
None, 2.216, None, 2.9, 42.9, 70.1, 2.729, 245.3, -52.0, 2.7, 2.2, 1.3, 995.5, -0.4, None, 874.0, 245.0, 0.0, 0.0, 2021-01-02 01:00:00, 7.0, 7.21, 874.0
