station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
3.1, -0.631, 96.2, -0.4, 5.3, 16.75, 2.879, 147.3, -1.0, 2.9, -0.6, -0.9, 1023.7, 0.1, -1.0, 915.0, 147.0, 0.0, 96.0, 2021-01-01 00:00:00, -6999.0, 915.0
3.1, -0.633, 96.9, -0.4, 3.7, 50.71, 0.866, 166.7, -1.0, 0.9, -0.6, -0.9, 1023.6, 0.1, -1.0, 915.0, 167.0, 0.0, 97.0, 2021-01-01 01:00:00, -6999.0, 915.0
3.1, -0.718, 97.2, -0.4, 4.3, 26.68, 1.169, 145.5, -1.0, 1.2, -0.7, -0.9, 1024.7, 0.0, -1.0, 916.0, 146.0, 0.0, 97.0, 2021-01-01 02:00:00, -6999.0, 916.0
3.4, -0.862, 97.2, -0.4, 4.2, 43.64, 0.623, 184.5, -1.0, 0.6, -0.9, -0.9, 1023.6, 0.3, -1.0, 915.0, 185.0, 0.0, 97.0, 2021-01-01 03:00:00, -6999.0, 915.0
3.2, -0.655, 97.4, -0.4, 2.3, 64.69, 0.102, 203.5, -1.0, 0.1, -0.7, -0.9, 1023.6, 0.1, -1.0, 915.0, 204.0, 0.0, 97.0, 2021-01-01 04:00:00, -6999.0, 915.0
3.7, -0.769, 97.4, -0.4, 1.5, 58.06, 0.019, 148.1, -1.0, 0.0, -0.8, -0.9, 1022.6, 0.7, -1.0, 914.0, 148.0, 0.0, 97.0, 2021-01-01 05:00:00, -6999.0, 914.0
3.2, -0.832, 97.4, -0.4, 2.5, 48.27, 0.138, 273.7, -1.0, 0.1, -0.8, -0.9, 1022.6, 0.3, -1.0, 914.0, 274.0, 0.0, 97.0, 2021-01-01 06:00:00, -6999.0, 914.0
2.2, -0.83, 97.6, -0.7, 1.7, 37.18, 0.153, 307.5, -1.0, 0.2, -0.8, -0.9, 1022.6, 0.2, -1.0, 914.0, 308.0, 0.0, 98.0, 2021-01-01 07:00:00, -6999.0, 914.0
2.1, -0.721, 97.7, -0.7, 2.8, 64.41, 0.471, 180.3, -1.0, 0.5, -0.7, -0.9, 1021.5, 0.2, -1.0, 913.0, 180.0, 0.0, 98.0, 2021-01-01 08:00:00, -6999.0, 913.0
2.1, -0.236, 97.7, -0.3, 1.5, 66.06, 0.06, 334.8, -1.0, 0.1, -0.2, -0.9, 1021.4, 0.4, -1.0, 913.0, 335.0, 0.0, 98.0, 2021-01-01 09:00:00, -6999.0, 913.0
