station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
1.7, -4.44, 97.0, -2.4, 0.0, 8.72, 0.0, 23.61, -5.0, 0.0, -4.4, -4.5, 1013.8, 0.0, -5.0, 926.0, 24.0, 0.0, 97.0, 2021-01-01 00:00:00, -6999.0, 926.0
1.7, -4.885, 96.4, -2.4, 0.0, 8.41, 0.0, 37.01, -5.0, 0.0, -4.9, -5.0, 1012.7, 0.0, -5.0, 925.0, 37.0, 0.0, 96.0, 2021-01-01 01:00:00, -6999.0, 925.0
1.7, -5.337, 95.7, -2.4, 0.0, 5.123, 0.0, 40.94, -6.0, 0.0, -5.3, -5.3, 1012.8, 0.0, -6.0, 925.0, 41.0, 0.0, 96.0, 2021-01-01 02:00:00, -6999.0, 925.0
1.7, -5.432, 95.8, -2.4, 0.0, 18.91, 0.0, 26.61, -6.0, 0.0, -5.4, -5.7, 1011.7, 0.0, -6.0, 924.0, 27.0, 0.0, 96.0, 2021-01-01 03:00:00, -6999.0, 924.0
1.7, -5.741, 95.2, -2.4, 0.0, 7.319, 0.0, 37.1, -6.0, 0.0, -5.7, -5.9, 1009.5, 0.0, -6.0, 922.0, 37.0, 0.0, 95.0, 2021-01-01 04:00:00, -6999.0, 922.0
1.7, -6.404, 95.4, -2.4, 0.0, 29.28, 0.0, 22.34, -7.0, 0.0, -6.4, -6.4, 1008.5, 0.0, -7.0, 921.0, 22.0, 0.0, 95.0, 2021-01-01 05:00:00, -6999.0, 921.0
1.7, -6.002, 95.3, -2.4, 0.0, 22.57, 0.0, 35.0, -6.0, 0.0, -6.0, -6.5, 1007.4, 0.0, -6.0, 920.0, 35.0, 0.0, 95.0, 2021-01-01 06:00:00, -6999.0, 920.0
1.7, -5.497, 95.1, -5.5, 0.0, 21.62, 0.0, 34.17, -6.0, 0.0, -5.5, -6.1, 1006.3, 0.0, -6.0, 919.0, 34.0, 0.0, 95.0, 2021-01-01 07:00:00, -6999.0, 919.0
1.7, -5.183, 95.5, -5.2, 0.0, 19.37, 0.0, 28.68, -5.0, 0.0, -5.2, -6.1, 1005.2, 0.0, -5.0, 918.0, 29.0, 0.0, 96.0, 2021-01-01 08:00:00, -6999.0, 918.0
1.7, -4.587, 95.7, -4.6, 0.0, 12.12, 0.0, 37.97, -5.0, 0.0, -4.6, -6.1, 1005.1, 0.0, -5.0, 918.0, 38.0, 0.0, 96.0, 2021-01-01 09:00:00, -6999.0, 918.0
1.9, -3.955, 96.5, -4.0, 0.0, 34.66, 0.0, 14.54, -5.0, 0.0, -4.0, -6.1, 1004.0, 0.6, -5.0, 917.0, 15.0, 1.0, 97.0, 2021-01-01 10:00:00, -6999.0, 917.0
1.6, -3.061, 97.2, -3.0, 0.0, 43.71, 0.0, 343.8, -3.0, 0.0, -3.1, -6.1, 1002.8, 0.1, -3.0, 916.0, 344.0, 0.0, 97.0, 2021-01-01 11:00:00, -6999.0, 916.0
1.6, -1.988, 97.6, -1.8, 0.0, 56.26, 0.0, 341.8, -2.0, 0.0, -2.0, -6.1, 1001.7, 0.0, -2.0, 915.0, 342.0, 0.0, 98.0, 2021-01-01 12:00:00, -6999.0, 915.0
1.2, -1.395, 97.9, -1.1, 0.0, 56.07, 0.0, 7.602, -1.0, 0.0, -1.4, -6.1, 1001.7, 0.0, -1.0, 915.0, 8.0, 0.0, 98.0, 2021-01-01 13:00:00, -6999.0, 915.0
0.6, -0.634, 98.4, -0.6, 0.0, 51.43, 0.0, 346.6, -1.0, 0.0, -0.6, -6.1, 999.5, 0.0, -1.0, 913.0, 347.0, 0.0, 98.0, 2021-01-01 14:00:00, -6999.0, 913.0
0.6, 0.303, 97.1, 0.6, 9.2, 41.04, 2.168, 310.3, 0.0, 2.2, 0.3, -6.1, 999.4, 0.0, 0.0, 913.0, 310.0, 0.0, 97.0, 2021-01-01 15:00:00, -6999.0, 913.0
0.6, -0.275, 98.1, 0.6, 7.9, 40.39, 2.208, 313.9, 0.0, 2.2, -0.3, -6.1, 997.3, 0.0, 0.0, 911.0, 314.0, 0.0, 98.0, 2021-01-01 16:00:00, -6999.0, 911.0
0.6, 0.1, 97.2, 0.8, 11.6, 47.28, 2.648, 317.0, 0.0, 2.6, 0.1, -6.1, 996.2, 0.0, 0.0, 910.0, 317.0, 0.0, 97.0, 2021-01-01 17:00:00, -6999.0, 910.0
0.6, -0.284, 98.5, 0.8, 8.9, 39.6, 2.483, 309.0, 0.0, 2.5, -0.3, -6.1, 995.1, 0.0, 0.0, 909.0, 309.0, 0.0, 99.0, 2021-01-01 18:00:00, -6999.0, 909.0
0.6, -0.108, 98.5, 0.2, 11.7, 51.87, 2.398, 339.3, 0.0, 2.4, -0.1, -0.3, 994.0, 0.0, 0.0, 908.0, 339.0, 0.0, 99.0, 2021-01-01 19:00:00, -6999.0, 908.0
0.6, 0.188, 99.0, 0.3, 7.6, 45.33, 1.906, 336.8, 0.0, 1.9, 0.2, -0.3, 993.9, 0.1, 0.0, 908.0, 337.0, 0.0, 99.0, 2021-01-01 20:00:00, -6999.0, 908.0
0.9, 0.415, 99.4, 0.4, 7.7, 46.14, 1.2, 3.004, 0.0, 1.2, 0.4, -0.3, 994.9, 0.3, 0.0, 909.0, 3.0, 0.0, 99.0, 2021-01-01 21:00:00, -6999.0, 909.0
1.4, 0.325, 99.5, 0.7, 6.8, 39.84, 1.773, 10.37, 0.0, 1.8, 0.3, -0.3, 996.0, 0.5, 0.0, 910.0, 10.0, 0.0, 100.0, 2021-01-01 22:00:00, -6999.0, 910.0
1.4, 0.083, 99.6, 0.7, 4.7, 20.5, 0.422, 12.93, 0.0, 0.4, 0.1, -0.3, 995.9, 0.0, 0.0, 910.0, 13.0, 0.0, 100.0, 2021-01-01 23:00:00, -6999.0, 910.0
1.4, 0.07, 99.7, 0.7, 6.3, 44.34, 1.563, 24.4, 0.0, 1.6, 0.1, -0.3, 994.7, 0.0, 0.0, 909.0, 24.0, 0.0, 100.0, 2021-01-02 00:00:00, -6999.0, 909.0
1.4, 0.139, 99.8, 0.7, 12.9, 57.15, 3.189, 17.38, 0.0, 3.2, 0.1, -0.3, 994.7, 0.0, 0.0, 909.0, 17.0, 0.0, 100.0, 2021-01-02 01:00:00, -6999.0, 909.0
1.4, -0.319, 99.5, 0.7, 8.3, 56.16, 2.771, 14.98, 0.0, 2.8, -0.3, -0.4, 994.6, 0.0, 0.0, 909.0, 15.0, 0.0, 100.0, 2021-01-02 02:00:00, -6999.0, 909.0
1.4, -0.281, 99.6, 0.7, 10.2, 44.02, 2.117, 29.25, 0.0, 2.1, -0.3, -0.5, 994.6, 0.0, 0.0, 909.0, 29.0, 0.0, 100.0, 2021-01-02 03:00:00, -6999.0, 909.0
1.4, 0.315, 99.5, 0.7, 10.5, 56.7, 2.854, 12.13, 0.0, 2.9, 0.3, -0.5, 994.6, 0.0, 0.0, 909.0, 12.0, 0.0, 100.0, 2021-01-02 04:00:00, -6999.0, 909.0
1.4, 0.086, 99.2, 0.7, 10.1, 44.93, 2.133, 21.97, 0.0, 2.1, 0.1, -0.5, 994.5, 0.0, 0.0, 909.0, 22.0, 0.0, 99.0, 2021-01-02 05:00:00, -6999.0, 909.0
1.4, 0.126, 99.6, 0.7, 7.5, 50.0, 2.119, 14.92, 0.0, 2.1, 0.1, -0.5, 994.6, 0.0, 0.0, 909.0, 15.0, 0.0, 100.0, 2021-01-02 06:00:00, -6999.0, 909.0
1.4, 0.39, 99.7, 0.7, 8.9, 52.55, 2.572, 341.6, 0.0, 2.6, 0.4, -0.1, 993.4, 0.0, 0.0, 908.0, 342.0, 0.0, 100.0, 2021-01-02 07:00:00, -6999.0, 908.0
1.4, 0.387, 99.5, 0.7, 8.5, 45.73, 1.491, 353.8, 0.0, 1.5, 0.4, -0.1, 992.3, 0.0, 0.0, 907.0, 354.0, 0.0, 100.0, 2021-01-02 08:00:00, -6999.0, 907.0
1.4, 0.313, 99.4, 0.9, 10.8, 46.54, 2.219, 338.0, 0.0, 2.2, 0.3, -0.1, 992.3, 0.0, 0.0, 907.0, 338.0, 0.0, 99.0, 2021-01-02 09:00:00, -6999.0, 907.0
0.8, 0.742, 99.6, 0.9, 11.1, 51.97, 2.958, 326.7, 1.0, 3.0, 0.7, -0.1, 992.3, 0.0, 1.0, 907.0, 327.0, 0.0, 100.0, 2021-01-02 10:00:00, -6999.0, 907.0
0.8, 0.694, 99.4, 1.1, 10.1, 62.88, 3.248, 311.7, 0.0, 3.2, 0.7, -0.1, 991.2, 0.0, 0.0, 906.0, 312.0, 0.0, 99.0, 2021-01-02 11:00:00, -6999.0, 906.0
0.8, 1.203, 99.1, 1.5, 10.2, 59.62, 3.408, 302.7, 1.0, 3.4, 1.2, -0.1, 990.1, 0.0, 1.0, 905.0, 303.0, 0.0, 99.0, 2021-01-02 12:00:00, -6999.0, 905.0
0.8, 1.902, 99.1, 2.0, 10.2, 64.69, 2.782, 306.1, 2.0, 2.8, 1.9, -0.1, 988.9, 0.0, 2.0, 904.0, 306.0, 0.0, 99.0, 2021-01-02 13:00:00, -6999.0, 904.0
0.8, 1.494, 98.1, 2.1, 11.1, 52.35, 3.211, 290.1, 1.0, 3.2, 1.5, -0.1, 987.9, 0.0, 1.0, 903.0, 290.0, 0.0, 98.0, 2021-01-02 14:00:00, -6999.0, 903.0
0.8, 1.481, 98.1, 2.3, 10.1, 63.37, 3.143, 311.6, 1.0, 3.1, 1.5, -0.1, 987.9, 0.0, 1.0, 903.0, 312.0, 0.0, 98.0, 2021-01-02 15:00:00, -6999.0, 903.0
0.8, 1.002, 99.2, 2.3, 6.8, 71.08, 2.225, 347.3, 1.0, 2.2, 1.0, -0.1, 989.0, 0.1, 1.0, 904.0, 347.0, 0.0, 99.0, 2021-01-02 16:00:00, -6999.0, 904.0
0.8, 1.669, 99.6, 2.3, 12.6, 66.94, 2.888, 21.0, 2.0, 2.9, 1.7, -0.1, 988.9, 0.1, 2.0, 904.0, 21.0, 0.0, 100.0, 2021-01-02 17:00:00, -6999.0, 904.0
0.8, 2.304, 92.9, 2.3, 20.7, 69.72, 4.843, 49.13, 1.0, 4.8, 2.3, -0.1, 988.9, 0.0, 1.0, 904.0, 49.0, 0.0, 93.0, 2021-01-02 18:00:00, -6999.0, 904.0
1.2, 2.641, 87.3, 4.5, 19.6, 72.78, 5.261, 98.3, 1.0, 5.3, 2.6, 2.1, 989.9, 0.4, 1.0, 905.0, 98.0, 0.0, 87.0, 2021-01-02 19:00:00, -6999.0, 905.0
1.7, 0.863, 97.4, 4.5, 14.7, 60.34, 3.735, 70.7, 0.0, 3.7, 0.9, 0.9, 990.1, 0.5, 0.0, 905.0, 71.0, 0.0, 97.0, 2021-01-02 20:00:00, -6999.0, 905.0
1.4, 0.04, 98.8, 4.5, 9.3, 58.67, 2.599, 31.44, 0.0, 2.6, 0.0, 0.0, 990.1, 0.0, 0.0, 905.0, 31.0, 0.0, 99.0, 2021-01-02 21:00:00, -6999.0, 905.0
0.9, 0.348, 98.9, 4.5, 8.0, 60.14, 2.528, 36.73, 0.0, 2.5, 0.3, -0.1, 991.2, 0.0, 0.0, 906.0, 37.0, 0.0, 99.0, 2021-01-02 22:00:00, -6999.0, 906.0
0.9, 3.84, 60.03, 4.5, 44.7, 50.92, 9.51, 264.3, -3.0, 9.5, 3.8, -0.1, 992.0, 0.0, -3.0, 907.0, 264.0, 0.0, 60.0, 2021-01-02 23:00:00, -6999.0, 907.0
0.9, 3.916, 56.78, 4.5, 38.1, 50.79, 9.11, 256.5, -4.0, 9.1, 3.9, -0.1, 991.9, 0.0, -4.0, 907.0, 257.0, 0.0, 57.0, 2021-01-03 00:00:00, -6999.0, 907.0
0.9, 3.416, 59.7, 4.6, 26.0, 65.57, 6.781, 240.7, -4.0, 6.8, 3.4, -0.1, 993.0, 0.0, -4.0, 908.0, 241.0, 0.0, 60.0, 2021-01-03 01:00:00, -6999.0, 908.0
0.9, 2.886, 64.97, 4.6, 26.5, 68.59, 5.941, 286.5, -3.0, 5.9, 2.9, -0.1, 994.1, 0.0, -3.0, 909.0, 287.0, 0.0, 65.0, 2021-01-03 02:00:00, -6999.0, 909.0
0.9, 2.557, 61.72, 4.6, 24.8, 75.69, 4.731, 22.03, -4.0, 4.7, 2.6, -0.1, 995.3, 0.0, -4.0, 910.0, 22.0, 0.0, 62.0, 2021-01-03 03:00:00, -6999.0, 910.0
0.9, 1.906, 62.5, 4.6, 14.5, 70.77, 3.769, 297.2, -5.0, 3.8, 1.9, -0.1, 996.5, 0.0, -5.0, 911.0, 297.0, 0.0, 63.0, 2021-01-03 04:00:00, -6999.0, 911.0
0.9, 1.046, 70.05, 4.6, 22.9, 67.39, 3.535, 22.72, -4.0, 3.5, 1.0, -0.1, 997.6, 0.0, -4.0, 912.0, 23.0, 0.0, 70.0, 2021-01-03 05:00:00, -6999.0, 912.0
0.9, 1.268, 64.99, 4.6, 12.1, 71.31, 2.539, 356.9, -4.0, 2.5, 1.3, -0.1, 997.5, 0.0, -4.0, 912.0, 357.0, 0.0, 65.0, 2021-01-03 06:00:00, -6999.0, 912.0
0.9, 1.823, 54.84, 1.7, 11.6, 72.64, 2.842, 334.1, -7.0, 2.8, 1.8, 0.4, 998.5, 0.0, -7.0, 913.0, 334.0, 0.0, 55.0, 2021-01-03 07:00:00, -6999.0, 913.0
0.9, 2.657, 48.64, 3.4, 23.6, 61.54, 4.871, 226.0, -7.0, 4.9, 2.7, 0.4, 999.7, 0.0, -7.0, 914.0, 226.0, 0.0, 49.0, 2021-01-03 08:00:00, -6999.0, 914.0
0.9, 0.514, 67.96, 3.4, 16.2, 65.52, 3.876, 235.9, -4.0, 3.9, 0.5, 0.4, 1001.1, 0.0, -4.0, 915.0, 236.0, 0.0, 68.0, 2021-01-03 09:00:00, -6999.0, 915.0
0.9, 0.322, 74.57, 3.4, 7.9, 66.11, 1.98, 39.51, -4.0, 2.0, 0.3, 0.0, 1001.1, 0.0, -4.0, 915.0, 40.0, 0.0, 75.0, 2021-01-03 10:00:00, -6999.0, 915.0
0.9, 1.881, 67.0, 3.4, 13.3, 73.36, 2.866, 21.26, -3.0, 2.9, 1.9, 0.0, 1001.7, 0.0, -3.0, 916.0, 21.0, 0.0, 67.0, 2021-01-03 11:00:00, -6999.0, 916.0
0.9, 2.041, 66.09, 3.4, 8.5, 73.61, 2.241, 15.81, -4.0, 2.2, 2.0, 0.0, 1002.8, 0.0, -4.0, 917.0, 16.0, 0.0, 66.0, 2021-01-03 12:00:00, -6999.0, 917.0
