station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time
88.7, None, None, 10.9, 1.878, 155.8, -6.0, -4.4, -6.0, None, 156.0, None, None, 45.0, None, 45.47, None, None, -4.511, None, -1.3, 89.0, None, 75.7, 1.9, -4.5, 0.0, 0.0, 2021-01-01 00:00:00
92.2, None, None, 11.8, 2.545, 218.4, -7.0, -6.5, -7.0, None, 218.0, None, None, 46.0, None, 45.65, None, None, -6.103, None, -1.3, 92.0, None, 55.84, 2.5, -6.1, 0.1, 0.0, 2021-01-01 01:00:00
90.6, None, None, 13.3, 3.835, 143.4, -7.0, -6.5, -7.0, None, 143.0, None, None, 47.0, None, 46.97, None, None, -6.088, None, -1.3, 91.0, None, 39.86, 3.8, -6.1, 0.4, 2.0, 2021-01-01 02:00:00
90.2, None, None, 14.7, 5.069, 135.1, -7.0, -6.5, -7.0, None, 135.0, None, None, 47.0, None, 46.74, None, None, -6.012, None, -1.3, 90.0, None, 30.57, 5.1, -6.0, 0.4, 0.0, 2021-01-01 03:00:00
92.8, None, None, 19.9, 8.69, 129.5, -7.0, -6.5, -7.0, None, 130.0, None, None, 48.0, None, 47.7, None, None, -5.651, None, -1.3, 93.0, None, 26.83, 8.7, -5.7, -0.1, 1.0, 2021-01-01 04:00:00
91.7, None, None, 23.6, 8.97, 130.7, -6.0, -6.5, -6.0, None, 131.0, None, None, 49.0, None, 48.64, None, None, -5.199, None, -1.3, 92.0, None, 25.89, 9.0, -5.2, 0.1, 0.0, 2021-01-01 06:00:00
92.6, None, None, 23.2, 9.42, 131.1, -6.0, -5.3, -6.0, None, 131.0, None, None, 49.0, None, 48.94, None, None, -4.993, None, -5.0, 93.0, None, 26.56, 9.4, -5.0, 0.0, 1.0, 2021-01-01 07:00:00
92.6, None, None, 25.5, 8.69, 124.7, -5.0, -5.3, -5.0, None, 125.0, None, None, 49.0, None, 48.93, None, None, -4.561, None, -4.5, 93.0, None, 29.56, 8.7, -4.6, 0.0, 0.0, 2021-01-01 08:00:00
92.8, None, None, 24.9, 8.46, 128.9, -5.0, -5.3, -5.0, None, 129.0, None, None, 49.0, None, 48.89, None, None, -4.44, None, -4.4, 93.0, None, 33.48, 8.5, -4.4, 0.0, 0.0, 2021-01-01 09:00:00
92.7, None, None, 24.9, 7.667, 130.5, -5.0, -5.3, -5.0, None, 131.0, None, None, 49.0, None, 48.87, None, None, -4.463, None, -4.4, 93.0, None, 32.09, 7.7, -4.5, 0.0, 0.0, 2021-01-01 10:00:00
93.0, None, None, 18.3, 6.149, 130.8, -5.0, -5.3, -5.0, None, 131.0, None, None, 49.0, None, 48.81, None, None, -3.892, None, -3.9, 93.0, None, 33.22, 6.1, -3.9, 0.0, 0.0, 2021-01-01 11:00:00
93.3, None, None, 19.5, 6.277, 130.3, -4.0, -5.3, -4.0, None, 130.0, None, None, 49.0, None, 48.79, None, None, -3.572, None, -3.6, 93.0, None, 32.94, 6.3, -3.6, 0.0, 0.0, 2021-01-01 12:00:00
93.3, None, None, 16.7, 7.341, 123.1, -4.0, -5.3, -4.0, None, 123.0, None, None, 48.0, None, 48.45, None, None, -3.194, None, -2.9, 93.0, None, 31.97, 7.3, -3.2, 0.0, 0.0, 2021-01-01 13:00:00
93.1, None, None, 16.2, 7.529, 127.6, -4.0, -5.3, -4.0, None, 128.0, None, None, 49.0, None, 48.7, None, None, -3.433, None, -2.9, 93.0, None, 28.32, 7.5, -3.4, 0.1, 1.0, 2021-01-01 14:00:00
93.1, None, None, 23.5, 8.13, 160.1, -5.0, -5.3, -5.0, None, 160.0, None, None, 49.0, None, 48.73, None, None, -3.982, None, -2.9, 93.0, None, 46.84, 8.1, -4.0, 0.1, 0.0, 2021-01-01 15:00:00
92.8, None, None, 29.2, 8.8, 137.2, -5.0, -5.3, -5.0, None, 137.0, None, None, 49.0, None, 49.17, None, None, -4.162, None, -2.9, 93.0, None, 47.87, 8.8, -4.2, 0.0, 1.0, 2021-01-01 16:00:00
92.8, None, None, 33.2, 10.01, 126.9, -5.0, -5.3, -5.0, None, 127.0, None, None, 49.0, None, 49.48, None, None, -4.17, None, -2.9, 93.0, None, 39.62, 10.0, -4.2, 0.1, 1.0, 2021-01-01 17:00:00
92.9, None, None, 31.1, 8.69, 143.5, -5.0, -5.3, -5.0, None, 144.0, None, None, 50.0, None, 49.77, None, None, -4.108, None, -2.9, 93.0, None, 49.14, 8.7, -4.1, 0.1, 1.0, 2021-01-01 18:00:00
92.8, None, None, 36.1, 11.45, 143.7, -5.0, -4.4, -5.0, None, 144.0, None, None, 50.0, None, 50.09, None, None, -4.382, None, -4.1, 93.0, None, 40.0, 11.5, -4.4, 0.1, 1.0, 2021-01-01 19:00:00
92.8, None, None, 27.5, 7.604, 158.8, -5.0, -4.4, -5.0, None, 159.0, None, None, 50.0, None, 50.08, None, None, -4.31, None, -4.1, 93.0, None, 44.45, 7.6, -4.3, 0.1, 0.0, 2021-01-01 20:00:00
92.9, None, None, 16.9, 7.668, 131.4, -5.0, -4.4, -5.0, None, 131.0, None, None, 50.0, None, 49.97, None, None, -4.26, None, -4.0, 93.0, None, 23.96, 7.7, -4.3, 0.0, 0.0, 2021-01-01 21:00:00
93.2, None, None, 13.7, 6.096, 154.9, -4.0, -4.4, -4.0, None, 155.0, None, None, 50.0, None, 50.1, None, None, -3.789, None, -3.9, 93.0, None, 50.74, 6.1, -3.8, 0.0, 0.0, 2021-01-01 22:00:00
92.7, None, None, 10.7, 3.302, 254.1, -5.0, -4.4, -5.0, None, 254.0, None, None, 50.0, None, 49.68, None, None, -4.33, None, -2.9, 93.0, None, 47.45, 3.3, -4.3, 0.0, 0.0, 2021-01-01 23:00:00
92.9, None, None, 12.6, 5.133, 226.9, -5.0, -4.4, -5.0, None, 227.0, None, None, 49.0, None, 49.19, None, None, -4.316, None, -2.9, 93.0, None, 44.8, 5.1, -4.3, 0.0, -1.0, 2021-01-02 00:00:00
92.9, None, None, 17.9, 5.822, 232.7, -5.0, -4.5, -5.0, None, 233.0, None, None, 49.0, None, 48.99, None, None, -4.181, None, -2.9, 93.0, None, 38.58, 5.8, -4.2, 0.0, 0.0, 2021-01-02 01:00:00
92.7, None, None, 13.8, 5.193, 213.7, -5.0, -4.6, -5.0, None, 214.0, None, None, 49.0, None, 48.81, None, None, -4.466, None, -2.9, 93.0, None, 49.56, 5.2, -4.5, 0.0, 0.0, 2021-01-02 02:00:00
92.5, None, None, 13.2, 5.303, 224.5, -5.0, -4.6, -5.0, None, 225.0, None, None, 49.0, None, 48.67, None, None, -4.542, None, -2.9, 93.0, None, 53.14, 5.3, -4.5, 0.0, 0.0, 2021-01-02 03:00:00
92.5, None, None, 10.7, 4.044, 202.1, -5.0, -4.7, -5.0, None, 202.0, None, None, 49.0, None, 48.68, None, None, -4.578, None, -2.9, 93.0, None, 50.16, 4.0, -4.6, 0.0, 0.0, 2021-01-02 04:00:00
92.4, None, None, 11.1, 3.42, 225.7, -6.0, -4.7, -6.0, None, 226.0, None, None, 49.0, None, 48.6, 0.0, None, -4.663, None, -2.9, 92.0, None, 44.98, 3.4, -4.7, 0.0, 0.0, 2021-01-02 05:00:00
92.5, None, None, 12.0, 4.6, 213.1, -5.0, -4.8, -5.0, None, 213.0, None, None, 49.0, None, 48.87, 0.0, None, -4.604, None, -2.9, 93.0, None, 48.9, 4.6, -4.6, 0.0, 1.0, 2021-01-02 06:00:00
92.7, None, None, 12.1, 4.48, 230.9, -5.0, -4.7, -5.0, None, 231.0, None, None, 49.0, None, 48.79, 0.0, None, -4.389, None, -4.4, 93.0, None, 49.25, 4.5, -4.4, 0.0, 0.0, 2021-01-02 07:00:00
92.7, None, None, 21.8, 4.216, 175.2, -5.0, -4.7, -5.0, None, 175.0, None, None, 49.0, None, 49.21, 0.0, None, -4.398, None, -4.1, 93.0, None, 56.6, 4.2, -4.4, 0.0, 1.0, 2021-01-02 08:00:00
