station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, -5.029, 93.7, -5.0, 94.0, -5.0, -5.0, -5.6, 993.3, 0.0, -5.0, 944.0, 1.0, 2021-01-01 00:00:00, -6999.0, 944.0
None, -5.124, 94.3, -5.0, 94.0, -5.0, -5.1, -5.6, 992.3, 0.0, -5.0, 943.0, 1.0, 2021-01-01 01:00:00, -6999.0, 943.0
None, -4.946, 94.3, -4.8, 94.0, -6.0, -4.9, -5.6, 991.2, 0.0, -6.0, 942.0, 0.0, 2021-01-01 02:00:00, -6999.0, 942.0
None, -4.844, 94.5, -4.8, 95.0, -6.0, -4.8, -5.6, 989.1, 0.0, -6.0, 940.0, 1.0, 2021-01-01 03:00:00, -6999.0, 940.0
None, -4.974, 94.4, -4.7, 94.0, -5.0, -5.0, -5.6, 988.1, 0.0, -5.0, 939.0, 1.0, 2021-01-01 04:00:00, -6999.0, 939.0
None, -4.817, 94.7, -4.6, 95.0, -5.0, -4.8, -5.6, 986.0, 0.0, -5.0, 937.0, 1.0, 2021-01-01 05:00:00, -6999.0, 937.0
None, -4.635, 94.8, -4.6, 95.0, -5.0, -4.6, -5.6, 985.0, 0.0, -5.0, 936.0, 1.0, 2021-01-01 06:00:00, -6999.0, 936.0
None, -4.517, 94.7, -4.3, 95.0, -5.0, -4.5, -4.8, 983.9, 0.0, -5.0, 935.0, 1.0, 2021-01-01 07:00:00, -6999.0, 935.0
None, -4.488, 94.9, -4.3, 95.0, -5.0, -4.5, -4.8, 982.9, 0.0, -5.0, 934.0, 0.0, 2021-01-01 08:00:00, -6999.0, 934.0
None, -4.21, 95.0, -4.1, 95.0, -5.0, -4.2, -4.8, 982.9, 0.0, -5.0, 934.0, 1.0, 2021-01-01 09:00:00, -6999.0, 934.0
None, -3.814, 95.2, -3.7, 95.0, -4.0, -3.8, -4.8, 981.8, 0.0, -4.0, 933.0, 0.0, 2021-01-01 10:00:00, -6999.0, 933.0
None, -3.026, 95.5, -3.0, 96.0, -3.0, -3.0, -4.8, 981.8, 0.0, -3.0, 933.0, 0.0, 2021-01-01 11:00:00, -6999.0, 933.0
None, -2.078, 95.3, -1.9, 95.0, -3.0, -2.1, -4.8, 979.6, 0.0, -3.0, 931.0, 0.0, 2021-01-01 12:00:00, -6999.0, 931.0
None, -0.382, 94.2, -0.5, 94.0, -1.0, -0.4, -4.8, 978.5, 0.0, -1.0, 930.0, 0.0, 2021-01-01 13:00:00, -6999.0, 930.0
None, -0.12, 92.4, -0.1, 92.0, -1.0, -0.1, -4.8, 976.3, 0.0, -1.0, 928.0, 0.0, 2021-01-01 14:00:00, -6999.0, 928.0
None, -0.261, 94.2, -0.1, 94.0, -1.0, -0.3, -4.8, 976.3, 0.0, -1.0, 928.0, 0.0, 2021-01-01 15:00:00, -6999.0, 928.0
