station_observations
air_temp, CURRENT_AIR_TEMPERATURE1, min_air_temp_snc_last_reset, max_air_temp_snc_last_reset, rel_hum, time, dwpt_temp
0.4, 0.373, 0.4, 1.4, -6999.0, 2021-01-02 23:00:00, -6999.0
-0.2, -0.172, -0.2, 1.4, -6999.0, 2021-01-03 00:00:00, -6999.0
-0.7, -0.718, -0.7, 1.4, -6999.0, 2021-01-03 01:00:00, -6999.0
-1.5, -1.523, -1.5, 1.4, -6999.0, 2021-01-03 02:00:00, -6999.0
-2.2, -2.185, -2.2, 1.4, -6999.0, 2021-01-03 03:00:00, -6999.0
-2.9, -2.935, -2.9, 1.4, -6999.0, 2021-01-03 04:00:00, -6999.0
-3.9, -3.922, -3.9, 1.4, -6999.0, 2021-01-03 05:00:00, -6999.0
-4.9, -4.853, -4.9, 1.4, -6999.0, 2021-01-03 06:00:00, -6999.0
-3.9, -3.855, -4.9, -3.9, -6999.0, 2021-01-03 07:00:00, -6999.0
-3.3, -3.323, -4.9, -3.3, -6999.0, 2021-01-03 08:00:00, -6999.0
-4.1, -4.096, -4.9, -3.3, -6999.0, 2021-01-03 09:00:00, -6999.0
-3.3, -3.303, -4.9, -3.3, -6999.0, 2021-01-03 10:00:00, -6999.0
-1.1, -1.05, -4.9, -1.1, -6999.0, 2021-01-03 11:00:00, -6999.0
-0.1, -0.052, -4.9, -0.1, -6999.0, 2021-01-03 12:00:00, -6999.0
0.5, 0.479, -4.9, 0.5, -6999.0, 2021-01-03 13:00:00, -6999.0
0.7, 0.736, -4.9, 0.7, -6999.0, 2021-01-03 14:00:00, -6999.0
3.7, 3.69, -4.9, 3.7, -6999.0, 2021-01-03 15:00:00, -6999.0
2.6, 2.575, -4.9, 4.2, -6999.0, 2021-01-03 16:00:00, -6999.0
-0.4, -0.387, -4.9, 4.2, -6999.0, 2021-01-03 17:00:00, -6999.0
-1.6, -1.579, -4.9, 4.2, -6999.0, 2021-01-03 18:00:00, -6999.0
-2.0, -2.013, -2.0, -1.6, -6999.0, 2021-01-03 19:00:00, -6999.0
-2.2, -2.228, -2.2, -1.6, -6999.0, 2021-01-03 20:00:00, -6999.0
-2.6, -2.635, -2.6, -1.6, -6999.0, 2021-01-03 21:00:00, -6999.0
-3.5, -3.539, -3.5, -1.6, -6999.0, 2021-01-03 22:00:00, -6999.0
-4.7, -4.707, -4.7, -1.6, -6999.0, 2021-01-03 23:00:00, -6999.0
-5.6, -5.592, -5.6, -1.6, -6999.0, 2021-01-04 00:00:00, -6999.0
-4.8, -4.836, -5.6, -1.6, -6999.0, 2021-01-04 01:00:00, -6999.0
-4.1, -4.138, -5.6, -1.6, -6999.0, 2021-01-04 02:00:00, -6999.0
-3.2, -3.181, -5.6, -1.6, -6999.0, 2021-01-04 03:00:00, -6999.0
-2.2, -2.245, -5.6, -1.6, -6999.0, 2021-01-04 04:00:00, -6999.0
-2.1, -2.099, -5.6, -1.6, -6999.0, 2021-01-04 05:00:00, -6999.0
-1.7, -1.735, -5.6, -1.6, -6999.0, 2021-01-04 06:00:00, -6999.0
-1.5, -1.5, -1.7, -1.5, -6999.0, 2021-01-04 07:00:00, -6999.0
-1.5, -1.46, -1.7, -1.5, -6999.0, 2021-01-04 08:00:00, -6999.0
-1.3, -1.311, -1.7, -1.3, -6999.0, 2021-01-04 09:00:00, -6999.0
-0.7, -0.692, -1.7, -0.7, -6999.0, 2021-01-04 10:00:00, -6999.0
0.3, 0.313, -1.7, 0.3, -6999.0, 2021-01-04 11:00:00, -6999.0
0.8, 0.792, -1.7, 0.8, -6999.0, 2021-01-04 12:00:00, -6999.0
1.5, 1.457, -1.7, 1.4, -6999.0, 2021-01-04 13:00:00, -6999.0
2.0, 2.04, -1.7, 2.0, -6999.0, 2021-01-04 14:00:00, -6999.0
2.0, 1.994, -1.7, 2.1, -6999.0, 2021-01-04 15:00:00, -6999.0
1.6, 1.565, -1.7, 2.1, -6999.0, 2021-01-04 16:00:00, -6999.0
1.0, 0.969, -1.7, 2.1, -6999.0, 2021-01-04 17:00:00, -6999.0
0.5, 0.513, -1.7, 2.1, -6999.0, 2021-01-04 18:00:00, -6999.0
0.0, 0.046, 0.1, 0.5, -6999.0, 2021-01-04 19:00:00, -6999.0
-1.0, -1.036, -1.0, 0.5, -6999.0, 2021-01-04 20:00:00, -6999.0
-1.4, -1.374, -1.4, 0.5, -6999.0, 2021-01-04 21:00:00, -6999.0
-2.5, -2.454, -2.4, 0.5, -6999.0, 2021-01-04 22:00:00, -6999.0
-3.3, -3.321, -3.3, 0.5, -6999.0, 2021-01-04 23:00:00, -6999.0
-4.4, -4.421, -4.4, 0.5, -6999.0, 2021-01-05 00:00:00, -6999.0
-5.6, -5.569, -5.6, 0.5, -6999.0, 2021-01-05 01:00:00, -6999.0
-5.9, -5.874, -5.9, 0.5, -6999.0, 2021-01-05 02:00:00, -6999.0
-5.8, -5.766, -5.9, 0.5, -6999.0, 2021-01-05 03:00:00, -6999.0
-5.5, -5.526, -5.9, 0.5, -6999.0, 2021-01-05 04:00:00, -6999.0
-5.1, -5.09, -5.9, 0.5, -6999.0, 2021-01-05 05:00:00, -6999.0
-5.2, -5.219, -5.9, 0.5, -6999.0, 2021-01-05 06:00:00, -6999.0
-4.9, -4.896, -5.2, -4.9, -6999.0, 2021-01-05 07:00:00, -6999.0
-4.2, -4.182, -5.2, -4.2, -6999.0, 2021-01-05 08:00:00, -6999.0
-3.8, -3.771, -5.2, -3.8, -6999.0, 2021-01-05 09:00:00, -6999.0
-3.0, -3.017, -5.2, -3.0, -6999.0, 2021-01-05 10:00:00, -6999.0
-1.9, -1.941, -5.2, -2.0, -6999.0, 2021-01-05 11:00:00, -6999.0
-0.5, -0.539, -5.2, -0.6, -6999.0, 2021-01-05 12:00:00, -6999.0
1.9, 1.935, -5.2, 1.9, -6999.0, 2021-01-05 13:00:00, -6999.0
3.0, 2.982, -5.2, 3.0, -6999.0, 2021-01-05 14:00:00, -6999.0
1.9, 1.932, -5.2, 3.0, -6999.0, 2021-01-05 15:00:00, -6999.0
0.3, 0.309, -5.2, 3.0, -6999.0, 2021-01-05 16:00:00, -6999.0
-1.1, -1.12, -5.2, 3.0, -6999.0, 2021-01-05 17:00:00, -6999.0
-2.2, -2.183, -5.2, 3.0, -6999.0, 2021-01-05 18:00:00, -6999.0
-2.6, -2.569, -2.6, -2.2, -6999.0, 2021-01-05 19:00:00, -6999.0
-2.3, -2.291, -2.6, -2.2, -6999.0, 2021-01-05 20:00:00, -6999.0
-2.1, -2.14, -2.6, -2.1, -6999.0, 2021-01-05 21:00:00, -6999.0
-2.1, -2.142, -2.6, -2.1, -6999.0, 2021-01-05 22:00:00, -6999.0
-1.8, -1.778, -2.6, -1.8, -6999.0, 2021-01-05 23:00:00, -6999.0
-1.4, -1.35, -2.6, -1.4, -6999.0, 2021-01-06 00:00:00, -6999.0
-0.9, -0.899, -2.6, -0.9, -6999.0, 2021-01-06 01:00:00, -6999.0
-0.6, -0.606, -2.6, -0.6, -6999.0, 2021-01-06 02:00:00, -6999.0
-0.7, -0.745, -2.6, -0.6, -6999.0, 2021-01-06 03:00:00, -6999.0
-0.6, -0.606, -2.6, -0.6, -6999.0, 2021-01-06 04:00:00, -6999.0
-0.9, -0.854, -2.6, -0.6, -6999.0, 2021-01-06 05:00:00, -6999.0
-0.9, -0.927, -2.6, -0.6, -6999.0, 2021-01-06 06:00:00, -6999.0
-1.8, -1.801, -1.8, -0.9, -6999.0, 2021-01-06 07:00:00, -6999.0
-2.9, -2.859, -2.8, -0.9, -6999.0, 2021-01-06 08:00:00, -6999.0
-3.0, -3.021, -3.1, -0.9, -6999.0, 2021-01-06 09:00:00, -6999.0
-2.1, -2.147, -3.1, -0.9, -6999.0, 2021-01-06 10:00:00, -6999.0
-0.9, -0.927, -3.1, -0.9, -6999.0, 2021-01-06 11:00:00, -6999.0
-0.3, -0.301, -3.1, -0.3, -6999.0, 2021-01-06 12:00:00, -6999.0
0.2, 0.182, -3.1, 0.2, -6999.0, 2021-01-06 13:00:00, -6999.0
0.5, 0.499, -3.1, 0.5, -6999.0, 2021-01-06 14:00:00, -6999.0
5.2, 5.157, -3.1, 5.1, -6999.0, 2021-01-06 15:00:00, -6999.0
4.6, 4.623, -3.1, 6.0, -6999.0, 2021-01-06 16:00:00, -6999.0
-0.6, -0.603, -3.1, 6.0, -6999.0, 2021-01-06 17:00:00, -6999.0
-3.0, -3.022, -3.1, 6.0, -6999.0, 2021-01-06 18:00:00, -6999.0
-4.5, -4.538, -4.5, -3.0, -6999.0, 2021-01-06 19:00:00, -6999.0
-5.0, -5.025, -5.0, -3.0, -6999.0, 2021-01-06 20:00:00, -6999.0
-4.9, -4.904, -5.0, -3.0, -6999.0, 2021-01-06 21:00:00, -6999.0
-4.9, -4.939, -5.0, -3.0, -6999.0, 2021-01-06 22:00:00, -6999.0
-5.0, -5.047, -5.0, -3.0, -6999.0, 2021-01-06 23:00:00, -6999.0
-5.1, -5.07, -5.1, -3.0, -6999.0, 2021-01-07 00:00:00, -6999.0
-5.6, -5.648, -5.6, -3.0, -6999.0, 2021-01-07 01:00:00, -6999.0
-6.6, -6.575, -6.6, -3.0, -6999.0, 2021-01-07 02:00:00, -6999.0
-7.1, -7.128, -7.1, -3.0, -6999.0, 2021-01-07 03:00:00, -6999.0
-7.9, -7.905, -7.9, -3.0, -6999.0, 2021-01-07 04:00:00, -6999.0
-8.3, -8.28, -8.3, -3.0, -6999.0, 2021-01-07 05:00:00, -6999.0
-8.8, -8.76, -8.8, -3.0, -6999.0, 2021-01-07 06:00:00, -6999.0
-9.2, -9.19, -9.2, -8.8, -6999.0, 2021-01-07 07:00:00, -6999.0
-9.6, -9.6, -9.6, -8.8, -6999.0, 2021-01-07 08:00:00, -6999.0
-9.3, -9.27, -9.6, -8.8, -6999.0, 2021-01-07 09:00:00, -6999.0
-7.9, -7.947, -9.6, -8.0, -6999.0, 2021-01-07 10:00:00, -6999.0
-4.8, -4.785, -9.6, -4.8, -6999.0, 2021-01-07 11:00:00, -6999.0
-2.4, -2.431, -9.6, -2.5, -6999.0, 2021-01-07 12:00:00, -6999.0
-0.7, -0.716, -9.6, -0.7, -6999.0, 2021-01-07 13:00:00, -6999.0
0.3, 0.316, -9.6, 0.3, -6999.0, 2021-01-07 14:00:00, -6999.0
0.3, 0.33, -9.6, 0.6, -6999.0, 2021-01-07 15:00:00, -6999.0
-0.4, -0.41, -9.6, 0.6, -6999.0, 2021-01-07 16:00:00, -6999.0
-2.5, -2.509, -9.6, 0.6, -6999.0, 2021-01-07 17:00:00, -6999.0
-3.5, -3.513, -9.6, 0.6, -6999.0, 2021-01-07 18:00:00, -6999.0
-3.9, -3.859, -3.8, -3.5, -6999.0, 2021-01-07 19:00:00, -6999.0
-4.5, -4.498, -4.5, -3.5, -6999.0, 2021-01-07 20:00:00, -6999.0
-4.8, -4.765, -4.8, -3.5, -6999.0, 2021-01-07 21:00:00, -6999.0
-4.9, -4.873, -4.9, -3.5, -6999.0, 2021-01-07 22:00:00, -6999.0
-5.3, -5.307, -5.3, -3.5, -6999.0, 2021-01-07 23:00:00, -6999.0
-5.8, -5.831, -5.8, -3.5, -6999.0, 2021-01-08 00:00:00, -6999.0
-6.0, -6.028, -6.0, -3.5, -6999.0, 2021-01-08 01:00:00, -6999.0
-5.8, -5.809, -6.0, -3.5, -6999.0, 2021-01-08 02:00:00, -6999.0
-5.4, -5.395, -6.0, -3.5, -6999.0, 2021-01-08 03:00:00, -6999.0
-4.9, -4.916, -6.0, -3.5, -6999.0, 2021-01-08 04:00:00, -6999.0
-4.6, -4.571, -6.0, -3.5, -6999.0, 2021-01-08 05:00:00, -6999.0
-4.5, -4.548, -6.0, -3.5, -6999.0, 2021-01-08 06:00:00, -6999.0
-4.3, -4.289, -4.5, -4.3, -6999.0, 2021-01-08 07:00:00, -6999.0
-3.9, -3.945, -4.5, -4.0, -6999.0, 2021-01-08 08:00:00, -6999.0
-3.5, -3.45, -4.5, -3.5, -6999.0, 2021-01-08 09:00:00, -6999.0
-2.3, -2.271, -4.5, -2.3, -6999.0, 2021-01-08 10:00:00, -6999.0
-0.8, -0.842, -4.5, -0.9, -6999.0, 2021-01-08 11:00:00, -6999.0
0.6, 0.631, -4.5, 0.6, -6999.0, 2021-01-08 12:00:00, -6999.0
1.6, 1.606, -4.5, 1.6, -6999.0, 2021-01-08 13:00:00, -6999.0
2.4, 2.369, -4.5, 2.4, -6999.0, 2021-01-08 14:00:00, -6999.0
3.0, 2.95, -4.5, 3.0, -6999.0, 2021-01-08 15:00:00, -6999.0
2.0, 1.964, -4.5, 3.0, -6999.0, 2021-01-08 16:00:00, -6999.0
0.0, -0.006, -4.5, 3.0, -6999.0, 2021-01-08 17:00:00, -6999.0
-0.9, -0.861, -4.5, 3.0, -6999.0, 2021-01-08 18:00:00, -6999.0
-1.5, -1.519, -1.5, -0.9, -6999.0, 2021-01-08 19:00:00, -6999.0
-2.4, -2.408, -2.4, -0.9, -6999.0, 2021-01-08 20:00:00, -6999.0
-3.1, -3.099, -3.1, -0.9, -6999.0, 2021-01-08 21:00:00, -6999.0
-3.9, -3.898, -3.9, -0.9, -6999.0, 2021-01-08 22:00:00, -6999.0
-4.6, -4.614, -4.6, -0.9, -6999.0, 2021-01-08 23:00:00, -6999.0
-4.8, -4.808, -4.8, -0.9, -6999.0, 2021-01-09 00:00:00, -6999.0
-5.2, -5.154, -5.1, -0.9, -6999.0, 2021-01-09 01:00:00, -6999.0
-6.4, -6.358, -6.3, -0.9, -6999.0, 2021-01-09 02:00:00, -6999.0
-7.2, -7.156, -7.1, -0.9, -6999.0, 2021-01-09 03:00:00, -6999.0
-8.0, -8.02, -8.0, -0.9, -6999.0, 2021-01-09 04:00:00, -6999.0
-8.6, -8.6, -8.6, -0.9, -6999.0, 2021-01-09 05:00:00, -6999.0
-9.4, -9.44, -9.4, -0.9, -6999.0, 2021-01-09 06:00:00, -6999.0
-9.7, -9.71, -9.7, -9.4, -6999.0, 2021-01-09 07:00:00, -6999.0
-9.8, -9.75, -9.8, -9.4, -6999.0, 2021-01-09 08:00:00, -6999.0
-9.5, -9.54, -9.8, -9.4, -6999.0, 2021-01-09 09:00:00, -6999.0
-8.9, -8.87, -9.8, -8.9, -6999.0, 2021-01-09 10:00:00, -6999.0
-8.0, -7.993, -9.8, -8.0, -6999.0, 2021-01-09 11:00:00, -6999.0
-6.9, -6.948, -9.8, -7.0, -6999.0, 2021-01-09 12:00:00, -6999.0
-4.8, -4.803, -9.8, -4.8, -6999.0, 2021-01-09 13:00:00, -6999.0
-2.9, -2.856, -9.8, -2.9, -6999.0, 2021-01-09 14:00:00, -6999.0
-2.1, -2.11, -9.8, -1.8, -6999.0, 2021-01-09 15:00:00, -6999.0
-3.5, -3.521, -9.8, -1.8, -6999.0, 2021-01-09 16:00:00, -6999.0
-4.6, -4.593, -9.8, -1.8, -6999.0, 2021-01-09 17:00:00, -6999.0
-4.8, -4.823, -9.8, -1.8, -6999.0, 2021-01-09 18:00:00, -6999.0
-4.2, -4.173, -4.8, -4.2, -6999.0, 2021-01-09 19:00:00, -6999.0
-3.7, -3.708, -4.8, -3.7, -6999.0, 2021-01-09 20:00:00, -6999.0
-3.2, -3.235, -4.8, -3.2, -6999.0, 2021-01-09 21:00:00, -6999.0
-3.1, -3.127, -4.8, -3.1, -6999.0, 2021-01-09 22:00:00, -6999.0
-3.2, -3.235, -4.8, -3.1, -6999.0, 2021-01-09 23:00:00, -6999.0
-3.0, -3.041, -4.8, -3.0, -6999.0, 2021-01-10 00:00:00, -6999.0
-2.7, -2.655, -4.8, -2.7, -6999.0, 2021-01-10 01:00:00, -6999.0
-2.4, -2.42, -4.8, -2.4, -6999.0, 2021-01-10 02:00:00, -6999.0
-2.5, -2.506, -4.8, -2.4, -6999.0, 2021-01-10 03:00:00, -6999.0
-3.0, -2.95, -4.8, -2.4, -6999.0, 2021-01-10 04:00:00, -6999.0
-3.4, -3.364, -4.8, -2.4, -6999.0, 2021-01-10 05:00:00, -6999.0
-3.5, -3.493, -4.8, -2.4, -6999.0, 2021-01-10 06:00:00, -6999.0
-3.3, -3.321, -3.5, -3.3, -6999.0, 2021-01-10 07:00:00, -6999.0
-2.9, -2.869, -3.5, -2.9, -6999.0, 2021-01-10 08:00:00, -6999.0
-2.3, -2.314, -3.5, -2.3, -6999.0, 2021-01-10 09:00:00, -6999.0
-1.8, -1.834, -3.5, -1.9, -6999.0, 2021-01-10 10:00:00, -6999.0
-0.4, -0.428, -3.5, -0.5, -6999.0, 2021-01-10 11:00:00, -6999.0
2.1, 2.138, -3.5, 2.1, -6999.0, 2021-01-10 12:00:00, -6999.0
2.9, 2.865, -3.5, 2.9, -6999.0, 2021-01-10 13:00:00, -6999.0
3.6, 3.637, -3.5, 3.6, -6999.0, 2021-01-10 14:00:00, -6999.0
3.2, 3.206, -3.5, 3.7, -6999.0, 2021-01-10 15:00:00, -6999.0
2.5, 2.46, -3.5, 3.7, -6999.0, 2021-01-10 16:00:00, -6999.0
1.5, 1.493, -3.5, 3.7, -6999.0, 2021-01-10 17:00:00, -6999.0
0.9, 0.926, -3.5, 3.7, -6999.0, 2021-01-10 18:00:00, -6999.0
0.6, 0.565, 0.6, 0.9, -6999.0, 2021-01-10 19:00:00, -6999.0
0.1, 0.068, 0.1, 0.9, -6999.0, 2021-01-10 20:00:00, -6999.0
-0.1, -0.095, -0.1, 0.9, -6999.0, 2021-01-10 21:00:00, -6999.0
-0.5, -0.5, -0.5, 0.9, -6999.0, 2021-01-10 22:00:00, -6999.0
-0.9, -0.884, -0.9, 0.9, -6999.0, 2021-01-10 23:00:00, -6999.0
-1.1, -1.139, -1.1, 0.9, -6999.0, 2021-01-11 00:00:00, -6999.0
-1.2, -1.182, -1.2, 0.9, -6999.0, 2021-01-11 01:00:00, -6999.0
-1.7, -1.652, -1.7, 0.9, -6999.0, 2021-01-11 02:00:00, -6999.0
-1.9, -1.887, -1.9, 0.9, -6999.0, 2021-01-11 03:00:00, -6999.0
-1.2, -1.223, -1.9, 0.9, -6999.0, 2021-01-11 04:00:00, -6999.0
-0.5, -0.496, -1.9, 0.9, -6999.0, 2021-01-11 05:00:00, -6999.0
-0.7, -0.692, -1.9, 0.9, -6999.0, 2021-01-11 06:00:00, -6999.0
-0.9, -0.895, -0.9, -0.7, -6999.0, 2021-01-11 07:00:00, -6999.0
-1.1, -1.068, -1.1, -0.7, -6999.0, 2021-01-11 08:00:00, -6999.0
-0.8, -0.8, -1.1, -0.7, -6999.0, 2021-01-11 09:00:00, -6999.0
0.5, 0.525, -1.1, 0.5, -6999.0, 2021-01-11 10:00:00, -6999.0
1.9, 1.918, -1.1, 1.9, -6999.0, 2021-01-11 11:00:00, -6999.0
3.0, 2.991, -1.1, 3.0, -6999.0, 2021-01-11 12:00:00, -6999.0
3.2, 3.206, -1.1, 3.2, -6999.0, 2021-01-11 13:00:00, -6999.0
3.1, 3.122, -1.1, 3.2, -6999.0, 2021-01-11 14:00:00, -6999.0
2.7, 2.652, -1.1, 3.2, -6999.0, 2021-01-11 15:00:00, -6999.0
2.1, 2.07, -1.1, 3.2, -6999.0, 2021-01-11 16:00:00, -6999.0
1.1, 1.138, -1.1, 3.2, -6999.0, 2021-01-11 17:00:00, -6999.0
0.4, 0.415, -1.1, 3.2, -6999.0, 2021-01-11 18:00:00, -6999.0
0.6, 0.565, 0.4, 0.6, -6999.0, 2021-01-11 19:00:00, -6999.0
0.6, 0.608, 0.4, 0.6, -6999.0, 2021-01-11 20:00:00, -6999.0
0.5, 0.501, 0.4, 0.6, -6999.0, 2021-01-11 21:00:00, -6999.0
0.1, 0.074, 0.1, 0.6, -6999.0, 2021-01-11 22:00:00, -6999.0
-0.4, -0.35, -0.3, 0.6, -6999.0, 2021-01-11 23:00:00, -6999.0
-0.7, -0.671, -0.7, 0.6, -6999.0, 2021-01-12 00:00:00, -6999.0
-0.8, -0.798, -0.8, 0.6, -6999.0, 2021-01-12 01:00:00, -6999.0
-0.8, -0.798, -0.9, 0.6, -6999.0, 2021-01-12 02:00:00, -6999.0
-0.8, -0.777, -0.9, 0.6, -6999.0, 2021-01-12 03:00:00, -6999.0
-0.9, -0.884, -0.9, 0.6, -6999.0, 2021-01-12 04:00:00, -6999.0
-0.8, -0.798, -0.9, 0.6, -6999.0, 2021-01-12 05:00:00, -6999.0
-0.8, -0.798, -0.9, 0.6, -6999.0, 2021-01-12 06:00:00, -6999.0
-0.8, -0.777, -0.9, -0.8, -6999.0, 2021-01-12 07:00:00, -6999.0
-0.6, -0.649, -0.9, -0.6, -6999.0, 2021-01-12 08:00:00, -6999.0
-0.1, -0.071, -0.9, -0.1, -6999.0, 2021-01-12 09:00:00, -6999.0
1.4, 1.39, -0.9, 1.4, -6999.0, 2021-01-12 10:00:00, -6999.0
2.3, 2.318, -0.9, 2.3, -6999.0, 2021-01-12 11:00:00, -6999.0
4.0, 3.961, -0.9, 3.9, -6999.0, 2021-01-12 12:00:00, -6999.0
5.6, 5.605, -0.9, 5.6, -6999.0, 2021-01-12 13:00:00, -6999.0
5.4, 5.354, -0.9, 5.7, -6999.0, 2021-01-12 14:00:00, -6999.0
5.7, 5.722, -0.9, 5.8, -6999.0, 2021-01-12 15:00:00, -6999.0
4.3, 4.31, -0.9, 5.8, -6999.0, 2021-01-12 16:00:00, -6999.0
2.3, 2.278, -0.9, 5.8, -6999.0, 2021-01-12 17:00:00, -6999.0
1.2, 1.155, -0.9, 5.8, -6999.0, 2021-01-12 18:00:00, -6999.0
1.2, 1.2, 1.2, 1.2, -6999.0, 2021-01-12 19:00:00, -6999.0
1.2, 1.245, 1.2, 1.2, -6999.0, 2021-01-12 20:00:00, -6999.0
1.7, 1.692, 1.2, 1.7, -6999.0, 2021-01-12 21:00:00, -6999.0
2.1, 2.119, 1.2, 2.1, -6999.0, 2021-01-12 22:00:00, -6999.0
2.6, 2.588, 1.2, 2.6, -6999.0, 2021-01-12 23:00:00, -6999.0
2.9, 2.865, 1.2, 2.9, -6999.0, 2021-01-13 00:00:00, -6999.0
2.8, 2.779, 1.2, 2.9, -6999.0, 2021-01-13 01:00:00, -6999.0
2.3, 2.285, 1.2, 2.9, -6999.0, 2021-01-13 02:00:00, -6999.0
2.2, 2.245, 1.2, 2.9, -6999.0, 2021-01-13 03:00:00, -6999.0
2.4, 2.395, 1.2, 2.9, -6999.0, 2021-01-13 04:00:00, -6999.0
1.5, 1.529, 1.2, 2.9, -6999.0, 2021-01-13 05:00:00, -6999.0
0.4, 0.386, 0.4, 2.9, -6999.0, 2021-01-13 06:00:00, -6999.0
-1.0, -1.045, -1.0, 0.4, -6999.0, 2021-01-13 07:00:00, -6999.0
-1.5, -1.523, -1.5, 0.4, -6999.0, 2021-01-13 08:00:00, -6999.0
-1.7, -1.652, -1.7, 0.4, -6999.0, 2021-01-13 09:00:00, -6999.0
-1.1, -1.053, -1.7, 0.4, -6999.0, 2021-01-13 10:00:00, -6999.0
-0.8, -0.82, -1.7, 0.4, -6999.0, 2021-01-13 11:00:00, -6999.0
-0.5, -0.522, -1.7, 0.4, -6999.0, 2021-01-13 12:00:00, -6999.0
0.4, 0.41, -1.7, 0.4, -6999.0, 2021-01-13 13:00:00, -6999.0
2.2, 2.172, -1.7, 2.1, -6999.0, 2021-01-13 14:00:00, -6999.0
