station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, mslp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
94.4, None, None, 0.0, 0.0, 120.3, -3.0, -3.9, None, None, 120.0, None, 125.0, None, 125.0, 7.1, None, -1.988, None, -1.7, 94.0, 44.72, 0.0, -2.0, None, 0.8, 2.0, 2021-01-01 12:00:00, None
92.8, None, None, 0.0, 0.0, 145.7, -3.0, -3.9, None, None, 146.0, None, 125.0, None, 125.3, 7.7, None, -2.22, None, -1.7, 93.0, 46.57, 0.0, -2.2, None, 0.6, 1.0, 2021-01-01 13:00:00, None
93.8, None, None, 0.0, 0.0, 158.3, -4.0, -3.9, None, None, 158.0, None, 126.0, None, 126.0, 8.4, None, -2.885, None, -1.7, 94.0, 52.74, 0.0, -2.9, None, 0.7, 1.0, 2021-01-01 14:00:00, None
93.1, None, None, 0.0, 0.0, 167.2, -4.0, -3.9, None, None, 167.0, None, 127.0, None, 126.6, 9.1, None, -3.138, None, -1.7, 93.0, 46.32, 0.0, -3.1, None, 0.7, 1.0, 2021-01-01 15:00:00, None
93.4, None, None, 0.0, 0.0, 186.8, -4.0, -3.9, None, None, 187.0, None, 127.0, None, 127.3, 9.5, None, -3.334, None, -1.7, 93.0, 51.18, 0.0, -3.3, None, 0.4, 1.0, 2021-01-01 16:00:00, None
94.2, None, None, None, 0.0, 221.1, -4.0, -3.9, None, None, None, None, None, None, 126.9, None, None, -3.385, None, -1.7, 94.0, 38.06, None, -3.4, None, None, None, 2021-01-01 17:00:00, None
94.6, None, None, 0.0, 0.0, 206.6, -4.0, -3.9, None, None, 207.0, None, 127.0, None, 127.3, None, None, -3.357, None, -1.7, 95.0, 39.64, 0.0, -3.4, None, 0.3, 1.0, 2021-01-01 18:00:00, None
94.6, None, None, 0.0, 0.0, 198.8, -4.0, -3.4, None, None, 199.0, None, 128.0, None, 128.0, None, None, -3.28, None, -3.2, 95.0, 41.99, 0.0, -3.3, None, 0.2, 1.0, 2021-01-01 19:00:00, None
95.4, None, None, 0.0, 0.0, 197.9, -4.0, -3.4, None, None, 198.0, None, 128.0, None, 128.3, None, None, -3.218, None, -3.2, 95.0, 51.45, 0.0, -3.2, None, 0.5, 1.0, 2021-01-01 20:00:00, None
94.9, None, None, 0.0, 0.0, 187.1, -4.0, -3.4, None, None, 187.0, None, 129.0, None, 129.3, None, None, -3.229, None, -3.2, 95.0, 52.54, 0.0, -3.2, None, 0.7, 2.0, 2021-01-01 21:00:00, None
95.6, None, None, 0.0, 0.0, 124.0, -4.0, -3.4, None, None, 124.0, None, 130.0, None, 129.9, None, None, -3.141, None, -3.1, 96.0, 40.39, 0.0, -3.1, None, 0.9, 1.0, 2021-01-01 22:00:00, None
95.7, None, None, 0.0, 0.0, 115.0, -3.0, -3.4, None, None, 115.0, None, 131.0, None, 130.8, None, None, -2.983, None, -3.0, 96.0, 36.53, 0.0, -3.0, None, 1.6, 1.0, 2021-01-01 23:00:00, None
96.0, None, None, 0.0, 0.0, 108.2, -3.0, -3.4, None, None, 108.0, None, 134.0, None, 133.9, None, None, -2.952, None, -2.9, 96.0, 29.4, 0.0, -3.0, None, 2.0, 4.0, 2021-01-02 00:00:00, None
96.0, None, None, 0.0, 0.0, 97.8, -3.0, -3.4, None, None, 98.0, None, 135.0, None, 135.1, None, None, -2.994, None, -2.9, 96.0, 34.21, 0.0, -3.0, None, 1.4, 2.0, 2021-01-02 01:00:00, None
96.4, None, None, 0.0, 0.0, 92.3, -3.0, -3.4, None, None, 92.0, None, 135.0, None, 135.3, None, None, -2.855, None, -2.9, 96.0, 44.22, 0.0, -2.9, None, 0.2, 0.0, 2021-01-02 02:00:00, None
96.2, None, None, 0.0, 0.0, 91.1, -4.0, -3.4, None, None, 91.0, None, 135.0, None, 134.9, None, None, -3.014, None, -2.8, 96.0, 40.28, 0.0, -3.0, None, 0.1, 0.0, 2021-01-02 03:00:00, None
96.5, None, None, 0.0, 0.0, 86.1, -4.0, -3.4, None, None, 86.0, None, 134.0, None, 134.4, None, None, -3.173, None, -2.8, 97.0, 44.3, 0.0, -3.2, None, 0.0, -1.0, 2021-01-02 04:00:00, None
96.4, None, None, 0.0, 0.0, 85.1, -4.0, -3.4, None, None, 85.0, None, 135.0, None, 134.7, None, None, -3.212, None, -2.8, 96.0, 51.7, 0.0, -3.2, None, 0.1, 1.0, 2021-01-02 05:00:00, None
96.6, None, None, 0.0, 0.0, 82.5, -3.0, -3.4, None, None, 83.0, None, 134.0, None, 134.3, None, None, -3.09, None, -2.8, 97.0, 46.94, 0.0, -3.1, None, 0.1, 0.0, 2021-01-02 06:00:00, None
96.5, None, None, 0.0, 0.0, 117.4, -4.0, -3.2, None, None, 117.0, None, 134.0, None, 134.1, None, None, -3.161, None, -3.0, 97.0, 52.77, 0.0, -3.2, None, 0.1, 0.0, 2021-01-02 07:00:00, None
96.2, None, None, 0.0, 0.0, 184.0, -3.0, -3.2, None, None, 184.0, None, 134.0, None, 133.8, None, None, -3.028, None, -3.0, 96.0, 0.0, 0.0, -3.0, None, 0.1, 0.0, 2021-01-02 08:00:00, None
96.1, None, None, 0.0, 0.0, 166.8, -3.0, -3.2, None, None, 167.0, None, 134.0, None, 133.7, None, None, -2.821, None, -2.8, 96.0, 39.6, 0.0, -2.8, None, 0.1, 0.0, 2021-01-02 09:00:00, None
95.5, None, None, 0.0, 0.0, 119.8, -3.0, -3.2, None, None, 120.0, None, 134.0, None, 133.9, None, None, -2.419, None, -2.4, 96.0, 54.03, 0.0, -2.4, None, 0.1, 0.0, 2021-01-02 10:00:00, None
95.2, None, None, 0.0, 0.0, 105.3, -3.0, -3.2, None, None, 105.0, None, 134.0, None, 134.4, None, None, -2.395, None, -2.3, 95.0, 48.5, 0.0, -2.4, None, 0.7, 1.0, 2021-01-02 11:00:00, None
95.2, None, None, 0.0, 0.0, 89.5, -2.0, -3.2, None, None, 90.0, None, 135.0, None, 134.5, None, None, -1.967, None, -1.9, 95.0, 40.86, 0.0, -2.0, None, 0.9, 0.0, 2021-01-02 12:00:00, None
95.4, None, None, 0.0, 0.0, 89.8, -3.0, -3.2, None, None, 90.0, None, 135.0, None, 134.6, None, None, -2.113, None, -1.9, 95.0, 40.92, 0.0, -2.1, None, 0.8, 0.0, 2021-01-02 13:00:00, None
95.6, None, None, 0.0, 0.0, 89.8, -3.0, -3.2, None, None, 90.0, None, 135.0, None, 135.1, None, None, -2.136, None, -1.9, 96.0, 33.21, 0.0, -2.1, None, 0.5, 1.0, 2021-01-02 14:00:00, None
93.9, None, None, 17.1, 1.299, 107.0, -3.0, -3.2, None, None, 107.0, None, 135.0, None, 134.6, None, None, -2.29, None, -1.9, 94.0, 48.73, 1.3, -2.3, None, 0.7, 0.0, 2021-01-02 15:00:00, None
94.1, None, None, 19.3, 3.532, 99.7, -3.0, -3.2, None, None, 100.0, None, 136.0, None, 135.6, None, None, -2.263, None, -1.9, 94.0, 53.05, 3.5, -2.3, None, 0.5, 2.0, 2021-01-02 16:00:00, None
96.2, None, None, 13.1, 3.488, 89.2, -3.0, -3.2, None, None, 89.0, None, 136.0, None, 136.0, 13.3, None, -2.547, None, -1.9, 96.0, 46.15, 3.5, -2.5, None, 1.4, 1.0, 2021-01-02 17:00:00, None
95.5, None, None, 14.7, 3.279, 99.4, -3.0, -3.2, None, None, 99.0, None, 135.0, None, 135.0, 14.3, None, -2.453, None, -1.9, 96.0, 47.7, 3.3, -2.5, None, 1.3, -1.0, 2021-01-02 18:00:00, None
95.6, None, None, 11.0, 3.193, 97.0, -3.0, -2.5, None, None, 97.0, None, 139.0, None, 139.0, 15.5, None, -2.448, None, -2.4, 96.0, 40.54, 3.2, -2.4, None, 1.4, 5.0, 2021-01-02 19:00:00, None
95.3, None, None, 17.9, 3.153, 95.1, -3.0, -2.5, None, None, 95.0, None, 139.0, None, 139.0, 15.5, None, -2.21, None, -2.1, 95.0, 50.96, 3.2, -2.2, None, 0.5, 0.0, 2021-01-02 20:00:00, None
95.1, None, None, 11.2, 2.591, 108.1, -3.0, -2.8, None, None, 108.0, None, 139.0, None, 139.4, 16.0, None, -2.759, None, -2.1, 95.0, 53.49, 2.6, -2.8, None, 1.2, 1.0, 2021-01-02 21:00:00, None
95.2, None, None, 13.3, 2.999, 104.6, -3.0, -2.8, None, None, 105.0, None, 140.0, None, 139.8, 16.2, None, -2.218, None, -2.1, 95.0, 53.48, 3.0, -2.2, None, 1.1, 1.0, 2021-01-02 22:00:00, None
95.8, None, None, 14.6, 2.437, 105.0, -3.0, -2.8, None, None, 105.0, None, 140.0, None, 140.3, 15.5, None, -2.258, None, -2.1, 96.0, 49.51, 2.4, -2.3, None, 0.9, 1.0, 2021-01-02 23:00:00, None
96.4, None, None, 14.8, 2.883, 98.1, -2.0, -2.8, None, None, 98.0, None, 139.0, None, 138.7, 15.4, None, -2.014, None, -2.0, 96.0, 52.42, 2.9, -2.0, None, 1.9, -2.0, 2021-01-03 00:00:00, None
96.6, None, None, 12.6, 2.914, 96.8, -2.0, -2.8, None, None, 97.0, None, 143.0, None, 143.1, 16.1, None, -1.946, None, -1.9, 97.0, 51.55, 2.9, -1.9, None, 2.1, 5.0, 2021-01-03 01:00:00, None
96.7, None, None, 15.7, 4.067, 85.8, -2.0, -2.8, None, None, 86.0, None, 145.0, None, 144.6, 17.9, None, -2.043, None, -1.9, 97.0, 40.66, 4.1, -2.0, None, 2.0, 2.0, 2021-01-03 02:00:00, None
96.5, None, None, 22.9, 5.019, 87.4, -2.0, -2.8, None, None, 87.0, None, 145.0, None, 145.1, 18.9, None, -1.78, None, -1.7, 97.0, 51.07, 5.0, -1.8, None, 1.0, 1.0, 2021-01-03 03:00:00, None
96.6, None, None, 23.2, 5.478, 80.4, -2.0, -2.8, None, None, 80.0, None, 145.0, None, 145.2, 19.6, None, -1.829, None, -1.7, 97.0, 53.3, 5.5, -1.8, None, 0.7, 0.0, 2021-01-03 04:00:00, None
96.6, None, None, 22.4, 5.663, 63.54, -2.0, -2.8, None, None, 64.0, None, 146.0, None, 145.6, 21.1, None, -2.006, None, -1.7, 97.0, 56.16, 5.7, -2.0, None, 1.5, 1.0, 2021-01-03 05:00:00, None
95.6, None, None, 16.0, 2.433, 85.0, -4.0, -3.3, None, None, 85.0, None, 148.0, None, 147.6, 24.0, None, -3.328, None, -1.7, 96.0, 48.64, 2.4, -3.3, None, 2.9, 2.0, 2021-01-03 06:00:00, None
95.0, None, None, 8.6, 1.143, 100.6, -5.0, -4.2, None, None, 101.0, None, 144.0, None, 144.1, 24.0, None, -4.178, None, -3.3, 95.0, 25.36, 1.1, -4.2, None, 0.0, -4.0, 2021-01-03 07:00:00, None
95.8, None, None, 9.7, 2.05, 82.0, -5.0, -4.3, None, None, 82.0, None, 144.0, None, 144.4, 24.0, None, -4.053, None, -3.3, 96.0, 41.02, 2.1, -4.1, None, 0.0, 1.0, 2021-01-03 08:00:00, None
94.8, None, None, 8.3, 1.661, 86.5, -4.0, -4.3, None, None, 87.0, None, 145.0, None, 145.0, 24.0, None, -3.798, None, -3.3, 95.0, 37.23, 1.7, -3.8, None, 0.0, 1.0, 2021-01-03 09:00:00, None
93.7, None, None, 8.2, 1.636, 90.9, -4.0, -4.3, None, None, 91.0, None, 146.0, None, 146.4, 24.0, None, -3.427, None, -3.3, 94.0, 34.3, 1.6, -3.4, None, 0.1, 2.0, 2021-01-03 10:00:00, None
91.8, None, None, 6.8, 1.416, 102.9, -3.0, -4.3, None, None, 103.0, None, 146.0, None, 146.3, 23.6, None, -1.942, None, -1.9, 92.0, 41.27, 1.4, -1.9, None, 0.3, 0.0, 2021-01-03 11:00:00, None
90.9, None, None, 7.2, 1.439, 106.0, -4.0, -4.3, None, None, 106.0, None, 146.0, None, 146.1, 22.7, None, -3.281, None, -1.9, 91.0, 41.7, 1.4, -3.3, None, 0.0, 0.0, 2021-01-03 12:00:00, None
93.3, None, None, 5.9, 0.904, 94.7, -5.0, -4.3, None, None, 95.0, None, 146.0, None, 146.0, 21.9, None, -4.01, None, -1.9, 93.0, 29.15, 0.9, -4.0, None, 0.0, 0.0, 2021-01-03 13:00:00, None
92.9, None, None, 4.1, 0.253, 107.2, -5.0, -4.3, None, None, 107.0, None, 146.0, None, 145.9, 21.4, None, -4.103, None, -1.9, 93.0, 22.59, 0.3, -4.1, None, 0.0, 0.0, 2021-01-03 14:00:00, None
93.8, None, None, 7.8, 1.331, 93.0, -6.0, -4.9, None, None, 93.0, None, 148.0, None, 147.9, 21.5, None, -4.852, None, -1.9, 94.0, 31.0, 1.3, -4.9, None, 0.8, 2.0, 2021-01-03 15:00:00, None
94.5, None, None, 6.4, 1.254, 99.1, -6.0, -5.1, None, None, 99.0, None, 147.0, None, 147.0, 21.2, None, -5.068, None, -1.9, 95.0, 29.47, 1.3, -5.1, None, 0.2, -1.0, 2021-01-03 16:00:00, None
94.5, None, None, 9.5, 2.041, 95.2, -5.0, -5.1, None, None, 95.0, None, 146.0, None, 146.3, 19.8, None, -4.801, None, -1.9, 95.0, 41.22, 2.0, -4.8, None, 0.0, -1.0, 2021-01-03 17:00:00, None
94.4, None, None, 9.5, 2.28, 90.3, -5.0, -5.1, None, None, 90.0, None, 144.0, None, 144.2, 18.5, None, -4.741, None, -1.9, 94.0, 38.87, 2.3, -4.7, None, 0.1, -2.0, 2021-01-03 18:00:00, None
94.0, None, None, 11.9, 2.582, 88.9, -6.0, -4.8, None, None, 89.0, None, 148.0, None, 147.5, 17.1, None, -4.762, None, -4.7, 94.0, 39.41, 2.6, -4.8, None, 0.0, 4.0, 2021-01-03 19:00:00, None
94.2, None, None, 10.0, 2.276, 88.9, -6.0, -4.9, None, None, 89.0, None, 147.0, None, 146.8, 16.6, None, -4.885, None, -4.7, 94.0, 39.91, 2.3, -4.9, None, 0.0, -1.0, 2021-01-03 20:00:00, None
93.9, None, None, 14.3, 2.412, 88.3, -5.0, -4.9, None, None, 88.0, None, 147.0, None, 146.5, 15.4, None, -4.664, None, -4.7, 94.0, 39.72, 2.4, -4.7, None, 0.0, 0.0, 2021-01-03 21:00:00, None
94.4, None, None, 15.5, 3.017, 88.7, -5.0, -4.9, None, None, 89.0, None, 145.0, None, 145.3, 14.3, None, -4.444, None, -4.5, 94.0, 40.03, 3.0, -4.4, None, 0.1, -1.0, 2021-01-03 22:00:00, None
96.0, None, None, 12.4, 2.564, 88.3, -5.0, -4.9, None, None, 88.0, None, 145.0, None, 145.2, 13.4, None, -4.138, None, -4.1, 96.0, 38.61, 2.6, -4.1, None, 0.1, 0.0, 2021-01-03 23:00:00, None
95.5, None, None, 10.8, 1.712, 90.3, -5.0, -4.9, None, None, 90.0, None, 145.0, None, 144.8, 11.5, None, -4.076, None, -4.1, 96.0, 34.01, 1.7, -4.1, None, 0.0, 0.0, 2021-01-04 00:00:00, None
95.0, None, None, 5.6, 1.261, 101.5, -5.0, -4.9, None, None, 102.0, None, 145.0, None, 144.5, 9.4, None, -4.391, None, -4.1, 95.0, 25.88, 1.3, -4.4, None, 0.0, 0.0, 2021-01-04 01:00:00, None
94.6, None, None, 6.2, 0.966, 110.4, -5.0, -4.9, None, None, 110.0, None, 145.0, None, 144.6, 7.4, None, -4.323, None, -4.1, 95.0, 39.61, 1.0, -4.3, None, 0.0, 0.0, 2021-01-04 02:00:00, None
95.4, None, None, 7.7, 1.321, 200.6, -5.0, -4.9, None, None, 201.0, None, 144.0, None, 144.4, 6.4, None, -4.268, None, -4.1, 95.0, 53.71, 1.3, -4.3, None, 0.0, 0.0, 2021-01-04 03:00:00, None
94.9, None, None, 6.1, 0.549, 159.2, -5.0, -4.9, None, None, 159.0, None, 144.0, None, 144.1, 5.7, None, -4.504, None, -4.1, 95.0, 61.89, 0.5, -4.5, None, 0.0, 0.0, 2021-01-04 04:00:00, None
95.7, None, None, 10.1, 1.62, 39.94, -5.0, -4.9, None, None, 40.0, None, 144.0, None, 144.2, 4.2, None, -4.736, None, -4.1, 96.0, 53.82, 1.6, -4.7, None, 0.0, 0.0, 2021-01-04 05:00:00, None
96.5, None, None, 7.1, 2.031, 261.6, -5.0, -4.9, None, None, 262.0, None, 144.0, None, 144.0, 1.3, None, -4.521, None, -4.1, 97.0, 55.98, 2.0, -4.5, None, 0.0, 0.0, 2021-01-04 06:00:00, None
96.1, None, None, 9.0, 1.84, 55.61, -5.0, -4.6, None, None, 56.0, None, 145.0, None, 144.6, 1.6, None, -4.444, None, -4.4, 96.0, 68.95, 1.8, -4.4, None, 0.3, 1.0, 2021-01-04 07:00:00, None
95.9, None, None, 8.8, 2.427, 14.37, -5.0, -4.6, None, None, 14.0, None, 145.0, None, 144.8, 1.9, None, -4.317, None, -4.3, 96.0, 60.68, 2.4, -4.3, None, 0.3, 0.0, 2021-01-04 08:00:00, None
95.4, None, None, 9.3, 1.617, 110.7, -4.0, -4.6, None, None, 111.0, None, 145.0, None, 145.3, 2.5, None, -3.726, None, -3.7, 95.0, 75.99, 1.6, -3.7, None, 0.6, 1.0, 2021-01-04 09:00:00, None
95.5, None, None, 7.0, 1.305, 185.7, -4.0, -4.6, None, None, 186.0, None, 146.0, None, 145.7, 3.0, None, -3.563, None, -3.4, 96.0, 49.72, 1.3, -3.6, None, 0.5, 1.0, 2021-01-04 10:00:00, None
95.3, None, None, 10.7, 2.16, 291.5, -4.0, -4.6, None, None, 292.0, None, 146.0, None, 145.6, 3.1, None, -3.566, None, -3.4, 95.0, 77.44, 2.2, -3.6, None, 0.4, 0.0, 2021-01-04 11:00:00, None
94.4, None, None, 7.1, 1.339, 70.65, -4.0, -4.6, None, None, 71.0, None, 147.0, None, 146.6, 4.0, None, -3.366, None, -3.2, 94.0, 59.32, 1.3, -3.4, None, 0.9, 2.0, 2021-01-04 12:00:00, None
95.5, None, None, 8.8, 1.326, 125.1, -3.0, -4.6, None, None, 125.0, None, 149.0, None, 148.5, 6.1, None, -2.88, None, -2.9, 96.0, 68.14, 1.3, -2.9, None, 2.1, 2.0, 2021-01-04 13:00:00, None
95.0, None, None, 10.8, 1.607, 207.4, -3.0, -4.6, None, None, 207.0, None, 151.0, None, 150.5, 7.7, None, -2.322, None, -2.3, 95.0, 54.32, 1.6, -2.3, None, 1.6, 2.0, 2021-01-04 14:00:00, None
94.4, None, None, 12.3, 1.649, 194.5, -3.0, -4.6, None, None, 195.0, None, 152.0, None, 151.7, 8.5, None, -2.374, None, -2.3, 94.0, 56.43, 1.6, -2.4, None, 1.6, 2.0, 2021-01-04 15:00:00, None
94.8, None, None, 8.3, 2.036, 214.2, -3.0, -4.6, None, None, 214.0, None, 153.0, None, 152.5, 9.4, None, -2.448, None, -2.3, 95.0, 39.39, 2.0, -2.4, None, 1.1, 1.0, 2021-01-04 16:00:00, None
95.1, None, None, 9.3, 2.183, 213.4, -3.0, -4.6, None, None, 213.0, None, 152.0, None, 152.0, 10.8, None, -2.581, None, -2.3, 95.0, 34.29, 2.2, -2.6, None, 1.4, -1.0, 2021-01-04 17:00:00, None
95.1, None, None, 12.5, 3.567, 210.4, -3.0, -4.6, None, None, 210.0, None, 157.0, None, 157.2, 12.2, None, -2.668, None, -2.3, 95.0, 34.51, 3.6, -2.7, None, 1.4, 6.0, 2021-01-04 18:00:00, None
95.5, None, None, 10.2, 2.787, 195.5, -3.0, -2.8, None, None, 196.0, None, 157.0, None, 156.6, 13.2, None, -2.776, None, -2.7, 96.0, 42.92, 2.8, -2.8, None, 1.0, -1.0, 2021-01-04 19:00:00, None
96.2, None, None, 6.3, 1.516, 105.1, -3.0, -2.8, None, None, 105.0, None, 160.0, None, 159.5, 15.3, None, -2.615, None, -2.6, 96.0, 31.69, 1.5, -2.6, None, 2.1, 3.0, 2021-01-04 20:00:00, None
95.9, None, None, 17.5, 4.38, 75.8, -4.0, -3.1, None, None, 76.0, None, 161.0, None, 161.2, 17.3, None, -3.113, None, -2.6, 96.0, 43.86, 4.4, -3.1, None, 2.0, 2.0, 2021-01-04 21:00:00, None
95.6, None, None, 18.5, 2.565, 90.1, -4.0, -3.6, None, None, 90.0, None, 162.0, None, 161.7, 17.3, None, -3.501, None, -2.6, 96.0, 44.24, 2.6, -3.5, None, 0.0, 1.0, 2021-01-04 22:00:00, None
95.9, None, None, 9.8, 2.293, 82.1, -4.0, -3.6, None, None, 82.0, None, 161.0, None, 161.2, 17.3, None, -3.407, None, -2.6, 96.0, 28.42, 2.3, -3.4, None, 0.0, -1.0, 2021-01-04 23:00:00, None
95.9, None, None, 18.6, 4.03, 76.83, -4.0, -3.6, None, None, 77.0, None, 161.0, None, 161.3, 17.3, None, -3.441, None, -2.6, 96.0, 34.85, 4.0, -3.4, None, 0.1, 0.0, 2021-01-05 00:00:00, None
95.2, None, None, 17.6, 3.956, 71.54, -4.0, -3.9, None, None, 72.0, None, 161.0, None, 161.2, 17.3, None, -3.838, None, -2.6, 95.0, 47.0, 4.0, -3.8, None, 0.0, 0.0, 2021-01-05 01:00:00, None
95.1, None, None, 12.3, 2.871, 87.0, -5.0, -4.1, None, None, 87.0, None, 161.0, None, 160.8, 17.3, None, -4.044, None, -2.6, 95.0, 35.88, 2.9, -4.0, None, 0.0, 0.0, 2021-01-05 02:00:00, None
95.5, None, None, 10.0, 2.382, 89.5, -5.0, -4.1, None, None, 90.0, None, 160.0, None, 160.4, 17.3, None, -4.096, None, -2.6, 96.0, 34.59, 2.4, -4.1, None, 0.0, 0.0, 2021-01-05 03:00:00, None
95.7, None, None, 11.2, 2.556, 82.9, -4.0, -4.1, None, None, 83.0, None, 160.0, None, 160.0, 17.3, None, -3.994, None, -2.6, 96.0, 31.01, 2.6, -4.0, None, 0.1, 0.0, 2021-01-05 04:00:00, None
95.2, None, None, 9.8, 2.328, 82.6, -5.0, -4.2, None, None, 83.0, None, 160.0, None, 159.8, 17.5, None, -4.216, None, -2.6, 95.0, 38.93, 2.3, -4.2, None, 0.2, 0.0, 2021-01-05 05:00:00, None
95.1, None, None, 9.8, 2.474, 83.0, -5.0, -4.4, None, None, 83.0, None, 160.0, None, 159.6, 17.5, None, -4.441, None, -2.6, 95.0, 40.78, 2.5, -4.4, None, 0.0, 0.0, 2021-01-05 06:00:00, None
95.0, None, None, 10.2, 2.14, 86.9, -5.0, -4.6, None, None, 87.0, None, 159.0, None, 159.4, 17.2, None, -4.554, None, -4.4, 95.0, 31.56, 2.1, -4.6, None, 0.1, 0.0, 2021-01-05 07:00:00, None
94.8, None, None, 5.2, 0.509, 144.7, -5.0, -4.7, None, None, 145.0, None, 158.0, None, 158.1, 18.8, None, -4.629, None, -4.4, 95.0, 42.72, 0.5, -4.6, None, 1.9, -1.0, 2021-01-05 08:00:00, None
93.0, None, None, 3.6, 0.127, 135.9, -6.0, -5.0, None, None, 136.0, None, 155.0, None, 155.4, 18.2, None, -5.053, None, -4.4, 93.0, 19.04, 0.1, -5.1, None, 0.1, -3.0, 2021-01-05 09:00:00, None
93.4, None, None, 6.1, 0.346, 168.7, -5.0, -5.6, None, None, 169.0, None, 156.0, None, 155.7, None, None, -4.305, None, -4.1, 93.0, 21.82, 0.3, -4.3, None, -0.2, 1.0, 2021-01-05 10:00:00, None
