station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, HEIGHT_OF_SNOW, stn_pres
5.8, -1.393, 99.4, -1.2, 1.2, 0.0, 0.023, 271.4, -1.0, 0.0, -1.4, -1.7, None, 0.0, -1.0, None, 271.0, 0.0, 99.0, 2021-01-01 00:00:00, 37.0, 37.07, -7999.0
4.9, -1.452, 99.4, -1.2, 1.1, 0.0, 0.025, 271.4, -2.0, 0.0, -1.5, -1.7, None, 0.0, -2.0, None, 271.0, 0.0, 99.0, 2021-01-01 01:00:00, 37.0, 36.98, -7999.0
None, -1.425, 99.4, -1.2, None, 0.0, 0.108, 271.4, -2.0, None, -1.4, -1.7, None, -0.1, -2.0, None, None, None, 99.0, 2021-01-01 02:00:00, None, 36.91, -7999.0
None, -1.575, 99.4, -1.2, 4.2, 0.0, 0.477, 271.4, -2.0, 0.5, -1.6, -1.7, None, 0.1, -2.0, None, 271.0, 0.0, 99.0, 2021-01-01 03:00:00, 37.0, 36.72, -7999.0
None, -1.397, 99.5, -1.2, None, 0.0, 0.021, 271.4, -1.0, None, -1.4, -1.7, None, 0.0, -1.0, None, None, None, 100.0, 2021-01-01 04:00:00, None, 35.4, -7999.0
None, -1.202, 99.6, -1.2, None, 0.0, 0.071, 271.4, -1.0, None, -1.2, -1.7, None, 0.0, -1.0, None, None, None, 100.0, 2021-01-01 05:00:00, None, 36.12, -7999.0
None, -0.865, 99.7, -0.8, 3.3, 0.0, 0.346, 271.4, -1.0, 0.3, -0.9, -1.7, None, 1.0, -1.0, None, 271.0, 1.0, 100.0, 2021-01-01 06:00:00, 37.0, 36.87, -7999.0
None, -0.917, 99.6, -0.8, 0.9, 0.0, 0.003, 271.4, -1.0, 0.0, -0.9, -1.0, None, 0.0, -1.0, None, 271.0, 1.0, 100.0, 2021-01-01 07:00:00, 38.0, 37.61, -7999.0
None, -0.488, 99.6, -0.4, None, 58.05, 0.0, 273.9, -1.0, None, -0.5, -1.0, None, 1.0, -1.0, None, None, None, 100.0, 2021-01-01 08:00:00, None, 37.36, -7999.0
None, -0.534, 99.5, -0.4, None, 17.74, 0.0, 200.4, -1.0, None, -0.5, -1.0, None, 1.0, -1.0, None, None, None, 100.0, 2021-01-01 09:00:00, None, 39.24, -7999.0
None, -0.019, 99.3, 0.0, None, 74.57, 0.0, 34.27, 0.0, None, 0.0, -1.0, None, 1.0, 0.0, None, None, None, 99.0, 2021-01-01 10:00:00, None, 41.05, -7999.0
None, 0.259, 98.2, 0.3, 1.6, 68.87, 0.011, 357.9, 0.0, 0.0, 0.3, -1.0, None, 1.0, 0.0, None, 358.0, 0.0, 98.0, 2021-01-01 11:00:00, 41.0, 41.17, -7999.0
None, 0.381, 97.6, 0.4, None, 55.71, 0.0, 260.0, 0.0, None, 0.4, -1.0, None, 1.0, 0.0, None, None, None, 98.0, 2021-01-01 12:00:00, None, 40.8, -7999.0
None, 0.291, 98.4, 0.4, 8.0, 62.25, 0.338, 182.7, 0.0, 0.3, 0.3, -1.0, None, 0.0, 0.0, None, 183.0, 1.0, 98.0, 2021-01-01 13:00:00, 42.0, 41.72, -7999.0
None, 0.196, 98.8, 0.4, None, 69.04, 0.7, 178.6, 0.0, None, 0.2, -1.0, None, 1.0, 0.0, None, None, None, 99.0, 2021-01-01 14:00:00, None, 41.15, -7999.0
None, 0.142, 98.7, 0.4, 7.2, 60.37, 1.11, 128.1, 0.0, 1.1, 0.1, -1.0, None, 0.0, 0.0, None, 128.0, 1.0, 99.0, 2021-01-01 15:00:00, 42.0, 41.56, -7999.0
None, 0.082, 99.5, 0.4, 9.8, 63.45, 1.336, 211.9, 0.0, 1.3, 0.1, -1.0, None, 0.0, 0.0, None, 212.0, 0.0, 100.0, 2021-01-01 16:00:00, 42.0, 41.58, -7999.0
None, 0.044, 99.6, 0.4, 6.1, 72.67, 1.055, 173.5, 0.0, 1.1, 0.0, -1.0, None, 0.0, 0.0, None, 174.0, 0.0, 100.0, 2021-01-01 17:00:00, 41.0, 41.44, -7999.0
None, -0.011, 99.7, 0.4, 15.1, 71.89, 1.799, 150.5, 0.0, 1.8, 0.0, -1.0, None, 1.0, 0.0, None, 151.0, 0.0, 100.0, 2021-01-01 18:00:00, 41.0, 41.38, -7999.0
None, -0.118, 99.8, 0.1, None, 50.58, 1.125, 181.6, 0.0, None, -0.1, -0.2, None, 0.0, 0.0, None, None, None, 100.0, 2021-01-01 19:00:00, None, 41.15, -7999.0
None, -0.154, 99.8, 0.1, None, 61.62, 0.252, 180.9, 0.0, None, -0.2, -0.2, None, 0.0, 0.0, None, None, None, 100.0, 2021-01-01 20:00:00, None, 41.06, -7999.0
None, -0.142, 99.8, 0.1, 5.6, 70.39, 1.238, 201.9, 0.0, 1.2, -0.1, -0.2, None, 0.5, 0.0, None, 202.0, 0.0, 100.0, 2021-01-01 21:00:00, 41.0, 40.95, -7999.0
None, -0.214, 99.8, 0.1, None, 49.48, 0.617, 69.62, 0.0, None, -0.2, -0.2, None, 1.5, 0.0, None, None, None, 100.0, 2021-01-01 22:00:00, None, 40.45, -7999.0
None, -0.154, 99.8, 0.1, None, 71.46, 0.185, 343.6, 0.0, None, -0.2, -0.3, None, 1.0, 0.0, None, None, None, 100.0, 2021-01-01 23:00:00, None, 40.93, -7999.0
None, -0.122, 99.9, 0.1, None, 68.54, 0.0, 232.9, 0.0, None, -0.1, -0.3, None, 2.0, 0.0, None, None, None, 100.0, 2021-01-02 00:00:00, None, 39.89, -7999.0
None, -0.114, 99.9, 0.1, 0.0, 72.52, 0.0, 280.5, 0.0, 0.0, -0.1, -0.3, None, 0.0, 0.0, None, 281.0, 3.0, 100.0, 2021-01-02 01:00:00, 43.0, 42.69, -7999.0
13.0, -0.182, 99.8, 0.1, 0.0, 76.98, 0.0, 42.39, 0.0, 0.0, -0.2, -0.3, None, 0.0, 0.0, None, 42.0, -4.0, 100.0, 2021-01-02 02:00:00, 38.0, 38.46, -7999.0
13.0, -0.146, 99.9, 0.1, 0.0, 60.55, 0.0, 222.8, 0.0, 0.0, -0.1, -0.3, None, 0.0, 0.0, None, 223.0, -1.0, 100.0, 2021-01-02 03:00:00, 38.0, 37.51, -7999.0
13.0, -0.114, 99.9, 0.1, 0.0, 76.78, 0.0, 161.6, 0.0, 0.0, -0.1, -0.3, None, 0.0, 0.0, None, 162.0, 4.0, 100.0, 2021-01-02 04:00:00, 41.0, 41.38, -7999.0
13.0, -0.17, 99.8, 0.1, None, 68.73, 0.0, 332.3, 0.0, None, -0.2, -0.3, None, 0.0, 0.0, None, None, None, 100.0, 2021-01-02 05:00:00, None, 41.25, -7999.0
12.0, -0.138, 99.9, 0.1, 0.0, 75.54, 0.0, 161.3, 0.0, 0.0, -0.1, -0.3, None, 0.0, 0.0, None, 161.0, -1.0, 100.0, 2021-01-02 06:00:00, 41.0, 40.62, -7999.0
12.0, -0.138, 99.9, 0.1, None, 72.6, 0.0, 99.6, 0.0, None, -0.1, -0.3, None, 0.0, 0.0, None, None, None, 100.0, 2021-01-02 07:00:00, None, 40.19, -7999.0
11.0, -0.166, 99.8, 0.1, None, 63.09, 0.0, 189.0, 0.0, None, -0.2, -0.3, None, 0.0, 0.0, None, None, None, 100.0, 2021-01-02 08:00:00, None, 40.37, -7999.0
10.0, -0.087, 99.9, 0.1, 0.0, 53.33, 0.0, 180.7, 0.0, 0.0, -0.1, -0.3, None, 0.0, 0.0, None, 181.0, 0.0, 100.0, 2021-01-02 09:00:00, 40.0, 39.94, -7999.0
9.0, 0.052, 99.9, 0.1, None, 61.68, 0.0, 186.2, 0.0, None, 0.1, -0.3, None, 0.0, 0.0, None, None, None, 100.0, 2021-01-02 10:00:00, None, 40.44, -7999.0
9.0, 1.065, 99.7, 1.0, 0.0, 40.9, 0.0, 217.7, 1.0, 0.0, 1.1, -0.3, None, 1.0, 1.0, None, 218.0, 1.0, 100.0, 2021-01-02 11:00:00, 41.0, 40.72, -7999.0
8.0, 0.826, 97.6, 1.1, 5.0, 63.2, 0.637, 172.1, 1.0, 0.6, 0.8, -0.3, None, 0.0, 1.0, None, 172.0, 0.0, 98.0, 2021-01-02 12:00:00, 40.0, 40.32, -7999.0
8.0, 0.997, 98.8, 1.1, 5.9, 74.49, 1.506, 173.5, 1.0, 1.5, 1.0, -0.3, None, 0.0, 1.0, None, 174.0, -1.0, 99.0, 2021-01-02 13:00:00, 40.0, 39.77, -7999.0
7.0, 0.374, 98.7, 1.1, None, 60.12, 1.439, 162.8, 0.0, None, 0.4, -0.3, None, 0.0, 0.0, None, None, None, 99.0, 2021-01-02 14:00:00, None, 38.36, -7999.0
7.0, 0.348, 99.7, 1.1, 6.6, 49.52, 1.372, 132.5, 0.0, 1.4, 0.3, -0.3, None, 0.0, 0.0, None, 133.0, 1.0, 100.0, 2021-01-02 15:00:00, 39.0, 39.0, -7999.0
7.0, 0.04, 99.8, 1.1, 10.8, 54.86, 2.806, 114.4, 0.0, 2.8, 0.0, -0.3, None, 0.0, 0.0, None, 114.0, 0.0, 100.0, 2021-01-02 16:00:00, 39.0, 39.01, -7999.0
8.1, 0.968, 99.9, 1.1, None, 58.63, 2.532, 113.2, 1.0, None, 1.0, -0.3, None, 1.1, 1.0, None, None, None, 100.0, 2021-01-02 17:00:00, None, 39.14, -7999.0
8.9, 0.262, 99.1, 1.2, None, 49.32, 4.514, 67.95, 0.0, None, 0.3, -0.3, None, 1.8, 0.0, None, None, None, 99.0, 2021-01-02 18:00:00, None, 38.7, -7999.0
8.9, 0.742, 99.6, 0.9, 14.9, 47.59, 3.735, 91.0, 1.0, 3.7, 0.7, 0.0, None, 0.0, 1.0, None, 91.0, 0.0, 100.0, 2021-01-02 19:00:00, 38.0, 38.47, -7999.0
9.9, 0.238, 99.3, 1.1, None, 59.4, 3.54, 74.37, 0.0, None, 0.2, 0.0, None, 1.0, 0.0, None, None, None, 99.0, 2021-01-02 20:00:00, None, 38.36, -7999.0
10.3, 1.29, 99.8, 1.3, None, 52.5, 4.06, 62.53, 1.0, None, 1.3, 0.0, None, 0.9, 1.0, None, None, None, 100.0, 2021-01-02 21:00:00, None, 38.31, -7999.0
8.8, 0.463, 99.9, 1.3, 10.2, 61.89, 1.895, 80.5, 0.0, 1.9, 0.5, 0.0, None, 0.1, 0.0, None, 81.0, 0.0, 100.0, 2021-01-02 22:00:00, 38.0, 38.19, -7999.0
8.8, 0.333, 99.9, 1.3, 8.3, 66.88, 1.588, 160.2, 0.0, 1.6, 0.3, 0.0, None, 1.0, 0.0, None, 160.0, 0.0, 100.0, 2021-01-02 23:00:00, 38.0, 37.99, -7999.0
