station_observations
CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, pcpn_amt_pst1hr, avg_wnd_dir_10m_pst10mts, max_air_temp_snc_last_reset, ACTUAL_WIND_DIRECTION, ACTUAL_WIND_SPEED, rel_hum, MAXIMUM_AIR_TEMPERATURE, time, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, snwfl_amt_pst1hr, stn_pres
-9.04, None, None, 30.8, 13.69, 6.269, 289.8, -6999.0, 6.3, -9.0, -9.2, 0.0, 290.0, -9.0, None, None, -6999.0, None, 2021-01-01 00:00:00, -6999.0, None, -6999.0, -6999.0
-8.85, None, None, 0.6, 15.81, 0.272, 279.7, -6999.0, 0.3, -8.9, -9.2, 0.0, 280.0, -8.9, None, None, -6999.0, None, 2021-01-01 01:00:00, -6999.0, None, -6999.0, -6999.0
-8.58, None, None, 0.6, 23.55, 0.259, 287.2, -6999.0, 0.3, -8.6, -9.2, 0.0, 287.0, -8.6, None, None, -6999.0, None, 2021-01-01 02:00:00, -6999.0, None, -6999.0, -6999.0
-8.13, None, None, 0.6, 24.11, 0.257, 252.3, -6999.0, 0.3, -8.1, -9.2, 0.0, 252.0, -8.1, None, None, -6999.0, None, 2021-01-01 03:00:00, -6999.0, None, -6999.0, -6999.0
-7.68, None, None, 0.6, 19.28, 0.266, 257.9, -6999.0, 0.3, -7.7, -9.2, 0.0, 258.0, -7.7, None, None, -6999.0, None, 2021-01-01 04:00:00, -6999.0, None, -6999.0, -6999.0
-7.54, None, None, 0.6, 18.11, 0.268, 259.5, -6999.0, 0.3, -7.5, -9.2, 0.0, 260.0, -7.5, None, None, -6999.0, None, 2021-01-01 05:00:00, -6999.0, None, -6999.0, -6999.0
-7.33, None, None, 0.6, 18.54, 0.268, 257.1, -6999.0, 0.3, -7.3, -9.2, 0.0, 257.0, -7.3, None, None, -6999.0, None, 2021-01-01 06:00:00, -6999.0, None, -6999.0, -6999.0
-7.11, None, None, 0.6, 13.85, 0.274, 246.0, -6999.0, 0.3, -7.1, -7.3, 0.0, 246.0, -7.1, None, None, -6999.0, None, 2021-01-01 07:00:00, -6999.0, None, -6999.0, -6999.0
-7.06, None, None, 0.6, 16.67, 0.27, 273.0, -6999.0, 0.3, -7.1, -7.3, 0.0, 273.0, -7.1, None, None, -6999.0, None, 2021-01-01 08:00:00, -6999.0, None, -6999.0, -6999.0
-6.944, None, None, 0.6, 1.157, 0.282, 245.6, -6999.0, 0.3, -6.9, -7.3, 0.0, 246.0, -6.9, None, None, -6999.0, None, 2021-01-01 09:00:00, -6999.0, None, -6999.0, -6999.0
-6.788, None, None, 0.6, 17.93, 0.269, 269.8, -6999.0, 0.3, -6.8, -7.3, 0.0, 270.0, -6.8, None, None, -6999.0, None, 2021-01-01 10:00:00, -6999.0, None, -6999.0, -6999.0
-6.621, None, None, 0.6, 5.328, 0.281, 268.5, -6999.0, 0.3, -6.6, -7.3, 0.0, 269.0, -6.6, None, None, -6999.0, None, 2021-01-01 11:00:00, -6999.0, None, -6999.0, -6999.0
-6.327, None, None, 0.6, 0.0, 0.282, 266.4, -6999.0, 0.3, -6.3, -7.3, 0.0, 266.0, -6.3, None, None, -6999.0, None, 2021-01-01 12:00:00, -6999.0, None, -6999.0, -6999.0
