station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth
0.0, -0.299, 65.24, 0.7, 65.0, -5.0, -0.3, -0.4, -5.0, 0.0, 0.0, 2021-01-01 00:00:00, -6999.0
0.0, -0.183, 63.77, 0.7, 64.0, -6.0, -0.2, -0.4, -6.0, 0.0, 0.0, 2021-01-01 01:00:00, -6999.0
0.0, -1.24, 72.88, 0.7, 73.0, -5.0, -1.2, -1.3, -5.0, 0.0, 0.0, 2021-01-01 02:00:00, -6999.0
0.0, -0.175, 71.2, 0.7, 71.0, -4.0, -0.2, -1.5, -4.0, 0.0, 0.0, 2021-01-01 03:00:00, -6999.0
0.0, -0.647, 74.38, 0.7, 74.0, -4.0, -0.6, -1.5, -4.0, 0.0, 0.0, 2021-01-01 04:00:00, -6999.0
0.0, 0.981, 66.49, 1.3, 66.0, -5.0, 1.0, -1.5, -5.0, 0.0, 0.0, 2021-01-01 05:00:00, -6999.0
0.0, 1.818, 61.53, 1.8, 62.0, -5.0, 1.8, -1.5, -5.0, 0.0, 0.0, 2021-01-01 06:00:00, -6999.0
0.0, 1.487, 64.41, 2.0, 64.0, -4.0, 1.5, 0.9, -4.0, 0.0, 0.0, 2021-01-01 07:00:00, -6999.0
0.0, 2.072, 62.61, 2.0, 63.0, -4.0, 2.1, 0.9, -4.0, 0.0, 0.0, 2021-01-01 08:00:00, -6999.0
0.0, 2.338, 63.78, 2.4, 64.0, -4.0, 2.3, 0.9, -4.0, 0.0, 0.0, 2021-01-01 09:00:00, -6999.0
0.0, 2.379, 64.79, 2.6, 65.0, -4.0, 2.4, 0.9, -4.0, 0.0, 0.0, 2021-01-01 10:00:00, -6999.0
0.0, 2.506, 64.26, 2.8, 64.0, -4.0, 2.5, 0.9, -4.0, 0.0, 0.0, 2021-01-01 11:00:00, -6999.0
0.0, 2.849, 60.86, 3.0, 61.0, -4.0, 2.8, 0.9, -4.0, 0.0, 0.0, 2021-01-01 12:00:00, -6999.0
