station_observations
RELATIVE_HUMIDITY1, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, max_wnd_spd_10m_pst1hr, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, min_air_temp_snc_last_reset, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, ACTUAL_WIND_DIRECTION, MAXIMUM_AIR_TEMPERATURE, snw_dpth, MAXIMUM_MEASURED_WIND_SPEED1, HEIGHT_OF_SNOW, CURRENT_AIR_TEMPERATURE2, CURRENT_AIR_TEMPERATURE1, PRECIPITATION_NEW, max_air_temp_snc_last_reset, rel_hum, ACTUAL_WIND_SPEED, WIND_DIRECTION_STD_DEVIATION1, avg_wnd_spd_10m_pst10mts, air_temp, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, stn_pres
None, None, None, 0.8, 0.393, 158.9, -6999.0, -9.6, None, None, 159.0, None, None, 0.0, None, None, None, -8.99, None, -7.9, -6999.0, None, 13.4, 0.4, -9.0, 0.0, -6999.0, 2021-01-01 00:00:00, -6999.0
None, None, None, 0.8, 0.392, 156.6, -6999.0, -9.6, None, None, 157.0, None, None, 0.0, None, None, None, -9.17, None, -7.9, -6999.0, None, 15.22, 0.4, -9.2, 0.0, -6999.0, 2021-01-01 01:00:00, -6999.0
None, None, None, 0.8, 0.397, 151.2, -6999.0, -9.6, None, None, 151.0, None, None, 0.0, None, None, None, -9.02, None, -7.9, -6999.0, None, 11.1, 0.4, -9.0, 0.0, -6999.0, 2021-01-01 02:00:00, -6999.0
None, None, None, 0.8, 0.399, 154.2, -6999.0, -9.6, None, None, 154.0, None, None, 0.0, None, None, None, -9.22, None, -7.9, -6999.0, None, 11.47, 0.4, -9.2, 0.0, -6999.0, 2021-01-01 03:00:00, -6999.0
None, None, None, 0.8, 0.394, 153.0, -6999.0, -9.6, None, None, 153.0, None, None, 0.0, None, None, None, -9.47, None, -7.9, -6999.0, None, 11.5, 0.4, -9.5, 0.0, -6999.0, 2021-01-01 04:00:00, -6999.0
None, None, None, 0.8, 0.392, 153.4, -6999.0, -9.6, None, None, 153.0, None, None, 0.0, None, None, None, -9.36, None, -7.9, -6999.0, None, 10.66, 0.4, -9.4, 0.0, -6999.0, 2021-01-01 05:00:00, -6999.0
None, None, None, 0.8, 0.393, 156.3, -6999.0, -9.6, None, None, 156.0, None, None, 0.0, None, None, None, -9.13, None, -7.9, -6999.0, None, 9.75, 0.4, -9.1, 0.0, -6999.0, 2021-01-01 06:00:00, -6999.0
None, None, None, 0.8, 0.401, 153.6, -6999.0, -9.3, None, None, 154.0, None, None, 0.0, None, None, None, -8.84, None, -8.8, -6999.0, None, 10.86, 0.4, -8.8, 0.0, -6999.0, 2021-01-01 07:00:00, -6999.0
None, None, None, 0.8, 0.396, 158.2, -6999.0, -9.3, None, None, 158.0, None, None, 0.0, None, None, None, -8.81, None, -8.6, -6999.0, None, 9.03, 0.4, -8.8, 0.0, -6999.0, 2021-01-01 08:00:00, -6999.0
None, None, None, 0.8, 0.394, 157.9, -6999.0, -9.3, None, None, 158.0, None, None, 0.0, None, None, None, -8.61, None, -8.6, -6999.0, None, 9.17, 0.4, -8.6, 0.0, -6999.0, 2021-01-01 09:00:00, -6999.0
