station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, max_wnd_spd_10m_pst1hr, WIND_DIRECTION_STD_DEVIATION1, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, dwpt_temp, avg_wnd_spd_10m_pst10mts, air_temp, min_air_temp_snc_last_reset, mslp, pcpn_amt_pst1hr, DEW_POINT, ATMOSPHERIC_PRESSURE, avg_wnd_dir_10m_pst10mts, snwfl_amt_pst1hr, rel_hum, time, snw_dpth, stn_pres
0.0, -0.594, 65.17, 0.6, 22.5, 20.48, 7.846, 187.4, -6.0, 7.8, -0.6, -1.3, 1011.6, 0.0, -6.0, 947.0, 187.0, 0.0, 65.0, 2021-01-01 00:00:00, -6999.0, 947.0
0.0, -2.786, 79.48, 0.6, 11.6, 40.56, 5.302, 154.9, -6.0, 5.3, -2.8, -2.6, 1011.7, 0.0, -6.0, 947.0, 155.0, 0.0, 79.0, 2021-01-01 01:00:00, -6999.0, 947.0
0.0, -5.275, 83.2, 0.6, 10.1, 31.07, 4.429, 20.34, -7.0, 4.4, -5.3, -5.2, 1010.8, 0.0, -7.0, 946.0, 20.0, 0.0, 83.0, 2021-01-01 02:00:00, -6999.0, 946.0
0.0, -5.809, 86.8, 0.6, 10.2, 20.6, 4.376, 22.73, -7.0, 4.4, -5.8, -5.9, 1011.9, 0.0, -7.0, 947.0, 23.0, 0.0, 87.0, 2021-01-01 03:00:00, -6999.0, 947.0
0.0, -6.274, 86.7, 0.6, 14.3, 29.85, 5.848, 17.0, -8.0, 5.8, -6.3, -6.3, 1011.9, 0.0, -8.0, 947.0, 17.0, 0.0, 87.0, 2021-01-01 04:00:00, -6999.0, 947.0
0.0, -6.364, 89.1, 0.6, 11.1, 21.87, 5.531, 7.862, -8.0, 5.5, -6.4, -6.5, 1009.5, 0.1, -8.0, 945.0, 8.0, 0.0, 89.0, 2021-01-01 05:00:00, -6999.0, 945.0
0.0, -6.444, 90.3, 0.6, 11.0, 17.36, 5.025, 15.72, -8.0, 5.0, -6.4, -6.6, 1008.4, 0.1, -8.0, 944.0, 16.0, 0.0, 90.0, 2021-01-01 06:00:00, -6999.0, 944.0
0.7, -6.301, 92.4, -6.3, 8.5, 18.35, 4.098, 6.645, -7.0, 4.1, -6.3, -6.6, 1008.4, 0.7, -7.0, 944.0, 7.0, 1.0, 92.0, 2021-01-01 07:00:00, -6999.0, 944.0
2.1, -6.238, 92.6, -6.2, 15.2, 17.32, 5.371, 8.91, -7.0, 5.4, -6.2, -6.6, 1007.3, 1.4, -7.0, 943.0, 9.0, 1.0, 93.0, 2021-01-01 08:00:00, -6999.0, 943.0
3.1, -6.483, 92.3, -6.2, 13.6, 19.44, 5.477, 352.8, -7.0, 5.5, -6.5, -6.6, 1006.2, 1.0, -7.0, 942.0, 353.0, 1.0, 92.0, 2021-01-01 09:00:00, -6999.0, 942.0
