AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
None, None,2022-10-15 00:00:00, 7.0, 20.9,42
11.3, None,2022-10-15 00:15:00, None, None,42
11.2, None,2022-10-15 00:30:00, None, None,42
11.1, None,2022-10-15 00:45:00, None, None,42
10.7, None,2022-10-15 01:15:00, None, None,42
10.5, None,2022-10-15 01:30:00, None, None,42
10.0, None,2022-10-15 01:45:00, None, None,42
9.7, None,2022-10-15 02:15:00, None, None,42
9.0, None,2022-10-15 02:30:00, None, None,42
8.8, None,2022-10-15 02:45:00, None, None,42
8.1, None,2022-10-15 03:15:00, None, None,42
8.0, None,2022-10-15 03:30:00, None, None,42
7.9, None,2022-10-15 03:45:00, None, None,42
7.7, None,2022-10-15 04:15:00, None, None,42
7.6, None,2022-10-15 04:30:00, None, None,42
7.6, None,2022-10-15 04:45:00, None, None,42
7.7, None,2022-10-15 05:15:00, None, None,42
7.2, None,2022-10-15 05:30:00, None, None,42
7.0, None,2022-10-15 05:45:00, None, None,42
7.7, None,2022-10-15 06:15:00, None, None,42
7.6, None,2022-10-15 06:30:00, None, None,42
8.6, None,2022-10-15 06:45:00, None, None,42
8.8, None,2022-10-15 07:15:00, None, None,42
9.3, None,2022-10-15 07:30:00, None, None,42
9.7, None,2022-10-15 07:45:00, None, None,42
10.4, None,2022-10-15 08:15:00, None, None,42
10.2, None,2022-10-15 08:30:00, None, None,42
10.2, None,2022-10-15 08:45:00, None, None,42
11.3, None,2022-10-15 09:15:00, None, None,42
12.0, None,2022-10-15 09:30:00, None, None,42
14.3, None,2022-10-15 09:45:00, None, None,42
15.1, None,2022-10-15 10:15:00, None, None,42
16.3, None,2022-10-15 10:30:00, None, None,42
16.0, None,2022-10-15 10:45:00, None, None,42
17.2, None,2022-10-15 11:15:00, None, None,42
18.0, None,2022-10-15 11:30:00, None, None,42
18.2, None,2022-10-15 11:45:00, None, None,42
17.5, None,2022-10-15 12:15:00, None, None,42
16.6, None,2022-10-15 12:30:00, None, None,42
17.9, None,2022-10-15 12:45:00, None, None,42
20.2, None,2022-10-15 13:15:00, None, None,42
18.5, None,2022-10-15 13:30:00, None, None,42
18.4, None,2022-10-15 13:45:00, None, None,42
18.6, None,2022-10-15 14:00:00, None, None,42
18.3, None,2022-10-15 14:15:00, None, None,42
18.9, None,2022-10-15 14:30:00, None, None,42
17.8, None,2022-10-15 14:45:00, None, None,42
20.3, None,2022-10-15 15:15:00, None, None,42
20.9, None,2022-10-15 15:30:00, None, None,42
20.9, None,2022-10-15 15:45:00, None, None,42
18.6, None,2022-10-15 16:15:00, None, None,42
16.9, None,2022-10-15 16:30:00, None, None,42
15.9, None,2022-10-15 16:45:00, None, None,42
15.1, None,2022-10-15 17:15:00, None, None,42
14.4, None,2022-10-15 17:30:00, None, None,42
15.6, None,2022-10-15 17:45:00, None, None,42
14.0, None,2022-10-15 18:15:00, None, None,42
12.8, None,2022-10-15 18:30:00, None, None,42
12.9, None,2022-10-15 18:45:00, None, None,42
12.2, None,2022-10-15 19:15:00, None, None,42
12.6, None,2022-10-15 19:30:00, None, None,42
13.0, None,2022-10-15 19:45:00, None, None,42
12.0, None,2022-10-15 20:15:00, None, None,42
12.3, None,2022-10-15 20:30:00, None, None,42
12.5, None,2022-10-15 20:45:00, None, None,42
11.5, None,2022-10-15 21:15:00, None, None,42
10.6, None,2022-10-15 21:30:00, None, None,42
10.3, None,2022-10-15 21:45:00, None, None,42
9.3, None,2022-10-15 22:15:00, None, None,42
9.3, None,2022-10-15 22:30:00, None, None,42
8.9, None,2022-10-15 22:45:00, None, None,42
8.9, None,2022-10-15 23:15:00, None, None,42
8.6, None,2022-10-15 23:30:00, None, None,42
8.6, None,2022-10-15 23:45:00, None, None,42
None, None,2022-10-16 00:00:00, 8.6, 21.6,42
8.6, None,2022-10-16 00:15:00, None, None,42
10.1, None,2022-10-16 00:30:00, None, None,42
9.0, None,2022-10-16 00:45:00, None, None,42
11.1, None,2022-10-16 01:15:00, None, None,42
9.5, None,2022-10-16 01:30:00, None, None,42
9.4, None,2022-10-16 01:45:00, None, None,42
10.9, None,2022-10-16 02:15:00, None, None,42
10.7, None,2022-10-16 02:30:00, None, None,42
10.8, None,2022-10-16 02:45:00, None, None,42
10.4, None,2022-10-16 03:15:00, None, None,42
10.3, None,2022-10-16 03:30:00, None, None,42
10.7, None,2022-10-16 03:45:00, None, None,42
10.5, None,2022-10-16 04:15:00, None, None,42
10.2, None,2022-10-16 04:30:00, None, None,42
10.2, None,2022-10-16 04:45:00, None, None,42
9.7, None,2022-10-16 05:15:00, None, None,42
9.9, None,2022-10-16 05:30:00, None, None,42
9.9, None,2022-10-16 05:45:00, None, None,42
9.7, None,2022-10-16 06:15:00, None, None,42
9.6, None,2022-10-16 06:30:00, None, None,42
9.6, None,2022-10-16 06:45:00, None, None,42
9.8, None,2022-10-16 07:15:00, None, None,42
9.8, None,2022-10-16 07:30:00, None, None,42
9.9, None,2022-10-16 07:45:00, None, None,42
13.2, None,2022-10-16 08:15:00, None, None,42
14.5, None,2022-10-16 08:30:00, None, None,42
14.5, None,2022-10-16 08:45:00, None, None,42
15.6, None,2022-10-16 09:15:00, None, None,42
15.3, None,2022-10-16 09:30:00, None, None,42
15.8, None,2022-10-16 09:45:00, None, None,42
15.9, None,2022-10-16 10:15:00, None, None,42
16.0, None,2022-10-16 10:30:00, None, None,42
18.2, None,2022-10-16 10:45:00, None, None,42
18.8, None,2022-10-16 11:15:00, None, None,42
19.3, None,2022-10-16 11:30:00, None, None,42
19.6, None,2022-10-16 11:45:00, None, None,42
20.5, None,2022-10-16 12:15:00, None, None,42
20.8, None,2022-10-16 12:30:00, None, None,42
21.5, None,2022-10-16 12:45:00, None, None,42
21.6, None,2022-10-16 13:15:00, None, None,42
19.2, None,2022-10-16 13:30:00, None, None,42
21.4, None,2022-10-16 13:45:00, None, None,42
21.5, None,2022-10-16 14:15:00, None, None,42
21.4, None,2022-10-16 14:30:00, None, None,42
21.1, None,2022-10-16 14:45:00, None, None,42
20.2, None,2022-10-16 15:15:00, None, None,42
20.4, None,2022-10-16 15:30:00, None, None,42
20.2, None,2022-10-16 15:45:00, None, None,42
18.4, None,2022-10-16 16:15:00, None, None,42
16.8, None,2022-10-16 16:30:00, None, None,42
16.3, None,2022-10-16 16:45:00, None, None,42
15.0, None,2022-10-16 17:15:00, None, None,42
14.3, None,2022-10-16 17:30:00, None, None,42
14.7, None,2022-10-16 17:45:00, None, None,42
13.8, None,2022-10-16 18:15:00, None, None,42
13.6, None,2022-10-16 18:30:00, None, None,42
12.3, None,2022-10-16 18:45:00, None, None,42
12.8, None,2022-10-16 19:15:00, None, None,42
13.6, None,2022-10-16 19:30:00, None, None,42
12.6, None,2022-10-16 19:45:00, None, None,42
13.2, None,2022-10-16 20:15:00, None, None,42
13.1, None,2022-10-16 20:30:00, None, None,42
13.0, None,2022-10-16 20:45:00, None, None,42
11.0, None,2022-10-16 21:15:00, None, None,42
13.0, None,2022-10-16 21:30:00, None, None,42
13.0, None,2022-10-16 21:45:00, None, None,42
12.0, None,2022-10-16 22:15:00, None, None,42
11.4, None,2022-10-16 22:30:00, None, None,42
11.6, None,2022-10-16 22:45:00, None, None,42
11.6, None,2022-10-16 23:15:00, None, None,42
11.5, None,2022-10-16 23:30:00, None, None,42
11.7, None,2022-10-16 23:45:00, None, None,42
None, None,2022-10-17 00:00:00, 8.8, 21.6,42
11.3, None,2022-10-17 00:15:00, None, None,42
11.4, None,2022-10-17 00:30:00, None, None,42
12.6, None,2022-10-17 00:45:00, None, None,42
11.4, None,2022-10-17 01:15:00, None, None,42
10.9, None,2022-10-17 01:30:00, None, None,42
10.7, None,2022-10-17 01:45:00, None, None,42
11.3, None,2022-10-17 02:15:00, None, None,42
11.2, None,2022-10-17 02:30:00, None, None,42
10.9, None,2022-10-17 02:45:00, None, None,42
10.9, None,2022-10-17 03:15:00, None, None,42
11.1, None,2022-10-17 03:30:00, None, None,42
11.0, None,2022-10-17 03:45:00, None, None,42
10.7, None,2022-10-17 04:15:00, None, None,42
10.7, None,2022-10-17 04:30:00, None, None,42
10.1, None,2022-10-17 04:45:00, None, None,42
10.5, None,2022-10-17 05:15:00, None, None,42
10.3, None,2022-10-17 05:30:00, None, None,42
10.0, None,2022-10-17 05:45:00, None, None,42
9.0, None,2022-10-17 06:15:00, None, None,42
8.9, None,2022-10-17 06:30:00, None, None,42
8.8, None,2022-10-17 06:45:00, None, None,42
9.6, None,2022-10-17 07:15:00, None, None,42
9.4, None,2022-10-17 07:30:00, None, None,42
9.6, None,2022-10-17 07:45:00, None, None,42
13.4, None,2022-10-17 08:15:00, None, None,42
14.3, None,2022-10-17 08:30:00, None, None,42
15.5, None,2022-10-17 08:45:00, None, None,42
16.8, None,2022-10-17 09:15:00, None, None,42
15.8, None,2022-10-17 09:30:00, None, None,42
17.0, None,2022-10-17 09:45:00, None, None,42
16.6, None,2022-10-17 10:15:00, None, None,42
17.6, None,2022-10-17 10:30:00, None, None,42
18.5, None,2022-10-17 10:45:00, None, None,42
19.2, None,2022-10-17 11:15:00, None, None,42
19.2, None,2022-10-17 11:30:00, None, None,42
19.1, None,2022-10-17 11:45:00, None, None,42
19.9, None,2022-10-17 12:15:00, None, None,42
18.8, None,2022-10-17 12:30:00, None, None,42
17.8, None,2022-10-17 12:45:00, None, None,42
16.9, None,2022-10-17 13:15:00, None, None,42
19.5, None,2022-10-17 13:30:00, None, None,42
19.6, None,2022-10-17 13:45:00, None, None,42
20.8, None,2022-10-17 14:15:00, None, None,42
21.6, None,2022-10-17 14:30:00, None, None,42
17.4, None,2022-10-17 14:45:00, None, None,42
17.4, None,2022-10-17 15:15:00, None, None,42
19.3, None,2022-10-17 15:30:00, None, None,42
18.5, None,2022-10-17 15:45:00, None, None,42
16.2, None,2022-10-17 16:15:00, None, None,42
18.1, None,2022-10-17 16:30:00, None, None,42
18.4, None,2022-10-17 16:45:00, None, None,42
17.7, None,2022-10-17 17:15:00, None, None,42
17.8, None,2022-10-17 17:30:00, None, None,42
17.6, None,2022-10-17 17:45:00, None, None,42
16.8, None,2022-10-17 18:15:00, None, None,42
16.4, None,2022-10-17 18:30:00, None, None,42
17.0, None,2022-10-17 18:45:00, None, None,42
16.6, None,2022-10-17 19:15:00, None, None,42
17.8, None,2022-10-17 19:30:00, None, None,42
16.6, None,2022-10-17 19:45:00, None, None,42
16.0, None,2022-10-17 20:15:00, None, None,42
16.0, None,2022-10-17 20:30:00, None, None,42
13.9, None,2022-10-17 20:45:00, None, None,42
12.3, None,2022-10-17 21:15:00, None, None,42
12.3, None,2022-10-17 21:30:00, None, None,42
13.0, None,2022-10-17 21:45:00, None, None,42
13.0, None,2022-10-17 22:15:00, None, None,42
13.5, None,2022-10-17 22:30:00, None, None,42
14.6, None,2022-10-17 22:45:00, None, None,42
12.8, None,2022-10-17 23:15:00, None, None,42
12.0, None,2022-10-17 23:30:00, None, None,42
12.1, None,2022-10-17 23:45:00, None, None,42
None, None,2022-10-18 00:00:00, 8.4, 19.4,42
10.9, None,2022-10-18 00:15:00, None, None,42
10.7, None,2022-10-18 00:30:00, None, None,42
10.7, None,2022-10-18 00:45:00, None, None,42
10.7, None,2022-10-18 01:15:00, None, None,42
10.7, None,2022-10-18 01:30:00, None, None,42
10.4, None,2022-10-18 01:45:00, None, None,42
11.1, None,2022-10-18 02:15:00, None, None,42
11.1, None,2022-10-18 02:30:00, None, None,42
11.8, None,2022-10-18 02:45:00, None, None,42
11.4, None,2022-10-18 03:15:00, None, None,42
10.0, None,2022-10-18 03:30:00, None, None,42
10.2, None,2022-10-18 03:45:00, None, None,42
10.1, None,2022-10-18 04:15:00, None, None,42
9.6, None,2022-10-18 04:30:00, None, None,42
9.8, None,2022-10-18 04:45:00, None, None,42
9.8, None,2022-10-18 05:15:00, None, None,42
10.3, None,2022-10-18 05:30:00, None, None,42
10.3, None,2022-10-18 05:45:00, None, None,42
9.7, None,2022-10-18 06:15:00, None, None,42
9.5, None,2022-10-18 06:30:00, None, None,42
8.4, None,2022-10-18 06:45:00, None, None,42
10.2, None,2022-10-18 07:15:00, None, None,42
9.6, None,2022-10-18 07:30:00, None, None,42
9.8, None,2022-10-18 07:45:00, None, None,42
13.3, None,2022-10-18 08:15:00, None, None,42
13.9, None,2022-10-18 08:30:00, None, None,42
14.3, None,2022-10-18 08:45:00, None, None,42
15.3, None,2022-10-18 09:15:00, None, None,42
15.8, None,2022-10-18 09:30:00, None, None,42
16.0, None,2022-10-18 09:45:00, None, None,42
16.8, None,2022-10-18 10:15:00, None, None,42
17.9, None,2022-10-18 10:30:00, None, None,42
18.1, None,2022-10-18 10:45:00, None, None,42
19.4, None,2022-10-18 11:15:00, None, None,42
19.1, None,2022-10-18 11:30:00, None, None,42
18.9, None,2022-10-18 11:45:00, None, None,42
19.4, None,2022-10-18 12:15:00, None, None,42
17.9, None,2022-10-18 12:30:00, None, None,42
17.9, None,2022-10-18 12:45:00, None, None,42
17.0, None,2022-10-18 13:15:00, None, None,42
17.4, None,2022-10-18 13:30:00, None, None,42
18.4, None,2022-10-18 13:45:00, None, None,42
19.2, None,2022-10-18 14:15:00, None, None,42
19.4, None,2022-10-18 14:30:00, None, None,42
19.3, None,2022-10-18 14:45:00, None, None,42
18.5, None,2022-10-18 15:15:00, None, None,42
18.6, None,2022-10-18 15:30:00, None, None,42
18.6, None,2022-10-18 15:45:00, None, None,42
18.5, None,2022-10-18 16:15:00, None, None,42
19.2, None,2022-10-18 16:30:00, None, None,42
18.7, None,2022-10-18 16:45:00, None, None,42
18.4, None,2022-10-18 17:15:00, None, None,42
18.1, None,2022-10-18 17:30:00, None, None,42
17.8, None,2022-10-18 17:45:00, None, None,42
18.1, None,2022-10-18 18:15:00, None, None,42
18.1, None,2022-10-18 18:30:00, None, None,42
17.8, None,2022-10-18 18:45:00, None, None,42
17.8, None,2022-10-18 19:15:00, None, None,42
18.0, None,2022-10-18 19:30:00, None, None,42
17.5, None,2022-10-18 19:45:00, None, None,42
17.2, None,2022-10-18 20:15:00, None, None,42
17.4, None,2022-10-18 20:30:00, None, None,42
17.0, None,2022-10-18 20:45:00, None, None,42
17.0, None,2022-10-18 21:15:00, None, None,42
16.8, None,2022-10-18 21:30:00, None, None,42
16.4, None,2022-10-18 21:45:00, None, None,42
15.9, None,2022-10-18 22:15:00, None, None,42
15.5, None,2022-10-18 22:30:00, None, None,42
14.6, None,2022-10-18 22:45:00, None, None,42
14.6, None,2022-10-18 23:15:00, None, None,42
14.3, None,2022-10-18 23:30:00, None, None,42
14.8, None,2022-10-18 23:45:00, None, None,42
None, None,2022-10-19 00:00:00, 12.9, 19.5,42
14.1, None,2022-10-19 00:15:00, None, None,42
14.8, None,2022-10-19 00:30:00, None, None,42
16.0, None,2022-10-19 00:45:00, None, None,42
16.9, None,2022-10-19 01:15:00, None, None,42
16.6, None,2022-10-19 01:30:00, None, None,42
16.7, None,2022-10-19 01:45:00, None, None,42
16.8, None,2022-10-19 02:15:00, None, None,42
17.6, None,2022-10-19 02:30:00, None, None,42
17.4, None,2022-10-19 02:45:00, None, None,42
17.0, None,2022-10-19 03:15:00, None, None,42
16.8, None,2022-10-19 03:30:00, None, None,42
16.6, None,2022-10-19 03:45:00, None, None,42
15.9, None,2022-10-19 04:15:00, None, None,42
15.4, None,2022-10-19 04:30:00, None, None,42
15.3, None,2022-10-19 04:45:00, None, None,42
15.3, None,2022-10-19 05:15:00, None, None,42
15.4, None,2022-10-19 05:30:00, None, None,42
15.2, None,2022-10-19 05:45:00, None, None,42
14.5, None,2022-10-19 06:15:00, None, None,42
14.2, None,2022-10-19 06:30:00, None, None,42
14.2, None,2022-10-19 06:45:00, None, None,42
15.5, None,2022-10-19 07:15:00, None, None,42
15.6, None,2022-10-19 07:30:00, None, None,42
15.7, None,2022-10-19 07:45:00, None, None,42
15.8, None,2022-10-19 08:15:00, None, None,42
16.1, None,2022-10-19 08:30:00, None, None,42
16.0, None,2022-10-19 08:45:00, None, None,42
15.0, None,2022-10-19 09:15:00, None, None,42
15.7, None,2022-10-19 09:30:00, None, None,42
16.3, None,2022-10-19 09:45:00, None, None,42
15.7, None,2022-10-19 10:15:00, None, None,42
16.1, None,2022-10-19 10:30:00, None, None,42
16.5, None,2022-10-19 10:45:00, None, None,42
17.2, None,2022-10-19 11:15:00, None, None,42
17.2, None,2022-10-19 11:30:00, None, None,42
19.1, None,2022-10-19 11:45:00, None, None,42
19.4, None,2022-10-19 12:15:00, None, None,42
18.5, None,2022-10-19 12:30:00, None, None,42
19.4, None,2022-10-19 12:45:00, None, None,42
18.9, None,2022-10-19 13:15:00, None, None,42
18.1, None,2022-10-19 13:30:00, None, None,42
17.5, None,2022-10-19 13:45:00, None, None,42
17.4, None,2022-10-19 14:15:00, None, None,42
16.8, None,2022-10-19 14:30:00, None, None,42
16.6, None,2022-10-19 14:45:00, None, None,42
16.3, None,2022-10-19 15:15:00, None, None,42
16.0, None,2022-10-19 15:30:00, None, None,42
15.9, None,2022-10-19 15:45:00, None, None,42
15.5, None,2022-10-19 16:15:00, None, None,42
15.4, None,2022-10-19 16:30:00, None, None,42
15.5, None,2022-10-19 16:45:00, None, None,42
15.3, None,2022-10-19 17:15:00, None, None,42
15.1, None,2022-10-19 17:30:00, None, None,42
15.1, None,2022-10-19 17:45:00, None, None,42
14.9, None,2022-10-19 18:15:00, None, None,42
14.8, None,2022-10-19 18:30:00, None, None,42
14.7, None,2022-10-19 18:45:00, None, None,42
14.3, None,2022-10-19 19:15:00, None, None,42
14.1, None,2022-10-19 19:30:00, None, None,42
14.1, None,2022-10-19 19:45:00, None, None,42
14.0, None,2022-10-19 20:15:00, None, None,42
13.9, None,2022-10-19 20:30:00, None, None,42
13.8, None,2022-10-19 20:45:00, None, None,42
14.0, None,2022-10-19 21:15:00, None, None,42
13.7, None,2022-10-19 21:30:00, None, None,42
13.7, None,2022-10-19 21:45:00, None, None,42
13.6, None,2022-10-19 22:15:00, None, None,42
13.5, None,2022-10-19 22:30:00, None, None,42
13.4, None,2022-10-19 22:45:00, None, None,42
13.3, None,2022-10-19 23:15:00, None, None,42
13.0, None,2022-10-19 23:30:00, None, None,42
12.9, None,2022-10-19 23:45:00, None, None,42
None, None,2022-10-20 00:00:00, 8.5, 16.0,42
13.0, None,2022-10-20 00:15:00, None, None,42
12.8, None,2022-10-20 00:30:00, None, None,42
12.6, None,2022-10-20 00:45:00, None, None,42
12.6, None,2022-10-20 01:15:00, None, None,42
12.6, None,2022-10-20 01:30:00, None, None,42
12.4, None,2022-10-20 01:45:00, None, None,42
12.0, None,2022-10-20 02:15:00, None, None,42
12.1, None,2022-10-20 02:30:00, None, None,42
11.3, None,2022-10-20 02:45:00, None, None,42
10.9, None,2022-10-20 03:15:00, None, None,42
11.2, None,2022-10-20 03:30:00, None, None,42
11.2, None,2022-10-20 03:45:00, None, None,42
11.4, None,2022-10-20 04:15:00, None, None,42
11.6, None,2022-10-20 04:30:00, None, None,42
11.5, None,2022-10-20 04:45:00, None, None,42
11.2, None,2022-10-20 05:15:00, None, None,42
11.3, None,2022-10-20 05:30:00, None, None,42
11.2, None,2022-10-20 05:45:00, None, None,42
11.1, None,2022-10-20 06:15:00, None, None,42
11.3, None,2022-10-20 06:30:00, None, None,42
11.1, None,2022-10-20 06:45:00, None, None,42
11.1, None,2022-10-20 07:15:00, None, None,42
11.0, None,2022-10-20 07:30:00, None, None,42
10.9, None,2022-10-20 07:45:00, None, None,42
13.5, None,2022-10-20 08:15:00, None, None,42
14.4, None,2022-10-20 08:30:00, None, None,42
14.7, None,2022-10-20 08:45:00, None, None,42
15.0, None,2022-10-20 09:15:00, None, None,42
15.0, None,2022-10-20 09:30:00, None, None,42
15.0, None,2022-10-20 09:45:00, None, None,42
15.0, None,2022-10-20 10:15:00, None, None,42
16.0, None,2022-10-20 10:30:00, None, None,42
15.4, None,2022-10-20 10:45:00, None, None,42
16.0, None,2022-10-20 11:15:00, None, None,42
15.2, None,2022-10-20 11:30:00, None, None,42
16.0, None,2022-10-20 11:45:00, None, None,42
15.6, None,2022-10-20 12:15:00, None, None,42
15.2, None,2022-10-20 12:30:00, None, None,42
15.2, None,2022-10-20 12:45:00, None, None,42
13.8, None,2022-10-20 13:15:00, None, None,42
14.6, None,2022-10-20 13:30:00, None, None,42
14.2, None,2022-10-20 13:45:00, None, None,42
12.2, None,2022-10-20 14:15:00, None, None,42
12.1, None,2022-10-20 14:30:00, None, None,42
12.0, None,2022-10-20 14:45:00, None, None,42
11.5, None,2022-10-20 15:15:00, None, None,42
11.4, None,2022-10-20 15:30:00, None, None,42
11.3, None,2022-10-20 15:45:00, None, None,42
11.1, None,2022-10-20 16:15:00, None, None,42
10.9, None,2022-10-20 16:30:00, None, None,42
10.8, None,2022-10-20 16:45:00, None, None,42
10.5, None,2022-10-20 17:15:00, None, None,42
10.6, None,2022-10-20 17:30:00, None, None,42
10.3, None,2022-10-20 17:45:00, None, None,42
10.2, None,2022-10-20 18:15:00, None, None,42
10.0, None,2022-10-20 18:30:00, None, None,42
9.9, None,2022-10-20 18:45:00, None, None,42
9.6, None,2022-10-20 19:15:00, None, None,42
9.6, None,2022-10-20 19:30:00, None, None,42
9.6, None,2022-10-20 19:45:00, None, None,42
9.4, None,2022-10-20 20:15:00, None, None,42
9.3, None,2022-10-20 20:30:00, None, None,42
9.3, None,2022-10-20 20:45:00, None, None,42
9.1, None,2022-10-20 21:15:00, None, None,42
9.1, None,2022-10-20 21:30:00, None, None,42
8.8, None,2022-10-20 21:45:00, None, None,42
8.9, None,2022-10-20 22:15:00, None, None,42
8.8, None,2022-10-20 22:30:00, None, None,42
8.8, None,2022-10-20 22:45:00, None, None,42
8.8, None,2022-10-20 23:15:00, None, None,42
8.7, None,2022-10-20 23:30:00, None, None,42
8.5, None,2022-10-20 23:45:00, None, None,42
None, None,2022-10-21 00:00:00, 2.8, 14.1,42
8.6, None,2022-10-21 00:15:00, None, None,42
8.4, None,2022-10-21 00:30:00, None, None,42
7.6, None,2022-10-21 00:45:00, None, None,42
6.1, None,2022-10-21 01:15:00, None, None,42
5.6, None,2022-10-21 01:30:00, None, None,42
5.3, None,2022-10-21 01:45:00, None, None,42
5.6, None,2022-10-21 02:15:00, None, None,42
5.4, None,2022-10-21 02:30:00, None, None,42
5.4, None,2022-10-21 02:45:00, None, None,42
5.6, None,2022-10-21 03:15:00, None, None,42
5.9, None,2022-10-21 03:30:00, None, None,42
5.6, None,2022-10-21 03:45:00, None, None,42
5.3, None,2022-10-21 04:15:00, None, None,42
4.9, None,2022-10-21 04:30:00, None, None,42
4.8, None,2022-10-21 04:45:00, None, None,42
3.5, None,2022-10-21 05:15:00, None, None,42
3.4, None,2022-10-21 05:30:00, None, None,42
3.5, None,2022-10-21 05:45:00, None, None,42
3.7, None,2022-10-21 06:15:00, None, None,42
4.7, None,2022-10-21 06:30:00, None, None,42
5.6, None,2022-10-21 06:45:00, None, None,42
4.4, None,2022-10-21 07:15:00, None, None,42
5.0, None,2022-10-21 07:30:00, None, None,42
6.1, None,2022-10-21 07:45:00, None, None,42
7.4, None,2022-10-21 08:15:00, None, None,42
2.8, None,2022-10-21 08:30:00, None, None,42
9.4, None,2022-10-21 08:45:00, None, None,42
10.8, None,2022-10-21 09:15:00, None, None,42
