AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
24.1,0.0,16.7,2016-08-26 00:00:00,192.0,28.0,35
24.0,0.0,17.1,2016-08-26 00:15:00,201.0,28.0,35
23.7,0.0,16.3,2016-08-26 00:30:00,205.0,28.0,35
23.3,0.0,15.0,2016-08-26 00:45:00,234.0,29.0,35
22.9,0.0,15.4,2016-08-26 01:00:00,232.0,30.0,35
23.0,0.0,13.5,2016-08-26 01:15:00,251.0,30.0,35
22.7,0.0,11.1,2016-08-26 01:30:00,288.0,30.0,35
22.4,0.0,9.9,2016-08-26 01:45:00,298.0,31.0,35
22.2,0.0,8.4,2016-08-26 02:00:00,313.0,31.0,35
21.9,0.0,10.3,2016-08-26 02:15:00,296.0,32.0,35
21.2,0.0,11.2,2016-08-26 02:30:00,289.0,34.0,35
20.2,0.0,14.6,2016-08-26 02:45:00,261.0,37.0,35
19.6,0.0,16.5,2016-08-26 03:00:00,243.0,39.0,35
19.3,0.0,16.4,2016-08-26 03:15:00,248.0,41.0,35
19.8,0.0,17.4,2016-08-26 03:30:00,229.0,38.0,35
20.1,0.0,18.3,2016-08-26 03:45:00,214.0,38.0,35
19.7,0.0,18.8,2016-08-26 04:00:00,214.0,40.0,35
19.6,0.0,20.6,2016-08-26 04:15:00,210.0,42.0,35
19.5,0.0,19.6,2016-08-26 04:30:00,211.0,45.0,35
19.4,0.0,19.3,2016-08-26 04:45:00,217.0,45.0,35
19.3,0.0,18.0,2016-08-26 05:00:00,228.0,47.0,35
19.5,0.0,20.6,2016-08-26 05:15:00,223.0,45.0,35
19.8,0.0,20.3,2016-08-26 05:30:00,210.0,44.0,35
19.8,0.0,18.4,2016-08-26 05:45:00,225.0,44.0,35
20.1,0.0,17.7,2016-08-26 06:00:00,233.0,44.0,35
20.4,0.0,18.7,2016-08-26 06:15:00,222.0,42.0,35
20.8,0.0,16.7,2016-08-26 06:30:00,236.0,41.0,35
21.2,0.0,16.1,2016-08-26 06:45:00,237.0,39.0,35
21.6,0.0,16.0,2016-08-26 07:00:00,235.0,38.0,35
22.0,0.0,12.3,2016-08-26 07:15:00,275.0,37.0,35
22.3,0.0,12.1,2016-08-26 07:30:00,274.0,37.0,35
22.4,0.0,11.2,2016-08-26 07:45:00,294.0,37.0,35
22.8,0.0,12.2,2016-08-26 08:00:00,285.0,37.0,35
23.8,0.0,9.6,2016-08-26 08:15:00,305.0,36.0,35
25.4,0.0,6.8,2016-08-26 08:30:00,322.0,32.0,35
25.9,0.0,7.4,2016-08-26 08:45:00,319.0,32.0,35
26.2,0.0,7.8,2016-08-26 09:00:00,313.0,31.0,35
26.4,0.0,8.3,2016-08-26 09:15:00,315.0,31.0,35
26.9,0.0,7.3,2016-08-26 09:30:00,319.0,29.0,35
26.8,0.0,9.6,2016-08-26 09:45:00,304.0,29.0,35
26.8,0.0,9.1,2016-08-26 10:00:00,311.0,30.0,35
27.1,0.0,7.5,2016-08-26 10:15:00,318.0,29.0,35
27.3,0.0,7.7,2016-08-26 10:30:00,323.0,28.0,35
27.5,0.0,5.6,2016-08-26 10:45:00,328.0,28.0,35
28.7,0.0,5.3,2016-08-26 11:00:00,328.0,27.0,35
28.7,0.0,2.7,2016-08-26 11:15:00,333.0,28.0,35
29.7,0.0,5.1,2016-08-26 11:30:00,334.0,25.0,35
28.4,0.0,9.4,2016-08-26 11:45:00,336.0,28.0,35
29.2,0.0,12.3,2016-08-26 12:00:00,329.0,28.0,35
29.2,0.0,14.9,2016-08-26 12:15:00,330.0,28.0,35
28.7,0.0,15.0,2016-08-26 12:30:00,346.0,29.0,35
28.6,0.0,17.2,2016-08-26 12:45:00,340.0,30.0,35
29.8,0.0,12.2,2016-08-26 13:00:00,0.0,23.0,35
29.7,0.0,15.7,2016-08-26 13:15:00,13.0,21.0,35
29.7,0.0,16.3,2016-08-26 13:30:00,0.0,22.0,35
29.9,0.0,16.0,2016-08-26 13:45:00,11.0,22.0,35
30.2,0.0,16.7,2016-08-26 14:00:00,10.0,19.0,35
30.3,0.0,14.2,2016-08-26 14:15:00,12.0,20.0,35
30.4,0.0,17.8,2016-08-26 14:30:00,22.0,20.0,35
30.5,0.0,19.4,2016-08-26 14:45:00,23.0,20.0,35
30.8,0.0,17.4,2016-08-26 15:00:00,18.0,20.0,35
30.3,0.0,19.5,2016-08-26 15:15:00,26.0,20.0,35
30.0,0.0,18.5,2016-08-26 15:30:00,19.0,22.0,35
30.4,0.0,17.6,2016-08-26 15:45:00,17.0,20.0,35
29.7,0.0,20.5,2016-08-26 16:00:00,25.0,20.0,35
29.6,0.0,17.4,2016-08-26 16:15:00,27.0,22.0,35
29.7,0.0,22.2,2016-08-26 16:30:00,61.0,23.0,35
29.4,0.0,19.8,2016-08-26 16:45:00,53.0,23.0,35
28.7,0.0,23.2,2016-08-26 17:00:00,52.0,25.0,35
27.5,0.0,23.1,2016-08-26 17:15:00,49.0,28.0,35
27.7,0.0,21.1,2016-08-26 17:30:00,47.0,27.0,35
28.0,0.0,19.8,2016-08-26 17:45:00,52.0,27.0,35
