CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
-5.894, None, None, None,17.58,7.38,129.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 00:00:00, None, None, None, None,2
-4.796, None, None, None,14.51,10.75,129.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 01:00:00, None, None, None, None,2
-5.465, None, None, None,17.86,8.45,121.0, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 02:00:00, None, None, None, None,2
-6.304, None, None, None,19.68,6.944,129.8, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 03:00:00, None, None, None, None,2
-6.353, None, None, None,56.08,2.61,112.6, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 04:00:00, None, None, None, None,2
-6.52, None, None, None,60.5,0.443,199.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 05:00:00, None, None, None, None,2
-6.647, None, None, None,21.68,1.212,158.1, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 06:00:00, None, None, None, None,2
-6.343, None, None, None,17.3,1.96,139.9, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 07:00:00, None, None, None, None,2
-6.559, None, None, None,11.63,0.76,160.5, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 08:00:00, None, None, None, None,2
-6.755, None, None, None,26.74,0.971,142.8, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 09:00:00, None, None, None, None,2
-7.35, None, None, None,17.52,1.592,152.7, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 10:00:00, None, None, None, None,2
-6.079, None, None, None,11.06,1.825,150.4, None, None, None, None, None, None, None, None, None, None, None,2018-01-08 11:00:00, None, None, None, None,2
