wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
258.0, 45.0, 2.4, 0.0, 5.9, 4.7, 18.0, 16.2, 209.0, 0.0, 0.0, 52.0,2022-07-09 00:00:00,28,,,,,,
226.0, 51.0, 1.9, 0.0, 6.7, 7.4, 16.9, 15.7, 346.0, 0.0, 0.0, 53.0,2022-07-09 01:00:00,28,,,,,,
282.0, 52.0, 4.7, 0.0, 6.3, 4.5, 16.2, 15.2, 258.0, 0.0, 0.0, 55.0,2022-07-09 02:00:00,28,,,,,,
271.0, 53.0, 7.4, 0.0, 6.2, 7.6, 15.7, 15.1, 226.0, 0.0, 0.0, 61.0,2022-07-09 03:00:00,28,,,,,,
257.0, 55.0, 4.5, 0.0, 6.2, 5.2, 15.2, 16.1, 282.0, 0.0, 0.0, 50.0,2022-07-09 04:00:00,28,,,,,,
27.0, 61.0, 7.6, 0.0, 7.6, 1.2, 15.1, 16.7, 271.0, 0.0, 0.0, 60.0,2022-07-09 05:00:00,28,,,,,,
61.0, 50.0, 5.2, 0.0, 5.7, 3.2, 16.1, 19.0, 257.0, 0.0, 0.0, 50.0,2022-07-09 06:00:00,28,,,,,,
6.0, 60.0, 1.2, 0.0, 8.9, 6.2, 16.7, 19.5, 27.0, 0.0, 0.0, 49.0,2022-07-09 07:00:00,28,,,,,,
341.0, 50.0, 3.2, 0.0, 8.4, 7.1, 19.0, 21.5, 61.0, 0.0, 0.0, 37.0,2022-07-09 08:00:00,28,,,,,,
22.0, 49.0, 6.2, 0.0, 8.5, 8.8, 19.5, 22.6, 6.0, 0.0, 0.0, 36.0,2022-07-09 09:00:00,28,,,,,,
41.0, 37.0, 7.1, 0.0, 6.2, 7.1, 21.5, 23.5, 341.0, 0.0, 0.0, 33.0,2022-07-09 10:00:00,28,,,,,,
329.0, 36.0, 8.8, 0.0, 6.8, 8.6, 22.6, 24.2, 22.0, 0.0, 0.0, 31.0,2022-07-09 11:00:00,28,,,,,,
29.0, 33.0, 7.1, 0.0, 6.3, 7.5, 23.5, 25.1, 41.0, 0.0, 0.0, 30.0,2022-07-09 12:00:00,28,,,,,,
310.0, 31.0, 8.6, 0.0, 6.0, 9.3, 24.2, 24.0, 329.0, 0.0, 0.0, 31.0,2022-07-09 13:00:00,28,,,,,,
333.0, 30.0, 7.5, 0.0, 6.3, 6.9, 25.1, 24.0, 29.0, 0.0, 0.0, 33.0,2022-07-09 14:00:00,28,,,,,,
334.0, 31.0, 9.3, 0.0, 5.8, 9.3, 24.0, 24.5, 310.0, 0.0, 0.0, 31.0,2022-07-09 15:00:00,28,,,,,,
346.0, 33.0, 6.9, 0.0, 6.7, 5.9, 24.0, 24.6, 333.0, 0.0, 0.0, 31.0,2022-07-09 16:00:00,28,,,,,,
323.0, 31.0, 9.3, 0.0, 6.3, 3.0, 24.5, 23.2, 334.0, 0.0, 0.0, 32.0,2022-07-09 17:00:00,28,,,,,,
157.0, 31.0, 5.9, 0.0, 6.4, 1.7, 24.6, 21.7, 346.0, 0.0, 0.0, 34.0,2022-07-09 18:00:00,28,,,,,,
81.0, 32.0, None, 0.0, 5.6, 2.5, 23.2, 19.8, 323.0, 0.0, 0.0, 39.0,2022-07-09 19:00:00,28,,,,,,
164.0, 34.0, 1.7, 0.0, 5.2, 2.7, 21.7, 18.2, 157.0, 0.0, 0.0, 45.0,2022-07-09 20:00:00,28,,,,,,
133.0, 39.0, 2.5, 0.0, 5.5, 5.5, 19.8, 17.4, 81.0, 0.0, 0.0, 47.0,2022-07-09 21:00:00,28,,,,,,
127.0, None, None, 0.0, None, 5.5, None, 16.7, None, None, None, 50.0,2022-07-09 22:00:00,28,,,,,,
, 47.0, 5.5, None, 6.0, None, 17.4, None, 133.0, 0.0, 0.0, None,2022-07-09 23:00:00,28,,,,,,
160.0, 50.0, 5.5, 0.0, 6.2, 2.9, 16.7, 15.9, 127.0, 0.0, 0.0, 52.0,2022-07-10 00:00:00,28,,,,,,
181.0, 54.0, 2.4, 0.0, 6.3, 1.9, 15.6, 15.9, 176.0, 0.0, 0.0, 52.0,2022-07-10 01:00:00,28,,,,,,
222.0, 52.0, 2.9, 0.0, 6.1, 3.4, 15.9, 16.6, 160.0, 0.0, 0.0, 50.0,2022-07-10 02:00:00,28,,,,,,
226.0, 52.0, 1.9, 0.0, 6.1, 2.7, 15.9, 16.4, 181.0, 0.0, 0.0, 50.0,2022-07-10 03:00:00,28,,,,,,
160.0, 50.0, 3.4, 0.0, 6.1, 2.5, 16.6, 16.2, 222.0, 0.0, 0.0, 52.0,2022-07-10 04:00:00,28,,,,,,
343.0, 50.0, 2.7, 0.0, 6.0, 1.3, 16.4, 17.8, 226.0, 0.0, 0.0, 51.0,2022-07-10 05:00:00,28,,,,,,
88.0, 52.0, 2.5, 0.0, 6.3, 7.0, 16.2, 17.7, 160.0, 0.0, 0.0, 52.0,2022-07-10 06:00:00,28,,,,,,
79.0, 51.0, 1.3, 0.0, 7.5, 6.5, 17.8, 18.8, 343.0, 0.0, 0.0, 48.0,2022-07-10 07:00:00,28,,,,,,
99.0, 52.0, None, 0.0, 7.7, 3.7, 17.7, 21.0, 88.0, 0.0, 0.0, 41.0,2022-07-10 08:00:00,28,,,,,,
334.0, 48.0, 6.5, 0.0, 7.6, 9.3, 18.8, 21.9, 79.0, 0.0, 0.0, 39.0,2022-07-10 09:00:00,28,,,,,,
11.0, 41.0, 3.7, 0.0, 7.3, 9.6, 21.0, 23.0, 99.0, 0.0, 0.0, 35.0,2022-07-10 10:00:00,28,,,,,,
65.0, 39.0, 9.3, 0.0, 7.3, 8.7, 21.9, 24.4, 334.0, 0.0, 0.0, 33.0,2022-07-10 11:00:00,28,,,,,,
94.0, 35.0, 9.6, 0.0, 6.7, 13.3, 23.0, 26.2, 11.0, 0.0, 0.0, 26.0,2022-07-10 12:00:00,28,,,,,,
73.0, 33.0, 8.7, 0.0, 7.1, 13.7, 24.4, 26.7, 65.0, 0.0, 0.0, 26.0,2022-07-10 13:00:00,28,,,,,,
90.0, 26.0, 13.3, 0.0, 5.2, 14.0, 26.2, 26.1, 94.0, 0.0, 0.0, 27.0,2022-07-10 14:00:00,28,,,,,,
