AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,5.9, None,2019-11-19,-4.3,-0.9,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5, None,2019-11-20,-10.9,-1.8,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2019-11-21,-11.8,1.1,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2019-11-22,-9.8,0.8,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.2, None,2019-11-23,-5.9,-2.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.6, None,2019-11-24,-5.2,-0.4,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4, None,2019-11-25,-8.9,-4.9,47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 00:00:00, None, None,47,481.0,125.0, None, None,-0.7,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 01:00:00, None, None,47,481.0,125.0, None, None,-1.0,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 02:00:00, None, None,47,481.0,125.0, None, None,-1.0,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 03:00:00, None, None,47,481.0,125.0, None, None,-1.0,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 04:00:00, None, None,47,482.0,125.0, None, None,-0.9,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 05:00:00, None, None,47,482.0,126.0, None, None,-0.9,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 06:00:00, None, None,47,483.0,126.0, None, None,-0.9,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 07:00:00, None, None,47,484.0,127.0, None, None,-0.9,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 08:00:00, None, None,47,484.0,127.0, None, None,-1.2,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 09:00:00, None, None,47,485.0,127.0, None, None,-1.0,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 10:00:00, None, None,47,486.0,128.0, None, None,-1.2,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 11:00:00, None, None,47,487.0,129.0, None, None,-1.1,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 12:00:00, None, None,47,488.0,130.0, None, None,-1.3,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 13:00:00, None, None,47,488.0,131.0, None, None,-1.3,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 14:00:00, None, None,47,488.0,131.0, None, None,-1.2,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 15:00:00, None, None,47,489.0,131.0, None, None,-1.6,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 16:00:00, None, None,47,489.0,131.0, 217.0, None,-1.6,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 17:00:00, None, None,47,489.0,132.0, None, None,-1.2,,,,,,,,,,,,,,,,,,,,,
,,,2019-11-19 18:00:00, None, None,47,489.0,132.0, None, None,-1.5,,,,,,,,,,,,,,,,,,,,,
