pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 13.06, 71.06, 21.4, 71.0, 8.0, 13.1, 12.9, 8.0, 0.8, None,2022-07-09 00:00:00, None, None,28
None, 12.05, 71.23, 21.4, 71.0, 7.0, 12.1, 11.7, 7.0, 0.0, None,2022-07-09 01:00:00, None, None,28
None, 10.03, 80.9, 21.4, 81.0, 7.0, 10.0, 10.0, 7.0, 1.0, None,2022-07-09 02:00:00, None, None,28
None, 9.02, 84.9, 21.4, 85.0, 6.0, 9.0, 8.9, 6.0, 0.0, None,2022-07-09 03:00:00, None, None,28
None, 8.18, 88.0, 21.4, 88.0, 6.0, 8.2, 8.1, 6.0, 0.0, None,2022-07-09 04:00:00, None, None,28
None, 7.779, 89.6, 21.4, 90.0, 7.0, 7.8, 7.3, 7.0, 0.0, None,2022-07-09 05:00:00, None, None,28
None, 7.324, 92.2, 21.4, 92.0, 6.0, 7.3, 7.1, 6.0, 0.4, None,2022-07-09 06:00:00, None, None,28
None, 8.57, 90.5, 8.7, 91.0, 7.0, 8.6, 7.2, 7.0, -0.4, None,2022-07-09 07:00:00, None, None,28
None, 10.57, 77.82, 10.8, 78.0, 7.0, 10.6, 7.2, 7.0, 0.0, None,2022-07-09 08:00:00, None, None,28
None, 12.67, 68.68, 12.8, 69.0, 7.0, 12.7, 7.2, 7.0, -0.8, None,2022-07-09 09:00:00, None, None,28
None, 13.78, 64.79, 14.2, 65.0, 7.0, 13.8, 7.2, 7.0, -0.3, None,2022-07-09 10:00:00, None, None,28
None, 15.74, 57.83, 15.8, 58.0, 8.0, 15.7, 7.2, 8.0, 0.0, None,2022-07-09 11:00:00, None, None,28
