WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
319.6, 2.7, 73.5, 74.76,2019-03-26 00:00:00, 2.649,13
348.2, 2.6, 74.8, 75.21,2019-03-26 01:00:00, 2.289,13
352.7, 2.3, 75.2, 77.47,2019-03-26 02:00:00, 1.888,13
354.0, 1.9, 77.5, 76.21,2019-03-26 03:00:00, 1.515,13
342.7, 1.5, 76.2, 78.89,2019-03-26 04:00:00, 0.912998,13
335.3, 0.9, 78.9, 78.94,2019-03-26 05:00:00, 0.745998,13
341.4, 0.7, 78.9, 80.8,2019-03-26 06:00:00, 0.379,13
321.9, 0.4, 80.8, 82.6,2019-03-26 07:00:00, 0.405,13
340.7, 0.4, 82.6, 88.5,2019-03-26 08:00:00, 0.239998,13
325.1, 0.2, 88.5, 92.1,2019-03-26 09:00:00, 0.195998,13
338.9, 0.2, 92.1, 92.9,2019-03-26 10:00:00, 0.586,13
334.4, 0.6, 92.9, 93.0,2019-03-26 11:00:00, 1.138,13
333.9, 1.1, 93.0, 93.2,2019-03-26 12:00:00, 1.596,13
316.5, 1.6, 93.2, 91.6,2019-03-26 13:00:00, 2.055,13
33.6, 2.1, 91.6, 89.4,2019-03-26 14:00:00, 3.253,13
167.8, 3.3, 89.4, 90.5,2019-03-26 15:00:00, 3.935,13
147.2, 3.9, 90.5, 92.9,2019-03-26 16:00:00, 3.818,13
137.7, 3.8, 92.9, 93.5,2019-03-26 17:00:00, 3.428,13
142.0, 3.4, 93.5, 94.4,2019-03-26 18:00:00, 3.188,13
148.9, 3.2, 94.4, 94.8,2019-03-26 19:00:00, 2.937,13
139.4, 2.9, 94.8, 95.2,2019-03-26 20:00:00, 2.584,13
138.8, 2.6, 95.2, 95.4,2019-03-26 21:00:00, 2.229,13
142.5, 2.2, 95.4, 95.2,2019-03-26 22:00:00, 1.879,13
137.0, 1.9, 95.2, 94.9,2019-03-26 23:00:00, 1.195,13
111.6, 1.2, 94.9, 95.3,2019-03-27 00:00:00, 0.584999,13
33.0, 0.6, 95.3, 96.1,2019-03-27 01:00:00, 0.156,13
349.6, 0.2, 96.1, 96.7,2019-03-27 02:00:00, -0.261999,13
352.7, -0.3, 96.7, 97.2,2019-03-27 03:00:00, -0.275,13
309.8, -0.3, 97.2, 97.5,2019-03-27 04:00:00, -0.405,13
330.1, -0.4, 97.5, 97.9,2019-03-27 05:00:00, -0.875998,13
336.0, -0.9, 97.9, 98.1,2019-03-27 06:00:00, -1.439,13
347.3, -1.4, 98.1, 98.0,2019-03-27 07:00:00, -1.871,13
344.1, -1.9, 98.0, 97.8,2019-03-27 08:00:00, -1.042,13
354.2, -1.0, 97.8, 97.9,2019-03-27 09:00:00, 0.202,13
338.1, 0.2, 97.9, 82.3,2019-03-27 10:00:00, 2.423,13
334.5, 2.4, 82.3, 69.58,2019-03-27 11:00:00, 5.253,13
350.6, 5.3, 69.6, 59.58,2019-03-27 12:00:00, 7.033,13
18.1, 7.0, 59.6, 50.86,2019-03-27 13:00:00, 8.41,13
10.7, 8.4, 50.9, 43.4,2019-03-27 14:00:00, 9.24,13
