ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
21.2,0.0,-17.5,21.2,2020-01-15,80.0,-6.5,3
8.8,0.0,-9.0,8.8,2020-01-16,95.0,-7.0,3
1.4,0.0,-13.5,1.4,2020-01-17,97.0,-3.5,3
8.0,0.0,-8.0,8.0,2020-01-18,90.0,-3.0,3
0.2,0.0,-4.5,0.2,2020-01-19,92.0,0.0,3
0.0,0.0,-1.5,0.0,2020-01-20,87.0,1.0,3
7.6,0.0,-2.0,7.6,2020-01-21,81.0,1.0,3
