pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
11.0, 1.9, 1.884, 0.9, 0.0, 0.0, 1.9, None, 9.81,2022-11-26 00:00:00, 10.0, None,48
11.0, 1.8, 1.841, 0.9, 0.0, 0.0, 1.9, None, 9.79,2022-11-26 01:00:00, 10.0, None,48
11.0, 1.9, 1.93, 0.9, 0.0, 0.0, 1.9, None, 9.73,2022-11-26 02:00:00, 10.0, None,48
11.0, 2.0, 1.973, 0.9, 0.0, 0.0, 2.0, None, 9.56,2022-11-26 03:00:00, 10.0, None,48
11.0, 2.0, 2.033, 0.9, 0.0, -1.0, 2.0, None, 8.59,2022-11-26 04:00:00, 9.0, None,48
11.0, 2.0, 2.024, 0.9, 0.0, 1.0, 2.1, None, 9.24,2022-11-26 05:00:00, 9.0, None,48
11.0, 1.9, 1.947, 0.9, 0.0, 0.0, 2.1, None, 9.08,2022-11-26 06:00:00, 9.0, None,48
11.0, 2.0, 1.982, 1.9, 0.0, 0.0, 2.0, None, 9.01,2022-11-26 07:00:00, 9.0, None,48
11.0, 2.0, 2.011, 1.9, 0.0, 0.0, 2.0, None, 8.75,2022-11-26 08:00:00, 9.0, None,48
10.0, 2.2, 2.162, 1.9, 0.0, None, 2.1, None, None,2022-11-26 09:00:00, None, None,48
9.0, 2.6, 2.63, 1.9, 0.0, 0.0, 2.6, None, 8.83,2022-11-26 10:00:00, 9.0, None,48
None, 3.2, 3.185, 1.9, None, None, 3.2, None, 9.57,2022-11-26 11:00:00, None, None,48
None, 3.7, 3.721, 1.9, None, None, 3.7, None, 9.44,2022-11-26 12:00:00, None, None,48
None, 3.6, 3.592, 1.9, 0.0, 1.0, 3.8, None, 9.72,2022-11-26 13:00:00, 10.0, None,48
None, 3.4, 3.42, 1.9, 0.0, 0.0, 3.8, None, 9.66,2022-11-26 14:00:00, 10.0, None,48
None, 3.3, 3.292, 1.9, 0.0, 1.0, 3.8, None, 9.92,2022-11-26 15:00:00, 10.0, None,48
None, 3.1, 3.057, 1.9, 0.1, 0.0, 3.8, None, 9.44,2022-11-26 16:00:00, 9.0, None,48
None, 3.0, 2.971, 1.9, 0.0, 1.0, 3.8, None, 9.7,2022-11-26 17:00:00, 10.0, None,48
None, 3.0, 2.993, 1.9, 0.1, 0.0, 3.8, None, 9.67,2022-11-26 18:00:00, 10.0, None,48
None, 3.1, 3.122, 3.0, 0.6, 0.0, 3.1, None, 9.31,2022-11-26 19:00:00, 9.0, None,48
None, 3.2, 3.206, 3.0, 0.2, -2.0, 3.2, None, 7.063,2022-11-26 20:00:00, 7.0, None,48
None, 3.1, 3.136, 3.0, 0.3, 2.0, 3.2, None, 8.17,2022-11-26 21:00:00, 8.0, None,48
None, 3.1, 3.099, 3.0, -0.2, 0.0, 3.2, None, 8.37,2022-11-26 22:00:00, 8.0, None,48
None, 3.0, 2.993, 3.0, 0.0, 0.0, 3.2, None, 8.6,2022-11-26 23:00:00, 9.0, None,48
None, 2.9, 2.887, 2.9, 0.5, 0.0, 3.2, None, 8.58,2022-11-27 00:00:00, 9.0, None,48
None, 2.6, 2.609, 2.6, 0.7, 0.0, 3.2, None, 8.58,2022-11-27 01:00:00, 9.0, None,48
None, 2.3, 2.268, 2.3, 0.8, 0.0, 3.2, None, 8.33,2022-11-27 02:00:00, 8.0, None,48
None, 1.9, 1.947, 1.9, 0.6, 0.0, 3.2, None, 8.1,2022-11-27 03:00:00, 8.0, None,48
